#Insert size (bp)	insert size
29.0	12.0
30.0	34.0
31.0	63.0
32.0	145.0
33.0	290.0
34.0	450.0
35.0	682.0
36.0	968.0
37.0	1335.0
38.0	1729.0
39.0	2098.0
40.0	3328.0
41.0	3316.0
42.0	3217.0
43.0	3175.0
44.0	3204.0
45.0	3117.0
46.0	2937.0
47.0	2692.0
48.0	2839.0
49.0	2680.0
50.0	2709.0
51.0	2656.0
52.0	2599.0
53.0	2502.0
54.0	2539.0
55.0	2561.0
56.0	2642.0
57.0	2694.0
58.0	2772.0
59.0	2767.0
60.0	2804.0
61.0	2846.0
62.0	2989.0
63.0	2995.0
64.0	3157.0
65.0	3236.0
66.0	3208.0
67.0	3299.0
68.0	3295.0
69.0	3406.0
70.0	3478.0
71.0	3335.0
72.0	3559.0
73.0	3543.0
74.0	3640.0
75.0	3657.0
76.0	3838.0
77.0	3729.0
78.0	3953.0
79.0	3871.0
80.0	3997.0
81.0	4122.0
82.0	4008.0
83.0	4092.0
84.0	4273.0
85.0	4124.0
86.0	4207.0
87.0	4190.0
88.0	4442.0
89.0	4372.0
90.0	4521.0
91.0	4462.0
92.0	4612.0
93.0	4555.0
94.0	4630.0
95.0	4871.0
96.0	4806.0
97.0	4718.0
98.0	4869.0
99.0	4960.0
100.0	5074.0
101.0	4923.0
102.0	5159.0
103.0	5234.0
104.0	5388.0
105.0	5423.0
106.0	5397.0
107.0	5338.0
108.0	5648.0
109.0	5607.0
110.0	5619.0
111.0	5646.0
112.0	5864.0
113.0	5912.0
114.0	5887.0
115.0	5884.0
116.0	6145.0
117.0	6187.0
118.0	6397.0
119.0	6233.0
120.0	6720.0
121.0	6708.0
122.0	7032.0
123.0	6964.0
124.0	7373.0
125.0	7273.0
126.0	7836.0
127.0	7751.0
128.0	7712.0
129.0	8215.0
130.0	8409.0
131.0	8381.0
132.0	8778.0
133.0	8922.0
134.0	9158.0
135.0	9380.0
136.0	10052.0
137.0	9891.0
138.0	10144.0
139.0	10511.0
140.0	10453.0
141.0	10580.0
142.0	11084.0
143.0	11411.0
144.0	11748.0
145.0	12199.0
146.0	12658.0
147.0	13167.0
148.0	13276.0
149.0	9330.0
150.0	11663.0
151.0	25607.0
152.0	20218.0
153.0	14882.0
154.0	14351.0
155.0	14089.0
156.0	13959.0
157.0	13642.0
158.0	13753.0
159.0	13885.0
160.0	13872.0
161.0	13440.0
162.0	13493.0
163.0	13197.0
164.0	13606.0
165.0	13468.0
166.0	13493.0
167.0	13436.0
168.0	13622.0
169.0	13475.0
170.0	13552.0
171.0	13545.0
172.0	13616.0
173.0	13507.0
174.0	13260.0
175.0	13439.0
176.0	13492.0
177.0	13469.0
178.0	13572.0
179.0	13468.0
180.0	13783.0
181.0	13652.0
182.0	13297.0
183.0	13314.0
184.0	13745.0
185.0	13502.0
186.0	13633.0
187.0	13426.0
188.0	13530.0
189.0	13584.0
190.0	13542.0
191.0	13434.0
192.0	13685.0
193.0	13476.0
194.0	13431.0
195.0	13346.0
196.0	13472.0
197.0	13563.0
198.0	13466.0
199.0	13363.0
200.0	13504.0
201.0	13401.0
202.0	13329.0
203.0	13279.0
204.0	13176.0
205.0	13199.0
206.0	13144.0
207.0	12980.0
208.0	13376.0
209.0	13157.0
210.0	13234.0
211.0	13418.0
212.0	13447.0
213.0	13369.0
214.0	13317.0
215.0	13503.0
216.0	13473.0
217.0	13193.0
218.0	13248.0
219.0	13170.0
220.0	13380.0
221.0	13341.0
222.0	13594.0
223.0	13239.0
224.0	13340.0
225.0	13423.0
226.0	13305.0
227.0	13092.0
228.0	13246.0
229.0	13049.0
230.0	12889.0
231.0	13194.0
232.0	13206.0
233.0	13144.0
234.0	12934.0
235.0	12961.0
236.0	13158.0
237.0	12919.0
238.0	12824.0
239.0	12918.0
240.0	12843.0
241.0	12860.0
242.0	12833.0
243.0	12804.0
244.0	12804.0
245.0	12958.0
246.0	12987.0
247.0	12904.0
248.0	13022.0
249.0	12740.0
250.0	12662.0
251.0	12766.0
252.0	12853.0
253.0	12934.0
254.0	12847.0
255.0	12666.0
256.0	12690.0
257.0	12528.0
258.0	12685.0
259.0	12851.0
260.0	12612.0
261.0	12591.0
262.0	12676.0
263.0	12446.0
264.0	12589.0
265.0	12429.0
266.0	12517.0
267.0	12642.0
268.0	12442.0
269.0	12568.0
270.0	12279.0
271.0	12183.0
272.0	12560.0
273.0	12450.0
274.0	12217.0
275.0	12356.0
276.0	12259.0
277.0	12327.0
278.0	12187.0
279.0	12179.0
280.0	12147.0
281.0	12189.0
282.0	12104.0
283.0	12132.0
284.0	12064.0
285.0	11843.0
286.0	11772.0
287.0	11589.0
288.0	11776.0
289.0	11820.0
290.0	11720.0
291.0	11706.0
292.0	11534.0
293.0	11478.0
294.0	11537.0
295.0	11529.0
296.0	11615.0
297.0	11462.0
298.0	11300.0
299.0	11217.0
300.0	11249.0
301.0	11273.0
302.0	10991.0
303.0	11028.0
304.0	11179.0
305.0	11213.0
306.0	11229.0
307.0	11276.0
308.0	11058.0
309.0	11010.0
310.0	11026.0
311.0	10929.0
312.0	10708.0
313.0	10474.0
314.0	10522.0
315.0	10691.0
316.0	10742.0
317.0	10743.0
318.0	10732.0
319.0	10645.0
320.0	10356.0
321.0	10270.0
322.0	10327.0
323.0	10280.0
324.0	10301.0
325.0	10485.0
326.0	10528.0
327.0	10522.0
328.0	10394.0
329.0	10249.0
330.0	10019.0
331.0	10085.0
332.0	10289.0
333.0	10088.0
334.0	9978.0
335.0	10030.0
336.0	10157.0
337.0	9936.0
338.0	9655.0
339.0	9593.0
340.0	9544.0
341.0	9662.0
342.0	9652.0
343.0	9692.0
344.0	9703.0
345.0	9680.0
346.0	9672.0
347.0	9472.0
348.0	9360.0
349.0	9418.0
350.0	9562.0
351.0	9530.0
352.0	9430.0
353.0	9474.0
354.0	9369.0
355.0	9110.0
356.0	9124.0
357.0	9286.0
358.0	9195.0
359.0	8967.0
360.0	9136.0
361.0	8943.0
362.0	8720.0
363.0	8834.0
364.0	8849.0
365.0	8889.0
366.0	8705.0
367.0	8608.0
368.0	8529.0
369.0	8476.0
370.0	8479.0
371.0	8494.0
372.0	8433.0
373.0	8188.0
374.0	8257.0
375.0	8149.0
376.0	8392.0
377.0	8283.0
378.0	8064.0
379.0	7995.0
380.0	8168.0
381.0	8131.0
382.0	8132.0
383.0	7972.0
384.0	7984.0
385.0	7885.0
386.0	7725.0
387.0	7770.0
388.0	7821.0
389.0	7842.0
390.0	7840.0
391.0	7651.0
392.0	7756.0
393.0	7715.0
394.0	7646.0
395.0	7587.0
396.0	7477.0
397.0	7384.0
398.0	7467.0
399.0	7307.0
400.0	7281.0
401.0	7453.0
402.0	7319.0
403.0	7239.0
404.0	7119.0
405.0	7257.0
406.0	7091.0
407.0	7046.0
408.0	7095.0
409.0	7023.0
410.0	7086.0
411.0	7047.0
412.0	6871.0
413.0	6821.0
414.0	6771.0
415.0	6632.0
416.0	6657.0
417.0	6643.0
418.0	6598.0
419.0	6548.0
420.0	6677.0
421.0	6655.0
422.0	6605.0
423.0	6470.0
424.0	6544.0
425.0	6410.0
426.0	6304.0
427.0	6345.0
428.0	6133.0
429.0	6209.0
430.0	6123.0
431.0	6182.0
432.0	6173.0
433.0	6248.0
434.0	6271.0
435.0	6161.0
436.0	6170.0
437.0	5959.0
438.0	6003.0
439.0	5965.0
440.0	5906.0
441.0	5907.0
442.0	5883.0
443.0	5844.0
444.0	5777.0
445.0	5753.0
446.0	5754.0
447.0	5804.0
448.0	5798.0
449.0	5747.0
450.0	5591.0
451.0	5481.0
452.0	5549.0
453.0	5372.0
454.0	5396.0
455.0	5399.0
456.0	5462.0
