#Coverage (X)	Coverage
1.0	53.08641017680446
2.0	47.56580248663678
3.0	37.52493236788365
4.0	29.274684639281674
5.0	21.938087142283393
6.0	17.918374407189205
7.0	13.113035432524356
8.0	10.514890714248438
9.0	7.771103538027674
10.0	6.1372679578309
11.0	4.60425984987333
12.0	3.630521082723021
13.0	2.7637983186623387
14.0	2.2024997706640477
15.0	1.7089088985018748
16.0	1.3839109768166082
17.0	1.1066301622620358
18.0	0.9149525001171952
19.0	0.7550531777930445
20.0	0.6410342667968507
21.0	0.5454819984780244
22.0	0.4743345898970972
23.0	0.41506361543721937
24.0	0.3700632211807573
25.0	0.33209365632991705
26.0	0.3019394170383549
27.0	0.27641843211404193
28.0	0.2560746809379424
29.0	0.2386817913475454
30.0	0.22362181648189505
31.0	0.2106520352394483
32.0	0.19938889439616503
33.0	0.1894926823800489
34.0	0.18075398794809416
35.0	0.1729041279031378
36.0	0.16586644058546085
37.0	0.1594408219183947
38.0	0.15369560609703115
39.0	0.1483295348419631
40.0	0.1436036986620195
41.0	0.13918303956836553
42.0	0.13507490532393263
43.0	0.1312322702460733
44.0	0.12758631028884793
45.0	0.12416053829356599
46.0	0.12097675262353391
47.0	0.11804695462485881
48.0	0.1152462323280048
49.0	0.11253980632186256
50.0	0.10996245601755561
51.0	0.10748013678025359
