#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	2.544650127571793E-6
5.0	4.241083545952988E-6
6.0	5.937516964334184E-6
7.0	1.6116117474621356E-5
8.0	3.986618533195809E-5
9.0	8.821453775582216E-5
10.0	2.3325959502741437E-4
11.0	6.251357146734704E-4
12.0	0.0014563880896802561
13.0	0.00347684029097226
14.0	0.007259038597253134
15.0	0.014356916019760056
16.0	0.02530145621844634
17.0	0.03978136366103903
18.0	0.05548864068183053
19.0	0.0682381860376744
20.0	0.0757711986319961
21.0	0.0769425859073883
22.0	0.07280583301666577
23.0	0.0653779992942837
24.0	0.05733266380761087
25.0	0.053650555073014486
26.0	0.03755733944954129
27.0	0.0363019787199392
28.0	0.03187343928125509
29.0	0.027928383366809622
30.0	0.024486319960914174
31.0	0.0213988111394604
32.0	0.01927148363281038
33.0	0.016938887682536236
34.0	0.015147453992725695
35.0	0.013202493078551654
36.0	0.011881819662341893
37.0	0.010433913739753541
38.0	0.008962257749307855
39.0	0.007991897833993811
40.0	0.006863769610770316
41.0	0.0061402407578307365
42.0	0.005348854568155909
43.0	0.004755951088431682
44.0	0.004394610770316487
45.0	0.004242779979371369
46.0	0.004387825036642962
47.0	0.004913719396341132
48.0	0.006323455567015906
49.0	0.008523729710656316
50.0	0.009279490798545138
51.0	0.009229446012702893
52.0	0.005925641930405516
53.0	0.004996844633841811
54.0	0.003776260789316541
55.0	0.0026964809185169103
56.0	0.0019508984311383747
57.0	0.0013715664187611964
58.0	0.0010187082677379077
59.0	7.167431192660551E-4
60.0	4.792424406926877E-4
61.0	3.274116497475707E-4
62.0	2.2901851148146137E-4
63.0	1.6964334183811953E-4
64.0	1.094199554855871E-4
65.0	7.464307040877259E-5
66.0	3.816975191357689E-5
67.0	2.459828456652733E-5
68.0	1.6116117474621356E-5
69.0	1.4419684056240158E-5
70.0	1.1875033928668366E-5
71.0	3.3928668367623908E-6
72.0	5.089300255143586E-6
73.0	8.482167091905977E-7
74.0	8.482167091905977E-7
75.0	0.0
76.0	0.0
77.0	8.482167091905977E-7
78.0	8.482167091905977E-7
79.0	8.482167091905977E-7
80.0	0.0
81.0	0.0
82.0	0.0
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	8.482167091905977E-7
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	3.3928668367623908E-6
