#Position (bp)	insert size
510360.0	255.48963906994845
1531079.0	270.39174906239344
2551798.0	259.6425747592499
3572517.0	263.7755443886097
4593236.0	265.947590424971
5613955.0	272.6258577821979
6634674.0	265.0993754078494
7655393.0	264.1185818094706
8676112.0	265.54961347029547
9696831.0	258.7053875236295
1.071755E7	262.39858444832265
1.1738269E7	260.32530463906505
1.2758988E7	257.29763709317876
1.3779707E7	266.97960984217235
1.4800426E7	257.8156068706632
1.5542849E7	261.6875511205627
1.60532085E7	237.46449446586246
1.6841864E7	255.0655051586529
1.7862583E7	254.12570056044837
1.8883302E7	262.24590957498305
1.9904021E7	262.9703520691785
2.092474E7	266.3492729057008
2.1945459E7	266.8233841437452
2.2966178E7	263.61826999208233
2.3986897E7	266.42024902299374
2.5007616E7	266.00485795754565
2.6028335E7	261.14313899575814
2.7049054E7	266.1111621919824
2.8069773E7	246.80012776491256
2.90063125E7	267.6072486893093
2.9516672E7	259.33910306845
3.0111211E7	265.8219226363556
3.113193E7	262.1307129798903
3.2152649E7	267.1501287553648
3.3173368E7	266.447978279841
3.4194087E7	265.3585631213656
3.5214806E7	268.7619194727628
3.6235525E7	260.0220667914491
3.7256244E7	265.8394272334294
3.8276963E7	266.51864657940234
3.9297682E7	265.59209213748073
4.0318401E7	265.92385190160354
4.08600465E7	273.37280701754383
4.1370406E7	274.3146382501402
4.2359839E7	267.40137148662376
4.3380558E7	259.6061165516134
4.4401277E7	267.6864893999281
4.5421996E7	270.1983814523185
4.6442715E7	267.2914173614517
4.7463434E7	267.48968378560215
4.8484153E7	258.43149298527254
4.9504872E7	264.20780497395066
5.0525591E7	266.51754131632356
5.154631E7	270.1455696202532
5.2132722E7	265.2027278363298
5.26430815E7	269.2895312120476
5.3587748E7	266.51895925776523
5.4608467E7	270.8271849914314
5.5629186E7	273.48083560399635
5.6649905E7	253.7584375
5.7670624E7	269.482113427048
5.8691343E7	266.5792656112577
5.9712062E7	247.91026163501508
6.0732781E7	265.72071742313324
6.17535E7	269.95114856053766
6.24094815E7	262.05148741418765
6.2919841E7	260.67111567419573
6.3794938E7	267.6720898702305
6.4815657E7	264.1635554695812
6.5836376E7	262.16921329754285
6.6857095E7	258.373111165564
6.7877814E7	263.7644260599793
6.8898533E7	262.7805805114029
6.9919252E7	274.1377205531712
7.0939971E7	288.6347915860111
7.1904594E7	262.5270388137811
7.24149535E7	269.4880174291939
7.2981409E7	270.62036716314515
7.4002128E7	279.09913697720737
7.5022847E7	263.76756543987403
7.6043566E7	256.9797539723219
7.7064285E7	271.26686807653573
7.8085004E7	268.2294372294372
7.9105723E7	277.5930513278052
7.9997623E7	269.49671385237616
8.05079825E7	272.71019376579613
8.1147161E7	265.5654957759004
8.216788E7	272.6261672325976
8.3188599E7	278.3111085071479
8.4209318E7	266.7271341463415
8.5230037E7	275.4440671571402
8.6250756E7	283.3938336242001
8.7271475E7	288.2687645086407
8.78641845E7	271.4460028050491
8.8374544E7	276.17305801376597
8.9312913E7	267.51341428974865
9.0333632E7	271.7076351865956
9.1354351E7	264.9549580703726
9.237507E7	266.2931883653936
9.3395789E7	271.7574534857655
9.4416508E7	256.97892120765835
9.5112036E7	264.45514488981433
9.56223955E7	270.7979508814223
9.6457946E7	246.06497246929268
9.7478665E7	254.02219903234987
9.8499384E7	260.88242596205004
9.9520103E7	252.0121648248094
1.00540822E8	258.7699510713683
1.01386574E8	270.7313339189359
1.018969335E8	243.57758925415342
1.0258226E8	268.86872586872585
1.03602979E8	269.54215869069816
1.04623698E8	266.3912087912088
1.05644417E8	263.6574316397437
1.06665136E8	266.20138583369993
1.076372215E8	266.64147383056905
1.08147581E8	252.51560062402496
1.08706574E8	264.63440860215053
1.09727293E8	262.41145268233873
1.10748012E8	257.1105550500455
1.11768731E8	259.4041368337311
1.1278945E8	272.3062738448495
1.13638349E8	262.24355040345495
1.141487085E8	286.05254901960785
1.14830888E8	284.38493530499073
1.15851607E8	276.1727460974833
1.16872326E8	279.28846580817054
1.17893045E8	276.58655006031364
1.18913764E8	282.5279847513429
1.196339415E8	281.6997751124438
1.20144301E8	264.96064594924684
1.20955202E8	266.388966620028
1.21975921E8	264.4027622545106
1.2299664E8	263.64945283530795
1.24017359E8	262.23934513746775
1.246429705E8	272.5673575129534
1.2515333E8	280.77900262467193
1.26058797E8	270.98207798498424
1.27079516E8	283.0460557960558
1.28100235E8	292.06663639459646
1.290844785E8	273.12504270584213
1.29594838E8	274.31141199226306
1.30141673E8	235.23536617842876
1.31162392E8	265.2581636573185
1.32183111E8	268.1000199640647
1.3320383E8	272.16254616010514
1.33904959E8	284.426997594023
1.344153185E8	273.0374980054252
1.35245268E8	266.64020079909847
1.36265987E8	275.15766107200864
1.37286706E8	276.7457754412317
1.379154055E8	281.54657293497365
1.38425765E8	261.432717378982
1.39328144E8	269.44586146536636
1.40348863E8	259.4752930959618
1.413579265E8	258.9039830671541
1.41868286E8	277.82018927444796
1.42390301E8	252.22541800889707
1.4341102E8	266.34657958822226
1.44431739E8	267.3240405822673
1.452602935E8	270.18362124120284
1.45770653E8	273.57580174927114
1.46473177E8	264.5978454491475
1.47493896E8	264.47459233978003
1.48514615E8	266.33783645481526
1.491610745E8	259.21037760082197
1.49671434E8	260.1222747721767
1.50556053E8	261.0593459495352
1.51576772E8	268.71773062903077
1.524486985E8	268.0507155759344
1.52959058E8	275.2053165442462
1.5361821E8	262.03434475055843
1.54638929E8	249.98781700646444
1.55659648E8	279.846349579174
1.562379865E8	273.6504010695187
1.56748346E8	276.77615375762457
1.57701086E8	264.48995966886014
1.58721805E8	266.5489725670178
1.59504311E8	268.9934778776661
1.600146705E8	252.2899462778204
1.60763243E8	266.5847609561753
1.61783962E8	258.7432488231894
1.62676022E8	258.85655222002515
1.631863815E8	256.07567682796844
1.638254E8	267.24992541024363
1.64846119E8	262.87297734627833
1.65790573E8	262.2262900265144
1.663009325E8	274.8650980392157
1.66887557E8	261.1029970451667
1.67908276E8	264.84896265560167
1.687668165E8	267.33610822060353
1.69277176E8	277.00380517503805
1.69949714E8	274.1382183908046
1.70970433E8	285.99021838034577
1.71720922E8	289.48146186440675
1.722312815E8	273.6598319327731
1.73011871E8	259.58399520455566
1.73949528E8	279.94886877828054
1.744598875E8	266.4953703703704
1.75053309E8	268.39390316796175
1.76074028E8	269.2255368768827
1.76602689E8	221.53846153846155
1.771130485E8	262.5211726384365
1.78115466E8	266.15443463640185
