#Position (bp)	mapping quality
510360.0	19.463466778072437
1531079.0	24.965583586611082
2551798.0	20.547581350588572
3572517.0	30.44268713702237
4593236.0	28.13254213888995
5613955.0	27.07134061408644
6634674.0	29.02096111106991
7655393.0	25.200541163079034
8676112.0	22.263073827452445
9696831.0	27.55245215895727
1.071755E7	22.40565235504466
1.1738269E7	24.45423465605255
1.2758988E7	20.8463023169644
1.3779707E7	15.267786180108901
1.4800426E7	26.1950865734486
1.5542849E7	24.524712802045578
1.60532085E7	25.289113951650908
1.6841864E7	26.43280862034579
1.7862583E7	26.079673363926975
1.8883302E7	29.18257701158218
1.9904021E7	25.392460915163195
2.092474E7	29.994605497072257
2.1945459E7	31.689173588514418
2.2966178E7	28.036464032136678
2.3986897E7	31.857260783158257
2.5007616E7	31.144340832314487
2.6028335E7	28.020843259807357
2.7049054E7	31.592446302791583
2.8069773E7	25.51473561243267
2.90063125E7	24.57282056010221
2.9516672E7	16.321345046886904
3.0111211E7	33.58664134307874
3.113193E7	22.260972865523968
3.2152649E7	26.88638902553664
3.3173368E7	21.291572459297907
3.4194087E7	25.51463318343324
3.5214806E7	23.546459182087887
3.6235525E7	25.33619353794204
3.7256244E7	25.500374017673284
3.8276963E7	22.586313356106142
3.9297682E7	25.168288968005516
4.0318401E7	19.18034761493443
4.08600465E7	37.047334158361465
4.1370406E7	22.60990941657632
4.2359839E7	25.60996581958021
4.3380558E7	25.637547537179177
4.4401277E7	28.875858355127622
4.5421996E7	23.87538652489485
4.6442715E7	30.524239366962416
4.7463434E7	27.975642269207565
4.8484153E7	25.411516311802824
4.9504872E7	22.76108587188013
5.0525591E7	25.11189292746014
5.154631E7	23.901932152079066
5.2132722E7	34.229226772538105
5.26430815E7	29.970738158544076
5.3587748E7	25.889398347083542
5.4608467E7	22.999950575120256
5.5629186E7	20.52781139269136
5.6649905E7	19.339698084912662
5.7670624E7	26.42113892581082
5.8691343E7	17.833915035735465
5.9712062E7	26.023193082943987
6.0732781E7	29.77497667529571
6.17535E7	29.797598256681766
6.24094815E7	32.069006509878605
6.2919841E7	23.628866920152092
6.3794938E7	29.7171397800249
6.4815657E7	22.47811040032535
6.5836376E7	20.484669580748978
6.6857095E7	21.6017870074077
6.7877814E7	25.046158442710357
6.8898533E7	32.24623935096055
6.9919252E7	16.262609671384254
7.0939971E7	13.487221618806394
7.1904594E7	21.118881884876288
7.24149535E7	30.21665469373518
7.2981409E7	14.013910623819152
7.4002128E7	11.529041622503492
7.5022847E7	25.518918448384586
7.6043566E7	22.40362076452707
7.7064285E7	23.154664924616693
7.8085004E7	23.867165532548164
7.9105723E7	24.9096909499482
7.9997623E7	25.40985676985371
8.05079825E7	25.221492564692795
8.1147161E7	29.872726250638912
8.216788E7	21.562559394491554
8.3188599E7	7.789145144035868
8.4209318E7	12.196655027899709
8.5230037E7	9.27340046169547
8.6250756E7	9.958880167968989
