#Insert size (bp)	insert size
308.0	7640.0
309.0	7672.0
310.0	7470.0
311.0	7506.0
312.0	7522.0
313.0	7500.0
314.0	7586.0
315.0	7537.0
316.0	7460.0
317.0	7485.0
318.0	7579.0
319.0	7589.0
320.0	7488.0
321.0	7515.0
322.0	7395.0
323.0	7335.0
324.0	7478.0
325.0	7253.0
326.0	7334.0
327.0	7387.0
328.0	7308.0
329.0	7236.0
330.0	7240.0
331.0	7231.0
332.0	7164.0
333.0	7245.0
334.0	7174.0
335.0	7097.0
336.0	7143.0
337.0	7033.0
338.0	7145.0
339.0	7155.0
340.0	7171.0
341.0	7092.0
342.0	7113.0
343.0	6895.0
344.0	6978.0
345.0	6921.0
346.0	7050.0
347.0	7051.0
348.0	7067.0
349.0	7004.0
350.0	6805.0
351.0	6808.0
352.0	6840.0
353.0	6882.0
354.0	6694.0
355.0	6757.0
356.0	6582.0
357.0	6576.0
358.0	6593.0
359.0	6659.0
360.0	6797.0
361.0	6668.0
362.0	6586.0
363.0	6562.0
364.0	6503.0
365.0	6453.0
366.0	6415.0
367.0	6490.0
368.0	6482.0
369.0	6640.0
370.0	6414.0
371.0	6382.0
372.0	6494.0
373.0	6471.0
374.0	6377.0
375.0	6359.0
376.0	6326.0
377.0	6221.0
378.0	6098.0
379.0	6270.0
380.0	6266.0
381.0	6201.0
382.0	6036.0
383.0	6078.0
384.0	6095.0
385.0	5884.0
386.0	6051.0
387.0	5950.0
388.0	6029.0
389.0	6078.0
390.0	6178.0
391.0	5819.0
392.0	5771.0
393.0	5745.0
394.0	5767.0
395.0	5815.0
396.0	5756.0
397.0	5679.0
398.0	5874.0
399.0	5889.0
400.0	5864.0
401.0	5792.0
402.0	5742.0
403.0	5638.0
404.0	5500.0
405.0	5449.0
406.0	5626.0
407.0	5577.0
408.0	5550.0
409.0	5535.0
410.0	5429.0
411.0	5428.0
412.0	5380.0
413.0	5302.0
414.0	5380.0
415.0	5318.0
416.0	5234.0
417.0	5303.0
418.0	5302.0
419.0	5361.0
420.0	5362.0
421.0	5264.0
422.0	5201.0
423.0	5113.0
424.0	5249.0
425.0	5247.0
426.0	5140.0
427.0	5015.0
428.0	5132.0
429.0	5131.0
430.0	5038.0
431.0	4927.0
432.0	5124.0
433.0	4986.0
434.0	4899.0
435.0	4871.0
436.0	4810.0
437.0	4739.0
438.0	4794.0
439.0	4852.0
440.0	4787.0
441.0	4729.0
442.0	4773.0
443.0	4802.0
444.0	4722.0
445.0	4746.0
446.0	4756.0
447.0	4602.0
448.0	4726.0
449.0	4650.0
450.0	4560.0
451.0	4594.0
452.0	4550.0
453.0	4548.0
454.0	4437.0
455.0	4365.0
456.0	4459.0
457.0	4387.0
458.0	4445.0
459.0	4396.0
460.0	4434.0
461.0	4552.0
462.0	4372.0
463.0	4344.0
464.0	4376.0
465.0	4376.0
466.0	4434.0
467.0	4519.0
468.0	4480.0
469.0	4264.0
470.0	4289.0
471.0	4250.0
472.0	4231.0
473.0	4331.0
474.0	4334.0
475.0	4459.0
476.0	4304.0
477.0	4245.0
478.0	4282.0
479.0	4338.0
480.0	4407.0
481.0	4336.0
482.0	4148.0
483.0	4146.0
484.0	4326.0
485.0	4396.0
486.0	4452.0
487.0	4363.0
488.0	4365.0
489.0	4629.0
490.0	4713.0
491.0	4555.0
492.0	4628.0
493.0	4591.0
494.0	4540.0
495.0	4867.0
496.0	4976.0
497.0	5027.0
498.0	5071.0
499.0	5296.0
500.0	5729.0
