#Position (bp)	Coverage
510360.0	2.5393315888114163
1531079.0	2.072083501923644
2551798.0	2.4667053322216987
3572517.0	2.3858740750392617
4593236.0	2.3154678221920038
5613955.0	2.4986641769184272
6634674.0	2.490609070664894
7655393.0	3.0964143902484427
8676112.0	2.240786151722462
9696831.0	2.56137879279214
1.071755E7	2.42406382167864
1.1738269E7	3.1138805097191296
1.2758988E7	2.75371772250737
1.3779707E7	2.5414203125443926
1.4800426E7	2.10760846031082
1.5542849E7	3.0702566323441642
1.60532085E7	3.562649121798373
1.6841864E7	2.534859251174907
1.7862583E7	2.6385596819496846
1.8883302E7	2.454815674049371
1.9904021E7	2.857218294163232
2.092474E7	2.5870851821118253
2.1945459E7	2.825337825591568
2.2966178E7	2.1908781946843354
2.3986897E7	2.4343369722715065
2.5007616E7	2.181760112234611
2.6028335E7	2.3759281447685408
2.7049054E7	2.629090866340295
2.8069773E7	2.8923788035688567
2.90063125E7	2.4621533155004927
2.9516672E7	3.2543968543410213
3.0111211E7	2.4601295753287635
3.113193E7	2.281837606628269
3.2152649E7	2.587904212618752
3.3173368E7	2.4452939545555634
3.4194087E7	2.6425931132858307
3.5214806E7	2.3055777349103916
3.6235525E7	2.231237980286445
3.7256244E7	2.768472028050815
3.8276963E7	1.9512500502097052
3.9297682E7	2.7623097052175964
4.0318401E7	3.00694412468074
4.08600465E7	2.411350124656396
4.1370406E7	2.266607315996397
4.2359839E7	2.646460975057778
4.3380558E7	2.8303166689363084
4.4401277E7	2.471412798233402
4.5421996E7	2.1326819624206075
4.6442715E7	2.262586470909232
4.7463434E7	2.0032359542636122
4.8484153E7	3.1442061919098205
4.9504872E7	2.5090225615473014
5.0525591E7	2.4670874158313896
5.154631E7	1.9527127446437267
5.2132722E7	2.4735610269221917
5.26430815E7	2.3366639266693836
5.3587748E7	2.426184875563206
5.4608467E7	2.773924067250634
5.5629186E7	2.8185925803281804
5.6649905E7	2.848085516190058
5.7670624E7	2.394066339511658
5.8691343E7	2.182878931419911
5.9712062E7	2.771183841978057
6.0732781E7	2.4988679548435955
6.17535E7	2.296151046468225
6.24094815E7	1.446460699619563
6.2919841E7	2.8000342712224544
6.3794938E7	2.3896429869533145
6.4815657E7	2.3879765145941243
6.5836376E7	2.373332915327333
6.6857095E7	3.054262730487039
6.7877814E7	2.1540120248569883
6.8898533E7	2.6745627346997556
6.9919252E7	2.605581947627114
7.0939971E7	1.995686374016747
7.1904594E7	2.4775499242179926
7.24149535E7	2.5280679549343983
7.2981409E7	3.3442083472532596
7.4002128E7	4.366640573948364
7.5022847E7	2.3054102059430654
7.6043566E7	2.826174490726635
7.7064285E7	2.0968092099784563
7.8085004E7	2.575238630808283
7.9105723E7	2.3615755168660524
7.9997623E7	2.5593914669609124
8.05079825E7	3.255051661633765
8.1147161E7	2.4575274879766127
8.216788E7	2.224805259821753
8.3188599E7	2.269687347840101
8.4209318E7	1.8544525966500085
8.5230037E7	2.589943951273563
8.6250756E7	2.064095995077979
8.7271475E7	1.9422211206022422
8.78641845E7	2.1289921068609594
8.8374544E7	2.6451714272697218
8.9312913E7	2.5018864153601528
9.0333632E7	2.4256333035830626
9.1354351E7	2.7155759812445934
9.237507E7	2.6674109132875943
9.3395789E7	2.2680100987637144
9.4416508E7	2.554533617969294
9.5112036E7	3.5634840699146992
9.56223955E7	2.6500149143118965
9.6457946E7	2.7086044249200807
9.7478665E7	2.6530729809085556
9.8499384E7	2.56052645243206
9.9520103E7	2.694142070442502
1.00540822E8	2.881377734714451
1.01386574E8	3.0523834015370053
1.018969335E8	2.020435282081764
1.0258226E8	1.9684957368286473
1.03602979E8	2.1453661585607793
1.04623698E8	2.1955837012929122
1.05644417E8	2.5844781962518577
1.06665136E8	1.969456824062254
1.076372215E8	2.5472747906767217
1.08147581E8	3.032179464772225
1.08706574E8	3.0763794932787576
1.09727293E8	2.0361764599267773
1.10748012E8	2.662856280719767
1.11768731E8	2.201240498119463
1.1278945E8	2.440002586412127
1.13638349E8	3.2434708505211356
1.141487085E8	0.9752444418577582
1.14830888E8	1.7338621109237704
1.15851607E8	3.176996803233799
1.16872326E8	4.7987350093414545
1.17893045E8	1.599405908972009
1.18913764E8	1.338320340857768
1.196339415E8	1.5550453249959488
1.20144301E8	2.8139108908420303
1.20955202E8	2.369527754455438
1.21975921E8	2.996606313784695
1.2299664E8	2.57273647301559
1.24017359E8	2.6780279391291826
1.246429705E8	2.4931758234130426
1.2515333E8	1.2015071847535164
1.26058797E8	2.054850551425025
1.27079516E8	2.0341945236642016
1.28100235E8	2.3422077966609813
1.290844785E8	2.4085018696558653
1.29594838E8	1.8639908980000275
1.30141673E8	4.34792337558133
1.31162392E8	2.4755285245008665
1.32183111E8	2.33351686409286
1.3320383E8	4.052099549435251
1.33904959E8	5.581893332005378
1.344153185E8	2.505043962577052
1.35245268E8	2.4174831662778886
1.36265987E8	2.288549542038504
1.37286706E8	2.7473653375708693
1.379154055E8	2.375937975325334
1.38425765E8	2.5161554463489697
