#Coverage (X)	Coverage
1.0	48.918471755250806
2.0	43.364449133536375
3.0	33.06529853541892
4.0	25.465001583908276
5.0	18.18492846759314
6.0	14.70052744740427
7.0	10.335828671173687
8.0	8.145660651005826
9.0	5.848780580207489
10.0	4.552635202425762
11.0	3.3370240003458065
12.0	2.6160673815723356
13.0	1.9675881164669704
14.0	1.5691120758048953
15.0	1.2199091535329671
16.0	0.9969552486998055
17.0	0.8055754158783657
18.0	0.6775754265375156
19.0	0.5680197916598644
20.0	0.49152076242425835
21.0	0.42651804304169616
22.0	0.3784386911994204
23.0	0.3365094169149927
24.0	0.3051802703337074
25.0	0.2782384729875247
26.0	0.25692849098841464
27.0	0.23845572517528524
28.0	0.22338766777042451
29.0	0.2099155444701779
30.0	0.19863085018901927
31.0	0.18845713766023664
32.0	0.1796204730561186
33.0	0.17168513403593977
34.0	0.16502046814878213
35.0	0.15872808891586487
36.0	0.15320967404306884
37.0	0.1481127758360259
38.0	0.14346139698692184
39.0	0.13906816954148837
40.0	0.13529484836044503
41.0	0.13149703463635376
42.0	0.1279901923236082
43.0	0.12463716318116269
44.0	0.12167258577136408
45.0	0.1187227038873857
46.0	0.11609955252758652
47.0	0.11338773816197545
48.0	0.11099849058822997
49.0	0.10851739597808319
50.0	0.10621019842352553
51.0	0.1039664365554529
