#Insert size (bp)	insert size
29.0	19.0
30.0	48.0
31.0	118.0
32.0	256.0
33.0	472.0
34.0	827.0
35.0	1414.0
36.0	2180.0
37.0	2995.0
38.0	4169.0
39.0	4928.0
40.0	7562.0
41.0	8029.0
42.0	7942.0
43.0	8413.0
44.0	7876.0
45.0	7541.0
46.0	7276.0
47.0	6754.0
48.0	6738.0
49.0	6444.0
50.0	6295.0
51.0	6045.0
52.0	5886.0
53.0	5779.0
54.0	5722.0
55.0	5641.0
56.0	5886.0
57.0	5818.0
58.0	5933.0
59.0	5742.0
60.0	6004.0
61.0	5890.0
62.0	5968.0
63.0	6152.0
64.0	5994.0
65.0	5974.0
66.0	6173.0
67.0	5984.0
68.0	6205.0
69.0	6411.0
70.0	6339.0
71.0	6443.0
72.0	6624.0
73.0	6657.0
74.0	6698.0
75.0	6615.0
76.0	6689.0
77.0	6635.0
78.0	6730.0
79.0	6747.0
80.0	6840.0
81.0	6713.0
82.0	6857.0
83.0	6705.0
84.0	6874.0
85.0	6620.0
86.0	6673.0
87.0	6780.0
88.0	6649.0
89.0	6797.0
90.0	6838.0
91.0	6827.0
92.0	6895.0
93.0	6978.0
94.0	7014.0
95.0	6864.0
96.0	7045.0
97.0	6721.0
98.0	6998.0
99.0	6925.0
100.0	6975.0
101.0	6875.0
102.0	7125.0
103.0	7009.0
104.0	6918.0
105.0	6854.0
106.0	6844.0
107.0	6868.0
108.0	7080.0
109.0	6933.0
110.0	7019.0
111.0	7106.0
112.0	7126.0
113.0	7076.0
114.0	6962.0
115.0	6979.0
116.0	7377.0
117.0	7245.0
118.0	7184.0
119.0	7554.0
120.0	7271.0
121.0	7234.0
122.0	7313.0
123.0	7439.0
124.0	7521.0
125.0	7474.0
126.0	7936.0
127.0	8031.0
128.0	8375.0
129.0	8323.0
130.0	8252.0
131.0	8555.0
132.0	8434.0
133.0	8835.0
134.0	8888.0
135.0	8891.0
136.0	9221.0
137.0	9344.0
138.0	9609.0
139.0	9844.0
140.0	9893.0
141.0	9890.0
142.0	10210.0
143.0	10328.0
144.0	10645.0
145.0	10856.0
146.0	11194.0
147.0	11457.0
148.0	11388.0
149.0	8018.0
150.0	9859.0
151.0	21334.0
152.0	16894.0
153.0	12507.0
154.0	12018.0
155.0	11940.0
156.0	11763.0
157.0	11242.0
158.0	11300.0
159.0	11303.0
160.0	11420.0
161.0	11116.0
162.0	11133.0
163.0	10987.0
164.0	11051.0
165.0	11087.0
166.0	11179.0
167.0	11037.0
168.0	11038.0
169.0	10738.0
170.0	10865.0
171.0	10846.0
172.0	10985.0
173.0	10905.0
174.0	10812.0
175.0	10807.0
176.0	10909.0
177.0	10864.0
178.0	11056.0
179.0	10974.0
180.0	11004.0
181.0	10749.0
182.0	10856.0
183.0	10786.0
184.0	10724.0
185.0	10796.0
186.0	10910.0
187.0	10805.0
188.0	10899.0
189.0	10613.0
190.0	10887.0
191.0	10529.0
192.0	10840.0
193.0	10712.0
194.0	10964.0
195.0	10821.0
196.0	10724.0
197.0	10796.0
198.0	10699.0
199.0	10732.0
200.0	10772.0
201.0	10895.0
202.0	10794.0
203.0	10859.0
204.0	10872.0
205.0	11023.0
206.0	11139.0
207.0	10940.0
208.0	10821.0
209.0	10868.0
210.0	11131.0
211.0	11035.0
212.0	11014.0
213.0	10809.0
214.0	10925.0
215.0	10846.0
216.0	10737.0
217.0	10827.0
218.0	10709.0
219.0	10565.0
220.0	10804.0
221.0	10760.0
222.0	10549.0
223.0	10599.0
224.0	10727.0
225.0	10744.0
226.0	10747.0
227.0	10932.0
228.0	10770.0
229.0	10791.0
230.0	10647.0
231.0	10663.0
232.0	10620.0
233.0	10763.0
234.0	10790.0
235.0	10581.0
236.0	10733.0
237.0	10631.0
238.0	10659.0
239.0	10618.0
240.0	10580.0
241.0	10402.0
242.0	10490.0
243.0	10608.0
244.0	10601.0
245.0	10654.0
246.0	10684.0
247.0	10539.0
248.0	10778.0
249.0	10556.0
250.0	10572.0
251.0	10228.0
252.0	10279.0
253.0	10352.0
254.0	10259.0
255.0	10384.0
256.0	10452.0
257.0	10261.0
258.0	10372.0
259.0	10358.0
260.0	10381.0
261.0	10259.0
262.0	10194.0
263.0	10445.0
264.0	10371.0
265.0	10338.0
266.0	10191.0
267.0	10110.0
268.0	10076.0
269.0	10224.0
270.0	10130.0
271.0	10197.0
272.0	9991.0
273.0	9897.0
274.0	9937.0
275.0	10047.0
276.0	9817.0
277.0	9735.0
278.0	9764.0
279.0	9958.0
280.0	9996.0
281.0	9891.0
282.0	9818.0
283.0	9794.0
284.0	9801.0
285.0	9887.0
286.0	9799.0
287.0	9671.0
288.0	9687.0
289.0	9803.0
290.0	9584.0
291.0	9456.0
292.0	9543.0
293.0	9462.0
294.0	9491.0
295.0	9441.0
296.0	9470.0
297.0	9498.0
298.0	9408.0
299.0	9486.0
300.0	9388.0
301.0	9243.0
302.0	9211.0
303.0	9142.0
304.0	9188.0
305.0	9237.0
306.0	9068.0
307.0	9050.0
308.0	8983.0
309.0	9025.0
310.0	9205.0
311.0	8972.0
312.0	8949.0
313.0	8829.0
314.0	8826.0
315.0	8889.0
316.0	8921.0
317.0	8763.0
318.0	8793.0
319.0	8740.0
320.0	8936.0
321.0	8673.0
322.0	8659.0
323.0	8405.0
324.0	8612.0
325.0	8474.0
326.0	8284.0
327.0	8319.0
328.0	8226.0
329.0	8325.0
330.0	8295.0
331.0	8260.0
332.0	8343.0
333.0	8308.0
334.0	8304.0
335.0	8269.0
336.0	8108.0
337.0	7951.0
338.0	7981.0
339.0	7929.0
340.0	7877.0
341.0	7976.0
342.0	7979.0
343.0	7752.0
344.0	7895.0
345.0	7842.0
346.0	7782.0
347.0	7751.0
348.0	7658.0
349.0	7666.0
350.0	7721.0
351.0	7973.0
352.0	7742.0
353.0	7540.0
354.0	7460.0
355.0	7343.0
356.0	7437.0
357.0	7533.0
358.0	7398.0
359.0	7474.0
360.0	7457.0
361.0	7311.0
362.0	7560.0
363.0	7456.0
364.0	7362.0
365.0	7262.0
366.0	7201.0
367.0	7024.0
368.0	7028.0
369.0	7176.0
370.0	6935.0
371.0	6981.0
372.0	7164.0
373.0	6982.0
374.0	7027.0
375.0	6789.0
376.0	6899.0
377.0	6762.0
378.0	6726.0
379.0	6778.0
380.0	6832.0
381.0	6655.0
382.0	6736.0
383.0	6689.0
384.0	6659.0
385.0	6648.0
386.0	6469.0
387.0	6444.0
388.0	6393.0
389.0	6373.0
390.0	6322.0
391.0	6132.0
392.0	6259.0
393.0	6362.0
394.0	6135.0
395.0	6096.0
396.0	6094.0
397.0	6057.0
398.0	5961.0
399.0	5994.0
400.0	5999.0
401.0	5980.0
402.0	5996.0
403.0	6067.0
404.0	5999.0
405.0	5786.0
406.0	5712.0
407.0	5712.0
408.0	5818.0
409.0	5649.0
410.0	5631.0
411.0	5637.0
412.0	5733.0
413.0	5673.0
414.0	5680.0
415.0	5533.0
416.0	5542.0
417.0	5617.0
418.0	5536.0
419.0	5407.0
420.0	5414.0
421.0	5473.0
422.0	5346.0
423.0	5334.0
424.0	5347.0
425.0	5400.0
426.0	5269.0
427.0	5153.0
428.0	5246.0
429.0	5315.0
430.0	5153.0
431.0	4967.0
432.0	5071.0
433.0	5047.0
434.0	4973.0
435.0	4824.0
436.0	4881.0
437.0	4932.0
438.0	4880.0
439.0	4795.0
440.0	4841.0
441.0	4716.0
442.0	4735.0
443.0	4751.0
444.0	4785.0
445.0	4735.0
446.0	4726.0
447.0	4636.0
448.0	4561.0
449.0	4631.0
450.0	4627.0
451.0	4492.0
452.0	4492.0
453.0	4570.0
454.0	4474.0
455.0	4488.0
456.0	4530.0
457.0	4402.0
458.0	4436.0
459.0	4308.0
460.0	4203.0
461.0	4196.0
462.0	4376.0
463.0	4281.0
464.0	4194.0
465.0	4230.0
466.0	4290.0
467.0	4089.0
468.0	4114.0
469.0	4291.0
470.0	4243.0
471.0	4160.0
472.0	4143.0
473.0	4105.0
474.0	4211.0
475.0	4126.0
476.0	4116.0
477.0	4051.0
478.0	4002.0
479.0	4058.0
480.0	4143.0
481.0	4154.0
482.0	4205.0
483.0	3993.0
484.0	4182.0
485.0	4125.0
486.0	4165.0
487.0	4168.0
488.0	4245.0
489.0	4187.0
490.0	4144.0
491.0	4139.0
492.0	4348.0
493.0	4443.0
494.0	4512.0
495.0	4574.0
496.0	4529.0
497.0	4544.0
498.0	4708.0
499.0	4875.0
500.0	5290.0
