#GC Content (%)	Sample
1.0	0.0
2.0	9.882321317748254E-7
3.0	0.0
4.0	4.9411606588741274E-6
5.0	0.0
6.0	7.905857054198603E-6
7.0	1.3835249844847558E-5
8.0	2.865873182146994E-5
9.0	7.609387414666157E-5
10.0	2.0950521193626297E-4
11.0	5.464923688714784E-4
12.0	0.0013835249844847558
13.0	0.003277965981097096
14.0	0.0073425647390869524
15.0	0.014754305727398142
16.0	0.026854219948849102
17.0	0.0427528984848425
18.0	0.06003114907679354
19.0	0.07463129059163481
20.0	0.08346806231396531
21.0	0.08473102297837354
22.0	0.0792483111112868
23.0	0.07040264529977033
24.0	0.059989643327259
25.0	0.05446048454997886
26.0	0.03723955142167075
27.0	0.03452290129142175
28.0	0.028748660945461444
29.0	0.02416622855042158
30.0	0.020412922913940795
31.0	0.017529261553421854
32.0	0.015024093099372667
33.0	0.012868758819971774
34.0	0.01111464678607146
35.0	0.009821050925578216
36.0	0.008470137601442029
37.0	0.007224965115405748
38.0	0.006339509125335505
39.0	0.005586476240923088
40.0	0.004829490427983572
41.0	0.00455673835961372
42.0	0.0041742925246168626
43.0	0.003851140617526494
44.0	0.0036169296022958604
45.0	0.0037641761899303103
46.0	0.004137727935741194
47.0	0.0048700079453863395
48.0	0.006504543891341901
49.0	0.00846223174438783
50.0	0.009865521371508082
51.0	0.010000909173561232
52.0	0.006825719334168719
53.0	0.0056576289544108755
54.0	0.00441542116476992
55.0	0.0032809306774924203
56.0	0.002326298438197939
57.0	0.001714582748629322
58.0	0.0012026785043699622
59.0	8.805148294113694E-4
60.0	5.721864042976239E-4
61.0	3.8837522778750635E-4
62.0	2.8164615755582525E-4
63.0	1.9072880143254127E-4
64.0	1.1858785581297905E-4
65.0	9.190558825505875E-5
66.0	4.842337445696645E-5
67.0	2.8658731821469942E-5
68.0	1.1858785581297907E-5
69.0	1.3835249844847555E-5
70.0	9.882321317748255E-6
71.0	7.905857054198603E-6
72.0	4.9411606588741274E-6
73.0	9.882321317748254E-7
74.0	1.976464263549651E-6
75.0	9.882321317748254E-7
76.0	0.0
77.0	0.0
78.0	9.882321317748254E-7
79.0	0.0
80.0	0.0
81.0	0.0
82.0	0.0
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	9.882321317748254E-7
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	1.976464263549651E-6
