#Position (bp)	mapping quality
510360.0	20.881088480306673
1531079.0	25.0341321456349
2551798.0	21.803550144510336
3572517.0	31.245305006719892
4593236.0	28.181416764193916
5613955.0	28.579340614185664
6634674.0	29.988704718567924
7655393.0	26.0530401329634
8676112.0	23.736422886718465
9696831.0	28.66510751026603
1.071755E7	23.339795933213917
1.1738269E7	26.57034568054274
1.2758988E7	21.932439557530813
1.3779707E7	15.810792359206129
1.4800426E7	26.155069363484742
1.5542849E7	26.99016694163955
1.60532085E7	26.615531871330578
1.6841864E7	27.183741925709377
1.7862583E7	27.96900336696336
1.8883302E7	30.60336507857956
1.9904021E7	26.623896376958438
2.092474E7	29.987208253003857
2.1945459E7	31.513541497623336
2.2966178E7	29.183346293897294
2.3986897E7	32.25680605157652
2.5007616E7	30.892728845190135
2.6028335E7	27.910096055716025
2.7049054E7	31.497328737950255
2.8069773E7	27.942103223717325
2.90063125E7	25.381871411070307
2.9516672E7	19.003071689173527
3.0111211E7	33.532076168979266
3.113193E7	22.690170300736547
3.2152649E7	27.176366815658998
3.3173368E7	21.900579657189745
3.4194087E7	26.25439682354315
3.5214806E7	23.686366693904468
3.6235525E7	26.018392363094613
3.7256244E7	25.900776833159224
3.8276963E7	23.29807780173301
3.9297682E7	25.84918862708908
4.0318401E7	19.904613675350127
4.08600465E7	37.804696354128694
4.1370406E7	23.408497230105034
4.2359839E7	25.75812360969358
4.3380558E7	28.31194499885426
4.4401277E7	29.05854116635971
4.5421996E7	23.465900796051578
4.6442715E7	30.57072698655316
4.7463434E7	28.25006687888588
4.8484153E7	27.650009300945893
4.9504872E7	23.556264000840294
5.0525591E7	25.46804328324603
5.154631E7	23.777409464616934
5.2132722E7	33.405389099008346
5.26430815E7	30.232711012046853
5.3587748E7	26.779636843501574
5.4608467E7	24.042270299784878
5.5629186E7	21.187810458913496
5.6649905E7	20.90694628142527
5.7670624E7	26.258224006606458
5.8691343E7	19.566766572146925
5.9712062E7	28.056368875061867
6.0732781E7	30.25663891679036
6.17535E7	29.154392686855328
6.24094815E7	31.519223876203792
6.2919841E7	24.78662704309064
6.3794938E7	30.618763308917764
6.4815657E7	23.04512948557367
6.5836376E7	21.08735582079054
6.6857095E7	23.391125193421487
6.7877814E7	24.330989916043592
6.8898533E7	32.623127960418714
6.9919252E7	17.068632600720342
7.0939971E7	13.33807568353023
7.1904594E7	23.296276946192247
7.24149535E7	30.313233132014005
7.2981409E7	14.982630422701412
7.4002128E7	11.37187951034672
7.5022847E7	26.259094092409576
7.6043566E7	23.401145687811336
7.7064285E7	24.070665010164685
7.8085004E7	25.151279676024643
7.9105723E7	24.745664912539073
7.9997623E7	26.493484203719056
8.05079825E7	26.563732299895662
8.1147161E7	30.336905533109157
8.216788E7	22.04356684857684
8.3188599E7	8.246435359062604
8.4209318E7	14.374438354355147
8.5230037E7	10.113352789089141
8.6250756E7	10.151517754841086
8.7271475E7	9.551081433086738
8.78641845E7	19.18304553037973
8.8374544E7	11.677708112424188
8.9312913E7	30.139875781359216
9.0333632E7	32.07962348892721
9.1354351E7	28.475658768182868
9.237507E7	24.866591593494196
9.3395789E7	21.87188904022072
9.4416508E7	28.18405836175498
9.5112036E7	28.828360448287096
9.56223955E7	29.00582644143794
9.6457946E7	22.146240999101536
9.7478665E7	15.513697350336516
9.8499384E7	28.703675956868324
9.9520103E7	25.263077817075292
1.00540822E8	22.945988493330844
1.01386574E8	21.560576763876604
1.018969335E8	15.732326854016653
1.0258226E8	26.639813445705204
1.03602979E8	28.025078362748285
1.04623698E8	30.64520002463105
1.05644417E8	30.151142937939202
1.06665136E8	32.05595091585077
1.076372215E8	31.568574144470528
1.08147581E8	23.518684031180175
1.08706574E8	26.81442486733783
1.09727293E8	23.010783000475374
