"","LCM_15","LCM_16","LCM_20","LCM_21","LCM_26","LCM_27","LCM_4","LCM_5","LCM_8","LCM_9"
"Pocillopora_acuta_HIv2___RNAseq.g1739.t1",2072,989,2451,3766,4719,2530,660,1951,1001,307
"Pocillopora_acuta_HIv2___RNAseq.g1742.t1",96,0,1006,149,184,0,596,167,65,617
"Pocillopora_acuta_HIv2___RNAseq.g1743.t1",738,1277,156,1120,45,0,0,1188,0,0
"Pocillopora_acuta_HIv2___TS.g26777.t1",140,44,0,684,0,0,37,406,0,17
"Pocillopora_acuta_HIv2___RNAseq.g1748.t2",1284,1116,1514,205,3166,1557,1960,4442,1923,642
"Pocillopora_acuta_HIv2___RNAseq.g1750.t1",3005,2412,8093,4720,6418,6421,455,3930,3079,5553
"Pocillopora_acuta_HIv2___RNAseq.g1751.t2",595,63,229,1398,284,3069,80,1017,586,565
"Pocillopora_acuta_HIv2___RNAseq.g1752.t1",27,514,303,0,22,248,0,447,495,17
"Pocillopora_acuta_HIv2___RNAseq.g1753.t1",1761,1251,1512,2373,1129,927,622,1350,807,1067
"Pocillopora_acuta_HIv2___RNAseq.g1755.t1",0,0,402,78,302,152,0,263,0,67
"Pocillopora_acuta_HIv2___RNAseq.g1754.t1",945,1727,1091,1355,1639,2131,819,2016,1032,59
"Pocillopora_acuta_HIv2___RNAseq.g1756.t1",2012,1072,2028,1507,1412,845,329,1710,1054,0
"Pocillopora_acuta_HIv2___RNAseq.g1757.t1",652,795,302,2355,510,2013,943,899,0,711
"Pocillopora_acuta_HIv2___RNAseq.g1758.t1",53,19,676,0,126,1108,0,551,0,1122
"Pocillopora_acuta_HIv2___RNAseq.g1760.t1",2276,2337,1523,4073,495,1875,794,330,928,0
"Pocillopora_acuta_HIv2___RNAseq.g1763.t1",127,1734,290,1913,64,2448,928,1150,0,129
"Pocillopora_acuta_HIv2___RNAseq.g1765.t1",1962,898,680,924,2429,665,225,455,3161,147
"Pocillopora_acuta_HIv2___RNAseq.g1767.t1",829,3004,3572,751,1977,2840,0,2150,2116,436
"Pocillopora_acuta_HIv2___RNAseq.g1771.t1",19,15,0,0,342,29,6,0,24,0
"Pocillopora_acuta_HIv2___RNAseq.g1772.t1",321,48,673,1201,569,107,67,793,21,65
"Pocillopora_acuta_HIv2___RNAseq.g1781.t1",0,45,23,26,0,0,0,105,0,96
"Pocillopora_acuta_HIv2___RNAseq.g1801.t1",0,80,85,843,84,0,0,74,0,0
"Pocillopora_acuta_HIv2___TS.g26826.t1",0,236,65,405,79,0,0,114,0,0
"Pocillopora_acuta_HIv2___RNAseq.g1774.t1",261,61,806,408,377,1299,920,899,477,59
"Pocillopora_acuta_HIv2___RNAseq.g1775.t1",1025,1846,2756,3261,1948,3914,2654,2108,559,1257
"Pocillopora_acuta_HIv2___RNAseq.g1780.t1",192,85,971,207,1397,213,26,547,27,84
"Pocillopora_acuta_HIv2___TS.g26808.t1b",224,520,0,81,382,195,0,0,0,114
"Pocillopora_acuta_HIv2___TS.g26808.t1a",509,205,566,807,744,0,1010,898,664,310
"Pocillopora_acuta_HIv2___RNAseq.g1784.t1",60,0,0,111,20,105,0,956,142,0
"Pocillopora_acuta_HIv2___TS.g26810.t1",2785,4170,7310,5476,3451,9941,7348,5571,2891,4794
"Pocillopora_acuta_HIv2___TS.g26815.t1",135,606,1987,953,1618,1165,0,823,512,1501
"Pocillopora_acuta_HIv2___RNAseq.g1791.t2",14719,13677,27466,9728,21521,17666,7820,20752,12627,10972
"Pocillopora_acuta_HIv2___RNAseq.g1793.t1",907,845,823,0,0,178,0,1226,1005,528
"Pocillopora_acuta_HIv2___RNAseq.g1794.t1",51,36,102,10,100,58,73,51,117,10
"Pocillopora_acuta_HIv2___RNAseq.g1797.t1",1837,1422,56,740,2002,2633,1669,1187,2893,0
"Pocillopora_acuta_HIv2___TS.g26822.t1",1604,576,2759,106,1840,1485,499,2825,782,3253
"Pocillopora_acuta_HIv2___RNAseq.g1800.t1",179,2,257,14,287,0,292,163,82,3
"Pocillopora_acuta_HIv2___TS.g26828.t2",238,189,53,1375,83,0,0,363,0,0
"Pocillopora_acuta_HIv2___TS.g26829.t1",73,4,315,238,26,29,19,81,5,5
"Pocillopora_acuta_HIv2___RNAseq.g1806.t2",873,1350,839,753,2214,1875,460,3481,1456,1864
"Pocillopora_acuta_HIv2___TS.g26831.t1a",442,358,1236,206,685,1277,1137,155,77,0
"Pocillopora_acuta_HIv2___TS.g26831.t1b",1305,293,869,275,1537,453,0,1922,0,0
"Pocillopora_acuta_HIv2___RNAseq.g1809.t1",709,0,804,195,177,0,0,1,18,0
"Pocillopora_acuta_HIv2___RNAseq.g1811.t1",971,1992,1424,1019,1839,132,357,2351,5077,0
"Pocillopora_acuta_HIv2___RNAseq.g1812.t1",1635,13866,1819,11096,2101,22719,18263,2339,331,14469
"Pocillopora_acuta_HIv2___RNAseq.g1813.t1",250,728,150,17,583,10,380,24,227,662
"Pocillopora_acuta_HIv2___RNAseq.g1814.t1",1557,49,1357,1217,985,1903,2050,2849,179,46
"Pocillopora_acuta_HIv2___RNAseq.g1815.t1",49,42,79,21,99,42,113,82,62,22
"Pocillopora_acuta_HIv2___RNAseq.g1816.t1",825,1071,1437,86,2031,1336,238,1893,115,25
"Pocillopora_acuta_HIv2___RNAseq.g1818.t1",590,373,1621,0,2048,0,0,1409,4476,0
"Pocillopora_acuta_HIv2___TS.g26843.t2",902,258,180,0,1219,0,1030,394,0,977
"Pocillopora_acuta_HIv2___RNAseq.g1823.t1",2696,0,1351,937,1259,0,0,1967,0,0
"Pocillopora_acuta_HIv2___RNAseq.g1828.t1",751,926,620,513,2239,1676,2,212,1410,373
"Pocillopora_acuta_HIv2___RNAseq.g1829.t1",28,32,22,10,16,4,76,63,0,2
"Pocillopora_acuta_HIv2___RNAseq.g1833.t1",0,247,30,0,30,0,5,258,104,0
"Pocillopora_acuta_HIv2___RNAseq.g1835.t1",561,0,368,0,510,299,1055,792,0,0
"Pocillopora_acuta_HIv2___RNAseq.g1836.t1",633,0,187,1220,57,0,0,570,31,0
"Pocillopora_acuta_HIv2___TS.g26859.t1",150,1161,680,765,962,551,839,1973,263,564
"Pocillopora_acuta_HIv2___RNAseq.g1838.t1",17,0,240,0,265,89,0,388,82,0
"Pocillopora_acuta_HIv2___RNAseq.g1840.t2",633,66,554,80,503,542,125,580,72,0
"Pocillopora_acuta_HIv2___RNAseq.g1841.t1",655,0,896,0,810,0,0,527,223,0
"Pocillopora_acuta_HIv2___RNAseq.g1843.t1",19758,16650,16636,14329,21809,20337,14894,10754,18867,11020
"Pocillopora_acuta_HIv2___TS.g26866.t1",4738,3308,4000,1989,4577,1818,3669,3152,1830,1465
"Pocillopora_acuta_HIv2___RNAseq.29468_t",1025,202,1152,1096,1970,547,753,1021,971,0
"Pocillopora_acuta_HIv2___TS.g26868.t1",1401,404,1029,73,2027,454,604,1270,1845,212
"Pocillopora_acuta_HIv2___RNAseq.g1847.t1",1996,0,1831,0,1968,154,0,1111,894,0
"Pocillopora_acuta_HIv2___RNAseq.g1848.t1",3117,174,4448,2422,2300,4740,2995,5109,721,35
"Pocillopora_acuta_HIv2___RNAseq.g1850.t1",4127,6127,5321,4666,7032,11326,2667,5368,3651,4330
"Pocillopora_acuta_HIv2___RNAseq.g1851.t1",186,0,250,0,123,0,620,185,0,0
"Pocillopora_acuta_HIv2___RNAseq.g1852.t1",1964,2223,1759,877,4557,1530,2724,5108,3013,566
"Pocillopora_acuta_HIv2___RNAseq.g1855.t1",1295,0,257,0,658,1848,0,250,208,498
"Pocillopora_acuta_HIv2___RNAseq.g1857.t1",202,394,951,4,1872,0,0,560,13,0
"Pocillopora_acuta_HIv2___RNAseq.g1858.t1",196,0,162,195,257,133,0,303,0,0
"Pocillopora_acuta_HIv2___RNAseq.g1859.t1",379,546,529,0,917,0,0,865,165,0
"Pocillopora_acuta_HIv2___TS.g26881.t2",764,0,1435,625,1055,1158,181,1142,894,0
"Pocillopora_acuta_HIv2___RNAseq.g1863.t1",2623,208,4141,1002,4892,901,68,2244,2461,13
"Pocillopora_acuta_HIv2___RNAseq.g1865.t1",364,0,756,617,707,595,1511,705,0,346
"Pocillopora_acuta_HIv2___RNAseq.g1866.t1",86,29,1074,903,1185,186,646,298,0,0
"Pocillopora_acuta_HIv2___RNAseq.g1867.t1",8958,6675,5128,5911,7187,5665,8387,6746,7217,4121
"Pocillopora_acuta_HIv2___RNAseq.g1868.t1",148,164,1,395,548,91,0,390,12,0
"Pocillopora_acuta_HIv2___TS.g26890.t1",0,128,111,0,514,423,0,672,0,0
"Pocillopora_acuta_HIv2___RNAseq.g1870.t1",1279,0,593,639,490,0,289,1237,1083,0
"Pocillopora_acuta_HIv2___RNAseq.g1872.t1",0,0,266,159,0,696,498,202,0,0
"Pocillopora_acuta_HIv2___RNAseq.g1873.t1",0,234,40,2122,399,447,0,1138,0,316
"Pocillopora_acuta_HIv2___RNAseq.g1876.t1",611,0,1603,622,1314,371,0,256,0,0
"Pocillopora_acuta_HIv2___RNAseq.g1877.t1",2030,0,599,39,1193,0,0,571,1501,0
"Pocillopora_acuta_HIv2___RNAseq.g1879.t1",957,61,965,0,1269,153,8,80,353,473
"Pocillopora_acuta_HIv2___RNAseq.g1885.t1",899,748,757,244,886,2662,0,1284,0,112
"Pocillopora_acuta_HIv2___TS.g26907.t1",803,1251,255,863,1201,255,649,764,2429,556
"Pocillopora_acuta_HIv2___TS.g26911.t2",0,0,137,11,0,197,37,0,31,0
"Pocillopora_acuta_HIv2___RNAseq.g1886.t1",38,0,72,0,105,52,0,40,0,0
"Pocillopora_acuta_HIv2___TS.g26909.t1",466,97,578,0,884,314,23,392,538,0
"Pocillopora_acuta_HIv2___TS.g26912.t1",2037,8901,1706,4584,1482,1552,5690,2061,1385,3754
"Pocillopora_acuta_HIv2___TS.g26913.t2b",3580,10110,763,4165,1121,2795,1089,3129,913,6795
"Pocillopora_acuta_HIv2___TS.g26913.t2a",1155,560,422,239,1107,592,135,2211,1998,533
"Pocillopora_acuta_HIv2___RNAseq.g1893.t1c",4456,1837,8683,5092,7126,3977,1095,15602,7530,495
"Pocillopora_acuta_HIv2___RNAseq.g1893.t1b",27,0,80,0,24,19,0,259,0,0
"Pocillopora_acuta_HIv2___RNAseq.g1893.t1a",250,256,0,302,178,146,0,1404,39,0
"Pocillopora_acuta_HIv2___RNAseq.g1894.t1",1358,232,810,1368,1222,399,1001,2593,889,323
"Pocillopora_acuta_HIv2___RNAseq.g1896.t1",0,2103,272,29,873,442,0,1531,0,0
"Pocillopora_acuta_HIv2___RNAseq.g1898.t2a",0,146,0,291,718,26,74,249,0,16
"Pocillopora_acuta_HIv2___TS.g26917.t1",662,89,322,0,662,608,0,311,857,0
"Pocillopora_acuta_HIv2___RNAseq.g1897.t1",329,46,42,40,804,1864,27,214,2825,31
"Pocillopora_acuta_HIv2___RNAseq.g1898.t2b",1012,2889,2781,1937,2929,2184,3216,1931,2664,1231
"Pocillopora_acuta_HIv2___RNAseq.g1899.t1",1,0,117,0,0,66,68,53,0,352
"Pocillopora_acuta_HIv2___TS.g26929.t1",0,0,100,22,84,365,0,101,0,0
"Pocillopora_acuta_HIv2___RNAseq.g1903.t1",83,227,45,0,300,0,0,266,0,0
"Pocillopora_acuta_HIv2___RNAseq.g1905.t1",214,72,115,0,63,0,0,148,0,0
"Pocillopora_acuta_HIv2___RNAseq.g1908.t1",0,0,0,394,585,749,3321,865,0,0
"Pocillopora_acuta_HIv2___RNAseq.g1909.t1",350,480,42,135,1068,0,0,1008,0,0
"Pocillopora_acuta_HIv2___RNAseq.g1911.t1",1689,424,1199,412,1024,1001,54,741,15,17
"Pocillopora_acuta_HIv2___RNAseq.g1912.t1",8879,14311,7174,7670,11113,25122,10753,15446,5146,4562
"Pocillopora_acuta_HIv2___RNAseq.g1913.t1",268,368,6,0,739,150,89,327,0,1497
"Pocillopora_acuta_HIv2___TS.g26942.t1",999,1898,1121,0,1131,1139,0,849,555,0
"Pocillopora_acuta_HIv2___RNAseq.g1917.t1",784,598,1099,856,1225,856,839,1333,282,231
"Pocillopora_acuta_HIv2___RNAseq.g1920.t1",1169,367,274,434,558,255,0,1090,72,0
"Pocillopora_acuta_HIv2___RNAseq.29542_t",222,0,816,111,1165,1142,0,865,578,0
"Pocillopora_acuta_HIv2___TS.g26950.t1",537,1219,203,0,945,716,1291,238,141,3390
"Pocillopora_acuta_HIv2___RNAseq.g1926.t1",1319,234,1828,0,2494,0,159,745,2557,0
"Pocillopora_acuta_HIv2___RNAseq.g1927.t1",3446,1484,3979,492,8040,0,1268,2308,1155,0
"Pocillopora_acuta_HIv2___RNAseq.g1928.t1",830,0,792,1003,777,826,0,463,600,42
"Pocillopora_acuta_HIv2___RNAseq.g1929.t1",310,0,0,0,1082,0,0,967,1867,1634
"Pocillopora_acuta_HIv2___RNAseq.g1930.t1",3511,245,3582,39,3330,264,730,5132,2596,772
"Pocillopora_acuta_HIv2___RNAseq.g1932.t1",1024,0,288,0,49,0,0,564,149,0
"Pocillopora_acuta_HIv2___TS.g26959.t2",1849,507,773,557,2013,143,236,827,924,310
"Pocillopora_acuta_HIv2___TS.g26961.t1",476,344,110,31,435,217,0,502,25,158
"Pocillopora_acuta_HIv2___RNAseq.g1942.t1",604,0,445,18,15,5,0,45,1496,0
"Pocillopora_acuta_HIv2___RNAseq.g1950.t1",0,55,57,0,170,3,15,15,0,0
"Pocillopora_acuta_HIv2___TS.g26966.t1",90,212,598,0,1145,34,309,421,123,0
"Pocillopora_acuta_HIv2___TS.g26967.t1",562,413,183,315,134,339,0,611,379,38
"Pocillopora_acuta_HIv2___TS.g26977.t1",221,106,91,0,453,614,0,492,273,0
"Pocillopora_acuta_HIv2___RNAseq.g1960.t1",3249,2143,1911,1512,3277,696,0,3122,1364,0
"Pocillopora_acuta_HIv2___RNAseq.g1963.t1",388,224,0,0,0,413,0,1191,743,0
"Pocillopora_acuta_HIv2___RNAseq.g1966.t1",522,874,550,3580,803,657,497,2418,203,47
"Pocillopora_acuta_HIv2___RNAseq.g1967.t1",135,251,242,0,120,320,0,139,321,0
"Pocillopora_acuta_HIv2___RNAseq.g1968.t1",788,450,578,71,57,1550,0,1514,0,0
"Pocillopora_acuta_HIv2___RNAseq.g1970.t1",639,2009,11,537,69,5005,5562,4,1146,513
"Pocillopora_acuta_HIv2___RNAseq.g1971.t1",199,0,1218,0,1431,0,0,797,217,6
"Pocillopora_acuta_HIv2___RNAseq.g1979.t1",190,83,9,0,155,273,0,0,45,0
"Pocillopora_acuta_HIv2___RNAseq.g1980.t1",416,263,0,288,107,931,0,476,16,0
"Pocillopora_acuta_HIv2___RNAseq.g1988.t1b",110,0,0,28,53,605,51,305,271,0
"Pocillopora_acuta_HIv2___RNAseq.g1991.t1",1079,279,45,1790,429,604,139,2076,13,0
"Pocillopora_acuta_HIv2___RNAseq.g1992.t1",284,203,940,855,1204,90,753,2133,510,975
"Pocillopora_acuta_HIv2___RNAseq.g1993.t1",234,0,452,0,114,179,0,304,0,0
"Pocillopora_acuta_HIv2___RNAseq.g1994.t1",610,40,716,70,1971,32,248,1377,0,0
"Pocillopora_acuta_HIv2___RNAseq.g1999.t1",0,1572,800,471,403,458,115,1308,313,0
"Pocillopora_acuta_HIv2___TS.g27019.t1",26,1051,0,415,0,179,0,36,377,0
"Pocillopora_acuta_HIv2___RNAseq.g2001.t1",139,18,1279,0,383,0,0,315,1,0
"Pocillopora_acuta_HIv2___RNAseq.g2003.t1",270,945,33,76,583,1264,1970,183,164,0
"Pocillopora_acuta_HIv2___RNAseq.g2004.t1",280,0,310,819,892,0,133,655,0,1002
"Pocillopora_acuta_HIv2___RNAseq.g2006.t1",1448,174,158,228,317,110,0,600,0,915
"Pocillopora_acuta_HIv2___RNAseq.29624_t",124,20,433,270,920,7,193,227,0,1
"Pocillopora_acuta_HIv2___RNAseq.g2013.t1",23,0,20,45,30,0,33,19,0,0
"Pocillopora_acuta_HIv2___RNAseq.g2014.t1",969,849,1262,494,2537,1979,2423,2650,639,2397
"Pocillopora_acuta_HIv2___RNAseq.g2016.t1",1216,239,52,96,145,3,300,0,41,105
"Pocillopora_acuta_HIv2___RNAseq.g2020.t1",2839,1081,1489,175,1570,1311,2357,676,1074,3538
"Pocillopora_acuta_HIv2___RNAseq.g2021.t1",271,318,239,333,285,0,0,218,0,0
"Pocillopora_acuta_HIv2___RNAseq.g2022.t1",266,0,661,0,64,1084,0,555,0,0
"Pocillopora_acuta_HIv2___RNAseq.g2028.t1",342,455,2219,0,853,55,228,620,26,1178
"Pocillopora_acuta_HIv2___TS.g27049.t1",120,53,0,0,0,12,0,66,0,351
"Pocillopora_acuta_HIv2___RNAseq.g2037.t1",13,159,12,20,95,377,43,6,1,18
"Pocillopora_acuta_HIv2___RNAseq.g2042.t1",48,0,0,0,146,0,248,135,0,90
"Pocillopora_acuta_HIv2___RNAseq.g2043.t1",285,191,358,409,496,2183,0,721,4870,653
"Pocillopora_acuta_HIv2___RNAseq.g2044.t1",1249,497,685,717,2277,850,1779,3584,928,612
"Pocillopora_acuta_HIv2___RNAseq.g2045.t1",203,167,148,189,84,34,240,16,705,38
"Pocillopora_acuta_HIv2___RNAseq.g2046.t1",602,464,571,0,2282,103,136,1119,0,460
"Pocillopora_acuta_HIv2___RNAseq.g2047.t1",0,177,1995,109,393,762,0,676,0,0
"Pocillopora_acuta_HIv2___TS.g27071.t1",0,0,329,0,824,1027,2048,1510,0,0
"Pocillopora_acuta_HIv2___RNAseq.g2049.t1",0,880,723,0,1766,1553,1487,437,2772,0
"Pocillopora_acuta_HIv2___RNAseq.g2050.t1",21,893,0,447,0,1488,0,1253,0,324
"Pocillopora_acuta_HIv2___RNAseq.g2051.t1",333,885,4128,269,3510,1138,1766,1655,1644,3090
"Pocillopora_acuta_HIv2___TS.g27075.t1",1365,3119,1139,463,2474,1988,539,650,928,0
"Pocillopora_acuta_HIv2___RNAseq.g2053.t1",1408,983,815,1438,1654,1089,2702,2193,1774,360
"Pocillopora_acuta_HIv2___RNAseq.g2059.t1",1149,0,753,311,1757,0,304,2027,101,0
"Pocillopora_acuta_HIv2___TS.g27082.t3b",1374,18,2057,428,1695,353,1427,3910,1412,0
"Pocillopora_acuta_HIv2___TS.g27082.t3c",383,0,441,481,118,72,0,256,17,0
"Pocillopora_acuta_HIv2___RNAseq.g2074.t3",601,1915,2365,583,1575,916,1872,778,82,7
"Pocillopora_acuta_HIv2___RNAseq.g2076.t1",124,817,0,874,0,1534,463,216,114,63
"Pocillopora_acuta_HIv2___TS.g27108.t1",2394,1180,2134,264,2379,813,75,994,1151,0
"Pocillopora_acuta_HIv2___RNAseq.g2082.t1",222,838,0,1209,0,2225,417,480,102,125
"Pocillopora_acuta_HIv2___RNAseq.g2086.t1",0,0,0,0,161,309,404,344,92,0
"Pocillopora_acuta_HIv2___TS.g27116.t1a",0,38,484,1121,410,120,0,501,0,0
"Pocillopora_acuta_HIv2___TS.g27112.t2",1695,392,1420,1326,619,999,0,642,760,0
"Pocillopora_acuta_HIv2___RNAseq.g2087.t1",192,49,88,281,60,62,5,47,26,22
"Pocillopora_acuta_HIv2___TS.g27114.t1a",88,186,414,0,647,0,296,18,408,0
"Pocillopora_acuta_HIv2___TS.g27114.t1b",4182,1923,2811,778,3042,1245,5274,5605,743,2159
"Pocillopora_acuta_HIv2___TS.g27116.t1b",224,73,1133,152,873,294,17,78,390,77
"Pocillopora_acuta_HIv2___RNAseq.g2094.t1a",242,115,44,0,70,0,0,89,136,0
"Pocillopora_acuta_HIv2___RNAseq.g2094.t1b",668,44,1169,68,1482,33,0,10,378,0
"Pocillopora_acuta_HIv2___RNAseq.g2098.t1",386,69,1933,441,616,1017,2388,637,22,0
"Pocillopora_acuta_HIv2___RNAseq.g2101.t1",1013,401,1121,541,1089,54,243,393,996,657
"Pocillopora_acuta_HIv2___RNAseq.g2102.t1",230,42,45,0,1054,0,0,0,53,1811
"Pocillopora_acuta_HIv2___RNAseq.g2104.t1",266,32,959,64,258,0,0,879,0,0
"Pocillopora_acuta_HIv2___RNAseq.g2105.t1",134,0,1014,0,147,645,0,1455,777,0
"Pocillopora_acuta_HIv2___RNAseq.g2106.t1",427,60,141,1406,460,571,31,1913,70,0
"Pocillopora_acuta_HIv2___RNAseq.g2109.t1",4327,2363,3818,2164,5203,671,1171,4756,4453,2297
"Pocillopora_acuta_HIv2___TS.g27135.t1",2713,2235,2191,1109,2818,2677,1922,4998,6508,419
"Pocillopora_acuta_HIv2___RNAseq.g2112.t1",61,0,9,36,59,122,0,248,5,829
"Pocillopora_acuta_HIv2___TS.g27138.t1",78,20,128,27,0,396,769,224,44,107
"Pocillopora_acuta_HIv2___RNAseq.g2126.t1",66,87,221,75,144,151,24,61,50,304
"Pocillopora_acuta_HIv2___TS.g27153.t2",816,83,645,171,1643,78,57,1339,217,0
"Pocillopora_acuta_HIv2___RNAseq.g2130.t1",346,0,45,330,1589,0,427,1115,0,745
"Pocillopora_acuta_HIv2___RNAseq.g2133.t1",485,56,1107,448,664,269,479,784,1953,109
"Pocillopora_acuta_HIv2___RNAseq.g2134.t1",63,59,232,0,666,95,0,310,108,240
"Pocillopora_acuta_HIv2___RNAseq.g2137.t1",1146,1703,2692,999,5174,1321,1061,4224,818,1731
"Pocillopora_acuta_HIv2___RNAseq.g2138.t1",153,0,173,0,473,0,45,407,277,268
"Pocillopora_acuta_HIv2___RNAseq.g2139.t1",39,0,270,0,786,0,317,486,0,0
"Pocillopora_acuta_HIv2___RNAseq.g2140.t1",1165,342,3016,2084,2183,0,0,2272,0,0
"Pocillopora_acuta_HIv2___RNAseq.g2141.t1",880,1092,0,0,967,2678,3108,1333,0,0
"Pocillopora_acuta_HIv2___RNAseq.g2145.t2",1122,5404,2237,4927,1715,6972,920,3289,685,4414
"Pocillopora_acuta_HIv2___RNAseq.g2146.t1",503,2103,1729,1009,2279,2637,789,1434,387,1681
"Pocillopora_acuta_HIv2___RNAseq.g2149.t2",1727,227,1395,935,1819,1080,251,1198,1571,68
"Pocillopora_acuta_HIv2___RNAseq.g2150.t1",877,0,0,634,993,372,0,1083,0,0
"Pocillopora_acuta_HIv2___RNAseq.g2151.t1",45,25,0,0,229,256,270,8,158,0
"Pocillopora_acuta_HIv2___RNAseq.g2152.t1",127,2051,1137,654,1301,0,218,1286,0,196
"Pocillopora_acuta_HIv2___RNAseq.g2156.t1",133,0,305,3,75,0,66,237,0,0
"Pocillopora_acuta_HIv2___RNAseq.g2157.t1",1926,838,1551,3400,5259,1093,1213,4482,1110,481
"Pocillopora_acuta_HIv2___RNAseq.g2158.t1",704,488,978,43,480,0,0,1595,318,0
"Pocillopora_acuta_HIv2___TS.g27182.t1a",806,85,622,197,634,464,22,233,476,0
"Pocillopora_acuta_HIv2___RNAseq.g2165.t1",0,2514,0,1475,0,2799,3974,0,0,3018
"Pocillopora_acuta_HIv2___RNAseq.g2166.t1",0,142,2192,0,2303,0,663,2559,0,0
"Pocillopora_acuta_HIv2___RNAseq.g2167.t1",180,487,1111,833,1037,2801,2756,995,1003,28
"Pocillopora_acuta_HIv2___RNAseq.g2168.t1",0,1112,530,167,961,0,347,409,0,0
"Pocillopora_acuta_HIv2___RNAseq.g2169.t1",1314,836,22,786,0,1401,0,357,0,0
"Pocillopora_acuta_HIv2___RNAseq.g2170.t1",2655,718,4097,270,3505,2801,659,1677,1667,159
"Pocillopora_acuta_HIv2___RNAseq.g2171.t1",130,133,252,238,516,712,4862,1100,0,90
"Pocillopora_acuta_HIv2___RNAseq.g2172.t1",399,72,181,155,402,578,4,107,492,0
"Pocillopora_acuta_HIv2___RNAseq.g2173.t1",112,0,415,32,1306,0,0,1522,1589,0
"Pocillopora_acuta_HIv2___RNAseq.g2174.t1",929,609,1433,525,631,1065,340,1167,1837,0
"Pocillopora_acuta_HIv2___TS.g27196.t3",1760,3616,4457,1727,764,329,119,1104,545,2797
"Pocillopora_acuta_HIv2___RNAseq.g2183.t1",115,48,135,244,558,1676,0,524,0,0
"Pocillopora_acuta_HIv2___RNAseq.g2185.t1b",7627,597,5442,289,7309,0,0,8495,5248,123
"Pocillopora_acuta_HIv2___TS.g27210.t2",2353,85,741,675,2393,1272,1079,2975,1737,15
"Pocillopora_acuta_HIv2___RNAseq.g2187.t1",0,41,942,1640,284,0,0,297,226,0
"Pocillopora_acuta_HIv2___RNAseq.g2189.t1",1231,436,1055,417,456,1201,0,369,0,849
"Pocillopora_acuta_HIv2___RNAseq.g2190.t1",12,0,0,82,29,0,119,136,0,0
"Pocillopora_acuta_HIv2___RNAseq.g2193.t1",275,0,133,529,522,225,0,686,0,7
"Pocillopora_acuta_HIv2___RNAseq.g2195.t1",683,0,607,1004,1367,0,210,1256,0,0
"Pocillopora_acuta_HIv2___RNAseq.g2199.t1",605,0,278,0,44,0,0,230,787,0
"Pocillopora_acuta_HIv2___RNAseq.g2202.t1",0,0,417,0,45,704,0,68,327,0
"Pocillopora_acuta_HIv2___RNAseq.g2204.t1",4761,2598,4170,890,6825,2329,1276,3805,2172,2751
"Pocillopora_acuta_HIv2___RNAseq.g2207.t1",404,0,660,0,107,624,0,606,1617,407
"Pocillopora_acuta_HIv2___TS.g27232.t1",2302,1694,1093,1273,2683,1237,1434,2081,1478,848
"Pocillopora_acuta_HIv2___RNAseq.g2211.t1",727,562,781,0,919,737,797,1333,0,0
"Pocillopora_acuta_HIv2___TS.g27256.t1",0,478,828,1221,2985,0,1538,6176,0,0
"Pocillopora_acuta_HIv2___RNAseq.g2234.t1",0,50,10,0,113,17,0,659,27,0
"Pocillopora_acuta_HIv2___TS.g27264.t1",0,23,67,0,65,93,0,293,107,0
"Pocillopora_acuta_HIv2___RNAseq.g2212.t1",792,2542,2284,1451,1806,77,200,1097,310,0
"Pocillopora_acuta_HIv2___RNAseq.g2213.t1",864,262,566,94,945,656,1103,460,66,481
"Pocillopora_acuta_HIv2___RNAseq.g2214.t1a",1668,3178,959,597,2074,486,0,1664,2088,107
"Pocillopora_acuta_HIv2___RNAseq.g2214.t1c",730,143,139,0,581,0,0,91,193,0
"Pocillopora_acuta_HIv2___TS.g27239.t2",1223,8232,3396,9037,1440,12876,8248,3004,420,4675
"Pocillopora_acuta_HIv2___RNAseq.g2220.t1",11756,656,10483,7,13736,3,25,6544,14593,0
"Pocillopora_acuta_HIv2___RNAseq.g2221.t1",1498,46,1772,33,2325,528,155,1521,1787,0
"Pocillopora_acuta_HIv2___RNAseq.g2223.t1",1359,1070,1449,588,2481,79,1457,3264,789,76
"Pocillopora_acuta_HIv2___RNAseq.g2226.t1",55,0,14,0,23,0,36,30,0,2
"Pocillopora_acuta_HIv2___RNAseq.g2227.t1",382,497,558,0,572,786,142,201,0,0
"Pocillopora_acuta_HIv2___RNAseq.g2228.t1",1212,983,1757,158,1787,1102,0,2011,774,0
"Pocillopora_acuta_HIv2___RNAseq.g2232.t1",254,1854,373,586,1436,0,0,2342,494,87
"Pocillopora_acuta_HIv2___RNAseq.g2235.t1",74,239,156,0,840,0,0,807,279,0
"Pocillopora_acuta_HIv2___RNAseq.g2238.t1",9495,3211,6495,1119,6901,2067,2694,8821,9024,3292
"Pocillopora_acuta_HIv2___RNAseq.g2240.t1",9581,4678,10992,1259,15718,3155,10965,11819,12370,52
"Pocillopora_acuta_HIv2___RNAseq.g2241.t1",2775,362,704,1635,405,580,0,869,0,2130
"Pocillopora_acuta_HIv2___RNAseq.g2242.t1",174,4,513,491,1305,286,930,122,0,0
"Pocillopora_acuta_HIv2___TS.g27268.t1b",216,0,44,25,23,110,90,24,0,0
"Pocillopora_acuta_HIv2___TS.g27268.t1a",2824,1597,4332,4048,6910,6462,5542,2009,171,0
