"","LCM_15","LCM_16","LCM_20","LCM_21","LCM_26","LCM_27","LCM_4","LCM_5","LCM_8","LCM_9"
"Pocillopora_acuta_HIv2___RNAseq.g10511.t2",983,315,202,629,669,490,1686,1028,26,1834
"Pocillopora_acuta_HIv2___TS.g28671.t1",731,0,0,860,1711,0,0,1999,4283,0
"Pocillopora_acuta_HIv2___RNAseq.g10514.t1",944,48,810,64,468,442,0,273,139,0
"Pocillopora_acuta_HIv2___RNAseq.g10516.t1",431,0,378,0,1201,1284,0,559,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10518.t1",321,0,299,0,37,0,0,1283,59,0
"Pocillopora_acuta_HIv2___RNAseq.g10520.t1",1608,250,2695,155,918,1211,470,1683,2322,0
"Pocillopora_acuta_HIv2___RNAseq.g10521.t1",436,976,807,844,604,439,750,464,973,935
"Pocillopora_acuta_HIv2___RNAseq.g10522.t1",432,1164,872,733,513,498,592,376,747,897
"Pocillopora_acuta_HIv2___RNAseq.g10523.t1",581,308,101,26,1738,682,1625,443,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10524.t1",684,1315,2263,325,3530,1205,1936,1968,1197,677
"Pocillopora_acuta_HIv2___RNAseq.g10525.t1",5545,2016,3156,794,3300,1071,91,4101,166,2173
"Pocillopora_acuta_HIv2___TS.g28685.t1",44,909,6,114,31,982,254,173,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10529.t1",347,2681,58,4951,594,2403,7435,266,0,2868
"Pocillopora_acuta_HIv2___RNAseq.g10536.t1",662,615,0,0,1079,0,158,1084,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10537.t1",1178,359,1196,852,1099,1775,978,1040,1389,0
"Pocillopora_acuta_HIv2___TS.g28695.t2",890,302,1691,2539,1078,3492,523,1776,1091,704
"Pocillopora_acuta_HIv2___RNAseq.g10539.t1",1476,622,3404,2775,1501,1511,605,907,486,807
"Pocillopora_acuta_HIv2___RNAseq.g10545.t1",1069,260,1254,360,2607,496,122,1365,966,465
"Pocillopora_acuta_HIv2___RNAseq.g10546.t1",564,5436,1302,2549,1862,4899,5892,5429,0,1061
"Pocillopora_acuta_HIv2___RNAseq.g10548.t1",374,1304,231,596,524,501,0,1183,110,0
"Pocillopora_acuta_HIv2___TS.g28706.t1",418,0,875,0,662,4,1124,805,0,0
"Pocillopora_acuta_HIv2___TS.g28708.t1",352,870,1376,741,1155,220,538,622,400,0
"Pocillopora_acuta_HIv2___RNAseq.g10557.t1",142,669,111,1224,256,2180,1045,363,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10559.t1",137,65,109,85,71,304,355,118,84,0
"Pocillopora_acuta_HIv2___RNAseq.g10560.t1",221,74,397,0,17,608,953,157,28,33
"Pocillopora_acuta_HIv2___TS.g28715.t2",1230,1385,1239,902,920,2117,2499,772,1760,1443
"Pocillopora_acuta_HIv2___TS.g28716.t2",2941,8242,3477,6091,1238,7449,8276,5466,3492,602
"Pocillopora_acuta_HIv2___RNAseq.g10563.t1",429,11,227,394,322,1048,0,871,250,1184
"Pocillopora_acuta_HIv2___RNAseq.g10564.t1",1303,1895,1717,516,4208,1689,190,473,2363,5
"Pocillopora_acuta_HIv2___TS.g28718.t1",13,0,6,45,22,3,0,13,19,0
"Pocillopora_acuta_HIv2___RNAseq.g10565.t2",20,0,0,0,349,55,0,602,228,0
"Pocillopora_acuta_HIv2___RNAseq.g10566.t1",1256,2199,2606,438,1956,3204,1344,2697,4166,2103
"Pocillopora_acuta_HIv2___RNAseq.g10567.t1",557,322,717,730,1034,542,1380,697,92,1848
"Pocillopora_acuta_HIv2___RNAseq.g10568.t1",50,0,86,163,476,349,0,63,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10570.t1",478,154,835,1428,4255,1935,241,2331,1422,221
"Pocillopora_acuta_HIv2___RNAseq.g10571.t2",209,336,1061,3453,2121,1396,0,906,115,0
"Pocillopora_acuta_HIv2___RNAseq.g10572.t1",1883,2034,1111,121,3610,1155,420,1854,1053,0
"Pocillopora_acuta_HIv2___RNAseq.1718_t",0,162,1636,218,401,207,124,536,868,465
"Pocillopora_acuta_HIv2___RNAseq.g10574.t1",179,95,474,137,487,95,0,431,403,0
"Pocillopora_acuta_HIv2___RNAseq.g10576.t1",636,87,634,1278,821,506,1442,2394,269,68
"Pocillopora_acuta_HIv2___RNAseq.g10577.t1",5047,886,3529,544,5821,4554,759,45,13734,3951
"Pocillopora_acuta_HIv2___TS.g28732.t1",541,379,873,509,406,0,278,108,733,0
"Pocillopora_acuta_HIv2___RNAseq.g10579.t1",2078,214,3601,803,2883,0,409,1774,3296,546
"Pocillopora_acuta_HIv2___RNAseq.g10581.t1",448,977,870,424,557,1016,623,880,36,574
"Pocillopora_acuta_HIv2___TS.g28745.t1",8,12,180,0,81,140,133,178,0,100
"Pocillopora_acuta_HIv2___RNAseq.g10587.t1",1216,571,307,1366,2193,1584,1241,2496,0,0
"Pocillopora_acuta_HIv2___TS.g28749.t2",1130,181,1986,4,498,281,1693,1945,3087,0
"Pocillopora_acuta_HIv2___TS.g28751.t1",260,1458,674,56,1365,993,19,1082,1480,172
"Pocillopora_acuta_HIv2___RNAseq.g10602.t1",503,0,0,70,193,99,1398,156,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10603.t1a",16,7,10,14,21,1,18,12,9,33
"Pocillopora_acuta_HIv2___TS.g28772.t1b",1188,1224,689,137,322,136,229,691,2482,0
"Pocillopora_acuta_HIv2___RNAseq.g10619.t1",22,53,53,45,32,0,0,0,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10630.t1",10,14,23,23,118,42,4,29,20,39
"Pocillopora_acuta_HIv2___TS.g28794.t2",4712,3983,2400,4140,5427,1215,519,2629,3049,1519
"Pocillopora_acuta_HIv2___TS.g28798.t2",1923,145,1272,371,1803,845,742,1007,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10637.t1",1017,1118,1093,25,1647,469,1531,821,1786,95
"Pocillopora_acuta_HIv2___RNAseq.g10651.t1",35,0,669,494,392,0,870,1189,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10652.t1",137,443,32,25,1203,804,21,2607,639,0
"Pocillopora_acuta_HIv2___TS.g28812.t1",63,0,859,0,1610,1249,1006,1175,832,183
"Pocillopora_acuta_HIv2___TS.g28813.t2",553,511,154,0,1486,0,0,1130,111,0
"Pocillopora_acuta_HIv2___RNAseq.g10655.t1",511,0,189,0,0,47,626,934,63,0
"Pocillopora_acuta_HIv2___TS.g28815.t1",63,158,215,0,798,770,588,52,631,0
"Pocillopora_acuta_HIv2___RNAseq.g10659.t1",230,437,436,1,2652,122,1319,1617,0,15
"Pocillopora_acuta_HIv2___RNAseq.g10660.t2",1042,336,3046,863,1736,468,0,1104,2239,0
"Pocillopora_acuta_HIv2___RNAseq.g10663.t1",948,1624,1418,1215,198,4095,1971,1484,102,704
"Pocillopora_acuta_HIv2___RNAseq.g10665.t1",2714,1209,1065,0,1351,3781,178,2919,343,468
"Pocillopora_acuta_HIv2___RNAseq.1805_t",2636,1223,1410,244,569,522,0,867,1802,153
"Pocillopora_acuta_HIv2___RNAseq.g10667.t1",932,83,1400,1421,2170,591,0,1062,354,661
"Pocillopora_acuta_HIv2___TS.g28827.t1",335,966,85,693,86,883,1527,461,321,362
"Pocillopora_acuta_HIv2___RNAseq.g10671.t1",98,0,75,0,75,78,0,0,1000,0
"Pocillopora_acuta_HIv2___RNAseq.g10672.t1",329,280,336,231,228,958,434,192,43,0
"Pocillopora_acuta_HIv2___TS.g28832.t1a",1278,692,2091,728,4268,613,948,2889,1262,1375
"Pocillopora_acuta_HIv2___TS.g28832.t1b",1921,7007,3870,4015,9897,9423,11066,10108,3583,1140
"Pocillopora_acuta_HIv2___RNAseq.g10675.t1",80,169,1187,0,1083,95,2637,1108,0,48
"Pocillopora_acuta_HIv2___RNAseq.g10679.t1",83,721,573,390,1187,0,828,148,738,205
"Pocillopora_acuta_HIv2___RNAseq.g10680.t1a",6,0,412,30,645,0,14,1438,0,1069
"Pocillopora_acuta_HIv2___RNAseq.g10680.t1b",992,811,784,864,288,653,179,527,482,1532
"Pocillopora_acuta_HIv2___RNAseq.g10681.t1",1082,309,40,16,731,496,1190,925,117,1
"Pocillopora_acuta_HIv2___RNAseq.g10683.t1",2356,1040,1333,0,3870,0,0,678,299,0
"Pocillopora_acuta_HIv2___RNAseq.g10684.t1",101,17,0,26,0,48,14,0,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10687.t1",171,180,143,286,345,635,163,392,210,0
"Pocillopora_acuta_HIv2___RNAseq.g10688.t2",3018,2404,2435,2407,4110,1932,364,4521,2842,977
"Pocillopora_acuta_HIv2___RNAseq.g10697.t1",736,179,0,654,0,1269,119,335,35,1011
"Pocillopora_acuta_HIv2___TS.g28865.t1",865,942,1689,0,2429,36,0,1353,610,0
"Pocillopora_acuta_HIv2___RNAseq.g10703.t1",731,161,880,269,1408,934,0,2766,181,2
"Pocillopora_acuta_HIv2___TS.g28867.t2",3680,934,4780,271,6939,1412,1300,2760,1876,236
"Pocillopora_acuta_HIv2___TS.g28868.t3b",1058,157,1468,1315,862,4,1906,203,171,363
"Pocillopora_acuta_HIv2___RNAseq.g10707.t1",424,45,1049,0,1840,325,182,458,706,48
"Pocillopora_acuta_HIv2___RNAseq.g10712.t1",1317,1056,2189,1797,1144,2610,1126,1588,619,1127
"Pocillopora_acuta_HIv2___RNAseq.g10717.t1",38,3,6,74,21,0,56,28,181,0
"Pocillopora_acuta_HIv2___RNAseq.g10725.t1",95,0,44,15,36,63,0,57,13,0
"Pocillopora_acuta_HIv2___RNAseq.g10736.t1",256,0,790,0,858,0,0,713,34,0
"Pocillopora_acuta_HIv2___RNAseq.g10739.t1",407,26,159,21,431,76,0,1275,1271,0
"Pocillopora_acuta_HIv2___RNAseq.g10740.t1",56,54,37,103,89,12,9,71,66,0
"Pocillopora_acuta_HIv2___RNAseq.g10745.t1",0,480,694,487,706,199,1099,453,113,0
"Pocillopora_acuta_HIv2___TS.g28908.t1",1869,40,609,0,1041,165,2,518,110,0
"Pocillopora_acuta_HIv2___RNAseq.g10747.t1",915,101,291,8,655,0,0,547,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10748.t1",1245,319,645,523,577,1036,1314,2191,98,107
"Pocillopora_acuta_HIv2___RNAseq.g10749.t1",3956,1012,2463,1184,5140,857,1056,5080,0,0
"Pocillopora_acuta_HIv2___TS.g28912.t1",887,1226,748,811,3360,116,299,2269,1744,0
"Pocillopora_acuta_HIv2___RNAseq.g10751.t1",4414,880,5071,779,6857,947,768,3109,2062,1117
"Pocillopora_acuta_HIv2___RNAseq.g10759.t1",0,11,4,27,603,0,4,374,6,13
"Pocillopora_acuta_HIv2___TS.g28915.t1",1656,530,422,640,1665,1231,177,3546,113,660
"Pocillopora_acuta_HIv2___RNAseq.g10754.t1",2477,3604,3232,1538,3202,2607,719,3864,3363,3070
"Pocillopora_acuta_HIv2___RNAseq.g10755.t1",265,260,119,284,266,45,307,100,182,0
"Pocillopora_acuta_HIv2___TS.g28918.t1a",8493,5692,8137,6671,11763,9113,12826,13646,3555,5909
"Pocillopora_acuta_HIv2___RNAseq.g10758.t1",1694,114,1946,1890,492,0,1581,918,2715,382
"Pocillopora_acuta_HIv2___RNAseq.g10760.t1",248,0,1652,0,2316,1842,0,1355,1973,0
"Pocillopora_acuta_HIv2___RNAseq.g10761.t1",1208,0,0,493,0,158,226,97,0,0
"Pocillopora_acuta_HIv2___TS.g28923.t1",0,159,359,25,231,3850,46,789,109,76
"Pocillopora_acuta_HIv2___RNAseq.g10763.t1",534,709,55,503,0,935,0,272,0,0
"Pocillopora_acuta_HIv2___TS.g28925.t1",62,31,1270,718,0,478,0,554,64,0
"Pocillopora_acuta_HIv2___TS.g28926.t1",983,0,684,0,1039,383,1709,209,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10766.t1",129,956,1507,1864,1850,2954,96,1536,1237,170
"Pocillopora_acuta_HIv2___RNAseq.g10767.t1",2845,0,1012,1467,1199,1081,41,2118,1407,0
"Pocillopora_acuta_HIv2___TS.g28929.t1",54,3,0,284,0,142,302,226,0,0
"Pocillopora_acuta_HIv2___TS.g28937.t1",761,109,1324,0,861,2027,0,185,1944,0
"Pocillopora_acuta_HIv2___RNAseq.g10777.t1",286,0,287,0,903,433,51,667,57,0
"Pocillopora_acuta_HIv2___RNAseq.g10780.t1",884,0,84,643,0,0,70,31,3,2
"Pocillopora_acuta_HIv2___RNAseq.g10781.t1",446,282,510,0,273,0,446,618,379,0
"Pocillopora_acuta_HIv2___RNAseq.g10782.t1",108,0,1540,16,305,41,9,226,0,114
"Pocillopora_acuta_HIv2___RNAseq.g10783.t1",3514,329,4647,2822,2973,2166,776,2280,1044,3630
"Pocillopora_acuta_HIv2___RNAseq.g10787.t1",163,255,1854,346,2776,1116,0,414,420,115
"Pocillopora_acuta_HIv2___RNAseq.g10791.t1a",1051,1900,3471,1374,5022,1502,1499,1460,3212,128
"Pocillopora_acuta_HIv2___RNAseq.g10791.t1b",9913,4699,11016,2772,10850,3314,4874,6234,11263,2093
"Pocillopora_acuta_HIv2___RNAseq.g10793.t1",1110,0,2846,4043,1966,3944,2815,2679,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10794.t1",4380,4217,1130,1194,4164,2300,58,2369,970,0
"Pocillopora_acuta_HIv2___RNAseq.g10795.t1",1641,1236,2025,2405,2971,1219,177,2450,294,214
"Pocillopora_acuta_HIv2___RNAseq.g10796.t1",753,348,466,719,1372,48,1188,575,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10797.t1",1069,319,0,829,281,347,515,586,1174,4564
"Pocillopora_acuta_HIv2___RNAseq.g10799.t1a",629,632,642,3280,1093,0,0,467,383,0
"Pocillopora_acuta_HIv2___RNAseq.g10800.t1",134,396,532,1263,245,32,0,889,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10823.t1",1283,972,1499,294,2275,1020,370,2035,3593,86
"Pocillopora_acuta_HIv2___RNAseq.g10834.t1",62,161,101,282,128,0,138,36,0,55
"Pocillopora_acuta_HIv2___RNAseq.g10835.t1",14,175,121,0,106,0,0,0,0,1471
"Pocillopora_acuta_HIv2___RNAseq.g10836.t1",2505,1750,3456,1930,4624,950,1107,3828,2989,6259
"Pocillopora_acuta_HIv2___RNAseq.g10837.t1",519,969,1880,1166,1572,264,0,1617,825,0
"Pocillopora_acuta_HIv2___RNAseq.g10840.t1",685,1183,125,515,857,826,0,282,611,0
"Pocillopora_acuta_HIv2___RNAseq.g10841.t1",121,0,92,0,108,0,746,129,425,0
"Pocillopora_acuta_HIv2___TS.g29013.t1a",2865,2303,3526,2011,2486,1446,1505,466,5178,310
"Pocillopora_acuta_HIv2___TS.g29013.t1b",918,962,0,2189,325,1584,584,937,567,0
"Pocillopora_acuta_HIv2___RNAseq.g10847.t1",3810,2108,3611,1577,2023,3599,1398,5072,3723,700
"Pocillopora_acuta_HIv2___TS.g29019.t1",1197,2342,867,1501,1955,1802,75,1490,3996,0
"Pocillopora_acuta_HIv2___TS.g29023.t1",957,1121,1572,575,1694,386,2391,1522,1652,194
"Pocillopora_acuta_HIv2___RNAseq.g10854.t2",4180,1045,3018,191,4898,0,313,2928,1356,0
"Pocillopora_acuta_HIv2___RNAseq.g10856.t1",0,1202,1278,10,2513,1378,1212,1003,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10855.t1",52,88,87,831,46,770,293,94,4,1263
"Pocillopora_acuta_HIv2___RNAseq.g10857.t1",5615,4385,8026,2660,10358,6608,1559,7464,12996,2263
"Pocillopora_acuta_HIv2___TS.g29038.t1",1138,230,497,281,851,482,0,1627,1826,1673
"Pocillopora_acuta_HIv2___TS.g29039.t1",770,68,338,337,1390,0,261,793,175,116
"Pocillopora_acuta_HIv2___RNAseq.g10867.t1",73,31,0,1013,275,1472,2,678,0,0
"Pocillopora_acuta_HIv2___TS.g29045.t2",2311,914,1908,0,3574,2001,669,3544,797,1690
"Pocillopora_acuta_HIv2___RNAseq.g10873.t1",137,1486,2154,0,1966,1748,142,1325,716,776
"Pocillopora_acuta_HIv2___RNAseq.g10874.t1",222,260,0,0,401,170,0,137,36,0
"Pocillopora_acuta_HIv2___RNAseq.g10875.t1a",82,439,483,396,65,76,0,1075,0,2411
"Pocillopora_acuta_HIv2___RNAseq.g10875.t1b",24032,25665,21232,18322,29572,24674,20281,20186,20754,14514
"Pocillopora_acuta_HIv2___TS.g29050.t1",86,76,178,84,4,156,0,197,218,0
"Pocillopora_acuta_HIv2___RNAseq.g10886.t1",192,36,454,0,1016,741,768,0,824,0
"Pocillopora_acuta_HIv2___RNAseq.g10887.t1",31,0,74,0,0,903,1407,314,137,0
"Pocillopora_acuta_HIv2___RNAseq.g10891.t1",1691,0,380,989,156,1441,0,1023,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10892.t2",938,114,1258,0,1634,36,534,413,149,109
"Pocillopora_acuta_HIv2___RNAseq.g10893.t1",3653,2328,3612,1986,4682,2388,544,551,3369,184
"Pocillopora_acuta_HIv2___RNAseq.g10894.t1",206,1215,2638,0,1059,1763,1658,625,454,0
"Pocillopora_acuta_HIv2___RNAseq.g10895.t1",781,1689,1560,151,2710,635,2810,2815,1155,563
"Pocillopora_acuta_HIv2___RNAseq.g10896.t1",638,0,178,0,1394,0,0,559,921,0
"Pocillopora_acuta_HIv2___RNAseq.g10898.t1",690,749,285,1074,365,990,603,270,0,526
"Pocillopora_acuta_HIv2___RNAseq.g10899.t1",894,22,921,465,490,0,98,411,2443,152
"Pocillopora_acuta_HIv2___TS.g29076.t1",2615,1483,845,46,3018,1313,1698,1975,4059,1104
"Pocillopora_acuta_HIv2___RNAseq.g10902.t1",436,27,743,0,579,0,0,562,55,0
"Pocillopora_acuta_HIv2___RNAseq.g10903.t1",993,0,775,223,936,1353,0,796,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10905.t1",861,492,356,237,1238,922,0,492,997,0
"Pocillopora_acuta_HIv2___RNAseq.2046_t",0,342,45,120,118,547,946,544,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10909.t1",2577,1635,2940,4086,5357,3427,3593,3910,220,3214
"Pocillopora_acuta_HIv2___RNAseq.g10911.t1",448,407,1210,464,598,992,0,346,61,0
"Pocillopora_acuta_HIv2___RNAseq.g10913.t1",2415,376,558,259,2037,38,2238,1730,433,0
"Pocillopora_acuta_HIv2___RNAseq.g10915.t1",2171,1212,2396,232,2482,1793,160,162,183,1724
"Pocillopora_acuta_HIv2___RNAseq.g10916.t1",61,0,158,0,125,6,400,75,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10917.t1",0,872,76,0,454,1765,0,12,25,0
"Pocillopora_acuta_HIv2___RNAseq.g10918.t1",2798,783,1579,1149,4522,578,1667,8644,2537,995
"Pocillopora_acuta_HIv2___RNAseq.g10926.t1",1062,475,2075,1709,2581,2121,4079,1612,1361,27
"Pocillopora_acuta_HIv2___RNAseq.g10927.t1",9139,153,16193,322,13497,287,623,22763,10351,1251
"Pocillopora_acuta_HIv2___RNAseq.g10928.t1",350,366,330,51,155,0,416,839,314,0
"Pocillopora_acuta_HIv2___RNAseq.g10929.t1",26,280,842,868,306,895,0,4216,1295,1124
"Pocillopora_acuta_HIv2___RNAseq.g10930.t1",2064,2182,2024,2079,2525,2448,2497,3909,479,2427
"Pocillopora_acuta_HIv2___TS.g29125.t1",0,2747,1137,0,1512,1418,0,257,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10951.t1",302,34,539,0,30,0,0,704,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10955.t1",340,85,111,301,548,530,1309,909,497,735
"Pocillopora_acuta_HIv2___RNAseq.g10957.t1",145,0,566,739,272,1150,0,920,744,0
"Pocillopora_acuta_HIv2___TS.g29131.t2",1391,2071,1950,328,1015,1857,41,965,428,4423
"Pocillopora_acuta_HIv2___RNAseq.g10965.t1",144,88,564,0,1368,200,0,238,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10967.t1",0,72,47,122,121,0,0,28,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10972.t1",1696,267,1316,458,1424,649,26,2459,32,19
"Pocillopora_acuta_HIv2___RNAseq.g10974.t1",203,299,57,0,89,0,70,221,150,0
"Pocillopora_acuta_HIv2___TS.g29149.t2",99,147,1194,0,320,737,0,339,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10976.t1",22388,21796,42120,19933,44640,25153,23166,29149,29161,20175
"Pocillopora_acuta_HIv2___RNAseq.g10978.t1",4713,3971,5348,4751,6431,6417,6785,6860,5238,4574
"Pocillopora_acuta_HIv2___TS.g29154.t1",815,846,1604,0,1373,878,0,1963,0,0
"Pocillopora_acuta_HIv2___TS.g29156.t1",135,135,411,24,461,12,0,143,13,0
"Pocillopora_acuta_HIv2___TS.g29157.t2",819,353,4240,884,2240,1568,1413,1541,2015,0
"Pocillopora_acuta_HIv2___RNAseq.g10984.t1",303,200,764,632,165,0,0,0,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10985.t1",148,0,820,712,858,1380,347,75,491,0
"Pocillopora_acuta_HIv2___TS.g29160.t3",358,0,483,237,118,63,0,388,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10987.t1",1262,543,124,286,2244,644,0,736,0,250
"Pocillopora_acuta_HIv2___RNAseq.g10988.t1",4059,82,1629,0,3442,0,0,2710,5835,0
"Pocillopora_acuta_HIv2___RNAseq.g10991.t1",976,0,1134,0,727,0,0,641,137,0
"Pocillopora_acuta_HIv2___TS.g29166.t1",607,0,1051,45,1139,0,37,669,556,0
"Pocillopora_acuta_HIv2___RNAseq.g10993.t1",1850,0,1269,1228,2467,2906,2726,3602,0,0
"Pocillopora_acuta_HIv2___RNAseq.g10994.t1",452,333,291,495,1400,1339,0,273,267,0
"Pocillopora_acuta_HIv2___RNAseq.g10995.t1",2844,1980,5633,3267,5031,3865,5518,6739,4501,1701
"Pocillopora_acuta_HIv2___RNAseq.g10996.t1",1247,168,786,190,206,1824,292,459,340,42
"Pocillopora_acuta_HIv2___RNAseq.2136_t",0,0,224,705,662,537,638,3,0,0
"Pocillopora_acuta_HIv2___TS.g29172.t1",8592,6276,7329,9815,9850,6379,12732,9758,9766,6207
"Pocillopora_acuta_HIv2___RNAseq.g11005.t1",3441,3846,3595,3862,7593,3055,1944,3690,3315,891
"Pocillopora_acuta_HIv2___RNAseq.g11006.t1",647,63,2151,0,344,115,406,574,0,5
"Pocillopora_acuta_HIv2___RNAseq.g11008.t1",196,267,251,185,216,0,190,394,580,0
"Pocillopora_acuta_HIv2___RNAseq.g11012.t1",269,90,323,17,232,142,0,267,150,329
"Pocillopora_acuta_HIv2___RNAseq.g11019.t1",0,0,366,6,246,388,0,120,0,11
"Pocillopora_acuta_HIv2___RNAseq.g11013.t1",30,23,0,7,28,42,0,29,14,45
"Pocillopora_acuta_HIv2___TS.g29194.t1",51,0,38,106,61,5,27,236,0,705
"Pocillopora_acuta_HIv2___TS.g29197.t2",817,1391,227,993,1276,1171,0,1573,103,505
"Pocillopora_acuta_HIv2___RNAseq.g11031.t1",0,0,1621,0,495,193,0,43,378,0
"Pocillopora_acuta_HIv2___RNAseq.g11027.t1",100,0,0,0,396,393,0,13,525,0
"Pocillopora_acuta_HIv2___TS.g29206.t1",556,164,86,446,405,0,0,440,298,0
"Pocillopora_acuta_HIv2___RNAseq.g11037.t1",97,216,811,0,243,137,0,81,127,0
"Pocillopora_acuta_HIv2___RNAseq.g11039.t1",470,203,814,0,5130,8,0,1562,1009,0
"Pocillopora_acuta_HIv2___RNAseq.g11040.t1",248,40,414,770,1093,79,0,108,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11044.t1",2463,1049,2462,319,9134,2886,0,2812,3902,1048
"Pocillopora_acuta_HIv2___RNAseq.g11054.t1",70,669,384,0,2420,0,0,634,487,0
"Pocillopora_acuta_HIv2___RNAseq.g11055.t1",286,0,1134,0,1445,271,0,555,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11056.t1",6288,0,4854,3026,6941,554,1108,7273,2336,93
"Pocillopora_acuta_HIv2___RNAseq.g11057.t1",940,1462,881,555,1078,948,875,1457,2291,263
"Pocillopora_acuta_HIv2___TS.g29234.t1",222,320,349,75,166,0,44,204,0,0
"Pocillopora_acuta_HIv2___TS.g29242.t2",2775,1486,2027,1246,1835,2049,893,2440,2078,1965
"Pocillopora_acuta_HIv2___RNAseq.g11068.t1",379,903,275,37,555,0,71,523,0,0
"Pocillopora_acuta_HIv2___TS.g29244.t2a",9306,937,4293,2855,16517,1585,602,6155,5495,2643
"Pocillopora_acuta_HIv2___RNAseq.g11072.t1",3725,1648,3334,1273,5463,761,2670,3091,2390,0
"Pocillopora_acuta_HIv2___RNAseq.g11073.t1",76,317,240,62,298,705,134,0,421,0
"Pocillopora_acuta_HIv2___RNAseq.g11074.t1",7935,3221,5695,6774,15983,8228,8678,11492,5525,4771
"Pocillopora_acuta_HIv2___RNAseq.g11075.t1",1096,1806,387,1261,3640,1953,2314,2128,2320,1236
"Pocillopora_acuta_HIv2___RNAseq.g11076.t1",2566,514,4481,377,2752,3000,573,1066,2954,0
"Pocillopora_acuta_HIv2___RNAseq.g11090.t1",107,0,103,0,180,98,0,88,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11093.t1",5449,959,3752,3553,5114,2150,5465,8380,3357,1196
"Pocillopora_acuta_HIv2___RNAseq.g11094.t1",1136,3170,1199,935,2491,1885,1192,1891,2468,903
"Pocillopora_acuta_HIv2___RNAseq.g11095.t1",168,1769,384,1247,354,422,548,80,1180,0
"Pocillopora_acuta_HIv2___TS.g29272.t2",5312,3389,5963,3298,9137,3826,4212,6737,3674,4
"Pocillopora_acuta_HIv2___RNAseq.g11097.t1",1329,2507,1465,3045,1683,1138,1201,2994,251,437
"Pocillopora_acuta_HIv2___RNAseq.g11098.t1",356,261,310,0,611,858,268,207,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11102.t1",6708,3938,3005,2240,4732,3989,4857,8057,3798,1376
"Pocillopora_acuta_HIv2___RNAseq.g11103.t1",1767,609,805,946,889,911,0,2049,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11105.t1",6,160,623,126,1124,0,12,206,0,0
"Pocillopora_acuta_HIv2___TS.g29281.t1",28,145,166,0,4,0,1644,278,51,0
"Pocillopora_acuta_HIv2___RNAseq.g11107.t1",765,67,311,234,15,344,2509,409,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11115.t1",31,51,104,67,201,0,20,0,0,0
"Pocillopora_acuta_HIv2___RNAseq.g11117.t1",652,985,481,0,997,0,0,245,432,0
"Pocillopora_acuta_HIv2___TS.g29293.t2a",166,118,132,65,386,283,28,1585,1149,322
"Pocillopora_acuta_HIv2___RNAseq.g11120.t1",614,1244,3620,2811,2120,4737,122,2787,20,0
"Pocillopora_acuta_HIv2___RNAseq.g11121.t1",407,1612,175,344,1389,795,13,284,0,722
"Pocillopora_acuta_HIv2___RNAseq.g11124.t1",1787,12303,2046,7149,5459,18549,15645,18843,751,5052
"Pocillopora_acuta_HIv2___RNAseq.g11125.t1",442,1002,844,0,1369,362,0,1458,1970,75
"Pocillopora_acuta_HIv2___RNAseq.g11127.t1",0,178,429,0,219,9,0,1205,558,0
"Pocillopora_acuta_HIv2___RNAseq.g11126.t1",690,2021,1010,1124,1435,1981,966,1925,13,0
"Pocillopora_acuta_HIv2___RNAseq.g11129.t1",60,0,196,23,213,70,20,0,147,0
"Pocillopora_acuta_HIv2___RNAseq.g11130.t1",1033,115,232,0,94,219,342,548,63,1733
"Pocillopora_acuta_HIv2___TS.g29305.t1",0,29,279,0,203,91,0,31,191,0
