"","baseMean","log2FoldChange","lfcSE","pvalue","padj","query"
"Pocillopora_acuta_HIv2___RNAseq.g6351.t1",1780.06230928926,-6.55617592440502,0.680641849792378,2.76863968827508e-24,4.00456044512108e-20,"Pocillopora_acuta_HIv2___RNAseq.g6351.t1"
"Pocillopora_acuta_HIv2___RNAseq.g28575.t1a",2844.3905409903,17.5525503314959,3.97246411802524,4.35406812870942e-20,3.14886207068265e-16,"Pocillopora_acuta_HIv2___RNAseq.g28575.t1a"
"Pocillopora_acuta_HIv2___RNAseq.g27038.t1",1882.71411858623,16.7964263086784,3.76680294480794,1.66847362198095e-19,8.04426748944418e-16,"Pocillopora_acuta_HIv2___RNAseq.g27038.t1"
"Pocillopora_acuta_HIv2___RNAseq.g2165.t1",1608.73918294661,16.5688340887259,3.75190701948851,3.9071483380673e-19,1.22204437986412e-15,"Pocillopora_acuta_HIv2___RNAseq.g2165.t1"
"Pocillopora_acuta_HIv2___TS.g18104.t1",1967.6090074664,16.8137638454139,3.79636568074966,4.22443438835771e-19,1.22204437986412e-15,"Pocillopora_acuta_HIv2___TS.g18104.t1"
"Pocillopora_acuta_HIv2___RNAseq.g14330.t3",2168.32101516159,-16.5174777038239,3.9256044314038,6.66109003173888e-19,1.60576677031785e-15,"Pocillopora_acuta_HIv2___RNAseq.g14330.t3"
"Pocillopora_acuta_HIv2___RNAseq.g14090.t1",2027.22358063107,-16.4360779665545,3.92208641830554,1.09543012804369e-18,2.11271333763091e-15,"Pocillopora_acuta_HIv2___RNAseq.g14090.t1"
"Pocillopora_acuta_HIv2___RNAseq.g14025.t1",2533.20105807112,-16.6012727225841,3.96216821588213,1.16853613807019e-18,2.11271333763091e-15,"Pocillopora_acuta_HIv2___RNAseq.g14025.t1"
"Pocillopora_acuta_HIv2___RNAseq.g3832.t1",4681.36281946371,12.4923076415858,2.34800449451893,5.39932632588341e-18,8.28049105849486e-15,"Pocillopora_acuta_HIv2___RNAseq.g3832.t1"
"Pocillopora_acuta_HIv2___RNAseq.g8006.t1",1858.29368115358,-16.1656027241107,3.91968160307518,5.74180077044122e-18,8.28049105849486e-15,"Pocillopora_acuta_HIv2___RNAseq.g8006.t1"
"Pocillopora_acuta_HIv2___RNAseq.g10378.t1",1200.09323446445,16.1580082923622,3.7327526613979,6.29738672866728e-18,8.28049105849486e-15,"Pocillopora_acuta_HIv2___RNAseq.g10378.t1"
"Pocillopora_acuta_HIv2___RNAseq.g14253.t1",1084.62610850225,15.9449806203823,3.72600215228243,1.43614754593446e-17,1.73103650869967e-14,"Pocillopora_acuta_HIv2___RNAseq.g14253.t1"
"Pocillopora_acuta_HIv2___RNAseq.g25431.t1",3378.81007684284,-11.7349380030129,1.97733030305288,1.70268411528234e-17,1.8106919873551e-14,"Pocillopora_acuta_HIv2___RNAseq.g25431.t1"
"Pocillopora_acuta_HIv2___RNAseq.11056_t",1574.73889068724,-15.9358651320797,3.89078629777836,1.75260562935366e-17,1.8106919873551e-14,"Pocillopora_acuta_HIv2___RNAseq.11056_t"
"Pocillopora_acuta_HIv2___RNAseq.g9588.t1",10129.8808156182,13.0019191011354,2.91590220115698,2.00134721875055e-17,1.9298324114672e-14,"Pocillopora_acuta_HIv2___RNAseq.g9588.t1"
"Pocillopora_acuta_HIv2___TS.g30765.t1",1392.70364464146,16.3447584332851,3.80868578569036,2.47296616482107e-17,2.23556141299825e-14,"Pocillopora_acuta_HIv2___TS.g30765.t1"
"Pocillopora_acuta_HIv2___RNAseq.g14021.t1",1390.28685695327,-15.7443142439334,3.85317969026011,3.14334444562964e-17,2.67443141538748e-14,"Pocillopora_acuta_HIv2___RNAseq.g14021.t1"
"Pocillopora_acuta_HIv2___RNAseq.g19082.t1",922.112612153853,15.7395547637724,3.70510612057295,5.04384777531586e-17,4.05301190123159e-14,"Pocillopora_acuta_HIv2___RNAseq.g19082.t1"
"Pocillopora_acuta_HIv2___RNAseq.g16202.t1",815.958547797283,11.135166154603,1.74229028680281,8.59803846655988e-17,6.54536991475379e-14,"Pocillopora_acuta_HIv2___RNAseq.g16202.t1"
"Pocillopora_acuta_HIv2___TS.g19991.t2",950.24838269187,15.739017006898,3.72381145194001,1.16154272214417e-16,8.40027696654667e-14,"Pocillopora_acuta_HIv2___TS.g19991.t2"
"Pocillopora_acuta_HIv2___RNAseq.g20860.t1",1265.2742161805,-15.5762447772559,3.87381005283364,1.35817286920059e-16,9.35457732386536e-14,"Pocillopora_acuta_HIv2___RNAseq.g20860.t1"
"Pocillopora_acuta_HIv2___RNAseq.g8588.t1",783.119333561871,15.4774117501853,3.69354649776281,2.18853875389073e-16,1.43886475164889e-13,"Pocillopora_acuta_HIv2___RNAseq.g8588.t1"
"Pocillopora_acuta_HIv2___RNAseq.g26604.t1",3789.9648726559,12.3051226483064,2.53307531075201,2.56133742617023e-16,1.6107471535707e-13,"Pocillopora_acuta_HIv2___RNAseq.g26604.t1"
"Pocillopora_acuta_HIv2___TS.g27642.t1b",1146.75164624353,-15.3843570127424,3.83971613953649,2.7425318068115e-16,1.61468308910218e-13,"Pocillopora_acuta_HIv2___TS.g27642.t1b"
"Pocillopora_acuta_HIv2___TS.g18100.t1",8027.26641448667,10.6172019278843,1.8763792779783,2.7908654056661e-16,1.61468308910218e-13,"Pocillopora_acuta_HIv2___TS.g18100.t1"
"Pocillopora_acuta_HIv2___RNAseq.g11588.t1",1254.25173047322,-15.4699309222934,3.89022465385711,3.01703869785162e-16,1.67840183560484e-13,"Pocillopora_acuta_HIv2___RNAseq.g11588.t1"
"Pocillopora_acuta_HIv2___RNAseq.g25327.t1",1008.53047685861,-11.8549816922529,1.97447473382116,3.84323231076912e-16,2.05883378307276e-13,"Pocillopora_acuta_HIv2___RNAseq.g25327.t1"
"Pocillopora_acuta_HIv2___RNAseq.g12281.t1",740.060962879886,15.4019456150839,3.72097169211652,4.02937321358851e-16,2.08145907719087e-13,"Pocillopora_acuta_HIv2___RNAseq.g12281.t1"
"Pocillopora_acuta_HIv2___RNAseq.g19284.t1",5809.18872335367,15.6933024622459,3.62338862970703,4.58299617747811e-16,2.22136984539083e-13,"Pocillopora_acuta_HIv2___RNAseq.g19284.t1"
"Pocillopora_acuta_HIv2___RNAseq.g19085.t1",6069.90203768671,11.1262619215748,2.10206430176727,4.60737661516351e-16,2.22136984539083e-13,"Pocillopora_acuta_HIv2___RNAseq.g19085.t1"
"Pocillopora_acuta_HIv2___TS.g11360.t1",727.48293499131,11.3112024014355,1.83306883267603,4.91236544960691e-16,2.29201464074562e-13,"Pocillopora_acuta_HIv2___TS.g11360.t1"
"Pocillopora_acuta_HIv2___RNAseq.g7803.t1",953.479854409614,-15.1821578705503,3.81260026304841,5.715961285974e-16,2.58361450126025e-13,"Pocillopora_acuta_HIv2___RNAseq.g7803.t1"
"Pocillopora_acuta_HIv2___TS.g16008.t2",945.362231842888,-15.1356859473163,3.79729136104194,6.03941798624965e-16,2.64709520463985e-13,"Pocillopora_acuta_HIv2___TS.g16008.t2"
"Pocillopora_acuta_HIv2___RNAseq.g22978.t3b",946.258537376439,-15.1544248500445,3.8140489650611,7.3502531683953e-16,3.12688417140205e-13,"Pocillopora_acuta_HIv2___RNAseq.g22978.t3b"
"Pocillopora_acuta_HIv2___RNAseq.g2406.t1",916.583525243243,-15.1306366517088,3.81606191192764,8.13181016645971e-16,3.36052863564781e-13,"Pocillopora_acuta_HIv2___RNAseq.g2406.t1"
"Pocillopora_acuta_HIv2___RNAseq.g8119.t1",933.904971969952,-15.1807514948259,3.83576795462561,8.57027740224448e-16,3.44334700961289e-13,"Pocillopora_acuta_HIv2___RNAseq.g8119.t1"
"Pocillopora_acuta_HIv2___TS.g9414.t1",1170.47134434928,-15.5408802566191,3.97764821538116,9.66668777052303e-16,3.7788911327796e-13,"Pocillopora_acuta_HIv2___TS.g9414.t1"
"Pocillopora_acuta_HIv2___RNAseq.g21374.t1",755.981336839023,-10.2047254547067,1.62040625750153,1.62837464642277e-15,6.19810812785761e-13,"Pocillopora_acuta_HIv2___RNAseq.g21374.t1"
"Pocillopora_acuta_HIv2___RNAseq.g21000.t1",1227.75708253182,-15.5945081085334,3.9631230877074,1.74185867663675e-15,6.4600625381728e-13,"Pocillopora_acuta_HIv2___RNAseq.g21000.t1"
"Pocillopora_acuta_HIv2___RNAseq.g5252.t1",685.237729174062,-11.5318852987869,1.91703616232947,1.84758088939598e-15,6.68085249605585e-13,"Pocillopora_acuta_HIv2___RNAseq.g5252.t1"
"Pocillopora_acuta_HIv2___RNAseq.g22853.t1",8612.30390232864,-11.1329375109481,2.15130725801366,1.9046364512493e-15,6.71918576362681e-13,"Pocillopora_acuta_HIv2___RNAseq.g22853.t1"
"Pocillopora_acuta_HIv2___RNAseq.g17117.t1",1037.72978148286,-15.1578340719951,3.85908239440274,2.19017396969699e-15,7.54254197564221e-13,"Pocillopora_acuta_HIv2___RNAseq.g17117.t1"
"Pocillopora_acuta_HIv2___TS.g16802.t1",3444.71837581509,-10.7029757939764,1.99183805886875,2.39520092444236e-15,7.88997550901037e-13,"Pocillopora_acuta_HIv2___TS.g16802.t1"
"Pocillopora_acuta_HIv2___RNAseq.g25759.t1",808.98861100082,-14.89459268006,3.79393441085278,2.4001584789578e-15,7.88997550901037e-13,"Pocillopora_acuta_HIv2___RNAseq.g25759.t1"
"Pocillopora_acuta_HIv2___RNAseq.30415_t",893.176357470135,-15.1484622018048,3.88439129416118,3.0993510589749e-15,9.89043486027918e-13,"Pocillopora_acuta_HIv2___RNAseq.30415_t"
"Pocillopora_acuta_HIv2___RNAseq.g24120.t1",770.649944734318,-14.8749741751358,3.80361623449667,3.14546462647153e-15,9.89043486027918e-13,"Pocillopora_acuta_HIv2___RNAseq.g24120.t1"
"Pocillopora_acuta_HIv2___RNAseq.g14336.t1",765.622505305614,-14.8579821159918,3.79621481937334,3.97574978507373e-15,1.2235158487512e-12,"Pocillopora_acuta_HIv2___RNAseq.g14336.t1"
"Pocillopora_acuta_HIv2___RNAseq.g26594.t2",3371.39523172936,-13.876443132684,3.29865167810793,4.81724214404903e-15,1.45159563274011e-12,"Pocillopora_acuta_HIv2___RNAseq.g26594.t2"
"Pocillopora_acuta_HIv2___TS.g4983.t1",908.847886315208,15.6677967496912,3.87045338562334,6.21386535163676e-15,1.81798857257218e-12,"Pocillopora_acuta_HIv2___TS.g4983.t1"
"Pocillopora_acuta_HIv2___RNAseq.g19115.t1",990.626313025877,-10.4520572559079,1.82367707827171,6.28452908107088e-15,1.81798857257218e-12,"Pocillopora_acuta_HIv2___RNAseq.g19115.t1"
"Pocillopora_acuta_HIv2___RNAseq.g28635.t1",3721.66147975373,-13.7972964429873,3.41135912342529,7.81342503225726e-15,2.18881340422377e-12,"Pocillopora_acuta_HIv2___RNAseq.g28635.t1"
"Pocillopora_acuta_HIv2___RNAseq.g25317.t1",2252.95465312817,-10.9676173799993,2.31449225069005,7.98166741539946e-15,2.18881340422377e-12,"Pocillopora_acuta_HIv2___RNAseq.g25317.t1"
"Pocillopora_acuta_HIv2___RNAseq.g21373.t1",662.832864169878,-14.6187376320666,3.75855430690229,8.02040309899472e-15,2.18881340422377e-12,"Pocillopora_acuta_HIv2___RNAseq.g21373.t1"
"Pocillopora_acuta_HIv2___RNAseq.g7627.t1",764.189970591372,-14.7549733634802,3.8071151290367,8.43939620507203e-15,2.26050790204004e-12,"Pocillopora_acuta_HIv2___RNAseq.g7627.t1"
"Pocillopora_acuta_HIv2___RNAseq.g9210.t1",701.432652665035,-14.5150882807768,3.77441461653343,1.70601873062281e-14,4.48651907631424e-12,"Pocillopora_acuta_HIv2___RNAseq.g9210.t1"
"Pocillopora_acuta_HIv2___TS.g16384.t1",645.704218748475,-14.5974074873698,3.79876994415303,1.93746953386085e-14,5.0042070246006e-12,"Pocillopora_acuta_HIv2___TS.g16384.t1"
"Pocillopora_acuta_HIv2___RNAseq.g27377.t1",735.340145124758,-10.2369611763518,1.77616837401578,2.13977437221085e-14,5.42977131923819e-12,"Pocillopora_acuta_HIv2___RNAseq.g27377.t1"
"Pocillopora_acuta_HIv2___RNAseq.g13561.t1",640.62448814426,-14.5819947469844,3.80007930531092,2.2606152935214e-14,5.52042908030029e-12,"Pocillopora_acuta_HIv2___RNAseq.g13561.t1"
"Pocillopora_acuta_HIv2___RNAseq.g1102.t1",682.410091221503,-14.6756718347684,3.81713157232385,2.27847804856332e-14,5.52042908030029e-12,"Pocillopora_acuta_HIv2___RNAseq.g1102.t1"
"Pocillopora_acuta_HIv2___RNAseq.g1234.t1",3320.09020492918,10.0171634865863,2.0723308301562,2.32585783139001e-14,5.52042908030029e-12,"Pocillopora_acuta_HIv2___RNAseq.g1234.t1"
"Pocillopora_acuta_HIv2___RNAseq.g9631.t1",5786.08667327334,-14.7559785945729,3.16630469660707,2.32816768458461e-14,5.52042908030029e-12,"Pocillopora_acuta_HIv2___RNAseq.g9631.t1"
"Pocillopora_acuta_HIv2___RNAseq.g11659.t1",606.94528410354,-14.4456197017505,3.78220724617351,2.65919510107599e-14,6.20364482934889e-12,"Pocillopora_acuta_HIv2___RNAseq.g11659.t1"
"Pocillopora_acuta_HIv2___TS.g1968.t2",570.15481360313,-14.3835703143355,3.76819015916754,3.18874792947424e-14,7.32096032570086e-12,"Pocillopora_acuta_HIv2___TS.g1968.t2"
"Pocillopora_acuta_HIv2___RNAseq.g1126.t1",3758.53930256433,14.5774795798716,3.15720134877493,3.83075249892931e-14,8.65750064758024e-12,"Pocillopora_acuta_HIv2___RNAseq.g1126.t1"
"Pocillopora_acuta_HIv2___TS.g21863.t2",714.499186910933,-11.5870231763242,2.25752154264054,3.94089513301514e-14,8.76940110829708e-12,"Pocillopora_acuta_HIv2___TS.g21863.t2"
"Pocillopora_acuta_HIv2___RNAseq.g14484.t1",670.562029806778,-14.6541637867891,3.85555189570815,4.67053029774861e-14,1.02355379131267e-11,"Pocillopora_acuta_HIv2___RNAseq.g14484.t1"
"Pocillopora_acuta_HIv2___RNAseq.g18517.t1",291.865888857358,-9.43443938347121,1.47306216981511,5.36788746872411e-14,1.1588227514571e-11,"Pocillopora_acuta_HIv2___RNAseq.g18517.t1"
"Pocillopora_acuta_HIv2___RNAseq.g27621.t1",1470.664505119,12.6387842115714,2.73278931373397,6.34629445352604e-14,1.34989416140883e-11,"Pocillopora_acuta_HIv2___RNAseq.g27621.t1"
"Pocillopora_acuta_HIv2___RNAseq.22067_t",613.52482329882,-14.2404358993999,3.77774669843241,6.53523055586136e-14,1.36993586608665e-11,"Pocillopora_acuta_HIv2___RNAseq.22067_t"
"Pocillopora_acuta_HIv2___RNAseq.g27681.t1b",674.169731150683,-14.3970677012828,3.80580445584366,7.01436468437021e-14,1.44936815421044e-11,"Pocillopora_acuta_HIv2___RNAseq.g27681.t1b"
"Pocillopora_acuta_HIv2___RNAseq.g28202.t1",2285.1584368848,-1.3318538696491,3.13168218468487,7.84045237564535e-14,1.59724370649767e-11,"Pocillopora_acuta_HIv2___RNAseq.g28202.t1"
"Pocillopora_acuta_HIv2___RNAseq.g8732.t1",507.240463637248,-14.1287231168046,3.72576372876118,8.63273832957586e-14,1.73422121109702e-11,"Pocillopora_acuta_HIv2___RNAseq.g8732.t1"
"Pocillopora_acuta_HIv2___RNAseq.g11810.t1",633.244866387664,-14.3290763069553,3.79401898956783,1.06418191491406e-13,2.10853797497493e-11,"Pocillopora_acuta_HIv2___RNAseq.g11810.t1"
"Pocillopora_acuta_HIv2___RNAseq.g13.t1",493.162696204997,-14.1602003034474,3.76373524965138,1.08601393079659e-13,2.12271695878945e-11,"Pocillopora_acuta_HIv2___RNAseq.g13.t1"
"Pocillopora_acuta_HIv2___RNAseq.g5007.t1",484.02351264286,-14.1056450623185,3.73402567954359,1.13066241084229e-13,2.18052014805639e-11,"Pocillopora_acuta_HIv2___RNAseq.g5007.t1"
"Pocillopora_acuta_HIv2___RNAseq.g8062.t1",492.934930950537,14.7202756704439,3.75719718357189,1.16569200374965e-13,2.21469293889272e-11,"Pocillopora_acuta_HIv2___RNAseq.g8062.t1"
"Pocillopora_acuta_HIv2___RNAseq.g13400.t1",533.223747836275,-14.2540822831637,3.7840255625664,1.17900550535633e-13,2.21469293889272e-11,"Pocillopora_acuta_HIv2___RNAseq.g13400.t1"
"Pocillopora_acuta_HIv2___RNAseq.g7514.t1",496.362437442143,-14.0517874949237,3.72055291281536,1.30031034195209e-13,2.41124215205065e-11,"Pocillopora_acuta_HIv2___RNAseq.g7514.t1"
"Pocillopora_acuta_HIv2___RNAseq.g9231.t1",1272.97552268526,11.0117940003162,2.78609057854299,1.36187884194451e-13,2.4528626789505e-11,"Pocillopora_acuta_HIv2___RNAseq.g9231.t1"
"Pocillopora_acuta_HIv2___RNAseq.g23883.t2",638.102436356512,-11.7250240512866,2.34846475679245,1.36354125222061e-13,2.4528626789505e-11,"Pocillopora_acuta_HIv2___RNAseq.g23883.t2"
"Pocillopora_acuta_HIv2___RNAseq.g3939.t1",610.379215541957,11.7790085610348,2.42993105057754,1.37363023364899e-13,2.4528626789505e-11,"Pocillopora_acuta_HIv2___RNAseq.g3939.t1"
"Pocillopora_acuta_HIv2___RNAseq.g17085.t1",542.201890374515,-14.1797781084664,3.78198923384709,1.41414791310121e-13,2.49441895306047e-11,"Pocillopora_acuta_HIv2___RNAseq.g17085.t1"
"Pocillopora_acuta_HIv2___RNAseq.g3222.t1",584.314671432432,-14.2009468635482,3.79712522148022,1.65827329586618e-13,2.87606469873934e-11,"Pocillopora_acuta_HIv2___RNAseq.g3222.t1"
"Pocillopora_acuta_HIv2___RNAseq.g17946.t1",517.195459073916,-14.1220294914196,3.77762854709702,1.67028093676787e-13,2.87606469873934e-11,"Pocillopora_acuta_HIv2___RNAseq.g17946.t1"
"Pocillopora_acuta_HIv2___RNAseq.g30104.t1",700.233000546774,-9.79009571334673,1.79067988770514,1.86999497637871e-13,3.18207145156961e-11,"Pocillopora_acuta_HIv2___RNAseq.g30104.t1"
"Pocillopora_acuta_HIv2___TS.g22105.t1",586.4538651294,-14.3735188119337,3.83991242520682,2.0016291444927e-13,3.35763046186465e-11,"Pocillopora_acuta_HIv2___TS.g22105.t1"
"Pocillopora_acuta_HIv2___RNAseq.g21722.t1",389.219325198085,-9.91709445185523,1.69752879199195,2.01959243765365e-13,3.35763046186465e-11,"Pocillopora_acuta_HIv2___RNAseq.g21722.t1"
"Pocillopora_acuta_HIv2___RNAseq.g14933.t1",451.503456323017,-13.9466582083892,3.70889975316372,2.15449830303057e-13,3.54121175625389e-11,"Pocillopora_acuta_HIv2___RNAseq.g14933.t1"
"Pocillopora_acuta_HIv2___RNAseq.g16988.t1",376.1632002207,-11.0459394646824,2.06633961195377,2.28780837165495e-13,3.71807418961991e-11,"Pocillopora_acuta_HIv2___RNAseq.g16988.t1"
"Pocillopora_acuta_HIv2___RNAseq.g13796.t1",522.094512369359,-14.2365534727542,3.7964061678665,2.43790179570422e-13,3.91797906367399e-11,"Pocillopora_acuta_HIv2___RNAseq.g13796.t1"
"Pocillopora_acuta_HIv2___RNAseq.g10163.t1",764.295436626259,-10.2054239525006,2.036319193599,2.65977410750337e-13,4.22757941658558e-11,"Pocillopora_acuta_HIv2___RNAseq.g10163.t1"
"Pocillopora_acuta_HIv2___RNAseq.g12.t1",573.90599235064,-14.126272837492,3.79880139575566,2.91518090858468e-13,4.55922511391013e-11,"Pocillopora_acuta_HIv2___RNAseq.g12.t1"
"Pocillopora_acuta_HIv2___RNAseq.g18187.t1",361.132994907348,-7.55690659176975,1.18459732552624,2.93147079365074e-13,4.55922511391013e-11,"Pocillopora_acuta_HIv2___RNAseq.g18187.t1"
"Pocillopora_acuta_HIv2___RNAseq.g11522.t1",426.990692656728,-9.35469308219403,1.62896784319225,2.99428555874314e-13,4.60737726826179e-11,"Pocillopora_acuta_HIv2___RNAseq.g11522.t1"
"Pocillopora_acuta_HIv2___RNAseq.g31136.t1",426.941973838769,-13.8759516495436,3.71250047099748,3.15358028416213e-13,4.80140897159168e-11,"Pocillopora_acuta_HIv2___RNAseq.g31136.t1"
"Pocillopora_acuta_HIv2___RNAseq.g7672.t1",429.596418846362,-13.8271196876451,3.69885970983568,3.26290326089361e-13,4.91610757974637e-11,"Pocillopora_acuta_HIv2___RNAseq.g7672.t1"
"Pocillopora_acuta_HIv2___TS.g28528.t1b",5194.87777708238,9.85366553584021,2.89846206784376,3.68608732999121e-13,5.49645022072092e-11,"Pocillopora_acuta_HIv2___TS.g28528.t1b"
"Pocillopora_acuta_HIv2___RNAseq.g2813.t4",1653.40829342614,-1.17478950087872,2.37215679410957,3.83425428687377e-13,5.65904632707574e-11,"Pocillopora_acuta_HIv2___RNAseq.g2813.t4"
"Pocillopora_acuta_HIv2___TS.g10041.t1",413.393721368022,-13.7851723236533,3.69622808497353,4.1576228885714e-13,6.07432903639361e-11,"Pocillopora_acuta_HIv2___TS.g10041.t1"
"Pocillopora_acuta_HIv2___RNAseq.g18278.t1",406.840971288858,-13.7874890986546,3.70321016624047,4.39220375188896e-13,6.3528835067322e-11,"Pocillopora_acuta_HIv2___RNAseq.g18278.t1"
"Pocillopora_acuta_HIv2___RNAseq.g13582.t1",398.602250368532,-13.7711609844583,3.69699448614936,4.67851841426942e-13,6.70000894494979e-11,"Pocillopora_acuta_HIv2___RNAseq.g13582.t1"
"Pocillopora_acuta_HIv2___RNAseq.g14640.t1",409.087856433782,-13.7881252559652,3.70940851131495,5.16209234217881e-13,7.32004937620337e-11,"Pocillopora_acuta_HIv2___RNAseq.g14640.t1"
"Pocillopora_acuta_HIv2___TS.g20007.t1",530.728095558458,-14.2635343086158,3.8537952431928,5.41220126752743e-13,7.60020185762299e-11,"Pocillopora_acuta_HIv2___TS.g20007.t1"
"Pocillopora_acuta_HIv2___RNAseq.g30663.t1",487.435148214201,-10.6690421451935,2.09681902694566,5.88748975239777e-13,8.18813959410397e-11,"Pocillopora_acuta_HIv2___RNAseq.g30663.t1"
"Pocillopora_acuta_HIv2___RNAseq.g28971.t1a",1603.2281279156,12.4836724115879,2.91505518091902,5.96341388419078e-13,8.21474461151766e-11,"Pocillopora_acuta_HIv2___RNAseq.g28971.t1a"
"Pocillopora_acuta_HIv2___RNAseq.g829.t1",2530.87772725239,14.3264800898888,3.30124927021753,6.45877071629718e-13,8.81317543778514e-11,"Pocillopora_acuta_HIv2___RNAseq.g829.t1"
"Pocillopora_acuta_HIv2___TS.g6907.t1",2839.24667072626,-9.38615985394496,2.37136527850434,6.54535927476237e-13,8.84785762151055e-11,"Pocillopora_acuta_HIv2___TS.g6907.t1"
"Pocillopora_acuta_HIv2___RNAseq.g2437.t1",2337.698638039,-13.2418895257597,3.00343190605414,6.96196874720066e-13,9.32388110736207e-11,"Pocillopora_acuta_HIv2___RNAseq.g2437.t1"
"Pocillopora_acuta_HIv2___RNAseq.g19042.t1",916.621468361507,-11.477262005831,2.53057192048296,7.40883147609873e-13,9.78615132170322e-11,"Pocillopora_acuta_HIv2___RNAseq.g19042.t1"
"Pocillopora_acuta_HIv2___RNAseq.g2959.t1",461.103525953368,-11.1507652600138,2.22458646138477,7.44245468326434e-13,9.78615132170322e-11,"Pocillopora_acuta_HIv2___RNAseq.g2959.t1"
"Pocillopora_acuta_HIv2___RNAseq.g16527.t1",431.570197991471,-13.8144505819052,3.74241035351929,9.16031746496493e-13,1.19364713345273e-10,"Pocillopora_acuta_HIv2___RNAseq.g16527.t1"
"Pocillopora_acuta_HIv2___RNAseq.g25686.t1",380.659258700191,-10.8384262135432,2.16689079635747,9.75165257126585e-13,1.25935627491776e-10,"Pocillopora_acuta_HIv2___RNAseq.g25686.t1"
"Pocillopora_acuta_HIv2___RNAseq.g24911.t1",853.036098638509,0.932128538511854,1.72565040483749,9.86350588681239e-13,1.26252875351199e-10,"Pocillopora_acuta_HIv2___RNAseq.g24911.t1"
"Pocillopora_acuta_HIv2___TS.g14372.t1b",364.331645999331,-13.6055957220904,3.69236471482213,9.99430138177254e-13,1.26804890513998e-10,"Pocillopora_acuta_HIv2___TS.g14372.t1b"
"Pocillopora_acuta_HIv2___RNAseq.g26783.t1",361.906669694196,-13.5999506272471,3.70105374317102,1.19319302894126e-12,1.50072556266143e-10,"Pocillopora_acuta_HIv2___RNAseq.g26783.t1"
"Pocillopora_acuta_HIv2___RNAseq.g299.t1",382.035799448043,-13.6026371780005,3.70602855079907,1.25548226802591e-12,1.56278007698963e-10,"Pocillopora_acuta_HIv2___RNAseq.g299.t1"
"Pocillopora_acuta_HIv2___RNAseq.g26596.t1",503.322440157317,-13.9368775954657,3.80363453569741,1.26414041072861e-12,1.56278007698963e-10,"Pocillopora_acuta_HIv2___RNAseq.g26596.t1"
"Pocillopora_acuta_HIv2___RNAseq.g8688.t1",10616.8423315086,-8.7936115982651,2.11856206254869,1.3692962241014e-12,1.67843225300023e-10,"Pocillopora_acuta_HIv2___RNAseq.g8688.t1"
"Pocillopora_acuta_HIv2___RNAseq.g24649.t1",769.933878983184,-14.5027261547526,3.9021892238898,1.50698701797806e-12,1.82838690482379e-10,"Pocillopora_acuta_HIv2___RNAseq.g24649.t1"
"Pocillopora_acuta_HIv2___RNAseq.g18982.t1",470.704900766149,-13.8779884172653,3.84294728193499,1.52157744764568e-12,1.82838690482379e-10,"Pocillopora_acuta_HIv2___RNAseq.g18982.t1"
"Pocillopora_acuta_HIv2___RNAseq.g2567.t1",363.961123913796,-13.5037175528493,3.67728355424626,1.52955486368694e-12,1.82838690482379e-10,"Pocillopora_acuta_HIv2___RNAseq.g2567.t1"
"Pocillopora_acuta_HIv2___TS.g1253.t1",528.009635951326,-13.8273597276618,3.81408051269581,1.64841749120792e-12,1.95432054039602e-10,"Pocillopora_acuta_HIv2___TS.g1253.t1"
"Pocillopora_acuta_HIv2___RNAseq.5883_t",372.245882521794,-13.5429822997793,3.69869554364732,1.77106219761105e-12,2.08265395335335e-10,"Pocillopora_acuta_HIv2___RNAseq.5883_t"
"Pocillopora_acuta_HIv2___RNAseq.g3739.t1",353.363753142325,-13.6172547321152,3.72108002722477,1.96770045888225e-12,2.29522737397361e-10,"Pocillopora_acuta_HIv2___RNAseq.g3739.t1"
"Pocillopora_acuta_HIv2___RNAseq.g15990.t1",372.608312007925,-13.5994791984925,3.72220503393831,1.98515855063304e-12,2.2970666621085e-10,"Pocillopora_acuta_HIv2___RNAseq.g15990.t1"
"Pocillopora_acuta_HIv2___RNAseq.g26586.t1",381.247139568541,-13.7468056008106,3.76496147885094,2.01677859548392e-12,2.3151337781809e-10,"Pocillopora_acuta_HIv2___RNAseq.g26586.t1"
"Pocillopora_acuta_HIv2___RNAseq.g13044.t1",735.671212256975,-11.5629589999316,2.62249052307267,2.43220555764648e-12,2.77003316423612e-10,"Pocillopora_acuta_HIv2___RNAseq.g13044.t1"
"Pocillopora_acuta_HIv2___RNAseq.g30675.t1",961.143021798293,9.70737332231069,2.11231759042649,2.81128171153389e-12,3.15325120463904e-10,"Pocillopora_acuta_HIv2___RNAseq.g30675.t1"
"Pocillopora_acuta_HIv2___RNAseq.g10988.t1",1437.01770911377,-12.3304213075196,2.88742138115584,2.8195805311193e-12,3.15325120463904e-10,"Pocillopora_acuta_HIv2___RNAseq.g10988.t1"
"Pocillopora_acuta_HIv2___RNAseq.11917_t",416.64625142896,-13.6001172865798,3.78170396039298,2.83408916346152e-12,3.15325120463904e-10,"Pocillopora_acuta_HIv2___RNAseq.11917_t"
"Pocillopora_acuta_HIv2___RNAseq.g10339.t1",392.049430458694,-13.6104233739039,3.7681507542242,2.97399138268922e-12,3.28364972207763e-10,"Pocillopora_acuta_HIv2___RNAseq.g10339.t1"
