"","query","baseMean","log2FoldChange","lfcSE","pvalue","padj","List","Standardized_Name_spA"
"36","Pocillopora_acuta_HIv2___RNAseq.g3723.t1",703.784720849938,1.04743616570118,1.90660380622904,2.66924822859874e-07,5.08000083927002e-06,"neuron_4","neuron"
"37","Pocillopora_acuta_HIv2___RNAseq.g8821.t1",15967.8005170179,-2.99315589752014,0.654495530605719,2.71287426643319e-07,5.13599651697508e-06,"gastrodermis","gastrodermis"
"38","Pocillopora_acuta_HIv2___RNAseq.g26160.t1",613.493699507254,0.988633767902086,1.71575586587356,3.2299136026947e-07,5.96647130898801e-06,"gastrodermis","gastrodermis"
"39","Pocillopora_acuta_HIv2___RNAseq.g26160.t1",613.493699507254,0.988633767902086,1.71575586587356,3.2299136026947e-07,5.96647130898801e-06,"epidermis_1","epidermis"
"40","Pocillopora_acuta_HIv2___RNAseq.g26160.t1",613.493699507254,0.988633767902086,1.71575586587356,3.2299136026947e-07,5.96647130898801e-06,"immune_1","immune"
"41","Pocillopora_acuta_HIv2___RNAseq.g5488.t1",115.404113864968,11.3021709230597,3.79865125457586,3.27615119613078e-07,6.03646508290899e-06,"unknown","unidentified"
"42","Pocillopora_acuta_HIv2___RNAseq.g21637.t1",81.1276123362451,7.98947844092005,2.37464498146464,3.84492415760867e-07,6.97778958791114e-06,"germline_sperm","germline"
"43","Pocillopora_acuta_HIv2___TS.g14960.t2",557.925299343715,1.20136430271679,2.29669640714864,4.85494924628573e-07,8.49117120898148e-06,"neuron_8","neuron"
"44","Pocillopora_acuta_HIv2___RNAseq.g17090.t1",5915.60172920038,5.82861838460033,2.88095539456158,5.62485950551738e-07,9.62816188021342e-06,"epidermis_1","epidermis"
"45","Pocillopora_acuta_HIv2___RNAseq.g15253.t1",246.40935774016,0.8811742814634,1.64087697884516,7.27409694601288e-07,1.19153497425969e-05,"gland_10","gland"
"46","Pocillopora_acuta_HIv2___RNAseq.g30859.t1",544.533317315152,0.581403004633603,1.19138403774993,9.58325767298015e-07,1.51654528426679e-05,"digestive_filaments","digestive_filaments"
"47","Pocillopora_acuta_HIv2___RNAseq.g16538.t1",726.145870631408,0.71295287313325,1.3409923868602,1.05685376036375e-06,1.65079187795911e-05,"cnidocyte","cnidocyte"
"48","Pocillopora_acuta_HIv2___RNAseq.g5807.t1",9139.3164167662,-4.41668787432377,1.41247186887488,1.18488608340547e-06,1.82127442193164e-05,"calicoblast","calicoblast"
"49","Pocillopora_acuta_HIv2___RNAseq.g1071.t1",1265.95713223639,-0.475783957017236,1.11500142852604,1.2824380691706e-06,1.95254570868248e-05,"gastrodermis","gastrodermis"
"50","Pocillopora_acuta_HIv2___RNAseq.g26393.t1",555.40944293767,3.62771536447218,0.98143732431271,1.76640136082399e-06,2.5833396646065e-05,"germline_sperm","germline"
"51","Pocillopora_acuta_HIv2___RNAseq.g1109.t2",242.578253147326,0.916427974904414,1.66775513966188,2.43689971125408e-06,3.41430577127643e-05,"neuron_8","neuron"
"52","Pocillopora_acuta_HIv2___RNAseq.g28450.t1",209.330492281868,-3.28796294938676,0.850669591239701,2.45515729976622e-06,3.43105267476509e-05,"gland_3_digestive","gland"
"53","Pocillopora_acuta_HIv2___RNAseq.g28911.t1",5629.05905301619,-2.93135046166797,0.756307448068212,3.53949812254354e-06,4.69350843710888e-05,"alga-hosting_cells","gastrodermis_symbiont_containing"
"54","Pocillopora_acuta_HIv2___RNAseq.10171_t",13842.4547164277,-3.92331136967056,1.37570947944912,4.08569497580916e-06,5.30956802606502e-05,"gastrodermis","gastrodermis"
"55","Pocillopora_acuta_HIv2___RNAseq.g29856.t1",135.750340646847,0.306657701871895,1.08807300734824,4.37541813124219e-06,5.63544504454915e-05,"neuron_8","neuron"
"56","Pocillopora_acuta_HIv2___RNAseq.g13060.t1",7815.93678153804,5.22854954787622,2.06372314466052,5.43357381977268e-06,6.7868058488076e-05,"epidermis_1","epidermis"
"57","Pocillopora_acuta_HIv2___RNAseq.g26035.t1",2844.02785962697,-3.4527908470303,1.04496790429293,5.70731687587949e-06,7.07981400452152e-05,"calicoblast","calicoblast"
"58","Pocillopora_acuta_HIv2___RNAseq.g3358.t1",374.960943940345,0.547187477770744,1.17027686292908,6.00577621892399e-06,7.41732697499423e-05,"gastrodermis","gastrodermis"
"59","Pocillopora_acuta_HIv2___RNAseq.g25244.t1",467.326385316917,0.349098175885485,1.10742110396539,9.04646270488195e-06,0.000105014475572562,"calicoblast","calicoblast"
"60","Pocillopora_acuta_HIv2___RNAseq.g4202.t1",32661.3244858288,-2.81045917855037,0.767637067820147,9.48324556924791e-06,0.000109557239547605,"gastrodermis","gastrodermis"
"61","Pocillopora_acuta_HIv2___RNAseq.g25351.t1",48599.9596373917,-2.4917606246365,0.655618883276136,1.00556276176909e-05,0.000114975966689551,"gastrodermis","gastrodermis"
"62","Pocillopora_acuta_HIv2___RNAseq.g5755.t1",258.536958638658,4.80359982935976,4.21195248029669,1.29507691122556e-05,0.000143210951406471,"unknown","unidentified"
"63","Pocillopora_acuta_HIv2___RNAseq.g13234.t1",7877.73619950051,5.00341736526101,3.22193358986029,1.51636095004503e-05,0.000163767451928833,"gland_9","gland"
"64","Pocillopora_acuta_HIv2___RNAseq.g1857.t1",272.605735484238,0.923995840955175,1.7029142362942,2.17089599489057e-05,0.000222724362806614,"neuron_2","neuron"
"65","Pocillopora_acuta_HIv2___RNAseq.g1706.t1",617.546540013232,0.279282593773806,1.04032460437572,2.31180129748552e-05,0.00023372135671469,"gland_10","gland"
"66","Pocillopora_acuta_HIv2___TS.g26127.t2b",3433.77439236694,-4.23708983761587,2.21713490204318,2.81919755213663e-05,0.000278720939125798,"calicoblast","calicoblast"
"67","Pocillopora_acuta_HIv2___TS.g17019.t1",181.750723558608,0.979846838253211,1.67463313543314,3.38049760191698e-05,0.000327008679496343,"digestive_filaments","digestive_filaments"
"68","Pocillopora_acuta_HIv2___RNAseq.9201_t",478.98484149048,0.427059592016514,1.09017556952808,4.25973979170128e-05,0.000398465376908697,"neuron_9","neuron"
"69","Pocillopora_acuta_HIv2___RNAseq.g12378.t1",643.772313607207,-4.03802309969944,1.47966282259734,4.5071400870674e-05,0.000418967057964928,"gastrodermis","gastrodermis"
"70","Pocillopora_acuta_HIv2___RNAseq.g17469.t1",2827.33405261627,-2.87431857400892,0.943643491083372,4.99848425061449e-05,0.000458453241603602,"unknown","unidentified"
"71","Pocillopora_acuta_HIv2___RNAseq.g4380.t1",174.368490289621,0.46640586744101,1.18539998905114,5.07771911029386e-05,0.000465103931636383,"neuron_13","neuron"
"72","Pocillopora_acuta_HIv2___TS.g12436.t1a",71.7747898860387,6.18162913515703,4.43238244801897,5.33964993083146e-05,0.000484825465157227,"digestive_filaments","digestive_filaments"
"73","Pocillopora_acuta_HIv2___RNAseq.g30304.t2",2520.38767280819,-4.21101604684746,2.41415970886484,5.56782055715237e-05,0.000501450538845902,"cnidocyte","cnidocyte"
"74","Pocillopora_acuta_HIv2___TS.g5112.t1",7861.55930595759,2.95855919452301,1.03114627042791,5.79976477586865e-05,0.00051878662781796,"epidermis_1","epidermis"
"75","Pocillopora_acuta_HIv2___TS.g21851.t1",477.373745312597,-0.360461854062477,1.0826002662751,0.000125566926694761,0.00100564785587654,"gland_1","gland"
"76","Pocillopora_acuta_HIv2___RNAseq.g15904.t1",2168.24234252399,1.73418957087847,3.90750064940693,0.000205120868298564,0.00152459827290361,"neuron_9","neuron"
"77","Pocillopora_acuta_HIv2___RNAseq.g12374.t1",3131.42127049564,-3.72837365479276,1.76955853787313,0.000254122636017076,0.00183506231021018,"gastrodermis","gastrodermis"
"78","Pocillopora_acuta_HIv2___RNAseq.g22638.t1",17813.0516537474,-2.4199425057082,0.909511274523521,0.000266867078930036,0.00191371612773626,"gastrodermis","gastrodermis"
"79","Pocillopora_acuta_HIv2___RNAseq.g7076.t1",1274.53713067447,-3.49004384500056,1.51960532376361,0.000296737077611694,0.00209366101979295,"digestive_filaments","digestive_filaments"
"80","Pocillopora_acuta_HIv2___RNAseq.g25504.t1",34.3360566984089,0.807569113298197,1.50383403392154,0.000312635946968896,0.00218981420675937,"epidermis_1","epidermis"
"81","Pocillopora_acuta_HIv2___RNAseq.g28910.t1",2807.76704565131,-3.22172993197825,1.98561511760122,0.000345904992563137,0.00238860489396348,"gastrodermis","gastrodermis"
"82","Pocillopora_acuta_HIv2___RNAseq.g16781.t1",2783.43402669958,-2.73310463575204,3.75146099568392,0.00043144440413424,0.00288640696641889,"gastrodermis","gastrodermis"
"83","Pocillopora_acuta_HIv2___TS.g22351.t2",823.990219553825,-1.38894508918156,2.61824697086935,0.000445369195380025,0.00296427136470877,"gastrodermis","gastrodermis"
"84","Pocillopora_acuta_HIv2___RNAseq.27995_t",85.0586320397391,0.94155918465063,1.66923867982809,0.000456717313255888,0.00302609217541602,"calicoblast","calicoblast"
"85","Pocillopora_acuta_HIv2___RNAseq.g26455.t1",2244.83015482519,-2.23219080955315,2.48801818010018,0.000506822383467393,0.00330657598307279,"gastrodermis","gastrodermis"
"86","Pocillopora_acuta_HIv2___RNAseq.g13823.t1",2705.40623241689,-2.57017377686336,2.60353337622522,0.000582722255003843,0.00372777297495603,"calicoblast","calicoblast"
"87","Pocillopora_acuta_HIv2___RNAseq.g7078.t1",364.720857291526,-0.346137722417305,1.08642456270456,0.000589673231630313,0.00376724099924949,"digestive_filaments","digestive_filaments"
"88","Pocillopora_acuta_HIv2___RNAseq.g21198.t2",211.526995075682,-0.63498670581708,1.31977110893977,0.000606490558399737,0.00385311896142608,"gland_3_digestive","gland"
"89","Pocillopora_acuta_HIv2___RNAseq.10263_t",3036.53535946797,-2.4977545224205,1.43707798737607,0.000674850295764853,0.00421825180550684,"gastrodermis","gastrodermis"
"90","Pocillopora_acuta_HIv2___TS.g19616.t2b",636.782212174969,1.67919934374557,2.45155775117494,0.000709461435731463,0.00439629658258478,"cnidocyte","cnidocyte"
"91","Pocillopora_acuta_HIv2___RNAseq.g5896.t1",3440.59614231845,-2.11182155217158,2.33715348527004,0.000724290098019591,0.00447506705585449,"gastrodermis","gastrodermis"
"92","Pocillopora_acuta_HIv2___RNAseq.27948_t",210.590707618766,0.673409031613425,1.33552237856023,0.000730483365679612,0.00450563385978248,"neuron_5","neuron"
"93","Pocillopora_acuta_HIv2___RNAseq.g7074.t1",133.808489773768,-2.78549760534281,1.42114990121545,0.000761971529249016,0.00466207961043053,"digestive_filaments","digestive_filaments"
"94","Pocillopora_acuta_HIv2___TS.g2746.t1",2190.07588565629,2.15264566059886,0.886613977267893,0.000774274311138066,0.0047233672021514,"immune_1","immune"
"95","Pocillopora_acuta_HIv2___RNAseq.g11124.t1",8118.19874141245,-2.01239326182047,0.787926428417862,0.000810591409850231,0.0049035525521011,"gastrodermis","gastrodermis"
"96","Pocillopora_acuta_HIv2___RNAseq.g14505.t1",13007.13582953,1.66401459102249,0.584667319796444,0.000942167997525467,0.00558047416716149,"gastrodermis","gastrodermis"
"97","Pocillopora_acuta_HIv2___RNAseq.g27047.t1",2115.7622800643,-2.4429863423795,2.43959709464271,0.00112856143605547,0.006498213619071,"gastrodermis","gastrodermis"
"98","Pocillopora_acuta_HIv2___RNAseq.g28959.t1",301.745461665097,0.0899347744282186,1.0227848110276,0.00119828325122507,0.0068370686176408,"calicoblast","calicoblast"
"99","Pocillopora_acuta_HIv2___RNAseq.g28858.t1",1376.33822861957,2.48059133992085,1.31670093494715,0.00146405897077794,0.00811825699241875,"cnidocyte","cnidocyte"
"100","Pocillopora_acuta_HIv2___RNAseq.g9756.t1",1987.64126929979,-1.71849405480157,0.669732988079968,0.00163181336301101,0.00893021130631526,"digestive_filaments","digestive_filaments"
"101","Pocillopora_acuta_HIv2___TS.g8323.t1a",101.400367445183,0.259947379657878,1.05556608446617,0.00167728894937506,0.00914792887019642,"unknown","unidentified"
"102","Pocillopora_acuta_HIv2___RNAseq.g8098.t1",11539.4189961409,-1.89720015704723,0.851820632558823,0.00198033965716933,0.0105806378926274,"gastrodermis","gastrodermis"
"103","Pocillopora_acuta_HIv2___RNAseq.g13027.t1",552.978205740474,-1.86225903793446,1.7610747938774,0.00204902760461252,0.0108760129442626,"neuron_1","neuron"
"104","Pocillopora_acuta_HIv2___RNAseq.g16773.t1",517.173950836484,-1.55066860738939,2.25231531188791,0.00215367990915014,0.0113606222487045,"gastrodermis","gastrodermis"
"105","Pocillopora_acuta_HIv2___RNAseq.g24761.t1",3524.0390642244,2.71432047664675,1.86979964530287,0.00237767672483679,0.0123975184383703,"neuron_10","neuron"
"106","Pocillopora_acuta_HIv2___RNAseq.g13338.t1",132.811231156371,1.58270309877713,2.13595147178902,0.00305787617992024,0.0154108435771312,"gland_9","gland"
"107","Pocillopora_acuta_HIv2___RNAseq.g6912.t1",978.752739829586,0.62700105674435,1.18562148288609,0.00309652202891515,0.0155838881789244,"neuron_2","neuron"
"108","Pocillopora_acuta_HIv2___RNAseq.g2445.t1",2116.81954437018,-1.90849196449002,1.02887701118483,0.00327354327468897,0.0163034080046596,"gastrodermis","gastrodermis"
"109","Pocillopora_acuta_HIv2___RNAseq.g30836.t1",893.512611702344,1.15732373991777,1.83761732820798,0.00374476388560354,0.0182187234582474,"neuron_1","neuron"
"110","Pocillopora_acuta_HIv2___RNAseq.g28795.t1",11904.6298542831,-1.87265735724239,1.13182467508645,0.00392912823683163,0.0189752623764717,"gastrodermis","gastrodermis"
"111","Pocillopora_acuta_HIv2___RNAseq.g30230.t1",669.039346157881,1.02404728012694,1.61849118612673,0.00407410148901426,0.0195383965308694,"calicoblast","calicoblast"
"112","Pocillopora_acuta_HIv2___TS.g8000.t1",1199.68309863175,-0.782976808488618,1.33642015427056,0.00458922527483443,0.0216146383507669,"epidermis_1","epidermis"
"113","Pocillopora_acuta_HIv2___RNAseq.g1873.t1",452.393692675189,-0.251886948692657,1.03784189563723,0.00566526605402469,0.0258411883334636,"epidermis_2","epidermis"
"114","Pocillopora_acuta_HIv2___RNAseq.g6227.t1",707.027709428346,-0.611355634376469,1.18823073208315,0.00579422714771282,0.026338058285518,"alga-hosting_cells","gastrodermis_symbiont_containing"
"115","Pocillopora_acuta_HIv2___TS.g22622.t1",5425.1406131193,1.34076133567341,0.612989377230244,0.00827706316237933,0.0356520076178245,"digestive_filaments","digestive_filaments"
"116","Pocillopora_acuta_HIv2___RNAseq.g19633.t1",35.1692396074201,0.478327511611187,1.17042443087709,0.00835575268577427,0.0359351616559496,"gastrodermis","gastrodermis"
"117","Pocillopora_acuta_HIv2___RNAseq.g18123.t1",2002.50661812281,1.61001448099342,0.949878747783031,0.00946355826408844,0.0397678404217825,"calicoblast","calicoblast"
"118","Pocillopora_acuta_HIv2___RNAseq.g3624.t1",4031.25327898199,1.52407399129133,0.876738319908281,0.0112601812161211,0.0459947080231502,"neuron_12","neuron"
"119","Pocillopora_acuta_HIv2___RNAseq.g15510.t1",230.215674423879,-1.62043079950008,1.91354366315888,0.0115803424388597,0.0470764679695523,"neuron_7","neuron"
"120","Pocillopora_acuta_HIv2___RNAseq.g445.t1",444.402256779154,-0.101899595563788,1.01648476667736,0.0119405476946056,0.0482155449064141,"immune_2","immune"
"121","Pocillopora_acuta_HIv2___TS.g11372.t1b",78.5265342564876,0.369987346643605,1.09291326028971,0.0129456350320837,0.0517539151752511,"gland_9","gland"
"122","Pocillopora_acuta_HIv2___RNAseq.g14714.t2",1950.8880563561,1.37831339237904,1.64417952898934,0.0149689583987839,0.0584690829813693,"neuron_14","neuron"
"123","Pocillopora_acuta_HIv2___RNAseq.g9759.t1",5140.80380446275,-1.54727284142202,1.29456118603416,0.0160989982293032,0.0619627222960728,"gastrodermis","gastrodermis"
"124","Pocillopora_acuta_HIv2___RNAseq.19904_t",560.362613786223,0.596117559108984,1.17475459403651,0.0174255449502771,0.0663620542814136,"neuron_1","neuron"
"125","Pocillopora_acuta_HIv2___TS.g22689.t1",24419.052124409,1.11030872546844,0.551504053303188,0.0177724428418763,0.0675078921501128,"neuron_1","neuron"
"126","Pocillopora_acuta_HIv2___RNAseq.g148.t1",744.947966227361,0.792506488046168,1.27598033369518,0.024242603524446,0.0870086891755799,"germline_sperm","germline"
"127","Pocillopora_acuta_HIv2___TS.g5664.t1b",2217.16625991156,1.16170095805821,0.666902746648596,0.0258900702344314,0.0916929421818845,"neuron_7","neuron"
"128","Pocillopora_acuta_HIv2___RNAseq.g6941.t1",5227.07623052176,0.889373545175015,1.2581661124461,0.0278645538290796,0.0974686593914891,"neuron_2","neuron"
"129","Pocillopora_acuta_HIv2___RNAseq.g7401.t1",7527.93108154458,1.11235133758491,0.651409308733061,0.027884933151952,0.0974927902126744,"epidermis_1","epidermis"
"130","Pocillopora_acuta_HIv2___RNAseq.g4352.t1",230.469109024221,1.30037802607937,1.07492701251528,0.0296103021523672,0.102460146012402,"epidermis_1","epidermis"
"131","Pocillopora_acuta_HIv2___RNAseq.g24049.t1",1092.61584682525,0.67518664606989,1.16230785110997,0.0373031021271389,0.123637046096915,"calicoblast","calicoblast"
"132","Pocillopora_acuta_HIv2___TS.g29608.t1b",190.430633757283,-0.676877586648371,1.25202117619765,0.0373211797536518,0.12366862404509,"epidermis_1","epidermis"
"133","Pocillopora_acuta_HIv2___RNAseq.g6317.t2",435.829380084628,0.406886322960355,1.10389064803629,0.0392804854376937,0.129184388670032,"gland_1","gland"
"134","Pocillopora_acuta_HIv2___TS.g17830.t1",344.27710835986,-0.740743351036459,1.22647508326484,0.0406907543777573,0.132753545189298,"calicoblast","calicoblast"
"135","Pocillopora_acuta_HIv2___RNAseq.g27371.t1",2755.50485617505,-1.11888380825862,0.762431769078611,0.0419993783285903,0.136154143342713,"gastrodermis","gastrodermis"
"136","Pocillopora_acuta_HIv2___RNAseq.g28596.t1",267.458340906688,-0.338017396719918,1.07162774442594,0.0428574375279588,0.138214041561738,"gland_1","gland"
"137","Pocillopora_acuta_HIv2___RNAseq.g14920.t1a",1286.0907197998,1.13338718155442,1.18059174990646,0.0441420245724187,0.141442233809363,"gastrodermis_musclelike","muscle"
"138","Pocillopora_acuta_HIv2___RNAseq.g10898.t1",559.809684486271,-1.00422752290974,1.25465803177841,0.0521810901003816,0.160687095425148,"calicoblast","calicoblast"
