#Position (bp)	mapping quality
510360.0	20.43172157772622
1531079.0	25.862392840519043
2551798.0	21.68418515073107
3572517.0	30.988210298593383
4593236.0	28.673146127794247
5613955.0	27.65175684592228
6634674.0	29.595248163772453
7655393.0	25.81517161852782
8676112.0	24.776331104116355
9696831.0	28.522665171121595
1.071755E7	23.429375681310574
1.1738269E7	26.61869108997918
1.2758988E7	22.141593301773476
1.3779707E7	16.12703304184195
1.4800426E7	26.695291425627673
1.5542849E7	27.98622480113292
1.60532085E7	27.12091489640118
1.6841864E7	27.537140471001862
1.7862583E7	28.005022487194793
1.8883302E7	31.140204723002107
1.9904021E7	26.726745625248686
2.092474E7	30.232059700641685
2.1945459E7	31.924035956023253
2.2966178E7	29.493868245598858
2.3986897E7	32.73326039472561
2.5007616E7	31.78555231845035
2.6028335E7	28.693461968580547
2.7049054E7	31.84311779703934
2.8069773E7	28.074921843992104
2.90063125E7	26.110281446707535
2.9516672E7	21.370755593343095
3.0111211E7	34.343796293193016
3.113193E7	22.530431500644003
3.2152649E7	28.13939992284508
3.3173368E7	21.975837215014334
3.4194087E7	26.422018638501818
3.5214806E7	23.943439143498004
3.6235525E7	26.786103640736137
3.7256244E7	26.619065557913572
3.8276963E7	22.364167081483064
3.9297682E7	25.88862347639641
4.0318401E7	19.909277162408937
4.08600465E7	38.42453480778972
4.1370406E7	23.96516787807658
4.2359839E7	26.720224111485468
4.3380558E7	28.830702283974762
4.4401277E7	29.36340890824301
4.5421996E7	23.03925136589423
4.6442715E7	30.622647854016492
4.7463434E7	28.229652019062986
4.8484153E7	28.512204265618657
4.9504872E7	24.097127699541208
5.0525591E7	25.71322465355924
5.154631E7	23.683245346741185
5.2132722E7	36.16787812936559
5.26430815E7	29.634599861688727
5.3587748E7	26.794551874222254
5.4608467E7	24.02566160575879
5.5629186E7	21.208207484851815
5.6649905E7	20.861890535396213
5.7670624E7	27.016033634810235
5.8691343E7	19.98053009779702
5.9712062E7	28.98449791658604
6.0732781E7	30.912584604675324
6.17535E7	29.50474165382325
6.24094815E7	30.799429848147007
6.2919841E7	27.19230296777823
6.3794938E7	30.95358838810646
6.4815657E7	23.419198288874338
6.5836376E7	21.786875868572103
6.6857095E7	24.228777462532367
6.7877814E7	25.81439692268176
6.8898533E7	33.45952032986223
6.9919252E7	17.317247037301662
7.0939971E7	13.46612617586746
7.1904594E7	22.664844850184604
7.24149535E7	33.17135700844359
7.2981409E7	14.836944428592004
7.4002128E7	11.858580159387522
7.5022847E7	25.969665576223505
7.6043566E7	23.202687617898032
7.7064285E7	23.66474868686168
7.8085004E7	24.943589222235815
7.9105723E7	24.750801698548877
7.9997623E7	26.774649299080057
8.05079825E7	28.7683112599386
8.1147161E7	30.812237137383086
8.216788E7	22.38892339720387
8.3188599E7	8.157642196500072
8.4209318E7	13.880783251659034
8.5230037E7	9.601525223838053
8.6250756E7	10.295814661623329
8.7271475E7	10.136652881590297
8.78641845E7	19.574053947238415
8.8374544E7	11.410679767044668
8.9312913E7	30.989107050646616
9.0333632E7	31.91948931498813
9.1354351E7	29.012172407532205
9.237507E7	24.844445572588473
9.3395789E7	21.18648434403488
