#Position (bp)	Coverage
510360.0	2.533508242719103
1531079.0	2.182648701552533
2551798.0	2.6212826448807163
3572517.0	2.5034127903957897
4593236.0	2.441191944109985
5613955.0	2.5582937125692773
6634674.0	2.5878042830592944
7655393.0	3.1384171353722228
8676112.0	2.3745232527267546
9696831.0	2.569660210106797
1.071755E7	2.5191370004869116
1.1738269E7	3.4619449623255765
1.2758988E7	2.7731432451046762
1.3779707E7	2.636477816127651
1.4800426E7	2.2212460040422486
1.5542849E7	3.3578158564358462
1.60532085E7	3.748291387587317
1.6841864E7	2.627711446539155
1.7862583E7	2.8231472128960076
1.8883302E7	2.631066924393491
1.9904021E7	2.8930832089928766
2.092474E7	2.749698986694673
2.1945459E7	2.9412825665045914
2.2966178E7	2.47994893795452
2.3986897E7	2.766068820116016
2.5007616E7	2.3603136612525093
2.6028335E7	2.642184577733931
2.7049054E7	2.6774303211755637
2.8069773E7	3.0410406781886103
2.90063125E7	2.7450466938852127
2.9516672E7	3.772474295998432
3.0111211E7	2.9231355544474042
3.113193E7	2.554213255558092
3.2152649E7	2.8747931605074464
3.3173368E7	2.7043701547634558
3.4194087E7	2.7595743784528355
3.5214806E7	2.356860213241842
3.6235525E7	2.4797314442074656
3.7256244E7	2.8450954670188366
3.8276963E7	2.0901678130807793
3.9297682E7	2.879988517897678
4.0318401E7	2.926021755252915
4.08600465E7	2.618695263056958
4.1370406E7	2.468606591681652
4.2359839E7	2.9892262219082824
4.3380558E7	3.226016170954004
4.4401277E7	2.8047866258980187
4.5421996E7	2.3452615264338177
4.6442715E7	2.674592125746655
4.7463434E7	2.188514174812069
4.8484153E7	3.493984142550496
4.9504872E7	2.581680168587045
5.0525591E7	2.6044298185886614
5.154631E7	2.0120346540036973
5.2132722E7	2.964859800795503
5.26430815E7	2.5487120861510406
5.3587748E7	2.4980734168757515
5.4608467E7	2.8452708335986694
5.5629186E7	2.746726572151591
5.6649905E7	3.0064278219568754
5.7670624E7	2.532470738763558
5.8691343E7	2.3643784430386816
5.9712062E7	3.0377410433233827
6.0732781E7	2.8119991888071056
6.17535E7	2.5566664282726195
6.24094815E7	1.526015986595432
6.2919841E7	3.0801137804585488
6.3794938E7	2.8495638858490926
6.4815657E7	2.6364689988135814
6.5836376E7	2.635866482352146
6.6857095E7	3.2582953780619346
6.7877814E7	2.532634348924631
6.8898533E7	2.8892476773725186
6.9919252E7	2.6916428517544984
7.0939971E7	2.1718749234608152
7.1904594E7	2.595706016441999
7.24149535E7	2.7330201796919567
7.2981409E7	3.605076421620446
7.4002128E7	4.585780219629497
7.5022847E7	2.5665535764495417
7.6043566E7	2.9998148364045343
7.7064285E7	2.2040963281765107
7.8085004E7	2.8428147217794515
7.9105723E7	2.5143315643188773
7.9997623E7	2.719409866056159
8.05079825E7	3.4831236075423657
8.1147161E7	2.8896268218775196
8.216788E7	2.364281452583914
8.3188599E7	2.3031304404052437
8.4209318E7	1.9078404536410118
8.5230037E7	2.924927428606698
8.6250756E7	2.271506653643167
8.7271475E7	2.077368012156137
8.78641845E7	2.396593806921676
8.8374544E7	2.9267726534107306
8.9312913E7	2.739633532833228
9.0333632E7	2.698737850475988
9.1354351E7	2.8813787144160146
9.237507E7	2.6438530094962474
9.3395789E7	2.199890469365222
9.4416508E7	2.6227717912569473
9.5112036E7	3.8218541490588303
9.56223955E7	2.6479392111097786
9.6457946E7	2.9120619876773137
