#Insert size (bp)	insert size
453.0	5820.0
454.0	5756.0
455.0	5846.0
456.0	5865.0
457.0	5737.0
458.0	5761.0
459.0	5769.0
460.0	5719.0
461.0	5691.0
462.0	5628.0
463.0	5579.0
464.0	5489.0
465.0	5494.0
466.0	5659.0
467.0	5630.0
468.0	5446.0
469.0	5354.0
470.0	5543.0
471.0	5605.0
472.0	5508.0
473.0	5392.0
474.0	5413.0
475.0	5500.0
476.0	5426.0
477.0	5452.0
478.0	5385.0
479.0	5340.0
480.0	5473.0
481.0	5442.0
482.0	5591.0
483.0	5563.0
484.0	5717.0
485.0	5574.0
486.0	5506.0
487.0	5454.0
488.0	5528.0
489.0	5606.0
490.0	5611.0
491.0	5667.0
492.0	5653.0
493.0	5679.0
494.0	5899.0
495.0	5954.0
496.0	6151.0
497.0	6285.0
498.0	6499.0
499.0	6644.0
500.0	7387.0
