#Insert size (bp)	insert size
29.0	17.0
30.0	38.0
31.0	112.0
32.0	260.0
33.0	485.0
34.0	866.0
35.0	1362.0
36.0	2145.0
37.0	2986.0
38.0	3979.0
39.0	5129.0
40.0	11397.0
41.0	12782.0
42.0	13111.0
43.0	13198.0
44.0	13218.0
45.0	13262.0
46.0	12991.0
47.0	13086.0
48.0	12950.0
49.0	12866.0
50.0	12779.0
51.0	12951.0
52.0	12924.0
53.0	13010.0
54.0	13188.0
55.0	13206.0
56.0	13615.0
57.0	13662.0
58.0	14069.0
59.0	14313.0
60.0	14397.0
61.0	14998.0
62.0	15117.0
63.0	15054.0
64.0	15094.0
65.0	15738.0
66.0	15504.0
67.0	15869.0
68.0	16362.0
69.0	16133.0
70.0	16718.0
71.0	16937.0
72.0	16941.0
73.0	17263.0
74.0	17699.0
75.0	17721.0
76.0	18116.0
77.0	18127.0
78.0	18226.0
79.0	18353.0
80.0	18648.0
81.0	18777.0
82.0	18935.0
83.0	19142.0
84.0	19681.0
85.0	19388.0
86.0	19564.0
87.0	19504.0
88.0	19840.0
89.0	19605.0
90.0	19974.0
91.0	20222.0
92.0	20454.0
93.0	20633.0
94.0	20556.0
95.0	20906.0
96.0	20550.0
97.0	20816.0
98.0	20783.0
99.0	21038.0
100.0	21222.0
101.0	21330.0
102.0	21370.0
103.0	21251.0
104.0	21652.0
105.0	21877.0
106.0	21641.0
107.0	22086.0
108.0	22174.0
109.0	21910.0
110.0	22470.0
111.0	22174.0
112.0	22685.0
113.0	22655.0
114.0	22707.0
115.0	22901.0
116.0	22899.0
117.0	23383.0
118.0	23480.0
119.0	23975.0
120.0	24103.0
121.0	23802.0
122.0	24127.0
123.0	24739.0
124.0	24670.0
125.0	25133.0
126.0	25431.0
127.0	25988.0
128.0	25977.0
129.0	26533.0
130.0	26609.0
131.0	27038.0
132.0	27068.0
133.0	27908.0
134.0	28018.0
135.0	28275.0
136.0	28887.0
137.0	29214.0
138.0	29728.0
139.0	29509.0
140.0	30027.0
141.0	29845.0
142.0	30360.0
143.0	30167.0
144.0	31076.0
145.0	31813.0
146.0	32249.0
147.0	33248.0
148.0	32457.0
149.0	17951.0
150.0	24177.0
151.0	67800.0
152.0	54476.0
153.0	37506.0
154.0	35894.0
155.0	35368.0
156.0	35367.0
157.0	35218.0
158.0	35168.0
159.0	35430.0
160.0	35277.0
161.0	34910.0
162.0	35538.0
163.0	35575.0
164.0	35513.0
165.0	35649.0
166.0	36238.0
167.0	35824.0
168.0	35993.0
169.0	35824.0
170.0	35840.0
171.0	36039.0
172.0	36638.0
173.0	36473.0
174.0	36632.0
175.0	36759.0
176.0	36702.0
177.0	36449.0
178.0	36807.0
179.0	36883.0
180.0	36960.0
181.0	36704.0
182.0	37237.0
183.0	37334.0
184.0	37519.0
185.0	37093.0
186.0	37296.0
187.0	37518.0
188.0	37687.0
189.0	37379.0
190.0	37614.0
191.0	37569.0
192.0	37813.0
193.0	38039.0
194.0	38042.0
195.0	37936.0
196.0	37764.0
197.0	37353.0
198.0	37799.0
199.0	37885.0
200.0	37817.0
201.0	37973.0
202.0	37980.0
203.0	38129.0
204.0	38081.0
205.0	38097.0
206.0	38268.0
207.0	38205.0
208.0	38314.0
209.0	37874.0
210.0	38303.0
211.0	37897.0
212.0	38292.0
213.0	38130.0
214.0	38023.0
215.0	38218.0
216.0	38530.0
217.0	38151.0
218.0	38630.0
219.0	38785.0
220.0	38496.0
221.0	38364.0
222.0	38406.0
223.0	38313.0
224.0	38175.0
225.0	37792.0
226.0	38413.0
227.0	38137.0
228.0	38233.0
229.0	38342.0
230.0	38050.0
231.0	37904.0
232.0	38025.0
233.0	38191.0
234.0	38003.0
235.0	38128.0
236.0	37939.0
237.0	38112.0
238.0	37957.0
239.0	37967.0
240.0	37937.0
241.0	37774.0
242.0	38195.0
243.0	38031.0
244.0	38042.0
245.0	37675.0
246.0	37712.0
247.0	37441.0
248.0	37892.0
249.0	37922.0
250.0	37404.0
251.0	37521.0
252.0	37673.0
253.0	37894.0
254.0	37723.0
255.0	37541.0
256.0	37726.0
257.0	37499.0
258.0	37470.0
259.0	37204.0
260.0	37214.0
261.0	36898.0
262.0	37134.0
263.0	37243.0
264.0	37121.0
265.0	37214.0
266.0	37470.0
267.0	37578.0
268.0	37294.0
269.0	37092.0
270.0	37020.0
271.0	37368.0
272.0	37665.0
273.0	36983.0
274.0	37437.0
275.0	37302.0
276.0	37336.0
277.0	36909.0
278.0	37004.0
279.0	36684.0
280.0	36863.0
281.0	36539.0
282.0	36371.0
283.0	36629.0
284.0	36714.0
285.0	36367.0
286.0	36306.0
287.0	36403.0
288.0	36425.0
289.0	36310.0
290.0	36254.0
291.0	36255.0
292.0	36180.0
293.0	36469.0
294.0	36488.0
295.0	36205.0
296.0	35905.0
297.0	35823.0
298.0	35563.0
299.0	35618.0
300.0	35805.0
301.0	35572.0
302.0	35454.0
303.0	35368.0
304.0	34889.0
305.0	34958.0
306.0	35175.0
307.0	35376.0
308.0	35489.0
309.0	35211.0
310.0	35093.0
311.0	34731.0
312.0	34461.0
313.0	34341.0
314.0	34751.0
315.0	34806.0
316.0	34428.0
317.0	34253.0
318.0	34232.0
319.0	34217.0
320.0	33811.0
321.0	34062.0
322.0	33999.0
323.0	33799.0
324.0	33471.0
325.0	33351.0
326.0	33623.0
327.0	33412.0
328.0	33266.0
329.0	33300.0
330.0	33126.0
331.0	32820.0
332.0	32710.0
333.0	33153.0
334.0	33185.0
335.0	32926.0
336.0	32759.0
337.0	32703.0
338.0	33048.0
339.0	32926.0
340.0	32558.0
341.0	32393.0
342.0	32105.0
343.0	32001.0
344.0	31989.0
345.0	31837.0
346.0	32127.0
347.0	31856.0
348.0	31503.0
349.0	31213.0
350.0	31006.0
351.0	31111.0
352.0	31182.0
353.0	31005.0
354.0	31039.0
355.0	30823.0
356.0	30854.0
357.0	30794.0
358.0	30653.0
359.0	30472.0
360.0	30370.0
361.0	30644.0
362.0	30199.0
363.0	30003.0
364.0	29865.0
365.0	30042.0
366.0	30218.0
367.0	29492.0
368.0	29543.0
369.0	29407.0
370.0	29263.0
371.0	29216.0
372.0	29207.0
373.0	28949.0
374.0	28873.0
375.0	28923.0
376.0	28820.0
377.0	28909.0
378.0	28673.0
379.0	28309.0
380.0	28309.0
381.0	28236.0
382.0	27975.0
383.0	28145.0
384.0	28109.0
385.0	27633.0
386.0	27708.0
387.0	27345.0
388.0	27201.0
389.0	27303.0
390.0	26807.0
391.0	27090.0
392.0	27032.0
393.0	27071.0
394.0	26603.0
395.0	26253.0
396.0	26436.0
397.0	26490.0
398.0	26464.0
399.0	26459.0
400.0	26260.0
401.0	25997.0
402.0	26015.0
403.0	25703.0
404.0	25642.0
405.0	25539.0
406.0	25269.0
407.0	25376.0
408.0	25307.0
409.0	25211.0
410.0	24766.0
411.0	24949.0
412.0	24828.0
413.0	24556.0
414.0	24839.0
415.0	24358.0
416.0	23874.0
417.0	23845.0
418.0	23831.0
419.0	23938.0
420.0	23867.0
421.0	23978.0
422.0	23555.0
423.0	23196.0
424.0	23433.0
425.0	23409.0
426.0	23478.0
427.0	23244.0
428.0	23101.0
429.0	22717.0
430.0	22537.0
431.0	22523.0
432.0	22700.0
433.0	22596.0
434.0	22026.0
435.0	22107.0
