gene_id,LCM_15,LCM_16,LCM_20,LCM_21,LCM_26,LCM_27,LCM_4,LCM_5,LCM_8,LCM_9
Pocillopora_acuta_HIv2___RNAseq.g5117.t2,726,524,804,0,38,433,0,801,1035,0
Pocillopora_acuta_HIv2___TS.g8221.t3,1621,1755,83,564,356,2757,1989,1881,658,2310
Pocillopora_acuta_HIv2___RNAseq.g5125.t1,45,0,0,0,141,261,0,742,0,0
Pocillopora_acuta_HIv2___RNAseq.g5127.t1,80,0,0,0,0,0,0,363,0,0
Pocillopora_acuta_HIv2___RNAseq.g5129.t1,22,0,15,0,196,179,0,0,0,0
Pocillopora_acuta_HIv2___TS.g8222.t2,5942,1816,4628,1644,5355,5830,4266,8740,2368,0
Pocillopora_acuta_HIv2___RNAseq.g5135.t1,161,668,728,585,185,0,0,1101,1,0
Pocillopora_acuta_HIv2___RNAseq.g5130.t1,559,196,543,687,419,74,627,1716,186,179
Pocillopora_acuta_HIv2___RNAseq.g5137.t1,522,170,1377,0,1358,664,734,541,0,0
Pocillopora_acuta_HIv2___RNAseq.g5138.t1,1447,6976,4216,1845,3744,8746,7229,7966,1754,2927
Pocillopora_acuta_HIv2___TS.g8240.t3,521,699,1347,385,1963,530,746,1742,654,1837
Pocillopora_acuta_HIv2___RNAseq.g5144.t1,0,0,0,0,34,13,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5142.t1,881,622,1300,0,2012,1063,1270,2083,0,449
Pocillopora_acuta_HIv2___RNAseq.g5145.t1,237,675,0,0,0,175,0,12,0,0
Pocillopora_acuta_HIv2___TS.g8246.t2,126,0,39,0,62,0,0,139,0,0
Pocillopora_acuta_HIv2___RNAseq.g5147.t1,289,557,0,114,267,398,795,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5156.t1b,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g8253.t1,1556,1474,2150,1504,3315,2260,2440,3249,1185,1327
Pocillopora_acuta_HIv2___RNAseq.3980_t,36,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5163.t1,46,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5161.t1,688,0,19,0,329,404,27,0,0,0
Pocillopora_acuta_HIv2___TS.g8264.t1,107,839,0,1770,262,2273,0,0,3332,0
Pocillopora_acuta_HIv2___RNAseq.g5165.t1,121,0,0,0,0,0,0,117,0,0
Pocillopora_acuta_HIv2___RNAseq.g5169.t1,16,14,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5173.t1,64,0,0,0,233,0,0,4,7,0
Pocillopora_acuta_HIv2___RNAseq.g5174.t1,261,22,426,25,640,444,1043,753,85,0
Pocillopora_acuta_HIv2___RNAseq.g5167.t1,5871,5599,6667,4376,11296,5176,5010,8064,9434,2449
Pocillopora_acuta_HIv2___TS.g8283.t2,13,0,0,0,0,0,0,54,0,0
Pocillopora_acuta_HIv2___RNAseq.g5187.t1,3,447,116,0,145,465,0,390,0,0
Pocillopora_acuta_HIv2___RNAseq.g5177.t1,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g8278.t1,0,0,0,0,0,0,20,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5179.t1,0,27,0,0,0,0,91,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5180.t1,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5181.t1,0,2,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g8275.t1,487,6,72,0,1709,81,0,2770,311,255
Pocillopora_acuta_HIv2___TS.g8276.t1,20,26,28,0,32,8,0,55,33,0
Pocillopora_acuta_HIv2___RNAseq.g5184.t1,472,0,0,0,500,37,0,206,0,0
Pocillopora_acuta_HIv2___TS.g8291.t1,18,0,301,0,0,0,0,212,0,0
Pocillopora_acuta_HIv2___RNAseq.g5196.t1,528,132,14,13,994,691,1544,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5217.t1,0,0,8,2,18,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5218.t1,0,4,20,25,37,32,12,22,0,0
Pocillopora_acuta_HIv2___TS.g8321.t1,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5220.t1,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g8323.t1a,452,0,411,0,64,191,0,175,0,0
Pocillopora_acuta_HIv2___TS.g8323.t1b,183,0,0,0,0,0,0,12,0,0
Pocillopora_acuta_HIv2___TS.g8324.t1,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5223.t1,14,0,4,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5224.t1,207,309,67,10,172,0,129,124,273,0
Pocillopora_acuta_HIv2___TS.g8305.t1,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g8306.t2,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g8307.t1,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g8308.t1,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5207.t1,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5209.t1,0,0,0,0,11,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5210.t1,0,0,0,0,0,0,0,0,12,0
Pocillopora_acuta_HIv2___RNAseq.g5211.t1,0,0,94,0,163,9,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5212.t1,0,0,0,0,625,0,0,101,0,0
Pocillopora_acuta_HIv2___RNAseq.g5201.t1,459,1545,1013,429,493,163,1142,1106,0,73
Pocillopora_acuta_HIv2___RNAseq.g5202.t1,792,1061,1680,447,1405,1281,2102,1391,363,607
Pocillopora_acuta_HIv2___RNAseq.g5203.t1,837,941,1413,135,1966,763,743,864,190,0
Pocillopora_acuta_HIv2___TS.g8310.t1,24,146,537,162,306,580,99,197,74,166
Pocillopora_acuta_HIv2___RNAseq.g5213.t1,71,720,974,79,1267,1140,139,1112,185,0
Pocillopora_acuta_HIv2___RNAseq.g5214.t1,429,649,1172,422,245,153,831,3132,262,1177
Pocillopora_acuta_HIv2___RNAseq.g5215.t1,2570,2057,4910,1245,4749,3378,3521,4444,397,522
Pocillopora_acuta_HIv2___RNAseq.g5234.t1,42,0,18,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5235.t1,709,25,290,0,0,0,13,0,0,0
Pocillopora_acuta_HIv2___TS.g8347.t2,101,217,435,72,396,81,13,600,850,0
Pocillopora_acuta_HIv2___RNAseq.g5246.t1,310,12,78,80,678,341,0,250,0,0
Pocillopora_acuta_HIv2___RNAseq.g5226.t1,0,0,6,0,169,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5228.t1,0,0,0,0,32,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g8331.t1b,0,310,0,0,508,1142,0,0,0,0
Pocillopora_acuta_HIv2___TS.g8331.t1a,0,200,0,220,226,469,443,277,0,0
Pocillopora_acuta_HIv2___RNAseq.g5225.t1,410,112,120,103,367,413,0,1049,10,0
Pocillopora_acuta_HIv2___RNAseq.g5227.t1,60,43,60,0,419,41,0,532,0,0
Pocillopora_acuta_HIv2___RNAseq.g5231.t1,20630,14820,16865,13200,22881,18342,14362,21766,12665,10134
Pocillopora_acuta_HIv2___RNAseq.g5232.t1,608,354,209,0,1196,810,623,541,0,29
Pocillopora_acuta_HIv2___RNAseq.g5247.t2,2906,1060,2431,1676,1690,1825,2652,2213,2157,595
Pocillopora_acuta_HIv2___RNAseq.g5248.t1,2891,4809,1131,3205,3878,2023,315,3669,351,3745
Pocillopora_acuta_HIv2___RNAseq.g5249.t1,872,454,0,479,1051,1,954,1427,0,0
Pocillopora_acuta_HIv2___RNAseq.g5250.t1,651,900,699,427,563,1262,2082,463,1102,1029
Pocillopora_acuta_HIv2___RNAseq.g5252.t1,303,0,269,0,494,0,0,1252,96,0
Pocillopora_acuta_HIv2___RNAseq.g5254.t1,200,0,1051,0,225,0,0,588,0,0
Pocillopora_acuta_HIv2___TS.g8359.t1,139,3,0,0,96,0,427,678,85,0
Pocillopora_acuta_HIv2___RNAseq.4079_t,14,244,174,377,2,201,1263,283,169,0
Pocillopora_acuta_HIv2___TS.g8368.t1,131,364,368,50,835,417,851,358,216,121
Pocillopora_acuta_HIv2___RNAseq.g5260.t1,3006,3476,5231,3646,4450,1875,3947,5695,2944,19
Pocillopora_acuta_HIv2___RNAseq.g5261.t1,5,0,49,0,155,0,0,109,0,0
Pocillopora_acuta_HIv2___RNAseq.g5257.t1,35938,19638,23485,6360,70558,19437,8941,18827,26164,6947
Pocillopora_acuta_HIv2___TS.g8369.t1,608,153,1201,66,252,790,47,314,21,0
Pocillopora_acuta_HIv2___TS.g8370.t1,479,15,976,213,347,679,33,962,746,0
Pocillopora_acuta_HIv2___RNAseq.g5280.t1,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5279.t1,98,534,37,150,117,152,329,175,0,0
Pocillopora_acuta_HIv2___RNAseq.g5281.t1,72,201,92,305,167,233,157,122,0,0
Pocillopora_acuta_HIv2___RNAseq.g5282.t1,25,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g8387.t1,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5285.t1,355,48,522,0,1005,86,2302,183,216,149
Pocillopora_acuta_HIv2___RNAseq.g5289.t1,5,0,0,0,0,0,0,9,0,44
Pocillopora_acuta_HIv2___RNAseq.g5294.t1,180,346,651,80,1467,1098,1848,750,0,0
Pocillopora_acuta_HIv2___RNAseq.g5295.t1,14,0,10,0,0,0,0,411,0,0
Pocillopora_acuta_HIv2___RNAseq.g5299.t1,0,0,0,10,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g8403.t1,0,172,387,0,373,0,0,513,0,0
Pocillopora_acuta_HIv2___TS.g8404.t1,0,0,296,382,335,0,0,289,0,0
Pocillopora_acuta_HIv2___RNAseq.g5297.t1,8971,4781,8918,5405,19553,9816,7679,16870,9312,4993
Pocillopora_acuta_HIv2___RNAseq.g5298.t1,18,6,497,17,45,21,11,28,12,15
Pocillopora_acuta_HIv2___RNAseq.g5300.t1,117,149,235,110,465,197,153,324,98,96
Pocillopora_acuta_HIv2___RNAseq.g5303.t1,247,168,257,0,304,527,259,470,47,0
Pocillopora_acuta_HIv2___RNAseq.g5305.t1,1524,224,778,606,265,1211,172,1894,60,93
Pocillopora_acuta_HIv2___RNAseq.g5306.t1,380,275,0,610,645,2,0,400,5,14
Pocillopora_acuta_HIv2___RNAseq.g5308.t1,527,39,2211,3326,1677,3720,4542,1865,396,1593
Pocillopora_acuta_HIv2___TS.g8413.t1,678,2778,288,0,621,1871,0,1436,0,2377
Pocillopora_acuta_HIv2___TS.g8414.t1,550,0,1203,226,936,1176,0,1268,0,318
Pocillopora_acuta_HIv2___RNAseq.g5314.t1,0,194,0,0,0,0,792,0,0,294
Pocillopora_acuta_HIv2___RNAseq.g5315.t1,317,0,912,0,671,3,741,1178,0,14
Pocillopora_acuta_HIv2___RNAseq.g5316.t1,1019,275,765,67,296,26,402,394,0,0
Pocillopora_acuta_HIv2___RNAseq.g5318.t1,503,1034,602,1477,2040,0,0,1364,633,267
Pocillopora_acuta_HIv2___RNAseq.g5325.t1,0,0,611,0,414,0,0,1001,0,0
Pocillopora_acuta_HIv2___TS.g8426.t1,808,88,1356,717,4945,0,875,329,1661,0
Pocillopora_acuta_HIv2___RNAseq.g5326.t1,391,73,763,114,756,179,0,434,0,1172
Pocillopora_acuta_HIv2___RNAseq.g5328.t1,361,0,400,456,387,0,1145,1062,0,0
Pocillopora_acuta_HIv2___RNAseq.g5329.t1,668,756,0,0,241,97,0,238,0,0
Pocillopora_acuta_HIv2___RNAseq.g5330.t1,15,45,25,118,27,157,3,270,202,0
Pocillopora_acuta_HIv2___RNAseq.g5331.t1,179,0,0,0,0,151,0,373,312,0
Pocillopora_acuta_HIv2___RNAseq.g5332.t1,51,0,982,369,2140,252,0,966,37,0
Pocillopora_acuta_HIv2___RNAseq.g5333.t1,1465,1048,2051,71,4928,1020,104,4005,419,413
Pocillopora_acuta_HIv2___RNAseq.g5339.t1,388,713,288,0,496,449,441,814,58,0
Pocillopora_acuta_HIv2___RNAseq.g5340.t1,0,0,360,0,32,0,0,446,0,0
Pocillopora_acuta_HIv2___RNAseq.g5341.t1,0,1588,34,587,0,2998,0,446,0,0
Pocillopora_acuta_HIv2___RNAseq.g5342.t1,102,1104,0,1561,978,3715,3519,172,0,472
Pocillopora_acuta_HIv2___RNAseq.g5343.t1,811,131,1083,3262,1059,2160,842,2675,3270,81
Pocillopora_acuta_HIv2___RNAseq.g5347.t1,530,4471,0,2090,304,5663,4236,3603,0,320
Pocillopora_acuta_HIv2___RNAseq.g5348.t1a,131,1675,219,986,0,917,2523,1557,4,3
Pocillopora_acuta_HIv2___RNAseq.g5358.t1,859,1447,1110,1277,3350,1367,1116,5844,5192,116
Pocillopora_acuta_HIv2___RNAseq.g5360.t1,693,0,10,0,1146,0,0,484,201,14
Pocillopora_acuta_HIv2___RNAseq.g5361.t1,990,282,1606,148,595,785,0,425,847,0
Pocillopora_acuta_HIv2___RNAseq.g5362.t1,408,326,1211,608,1069,802,0,1272,1606,461
Pocillopora_acuta_HIv2___RNAseq.g5363.t1,1553,207,1218,819,961,998,337,2398,1062,0
Pocillopora_acuta_HIv2___TS.g8471.t1,444,523,166,11,924,1362,1022,650,612,214
Pocillopora_acuta_HIv2___RNAseq.g5369.t1,45,0,308,0,243,867,124,58,99,83
Pocillopora_acuta_HIv2___RNAseq.g5371.t1,382,951,547,226,195,0,55,461,0,0
Pocillopora_acuta_HIv2___RNAseq.g5373.t1b,360,0,1766,72,1779,1324,272,1387,472,0
Pocillopora_acuta_HIv2___RNAseq.g5373.t1a,1587,447,2810,184,1180,345,0,1158,158,766
Pocillopora_acuta_HIv2___RNAseq.g5374.t1,559,0,247,0,98,509,43,615,286,0
Pocillopora_acuta_HIv2___RNAseq.g5377.t1,68,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5376.t1,526,1078,1819,1040,1394,769,660,5281,213,0
Pocillopora_acuta_HIv2___TS.g8484.t1,304,0,224,319,68,22,400,675,16,0
Pocillopora_acuta_HIv2___RNAseq.g5379.t1,314,133,0,0,0,39,349,130,0,0
Pocillopora_acuta_HIv2___RNAseq.g5383.t1,271,131,146,32,1713,1255,93,1120,0,0
Pocillopora_acuta_HIv2___RNAseq.g5384.t1,178,0,525,0,185,47,1442,151,0,0
Pocillopora_acuta_HIv2___TS.g8493.t1,81,14,136,0,267,760,281,790,0,0
Pocillopora_acuta_HIv2___RNAseq.g5386.t1,2974,0,1806,511,3849,0,0,5633,2679,0
Pocillopora_acuta_HIv2___RNAseq.g5390.t1,1693,1678,1835,3875,2949,3669,1006,1397,1945,54
Pocillopora_acuta_HIv2___RNAseq.g5392.t1,472,0,0,0,29,346,0,51,317,146
Pocillopora_acuta_HIv2___RNAseq.g5391.t1,2896,465,3269,1192,4314,762,0,3720,1743,0
Pocillopora_acuta_HIv2___TS.g8502.t1,96,53,0,16,41,0,350,380,154,0
Pocillopora_acuta_HIv2___TS.g8499.t2,464,0,232,728,188,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5394.t1,536,0,56,138,0,0,0,252,0,0
Pocillopora_acuta_HIv2___RNAseq.g5395.t1,3624,4286,4524,4375,6412,3268,5067,6239,3636,3445
Pocillopora_acuta_HIv2___RNAseq.g5399.t1,1076,812,1742,0,1549,0,1768,681,0,0
Pocillopora_acuta_HIv2___RNAseq.g5401.t1,11,0,0,0,0,0,0,0,6,0
Pocillopora_acuta_HIv2___RNAseq.g5402.t1,31,621,195,0,377,0,0,670,316,0
Pocillopora_acuta_HIv2___RNAseq.g5403.t1,51,0,0,675,50,16,0,11,0,356
Pocillopora_acuta_HIv2___RNAseq.g5407.t1,0,0,67,37,7,0,0,8,0,0
Pocillopora_acuta_HIv2___RNAseq.g5411.t1,20,32,16,5,59,0,0,33,0,0
Pocillopora_acuta_HIv2___RNAseq.g5423.t1b,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5424.t1,1,0,1,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5422.t1,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5421.t1,397,59,126,75,233,0,0,107,0,0
Pocillopora_acuta_HIv2___RNAseq.g5423.t1a,71,0,0,0,26,0,0,19,0,0
Pocillopora_acuta_HIv2___RNAseq.g5426.t1,40,0,0,23,0,53,37,0,0,0
Pocillopora_acuta_HIv2___TS.g8533.t1,33,1,0,63,8,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5428.t1,1,22,6,29,9,0,11,14,39,0
Pocillopora_acuta_HIv2___TS.g8537.t1,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g8539.t1,0,19,25,0,42,0,0,9,9,36
Pocillopora_acuta_HIv2___RNAseq.g5434.t1,0,7,2,0,27,0,61,0,0,23
Pocillopora_acuta_HIv2___RNAseq.g5437.t1a,0,0,0,0,5,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5440.t1,17,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5445.t1,245,0,29,0,97,8,0,1,0,0
Pocillopora_acuta_HIv2___RNAseq.g5451.t1,0,0,0,16,31,0,0,82,0,0
Pocillopora_acuta_HIv2___RNAseq.g5452.t1,0,0,0,45,43,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5456.t1,18,5,0,0,6,22,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5463.t1,16,437,2,16,437,0,0,29,0,0
Pocillopora_acuta_HIv2___TS.g8573.t1,1116,321,1280,589,1975,429,1966,2871,579,8
Pocillopora_acuta_HIv2___RNAseq.g5476.t1,149,785,65,35,167,0,651,272,167,0
Pocillopora_acuta_HIv2___RNAseq.g5477.t1,342,0,0,0,0,0,0,312,0,0
Pocillopora_acuta_HIv2___TS.g8578.t1,0,0,0,139,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5466.t1,0,0,0,4,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5467.t1,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5468.t1,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g8582.t1a,0,0,0,0,1,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g8583.t1,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5471.t1,0,0,0,462,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5472.t1,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5473.t1,0,0,0,130,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g8587.t1,0,0,0,31,0,43,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5465.t1,1533,29,773,1885,668,948,3924,896,32,0
Pocillopora_acuta_HIv2___TS.g8582.t1b,92,21,61,382,33,197,28,76,8,0
Pocillopora_acuta_HIv2___TS.g8592.t1,1213,742,490,203,1396,1888,1934,843,0,0
Pocillopora_acuta_HIv2___TS.g8593.t1,437,220,232,0,783,314,212,469,481,0
Pocillopora_acuta_HIv2___RNAseq.g5488.t1,117,0,0,0,78,0,0,244,0,0
Pocillopora_acuta_HIv2___RNAseq.g5481.t1,3420,1216,2501,1491,5458,2348,2806,5072,2153,1262
Pocillopora_acuta_HIv2___RNAseq.g5482.t1,2036,1213,1265,1690,3431,1354,1138,1365,1303,806
Pocillopora_acuta_HIv2___RNAseq.g5530.t1,0,0,0,0,64,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5531.t1,0,0,42,0,22,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5525.t1,438,961,186,192,1028,386,0,572,0,0
Pocillopora_acuta_HIv2___RNAseq.g5526.t1,320,0,338,0,35,0,0,254,0,0
Pocillopora_acuta_HIv2___RNAseq.4338_t,0,0,0,0,0,14,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.4339_t,0,0,2,0,0,0,18,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5498.t1,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g8614.t1,0,0,0,0,0,13,0,1106,0,0
Pocillopora_acuta_HIv2___RNAseq.g5501.t1,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5502.t1,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5503.t1,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5504.t1,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.4348_t,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5505.t1,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5506.t1,0,0,0,51,0,18,0,12,0,0
Pocillopora_acuta_HIv2___TS.g8622.t1,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g8623.t1,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5508.t1,0,0,13,0,156,10,0,156,0,0
Pocillopora_acuta_HIv2___TS.g8625.t1,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g8626.t1,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5511.t1,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.4359_t,0,0,2,0,0,0,14,0,0,0
Pocillopora_acuta_HIv2___RNAseq.4360_t,0,0,0,0,0,13,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5494.t1,148,0,0,0,370,120,0,565,0,0
Pocillopora_acuta_HIv2___RNAseq.g5495.t1,1,0,0,0,0,0,0,1,0,0
Pocillopora_acuta_HIv2___RNAseq.g5496.t1,28,42,1,87,73,24,0,13,7,0
Pocillopora_acuta_HIv2___RNAseq.g5499.t1,143,0,88,0,271,31,42,471,0,0
Pocillopora_acuta_HIv2___TS.g8627.t1,146,0,65,0,269,0,0,330,0,0
Pocillopora_acuta_HIv2___RNAseq.g5513.t1,42,78,3,168,60,38,0,24,3,0
Pocillopora_acuta_HIv2___RNAseq.g5514.t1,23,0,0,0,22,0,0,14,0,0
Pocillopora_acuta_HIv2___RNAseq.g5515.t1,303,0,76,0,646,180,2,1353,79,0
Pocillopora_acuta_HIv2___RNAseq.g5539.t1,0,32,0,0,51,104,12,17,5,46
Pocillopora_acuta_HIv2___RNAseq.g5540.t1,0,771,205,205,1537,536,1104,435,0,0
Pocillopora_acuta_HIv2___RNAseq.g5545.t1,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g8665.t1,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g8667.t1,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5550.t1,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5551.t1,0,0,10,0,2,0,0,0,8,0
Pocillopora_acuta_HIv2___RNAseq.g5538.t1,52,0,0,0,23,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g8659.t1,1020,0,904,93,370,588,148,1795,0,1321
Pocillopora_acuta_HIv2___RNAseq.g5542.t1,523,0,929,0,1587,1747,3304,15,0,530
Pocillopora_acuta_HIv2___RNAseq.g5543.t2,83,0,0,0,183,90,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5544.t1,50,0,0,0,0,0,141,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5546.t1,76,50,226,565,720,1056,58,55,197,763
Pocillopora_acuta_HIv2___RNAseq.4396_t,111,0,35,12,0,175,0,325,0,0
Pocillopora_acuta_HIv2___RNAseq.g5549.t1,81,119,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5552.t1,968,688,830,208,815,1899,657,702,0,573
Pocillopora_acuta_HIv2___RNAseq.g5553.t1,930,1544,1384,1405,1842,360,3576,1422,815,0
Pocillopora_acuta_HIv2___RNAseq.g5554.t1,2035,2957,9243,4971,7293,7791,5512,7636,2753,379
Pocillopora_acuta_HIv2___RNAseq.g5555.t1,247,387,237,0,0,1281,112,2585,819,243
Pocillopora_acuta_HIv2___RNAseq.g5556.t1,206,896,513,546,1175,227,1093,921,0,0
Pocillopora_acuta_HIv2___RNAseq.g5557.t3,313,0,495,42,765,486,450,1578,36,0
Pocillopora_acuta_HIv2___RNAseq.g5559.t1,317,0,528,0,389,906,0,382,0,0
Pocillopora_acuta_HIv2___TS.g8679.t1,194,196,220,0,1116,269,0,449,23,0
Pocillopora_acuta_HIv2___TS.g8680.t1,609,20,322,241,821,0,212,558,0,0
Pocillopora_acuta_HIv2___RNAseq.g5562.t1,244,0,198,185,0,96,0,116,165,0
Pocillopora_acuta_HIv2___RNAseq.g5564.t1,0,0,189,0,140,0,0,84,0,0
Pocillopora_acuta_HIv2___RNAseq.g5566.t1,46,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5567.t1,0,62,168,0,4,90,65,12,4,0
Pocillopora_acuta_HIv2___RNAseq.g5600.t1,43,1204,908,163,1206,299,322,1348,0,0
Pocillopora_acuta_HIv2___RNAseq.g5573.t1,0,0,157,926,253,569,298,234,0,0
Pocillopora_acuta_HIv2___TS.g8695.t1,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5576.t1,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g8701.t1,0,0,0,0,0,0,0,25,0,0
Pocillopora_acuta_HIv2___TS.g8705.t1,0,32,0,0,0,0,0,0,0,139
Pocillopora_acuta_HIv2___TS.g8706.t1b,0,175,0,0,0,232,0,0,0,0
Pocillopora_acuta_HIv2___TS.g8706.t1a,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g8709.t1,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5587.t1,0,0,0,0,0,0,0,0,26,0
Pocillopora_acuta_HIv2___RNAseq.g5588.t1c,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5588.t1b,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5588.t1a,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5589.t1,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5590.t1,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5568.t1,30,41,17,34,20,99,76,17,6,48
Pocillopora_acuta_HIv2___RNAseq.g5569.t1,79,139,33,91,24,0,0,1776,15,0
Pocillopora_acuta_HIv2___RNAseq.g5570.t1,119,74,633,493,1695,396,1033,3422,887,1339
Pocillopora_acuta_HIv2___RNAseq.g5571.t1,128,39,803,1012,333,386,0,477,245,828
Pocillopora_acuta_HIv2___RNAseq.g5572.t1,77,1361,1130,1349,1030,689,435,2928,0,2172
