gene_id,LCM_15,LCM_16,LCM_20,LCM_21,LCM_26,LCM_27,LCM_4,LCM_5,LCM_8,LCM_9
Pocillopora_acuta_HIv2___RNAseq.g8520.t1,41,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g8521.t2,19,0,54,0,458,0,0,745,522,0
Pocillopora_acuta_HIv2___RNAseq.g8523.t1,79,0,362,0,510,0,0,749,36,0
Pocillopora_acuta_HIv2___TS.g25174.t1,13,0,29,0,34,0,0,19,0,0
Pocillopora_acuta_HIv2___RNAseq.g3004.t1,7,0,11,0,12,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5807.t1,1777,14465,2946,12353,257,17293,17481,10,565,11171
Pocillopora_acuta_HIv2___TS.g16233.t1,244,200,613,146,362,368,472,136,534,330
Pocillopora_acuta_HIv2___RNAseq.g3007.t2,261,123,562,784,1231,968,250,1796,1051,55
Pocillopora_acuta_HIv2___RNAseq.g16328.t1,96,0,150,0,76,0,0,79,117,0
Pocillopora_acuta_HIv2___RNAseq.g13518.t1,196,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g13519.t1,1599,400,408,340,2440,643,623,1744,2109,0
Pocillopora_acuta_HIv2___RNAseq.g22120.t1,34,0,75,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g13520.t1,599,1653,2047,352,2510,475,238,1894,1016,320
Pocillopora_acuta_HIv2___TS.g13897.t1,23,0,52,0,127,106,116,187,0,0
Pocillopora_acuta_HIv2___RNAseq.g11406.t1,20,0,83,0,18,6,53,27,0,0
Pocillopora_acuta_HIv2___RNAseq.g14402.t1,0,0,21,0,0,43,0,0,0,0
Pocillopora_acuta_HIv2___TS.g16289.t1,2,1,0,1,5,1,1,12,1,0
Pocillopora_acuta_HIv2___RNAseq.g14404.t1,23,0,0,0,177,0,76,280,0,0
Pocillopora_acuta_HIv2___TS.g16293.t1,0,0,0,0,0,27,0,0,0,0
Pocillopora_acuta_HIv2___TS.g4908.t1,0,254,50,118,21,197,0,71,181,1931
Pocillopora_acuta_HIv2___RNAseq.g14406.t1,114,0,70,0,34,0,0,41,0,0
Pocillopora_acuta_HIv2___RNAseq.g18857.t1,51,43,29,17,12,0,33,28,4,0
Pocillopora_acuta_HIv2___RNAseq.g17303.t2,34,0,537,149,215,243,439,517,0,0
Pocillopora_acuta_HIv2___RNAseq.g17304.t1,251,171,640,36,566,830,418,794,371,14
Pocillopora_acuta_HIv2___RNAseq.g17306.t1,0,0,48,0,0,164,0,0,148,5
Pocillopora_acuta_HIv2___RNAseq.g17305.t1,626,352,177,375,159,323,0,83,416,0
Pocillopora_acuta_HIv2___RNAseq.g16359.t1,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g16360.t1,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g16361.t1,98,197,168,87,159,225,0,336,113,658
Pocillopora_acuta_HIv2___RNAseq.g16362.t1,362,220,465,186,400,93,87,667,0,62
Pocillopora_acuta_HIv2___RNAseq.g2468.t1,133,0,0,218,0,410,48,123,0,217
Pocillopora_acuta_HIv2___RNAseq.g2469.t1,161,155,655,18,959,266,0,383,426,0
Pocillopora_acuta_HIv2___RNAseq.g2470.t1,54,47,0,0,256,117,0,156,0,0
Pocillopora_acuta_HIv2___RNAseq.g2471.t1,122,72,24,34,181,116,0,73,0,13
Pocillopora_acuta_HIv2___RNAseq.g24474.t1,32,0,37,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g22190.t1,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g12507.t1,125,151,106,0,185,331,0,251,276,0
Pocillopora_acuta_HIv2___RNAseq.g370.t1,0,0,0,0,2,0,0,10,0,0
Pocillopora_acuta_HIv2___RNAseq.g371.t1,333,0,0,132,23,125,0,372,33,0
Pocillopora_acuta_HIv2___RNAseq.g373.t1,65,0,0,96,56,54,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g374.t1,130,313,187,0,47,162,0,99,0,0
Pocillopora_acuta_HIv2___RNAseq.g375.t1,45,13,55,10,73,341,1,198,0,0
Pocillopora_acuta_HIv2___RNAseq.g24085.t2,0,0,61,0,20,0,0,40,0,0
Pocillopora_acuta_HIv2___TS.g22147.t2,24,16,51,0,20,13,0,42,0,0
Pocillopora_acuta_HIv2___RNAseq.g24087.t2,25,15,0,0,16,13,0,9,0,0
Pocillopora_acuta_HIv2___RNAseq.g16323.t1,0,0,0,0,57,28,0,54,0,0
Pocillopora_acuta_HIv2___RNAseq.g4593.t1,0,43,40,20,103,38,0,15,250,0
Pocillopora_acuta_HIv2___TS.g6704.t2,203,25,384,0,328,0,0,279,0,0
Pocillopora_acuta_HIv2___RNAseq.g4596.t1,0,29,0,0,0,79,41,0,0,0
Pocillopora_acuta_HIv2___TS.g22001.t1,105,164,0,0,203,734,250,623,0,0
Pocillopora_acuta_HIv2___TS.g17659.t1,55,0,81,0,51,21,0,109,0,0
Pocillopora_acuta_HIv2___RNAseq.g4586.t1,11,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g16617.t2,493,0,446,0,81,194,0,510,1159,0
Pocillopora_acuta_HIv2___RNAseq.g16618.t2,445,0,59,1134,218,0,0,212,85,0
Pocillopora_acuta_HIv2___RNAseq.g11362.t1,247,76,43,67,329,151,0,75,0,262
Pocillopora_acuta_HIv2___TS.g18216.t1,196,0,372,0,129,0,0,203,0,0
Pocillopora_acuta_HIv2___RNAseq.g17380.t2,45,14,13,0,0,61,0,31,0,0
Pocillopora_acuta_HIv2___RNAseq.g17381.t1,4,6,17,0,15,0,3,25,0,0
Pocillopora_acuta_HIv2___RNAseq.g4589.t1,0,5,0,0,0,0,0,80,0,0
Pocillopora_acuta_HIv2___RNAseq.g4590.t1,237,0,139,0,7,0,0,1010,39,0
Pocillopora_acuta_HIv2___RNAseq.g4591.t1,144,0,0,0,0,0,0,210,0,0
Pocillopora_acuta_HIv2___RNAseq.g12480.t1,33,0,430,0,361,0,0,128,5,0
Pocillopora_acuta_HIv2___RNAseq.g12481.t1,40,0,136,0,110,0,0,40,16,0
Pocillopora_acuta_HIv2___RNAseq.g28889.t1,65,0,0,0,0,524,0,0,0,446
Pocillopora_acuta_HIv2___RNAseq.g3135.t1,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g24613.t1,270,1364,949,1241,1155,699,435,2295,0,1037
Pocillopora_acuta_HIv2___TS.g19260.t1,46,0,31,0,14,0,0,11,258,0
Pocillopora_acuta_HIv2___RNAseq.g24341.t1,509,0,52,31,109,0,1379,494,0,0
Pocillopora_acuta_HIv2___RNAseq.g24342.t1,173,233,0,0,337,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g9944.t1,187,0,313,0,93,230,0,185,0,0
Pocillopora_acuta_HIv2___RNAseq.g12459.t1,171,104,343,232,81,91,0,121,579,0
Pocillopora_acuta_HIv2___RNAseq.g12460.t1,787,0,331,411,184,185,0,374,0,0
Pocillopora_acuta_HIv2___RNAseq.g12462.t1,676,472,310,145,610,186,611,825,29,0
Pocillopora_acuta_HIv2___RNAseq.g3142.t1b,9,0,21,0,15,22,8,0,0,2
Pocillopora_acuta_HIv2___RNAseq.g3142.t1a,450,166,123,0,552,217,0,684,69,1
Pocillopora_acuta_HIv2___TS.g13864.t1,73,0,0,11,209,0,580,263,0,0
Pocillopora_acuta_HIv2___RNAseq.g13531.t1,0,98,13,21,0,0,0,68,10,0
Pocillopora_acuta_HIv2___RNAseq.g21019.t1,32,0,24,0,15,0,0,30,0,0
Pocillopora_acuta_HIv2___RNAseq.g21020.t1,331,0,442,12,931,484,624,638,0,0
Pocillopora_acuta_HIv2___RNAseq.g13533.t1,126,0,659,0,1463,0,0,0,663,0
Pocillopora_acuta_HIv2___RNAseq.g15698.t1,79,259,167,273,154,302,605,279,0,293
Pocillopora_acuta_HIv2___RNAseq.g15699.t1,255,458,145,273,40,575,1490,425,111,124
Pocillopora_acuta_HIv2___RNAseq.g15701.t1,47,10,0,0,39,0,0,22,0,0
Pocillopora_acuta_HIv2___RNAseq.g15700.t1,143,0,0,96,0,14,0,148,0,0
Pocillopora_acuta_HIv2___RNAseq.g15702.t1,0,0,0,0,0,7,3,30,0,0
Pocillopora_acuta_HIv2___RNAseq.g31176.t1,27,4,843,475,287,380,0,273,128,0
Pocillopora_acuta_HIv2___RNAseq.g30964.t1,33,0,54,0,10,40,0,21,0,0
Pocillopora_acuta_HIv2___RNAseq.g30968.t1,0,0,0,0,0,0,205,10,0,0
Pocillopora_acuta_HIv2___RNAseq.g4255.t1,80,153,291,296,321,300,39,147,91,0
Pocillopora_acuta_HIv2___RNAseq.g17875.t1,0,0,45,0,283,0,0,108,0,0
Pocillopora_acuta_HIv2___RNAseq.g12466.t1,39,102,100,0,69,78,0,252,0,0
Pocillopora_acuta_HIv2___TS.g7174.t1,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g12468.t1,101,61,86,54,111,73,102,274,140,40
Pocillopora_acuta_HIv2___RNAseq.g8525.t1,7,0,7,0,0,0,0,7,2,0
Pocillopora_acuta_HIv2___RNAseq.g8526.t1,21,14,55,0,40,140,183,24,4,40
Pocillopora_acuta_HIv2___RNAseq.g8528.t1,141,115,91,0,141,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g4906.t1,548,97,216,325,632,458,41,306,0,164
Pocillopora_acuta_HIv2___RNAseq.g12066.t1,80,187,118,0,116,17,0,160,0,0
Pocillopora_acuta_HIv2___RNAseq.g30957.t1,2,0,155,0,224,51,581,39,14,0
Pocillopora_acuta_HIv2___RNAseq.g5804.t1,4,0,0,0,3,0,0,3,0,0
Pocillopora_acuta_HIv2___RNAseq.g24344.t1,84,0,98,57,47,0,0,24,0,0
Pocillopora_acuta_HIv2___RNAseq.g12478.t1,0,67,6,0,34,0,3,12,0,7
Pocillopora_acuta_HIv2___RNAseq.g10141.t1,193,70,503,650,0,161,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g18664.t1,12,0,0,0,0,0,0,13,0,0
Pocillopora_acuta_HIv2___RNAseq.g16329.t1,7,0,0,0,0,0,0,41,0,0
Pocillopora_acuta_HIv2___RNAseq.g6118.t1,0,3,0,30,7,0,0,20,0,0
Pocillopora_acuta_HIv2___RNAseq.g16331.t1,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g6694.t1,5,0,0,0,0,0,0,10,0,0
Pocillopora_acuta_HIv2___RNAseq.g16332.t1,258,0,4,0,345,0,3,230,0,0
Pocillopora_acuta_HIv2___RNAseq.g16333.t1,20,0,12,0,0,0,0,52,0,0
Pocillopora_acuta_HIv2___RNAseq.g16339.t2,0,0,0,5,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g24473.t1,0,0,0,0,89,115,275,139,0,0
Pocillopora_acuta_HIv2___TS.g9682.t1,355,0,0,0,13,124,115,25,0,0
Pocillopora_acuta_HIv2___RNAseq.g26532.t1,23,0,15,0,2,0,0,8,0,0
Pocillopora_acuta_HIv2___RNAseq.g6101.t1,4,0,33,0,0,30,0,239,0,0
Pocillopora_acuta_HIv2___RNAseq.g18893.t1,38,0,0,11,38,0,0,20,0,0
Pocillopora_acuta_HIv2___RNAseq.g18894.t1,152,0,130,127,212,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g25609.t1,170,0,0,0,0,0,0,0,350,0
Pocillopora_acuta_HIv2___RNAseq.g24339.t1,0,0,0,0,7,0,11,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g24340.t1a,17,36,172,0,302,0,0,157,862,0
Pocillopora_acuta_HIv2___RNAseq.g17300.t1,85,5,0,0,0,0,0,57,0,0
Pocillopora_acuta_HIv2___RNAseq.g15715.t1,105,27,49,64,187,4,646,80,0,0
Pocillopora_acuta_HIv2___RNAseq.g15714.t1,1785,375,770,501,2001,1173,1376,2000,881,695
Pocillopora_acuta_HIv2___TS.g13593.t1,22,0,20,2,19,0,5,10,27,0
Pocillopora_acuta_HIv2___RNAseq.g27389.t1,51,29,14,7,49,56,0,40,90,56
Pocillopora_acuta_HIv2___RNAseq.g9161.t1,5,0,17,25,19,0,0,9,0,0
Pocillopora_acuta_HIv2___RNAseq.g9162.t1,2,0,2,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g24615.t1,124,214,161,0,98,0,0,91,0,0
Pocillopora_acuta_HIv2___RNAseq.g24618.t1,0,0,0,4,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g24617.t1,202,220,308,391,512,473,205,763,841,0
Pocillopora_acuta_HIv2___RNAseq.g8531.t1,67,468,244,30,393,0,0,546,74,0
Pocillopora_acuta_HIv2___RNAseq.g8532.t1,174,682,579,711,1062,1110,0,989,1019,318
Pocillopora_acuta_HIv2___RNAseq.g9153.t1,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g4905.t1,47,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g16425.t1,27,432,250,0,380,0,0,481,0,328
Pocillopora_acuta_HIv2___RNAseq.g16422.t1,49,106,39,36,204,7,171,178,68,43
Pocillopora_acuta_HIv2___RNAseq.g16423.t1,2137,688,2697,277,3751,2078,1359,3107,2343,1731
Pocillopora_acuta_HIv2___RNAseq.g16426.t1,966,32,301,0,596,35,0,1348,420,1109
Pocillopora_acuta_HIv2___RNAseq.g1427.t1,2,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g1429.t1,15,0,13,17,41,0,0,21,0,0
Pocillopora_acuta_HIv2___RNAseq.g9148.t1,222,236,123,566,195,1677,1917,1056,0,0
Pocillopora_acuta_HIv2___RNAseq.g9149.t1,1040,3126,706,3142,1488,5876,5705,4320,8,888
Pocillopora_acuta_HIv2___RNAseq.g13523.t1,281,0,34,126,148,0,0,16,0,0
Pocillopora_acuta_HIv2___TS.g14774.t1,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g4880.t1,41,138,137,38,0,1053,36,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g13525.t1,45,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g17385.t1,47,0,97,919,21,0,0,65,0,140
Pocillopora_acuta_HIv2___RNAseq.g17387.t1,4,0,99,0,0,192,0,0,0,798
Pocillopora_acuta_HIv2___RNAseq.g17386.t1,83,17,76,30,24,83,0,0,0,394
Pocillopora_acuta_HIv2___RNAseq.g9666.t1,4,9,7,0,0,0,0,2,0,0
Pocillopora_acuta_HIv2___RNAseq.g9663.t1,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g9664.t1,0,0,0,0,133,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g9662.t1,160,6,123,2,68,0,0,0,130,3
Pocillopora_acuta_HIv2___RNAseq.g9665.t1,31,0,0,0,0,0,0,0,0,20
Pocillopora_acuta_HIv2___RNAseq.g19888.t1,0,0,0,0,0,4,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g8748.t1,69,0,26,0,27,0,0,47,152,0
Pocillopora_acuta_HIv2___RNAseq.g26791.t2,126,56,22,0,45,45,0,294,118,0
Pocillopora_acuta_HIv2___RNAseq.g26792.t1,2786,2684,4093,1639,4902,4309,1081,3889,3136,3787
Pocillopora_acuta_HIv2___RNAseq.g28917.t1,447,808,1035,203,598,231,24,1062,793,378
Pocillopora_acuta_HIv2___RNAseq.g11397.t1,65,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g4694.t1,0,0,48,22,11,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g11400.t1,1,0,36,23,2,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g11402.t2,327,117,213,307,62,118,39,89,64,170
Pocillopora_acuta_HIv2___TS.g19268.t1,358,0,250,0,0,0,0,18,0,0
Pocillopora_acuta_HIv2___RNAseq.g392.t1,30,33,25,16,114,79,154,91,13,71
Pocillopora_acuta_HIv2___RNAseq.g5855.t1,0,46,26,40,0,19,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g3131.t1,0,126,54,182,234,0,0,162,19,0
Pocillopora_acuta_HIv2___RNAseq.g3132.t1,198,0,82,182,163,0,139,83,7,0
Pocillopora_acuta_HIv2___RNAseq.g16357.t1,1,0,20,11,4,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g16358.t1,35,46,27,0,87,0,0,53,5,0
Pocillopora_acuta_HIv2___RNAseq.g4605.t1,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g14810.t1,0,1,2,0,0,1,0,2,2,1
Pocillopora_acuta_HIv2___RNAseq.g20193.t1,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g21660.t1,0,138,75,152,655,286,477,471,237,0
Pocillopora_acuta_HIv2___RNAseq.g6844.t1,0,21,0,0,0,78,0,0,0,19
Pocillopora_acuta_HIv2___RNAseq.g16364.t1,0,0,0,0,51,257,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g6843.t1,209,19,273,0,73,321,0,161,300,0
Pocillopora_acuta_HIv2___TS.g19498.t1,46,0,61,0,91,232,0,164,2,0
Pocillopora_acuta_HIv2___RNAseq.g4131.t1,0,0,0,0,7,1,0,0,0,0
Pocillopora_acuta_HIv2___TS.g13592.t1b,76,0,10,0,32,156,236,128,0,0
Pocillopora_acuta_HIv2___TS.g17663.t1,40,11,35,0,22,10,0,26,0,0
Pocillopora_acuta_HIv2___RNAseq.g18252.t1,1,0,0,0,0,0,0,5,24,0
Pocillopora_acuta_HIv2___RNAseq.g18254.t1,116,72,0,59,0,24,0,0,28,0
Pocillopora_acuta_HIv2___RNAseq.g19450.t1,21,0,25,114,39,0,0,7,21,0
Pocillopora_acuta_HIv2___RNAseq.g28919.t2,0,0,0,0,0,0,0,0,1,3
Pocillopora_acuta_HIv2___RNAseq.g28920.t1,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g25637.t1,0,12,0,30,12,12,0,37,0,0
Pocillopora_acuta_HIv2___RNAseq.g13521.t1,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g13522.t1,40,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g24098.t1,80,0,0,165,0,0,0,76,0,0
Pocillopora_acuta_HIv2___RNAseq.g29410.t1,283,0,161,0,102,151,0,140,197,0
Pocillopora_acuta_HIv2___RNAseq.g23688.t1,1008,0,1964,0,339,0,0,31,1807,0
Pocillopora_acuta_HIv2___RNAseq.g17870.t1,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g9154.t1,297,181,276,210,340,168,338,124,293,171
Pocillopora_acuta_HIv2___TS.g26465.t1,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g1452.t1,337,578,378,555,649,210,123,1238,0,0
Pocillopora_acuta_HIv2___RNAseq.g1453.t1,200,4,26,107,75,285,674,712,42,4
Pocillopora_acuta_HIv2___RNAseq.g1456.t1b,24,0,0,170,148,0,78,89,0,0
Pocillopora_acuta_HIv2___RNAseq.g1462.t1,0,278,0,296,233,1058,0,115,0,2516
Pocillopora_acuta_HIv2___TS.g26477.t1,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g26478.t1,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g26479.t1,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g26481.t1,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g1461.t1,1564,2481,2968,98,2530,1942,2948,1470,2077,854
Pocillopora_acuta_HIv2___RNAseq.g1466.t1,6,0,0,0,7,0,46,3,0,0
Pocillopora_acuta_HIv2___TS.g26487.t2,369,729,1563,584,1407,836,386,251,1272,2314
Pocillopora_acuta_HIv2___RNAseq.g1468.t1,81,0,1338,32,18,1603,0,302,1319,0
Pocillopora_acuta_HIv2___RNAseq.g1469.t1,51,138,572,358,851,102,0,1188,490,25
Pocillopora_acuta_HIv2___TS.g26493.t1,108,1068,577,145,1137,0,3043,798,0,0
Pocillopora_acuta_HIv2___RNAseq.g1477.t1,38,51,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g1472.t1,520,0,0,0,567,739,819,1177,123,0
Pocillopora_acuta_HIv2___RNAseq.g1473.t1,206,0,144,21,15,106,0,149,0,0
Pocillopora_acuta_HIv2___RNAseq.g1489.t1,28,16,43,59,59,69,15,42,0,0
Pocillopora_acuta_HIv2___RNAseq.g1492.t1,620,58,1025,0,616,868,493,822,0,0
Pocillopora_acuta_HIv2___TS.g26520.t1,155,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g1494.t1,555,0,431,271,753,318,691,875,803,0
Pocillopora_acuta_HIv2___RNAseq.g1495.t1,832,67,39,0,736,1026,218,1578,1271,0
Pocillopora_acuta_HIv2___RNAseq.g1502.t1,0,0,0,0,0,0,0,369,121,0
Pocillopora_acuta_HIv2___RNAseq.g1501.t1,1001,206,675,279,392,235,1548,664,1732,664
Pocillopora_acuta_HIv2___RNAseq.g1503.t1,158,18,1055,0,1031,1742,0,503,553,0
Pocillopora_acuta_HIv2___RNAseq.g1504.t1,515,0,304,0,19,0,0,880,356,0
Pocillopora_acuta_HIv2___RNAseq.g1507.t1,221,0,0,474,319,223,0,281,0,0
Pocillopora_acuta_HIv2___RNAseq.g1506.t1,961,10,1159,7,664,65,90,1100,0,30
Pocillopora_acuta_HIv2___RNAseq.g1509.t1,23,0,66,0,6,0,0,57,0,0
Pocillopora_acuta_HIv2___RNAseq.g1508.t1,1131,38,1973,415,171,0,0,3256,1132,0
Pocillopora_acuta_HIv2___RNAseq.g1510.t1,123,16,246,19,22,0,0,194,64,0
Pocillopora_acuta_HIv2___RNAseq.g1511.t1,20,1001,0,16,1448,2041,586,29,0,0
Pocillopora_acuta_HIv2___RNAseq.g1513.t1,1814,220,663,270,1175,596,0,1977,18,0
Pocillopora_acuta_HIv2___RNAseq.g1515.t1,18,76,164,0,1232,4,3141,63,0,0
Pocillopora_acuta_HIv2___TS.g26539.t1,359,165,210,261,0,0,0,80,0,0
Pocillopora_acuta_HIv2___RNAseq.g1512.t1,14432,12958,14354,11257,20979,15529,19923,14757,9997,6547
Pocillopora_acuta_HIv2___TS.g26541.t1,376,0,256,0,544,0,0,288,1,0
Pocillopora_acuta_HIv2___RNAseq.g1518.t1,1347,1410,1111,385,2154,926,1643,2764,136,0
Pocillopora_acuta_HIv2___RNAseq.g1519.t1,185,74,342,0,1148,0,647,295,0,0
Pocillopora_acuta_HIv2___RNAseq.g1520.t1,796,501,1848,1545,1793,145,1387,1434,248,0
Pocillopora_acuta_HIv2___TS.g26547.t1,495,210,546,300,287,162,107,212,78,5
Pocillopora_acuta_HIv2___RNAseq.g1521.t1,370,16,463,240,23,339,36,220,705,150
Pocillopora_acuta_HIv2___RNAseq.g1526.t1,396,255,280,474,66,474,0,400,401,0
Pocillopora_acuta_HIv2___TS.g26556.t3,141,0,20,0,552,0,0,58,0,0
Pocillopora_acuta_HIv2___RNAseq.g1531.t1,1,0,2,0,0,0,0,3,0,0
Pocillopora_acuta_HIv2___RNAseq.g1529.t1,0,0,0,0,0,356,0,21,0,0
Pocillopora_acuta_HIv2___RNAseq.g1541.t1,9,101,19,93,61,36,0,22,0,0
Pocillopora_acuta_HIv2___RNAseq.g1543.t1,28,0,12,45,348,860,0,765,0,0
Pocillopora_acuta_HIv2___RNAseq.g1546.t1,49,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g1547.t1,646,0,82,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g1552.t1,0,0,0,0,439,0,0,0,73,0
Pocillopora_acuta_HIv2___RNAseq.g1549.t1,1249,73,1247,0,259,598,4368,2604,0,0
Pocillopora_acuta_HIv2___RNAseq.g1554.t1,1287,282,1382,0,1438,231,471,1215,312,0
Pocillopora_acuta_HIv2___TS.g26584.t1,310,7,101,0,1079,0,0,571,0,0
Pocillopora_acuta_HIv2___TS.g26585.t1b,116,124,237,0,0,0,0,62,0,0
Pocillopora_acuta_HIv2___TS.g26585.t1a,0,162,240,0,474,0,403,299,0,0
Pocillopora_acuta_HIv2___RNAseq.g1564.t1,0,1028,623,228,620,298,0,266,0,144
Pocillopora_acuta_HIv2___TS.g26586.t1a,12,0,0,0,895,0,0,169,0,0
Pocillopora_acuta_HIv2___TS.g26586.t1b,2088,876,1655,114,6291,758,4419,4880,3466,1248
Pocillopora_acuta_HIv2___RNAseq.g1565.t1,53,41,29,535,302,136,1396,913,269,157
Pocillopora_acuta_HIv2___RNAseq.g1571.t1,31,0,0,0,41,70,0,2,0,0
Pocillopora_acuta_HIv2___TS.g26619.t1,74,101,158,59,112,51,0,58,0,0
Pocillopora_acuta_HIv2___RNAseq.g1598.t1,1,0,0,0,0,0,0,32,0,0
Pocillopora_acuta_HIv2___RNAseq.g1599.t1,0,0,0,7,9,0,0,51,3,0
Pocillopora_acuta_HIv2___RNAseq.g1603.t1,14,17,20,66,17,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g1606.t2,1,0,0,0,29,0,0,0,15,0
Pocillopora_acuta_HIv2___RNAseq.g1614.t1,16,0,53,0,868,0,0,167,0,0
Pocillopora_acuta_HIv2___TS.g26638.t1,538,415,452,14,410,0,0,228,1191,0
Pocillopora_acuta_HIv2___TS.g26640.t2,29,0,785,0,94,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g1616.t1,174,228,339,94,2441,92,0,528,0,0
Pocillopora_acuta_HIv2___RNAseq.g1618.t1,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g26645.t1,0,0,0,0,0,0,0,2,0,0
Pocillopora_acuta_HIv2___TS.g26653.t2a,0,563,0,0,4,434,0,0,10,0
Pocillopora_acuta_HIv2___TS.g26653.t2b,0,798,311,0,482,129,0,666,0,0
Pocillopora_acuta_HIv2___RNAseq.g1628.t1,0,84,0,455,559,373,0,62,0,0
Pocillopora_acuta_HIv2___TS.g26642.t1,133,327,299,0,316,525,0,220,0,525
Pocillopora_acuta_HIv2___TS.g26643.t1,43,324,237,32,168,173,0,134,0,0
Pocillopora_acuta_HIv2___RNAseq.g1619.t1,268,0,259,109,225,448,283,498,0,0
Pocillopora_acuta_HIv2___TS.g26646.t1,4,2,10,0,23,38,0,7,0,0
Pocillopora_acuta_HIv2___TS.g26647.t2,212,52,314,107,52,400,0,202,0,0
Pocillopora_acuta_HIv2___RNAseq.g1621.t1,379,0,139,0,0,0,0,416,0,0
Pocillopora_acuta_HIv2___RNAseq.g1622.t1,495,39,0,192,1027,119,67,1343,75,82
Pocillopora_acuta_HIv2___RNAseq.g1623.t1,1075,609,1680,37,1573,1085,606,3319,0,0
Pocillopora_acuta_HIv2___TS.g26651.t1,245,908,364,115,1518,768,903,1261,1484,0
Pocillopora_acuta_HIv2___RNAseq.g1625.t1,842,385,177,114,148,512,1019,374,71,0
Pocillopora_acuta_HIv2___RNAseq.g1629.t1b,175,318,897,1343,313,368,0,1817,541,2
Pocillopora_acuta_HIv2___RNAseq.g1629.t1a,67,88,271,0,299,179,953,254,259,0
Pocillopora_acuta_HIv2___RNAseq.g1632.t1,0,0,0,0,204,0,0,919,55,1880
Pocillopora_acuta_HIv2___RNAseq.g1633.t1,168,0,542,630,0,0,0,214,0,4
