CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
75	21948	58045	27.44	79993
76	22284	57192	28.04	79476
77	22092	56906	27.97	78998
78	22295	57783	27.84	80078
79	21802	57356	27.54	79158
80	21710	57681	27.35	79391
81	21717	57270	27.49	78987
82	21658	56804	27.60	78462
83	21589	56685	27.58	78274
84	21839	56661	27.82	78500
85	21519	55708	27.86	77227
86	21449	56297	27.59	77746
87	21381	56752	27.36	78133
88	21290	56219	27.47	77509
89	21797	55276	28.28	77073
90	22122	56725	28.06	78847
91	21551	56346	27.67	77897
92	20944	56193	27.15	77137
93	21336	55732	27.68	77068
94	20868	55576	27.30	76444
95	20759	55332	27.28	76091
96	21011	55840	27.34	76851
97	20719	54815	27.43	75534
98	20738	55293	27.28	76031
99	20954	55609	27.37	76563
100	20220	54902	26.92	75122
101	20607	55217	27.18	75824
102	20796	54895	27.47	75691
103	20445	53868	27.51	74313
104	20323	54825	27.04	75148
105	20331	54492	27.17	74823
106	20360	54062	27.36	74422
107	19867	54661	26.66	74528
108	20160	54860	26.87	75020
109	20122	53593	27.30	73715
110	19792	53845	26.88	73637
111	19873	54388	26.76	74261
112	19433	54134	26.42	73567
113	19375	53946	26.42	73321
114	19647	53896	26.71	73543
115	19321	53032	26.70	72353
116	18955	53512	26.16	72467
117	19778	53127	27.13	72905
118	19387	52055	27.14	71442
119	18999	52981	26.39	71980
120	19357	53282	26.65	72639
121	19064	52568	26.61	71632
122	18947	52582	26.49	71529
123	19500	52652	27.03	72152
124	19131	52267	26.79	71398
125	19201	52210	26.89	71411
126	19062	52236	26.74	71298
127	18723	51047	26.84	69770
128	18465	51152	26.52	69617
129	18859	51118	26.95	69977
130	18843	51887	26.64	70730
131	19022	51427	27.00	70449
132	18544	51678	26.41	70222
133	18306	50584	26.57	68890
134	18272	50799	26.45	69071
135	18649	51080	26.74	69729
136	18193	50292	26.56	68485
137	17969	49489	26.64	67458
138	17976	50346	26.31	68322
139	17821	49731	26.38	67552
140	17875	49759	26.43	67634
141	17488	49070	26.27	66558
142	17518	49258	26.23	66776
143	17499	49187	26.24	66686
144	17239	49492	25.83	66731
145	17482	48886	26.34	66368
146	17286	48346	26.34	65632
147	17325	48418	26.35	65743
148	17053	48273	26.10	65326
149	16623	47407	25.96	64030
150	15398	45219	25.40	60617
151	12500	33920	26.93	46420

CHG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	52120	73094	41.62	125214
2	39550	73344	35.03	112894
3	49537	72024	40.75	121561
4	36408	66437	35.40	102845
5	35830	64098	35.86	99928
6	34341	63999	34.92	98340
7	34301	66483	34.03	100784
8	30185	67859	30.79	98044
9	32684	67632	32.58	100316
10	31489	67063	31.95	98552
11	34593	67474	33.89	102067
12	29168	67523	30.17	96691
13	34000	67725	33.42	101725
14	35940	68205	34.51	104145
15	35799	67517	34.65	103316
16	33502	67979	33.01	101481
17	35204	67559	34.26	102763
18	33773	68837	32.91	102610
19	36817	68528	34.95	105345
20	34776	68918	33.54	103694
21	33236	68001	32.83	101237
22	31642	67817	31.81	99459
23	35524	67782	34.39	103306
24	30561	67915	31.03	98476
25	33155	68165	32.72	101320
26	32519	67672	32.46	100191
27	34632	67221	34.00	101853
28	31459	68542	31.46	100001
29	34300	67886	33.57	102186
30	32190	68472	31.98	100662
31	34927	68088	33.90	103015
32	31762	68678	31.62	100440
33	33618	68396	32.95	102014
34	33059	69090	32.36	102149
35	35435	68674	34.04	104109
36	31751	68604	31.64	100355
37	34228	68776	33.23	103004
38	32532	68554	32.18	101086
39	35100	68482	33.89	103582
40	31670	69256	31.38	100926
41	35074	68843	33.75	103917
42	32371	69058	31.91	101429
43	34655	68410	33.62	103065
44	32195	67586	32.27	99781
45	33775	67625	33.31	101400
46	32063	68418	31.91	100481
47	35044	68166	33.95	103210
48	30496	67753	31.04	98249
49	33883	67471	33.43	101354
50	31550	68080	31.67	99630
51	33997	67401	33.53	101398
52	30992	67316	31.53	98308
53	32643	67176	32.70	99819
54	30765	67368	31.35	98133
55	33436	67187	33.23	100623
56	30898	66321	31.78	97219
57	31748	66530	32.30	98278
58	31031	65678	32.09	96709
59	32727	64881	33.53	97608
60	29158	66251	30.56	95409
61	32333	65810	32.94	98143
62	30695	66196	31.68	96891
63	32514	66550	32.82	99064
64	29307	65185	31.02	94492
65	32358	64273	33.49	96631
66	30251	65149	31.71	95400
67	31698	65657	32.56	97355
68	29244	66760	30.46	96004
69	31187	67251	31.68	98438
70	29844	67969	30.51	97813
71	32137	66390	32.62	98527
72	27925	66163	29.68	94088
73	30817	66127	31.79	96944
74	29153	66619	30.44	95772
75	31766	65672	32.60	97438
76	29151	65741	30.72	94892
77	30160	65657	31.48	95817
78	29447	66022	30.84	95469
79	31081	64979	32.36	96060
80	28503	65064	30.46	93567
81	30526	65401	31.82	95927
82	28579	66089	30.19	94668
83	31254	65596	32.27	96850
84	28011	64675	30.22	92686
85	30273	65042	31.76	95315
86	29033	65559	30.69	94592
87	30010	64227	31.85	94237
88	27553	63651	30.21	91204
89	30007	64601	31.72	94608
90	27720	65051	29.88	92771
91	30079	64542	31.79	94621
92	27377	64402	29.83	91779
93	29361	64244	31.37	93605
94	27640	63666	30.27	91306
95	30085	64243	31.89	94328
96	26852	64897	29.27	91749
97	29156	63858	31.35	93014
98	27721	63982	30.23	91703
99	28784	63435	31.21	92219
100	26057	63446	29.11	89503
101	28608	63062	31.21	91670
102	26520	62835	29.68	89355
103	28354	62455	31.22	90809
104	25731	62790	29.07	88521
105	28023	62849	30.84	90872
106	26081	62995	29.28	89076
107	28147	62133	31.18	90280
108	25670	62221	29.21	87891
109	27933	61937	31.08	89870
110	26502	62449	29.79	88951
111	27893	61655	31.15	89548
112	25660	61934	29.29	87594
113	27657	61903	30.88	89560
114	26125	60831	30.04	86956
115	27306	61159	30.87	88465
116	25367	61334	29.26	86701
117	26582	61608	30.14	88190
118	25369	61098	29.34	86467
119	27690	60668	31.34	88358
120	24130	61023	28.34	85153
121	26306	61016	30.13	87322
122	24957	60843	29.09	85800
123	26346	60049	30.49	86395
124	24736	60235	29.11	84971
125	26158	60593	30.15	86751
126	24409	60395	28.78	84804
127	26120	59675	30.44	85795
128	23525	59708	28.26	83233
129	25976	59294	30.46	85270
130	24223	59342	28.99	83565
131	25155	59177	29.83	84332
132	23291	59045	28.29	82336
133	25046	58551	29.96	83597
134	24142	58444	29.23	82586
135	24890	58395	29.89	83285
136	22725	58768	27.89	81493
137	24531	58091	29.69	82622
138	23092	57999	28.48	81091
139	24267	57996	29.50	82263
140	22049	57453	27.73	79502
141	24017	57722	29.38	81739
142	22540	57828	28.05	80368
143	24394	57108	29.93	81502
144	21709	57236	27.50	78945
145	23468	56752	29.25	80220
146	22313	57002	28.13	79315
147	23568	56246	29.53	79814
148	21454	55947	27.72	77401
149	22272	55209	28.75	77481
150	21373	54083	28.33	75456
151	17303	39510	30.46	56813

CHH context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	272719	226983	54.58	499702
2	166809	235194	41.49	402003
3	195030	226409	46.28	421439
4	155664	226220	40.76	381884
5	169980	232067	42.28	402047
6	159236	263444	37.67	422680
7	159460	268599	37.25	428059
8	144897	279065	34.18	423962
9	156843	275604	36.27	432447
10	145086	280211	34.11	425297
11	164076	273012	37.54	437088
12	146447	281566	34.22	428013
13	162327	274828	37.13	437155
14	155350	281648	35.55	436998
15	158623	279582	36.20	438205
16	144734	282877	33.85	427611
17	157898	279427	36.11	437325
18	149229	286381	34.26	435610
19	161081	278723	36.63	439804
20	153324	284402	35.03	437726
21	165573	279382	37.21	444955
22	144458	284655	33.66	429113
23	161303	278131	36.71	439434
24	146784	283877	34.08	430661
25	158889	279026	36.28	437915
26	147584	283689	34.22	431273
27	157744	278794	36.14	436538
28	146745	281956	34.23	428701
29	161927	277879	36.82	439806
30	146303	285761	33.86	432064
31	160511	278165	36.59	438676
32	150079	283831	34.59	433910
33	160256	279114	36.47	439370
34	148113	282804	34.37	430917
35	157941	277790	36.25	435731
36	146844	282814	34.18	429658
37	159780	277531	36.54	437311
38	148066	281499	34.47	429565
39	159940	276819	36.62	436759
40	148016	281838	34.43	429854
41	162122	275362	37.06	437484
42	146261	282760	34.09	429021
43	158951	274040	36.71	432991
44	146578	279881	34.37	426459
45	156938	273707	36.44	430645
46	143615	278553	34.02	422168
47	153615	274849	35.85	428464
48	141987	279826	33.66	421813
49	154656	271516	36.29	426172
50	141729	276487	33.89	418216
51	150310	270012	35.76	420322
52	138950	274129	33.64	413079
53	148133	268586	35.55	416719
54	134929	273668	33.02	408597
55	146415	268216	35.31	414631
56	135346	270703	33.33	406049
57	143316	266428	34.98	409744
58	133651	266806	33.37	400457
59	144272	259911	35.69	404183
60	131410	267264	32.96	398674
61	142629	261127	35.33	403756
62	133449	266851	33.34	400300
63	139386	261817	34.74	401203
64	130609	262381	33.23	392990
65	140374	255495	35.46	395869
66	130730	264037	33.12	394767
67	138941	261594	34.69	400535
68	128830	267982	32.47	396812
69	136965	262879	34.25	399844
70	127043	266214	32.31	393257
71	137903	261358	34.54	399261
72	127593	267754	32.27	395347
73	137550	261222	34.49	398772
74	128962	266680	32.60	395642
75	133873	262648	33.76	396521
76	126222	263663	32.37	389885
77	134928	259551	34.20	394479
78	124822	264964	32.02	389786
79	134747	259223	34.20	393970
80	126009	262335	32.45	388344
81	132153	258403	33.84	390556
82	123653	261695	32.09	385348
83	131963	258323	33.81	390286
84	121889	262021	31.75	383910
85	131464	256600	33.88	388064
86	122445	258946	32.10	381391
87	128544	255880	33.44	384424
88	120639	259060	31.77	379699
89	128722	253794	33.65	382516
90	119123	258343	31.56	377466
91	127063	251889	33.53	378952
92	119527	254863	31.93	374390
93	125203	252753	33.13	377956
94	117485	255615	31.49	373100
95	124255	252683	32.96	376938
96	115534	254384	31.23	369918
97	122265	249734	32.87	371999
98	115721	252973	31.39	368694
99	119875	250536	32.36	370411
100	113782	252106	31.10	365888
101	120645	248975	32.64	369620
102	112770	252184	30.90	364954
103	118283	249024	32.20	367307
104	113672	251016	31.17	364688
105	117925	246747	32.34	364672
106	111601	247582	31.07	359183
107	116049	244758	32.16	360807
108	109235	248089	30.57	357324
109	114931	243661	32.05	358592
110	110564	246708	30.95	357272
111	114647	244889	31.89	359536
112	108657	245642	30.67	354299
113	114235	241331	32.13	355566
114	107967	243878	30.69	351845
115	111123	242099	31.46	353222
116	106447	242691	30.49	349138
117	109175	240048	31.26	349223
118	105453	243128	30.25	348581
119	110556	239465	31.59	350021
120	104043	242445	30.03	346488
121	110341	236875	31.78	347216
122	104314	239894	30.31	344208
123	106998	236139	31.18	343137
124	102824	237041	30.25	339865
125	105876	234822	31.08	340698
126	100750	237407	29.79	338157
127	105503	233562	31.12	339065
128	101080	236314	29.96	337394
129	103557	232664	30.80	336221
130	98833	234733	29.63	333566
131	102772	231629	30.73	334401
132	97235	234471	29.31	331706
133	101111	229647	30.57	330758
134	97389	231845	29.58	329234
135	99091	228892	30.21	327983
136	95577	231256	29.24	326833
137	99253	229098	30.23	328351
138	94864	229616	29.24	324480
139	97222	226029	30.08	323251
140	93709	227512	29.17	321221
141	95735	226071	29.75	321806
142	92467	225705	29.06	318172
143	96151	223551	30.08	319702
144	91536	226432	28.79	317968
145	94467	222832	29.77	317299
146	91450	223565	29.03	315015
147	92529	221869	29.43	314398
148	88680	222074	28.54	310754
149	91231	218647	29.44	309878
150	83850	214300	28.12	298150
151	66960	152419	30.52	219379

CpG context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	18089	47134	27.73	65223
2	12337	59663	17.13	72000
3	17004	58391	22.55	75395
4	18806	57613	24.61	76419
5	15923	51913	23.47	67836
6	18619	50066	27.11	68685
7	14635	47233	23.66	61868
8	14081	45351	23.69	59432
9	14220	44515	24.21	58735
10	14957	45640	24.68	60597
11	15378	46103	25.01	61481
12	15501	46256	25.10	61757
13	15908	46083	25.66	61991
14	15621	45493	25.56	61114
15	15437	45514	25.33	60951
16	15558	44900	25.73	60458
17	14736	44417	24.91	59153
18	14820	44304	25.07	59124
19	14605	44913	24.54	59518
20	14518	44438	24.63	58956
21	14967	45150	24.90	60117
22	14927	43872	25.39	58799
23	14615	43999	24.93	58614
24	14705	44322	24.91	59027
25	14286	44431	24.33	58717
26	14171	43201	24.70	57372
27	14489	43021	25.19	57510
28	14659	42327	25.72	56986
29	14213	42965	24.86	57178
30	14225	42033	25.29	56258
31	14192	42449	25.06	56641
32	14084	42102	25.07	56186
33	14048	42466	24.86	56514
34	14175	42111	25.18	56286
35	13802	42183	24.65	55985
36	13939	41537	25.13	55476
37	13777	41303	25.01	55080
38	13507	41137	24.72	54644
39	13261	40829	24.52	54090
40	13126	40358	24.54	53484
41	13200	40022	24.80	53222
42	13338	39924	25.04	53262
43	13176	39908	24.82	53084
44	13178	40112	24.73	53290
45	13112	40122	24.63	53234
46	13254	39389	25.18	52643
47	12965	38973	24.96	51938
48	12761	38937	24.68	51698
49	12789	39141	24.63	51930
50	12402	38343	24.44	50745
51	12431	38155	24.57	50586
52	12612	37729	25.05	50341
53	12497	38444	24.53	50941
54	12530	38112	24.74	50642
55	12252	37895	24.43	50147
56	12190	37191	24.69	49381
57	12141	37750	24.34	49891
58	11910	37068	24.32	48978
59	11776	36788	24.25	48564
60	11893	36714	24.47	48607
61	11712	36826	24.13	48538
62	11419	36157	24.00	47576
63	11741	36007	24.59	47748
64	11571	35555	24.55	47126
65	11450	36187	24.04	47637
66	11334	35429	24.24	46763
67	11070	35734	23.65	46804
68	10995	34905	23.95	45900
69	10959	34698	24.00	45657
70	11045	34502	24.25	45547
71	10889	34264	24.12	45153
72	10737	33859	24.08	44596
73	10700	34411	23.72	45111
74	10481	34006	23.56	44487
75	10211	34276	22.95	44487
76	10316	33787	23.39	44103
77	10569	32878	24.33	43447
78	10610	33002	24.33	43612
79	10085	32763	23.54	42848
80	10246	32453	24.00	42699
81	10171	32516	23.83	42687
82	9934	31997	23.69	41931
83	9962	32017	23.73	41979
84	9771	31779	23.52	41550
85	9900	31506	23.91	41406
86	9879	31300	23.99	41179
87	9547	31209	23.42	40756
88	9385	31082	23.19	40467
89	9451	30141	23.87	39592
90	9458	30543	23.64	40001
91	9464	30487	23.69	39951
92	9324	29917	23.76	39241
93	9331	29725	23.89	39056
94	9058	29615	23.42	38673
95	9242	29630	23.78	38872
96	9031	29539	23.41	38570
97	8821	28909	23.38	37730
98	8992	29292	23.49	38284
99	8711	29137	23.02	37848
100	8747	28625	23.41	37372
101	8645	28641	23.19	37286
102	8365	27955	23.03	36320
103	8421	27923	23.17	36344
104	8212	27458	23.02	35670
105	8200	27932	22.69	36132
106	8113	27598	22.72	35711
107	8088	27514	22.72	35602
108	8103	27151	22.98	35254
109	8083	27216	22.90	35299
110	7776	26606	22.62	34382
111	7838	26602	22.76	34440
112	7882	26522	22.91	34404
113	7597	26187	22.49	33784
114	7728	25840	23.02	33568
115	7637	25797	22.84	33434
116	7619	25792	22.80	33411
117	7510	25674	22.63	33184
118	7374	25121	22.69	32495
119	7201	24848	22.47	32049
120	7349	24697	22.93	32046
121	7442	24709	23.15	32151
122	7138	24206	22.77	31344
123	7025	24107	22.57	31132
124	7379	23773	23.69	31152
125	7107	23959	22.88	31066
126	6998	23609	22.86	30607
127	6982	23614	22.82	30596
128	6798	23280	22.60	30078
129	6823	22963	22.91	29786
130	6755	22576	23.03	29331
131	6659	22700	22.68	29359
132	6594	22616	22.57	29210
133	6581	22573	22.57	29154
134	6329	21963	22.37	28292
135	6228	22245	21.87	28473
136	6430	21414	23.09	27844
137	6244	21604	22.42	27848
138	6221	21628	22.34	27849
139	6170	21266	22.49	27436
140	5982	21059	22.12	27041
141	6047	21213	22.18	27260
142	5885	20506	22.30	26391
143	5865	20475	22.27	26340
144	5977	19911	23.09	25888
145	5728	20350	21.96	26078
146	5607	20123	21.79	25730
147	5508	19909	21.67	25417
148	5247	19233	21.43	24480
149	4618	18701	19.80	23319
150	2849	17236	14.18	20085
151	0	11582	0.00	11582

CHG context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	28748	57627	33.28	86375
2	26331	52491	33.41	78822
3	19563	54285	26.49	73848
4	23801	62488	27.58	86289
5	23202	58201	28.50	81403
6	24965	57805	30.16	82770
7	23069	60397	27.64	83466
8	20140	58076	25.75	78216
9	19061	56242	25.31	75303
10	19941	53211	27.26	73152
11	18215	53720	25.32	71935
12	19092	54083	26.09	73175
13	19050	53832	26.14	72882
14	20186	52887	27.62	73073
15	18379	52957	25.76	71336
16	19108	53151	26.44	72259
17	18382	52780	25.83	71162
18	19832	52013	27.60	71845
19	17931	51953	25.66	69884
20	18309	52340	25.92	70649
21	17969	51896	25.72	69865
22	19300	51938	27.09	71238
23	17879	51411	25.80	69290
24	18296	51254	26.31	69550
25	17357	51462	25.22	68819
26	18685	50875	26.86	69560
27	17376	50525	25.59	67901
28	18300	50285	26.68	68585
29	17237	50225	25.55	67462
30	17854	49821	26.38	67675
31	16747	49584	25.25	66331
32	17439	49703	25.97	67142
33	16933	49154	25.62	66087
34	18183	49107	27.02	67290
35	16912	49604	25.43	66516
36	17191	48761	26.07	65952
37	16584	47892	25.72	64476
38	17456	48292	26.55	65748
39	16432	48072	25.47	64504
40	16793	47777	26.01	64570
41	15921	47373	25.15	63294
42	16847	46987	26.39	63834
43	15854	47524	25.01	63378
44	16595	47309	25.97	63904
45	15604	46618	25.08	62222
46	16379	47040	25.83	63419
47	15516	47281	24.71	62797
48	15672	46383	25.26	62055
49	15034	45987	24.64	61021
50	15727	45414	25.72	61141
51	14603	45509	24.29	60112
52	15584	45313	25.59	60897
53	14980	44838	25.04	59818
54	15367	44724	25.57	60091
55	14404	44854	24.31	59258
56	15032	44569	25.22	59601
57	14408	43674	24.81	58082
58	15168	43505	25.85	58673
59	14001	43118	24.51	57119
60	14571	43605	25.05	58176
61	14108	43317	24.57	57425
62	14472	42098	25.58	56570
63	13758	42328	24.53	56086
64	14016	42318	24.88	56334
65	13406	41828	24.27	55234
66	14217	41714	25.42	55931
67	13259	41933	24.02	55192
68	13917	42011	24.88	55928
69	13395	40977	24.64	54372
70	13714	40891	25.11	54605
71	12809	41159	23.73	53968
72	13206	40875	24.42	54081
73	12731	40621	23.86	53352
74	13259	40194	24.80	53453
75	12179	40303	23.21	52482
76	11997	40477	22.86	52474
77	12970	39609	24.67	52579
78	13118	39565	24.90	52683
79	12122	39456	23.50	51578
80	12711	38362	24.89	51073
81	12010	38173	23.93	50183
82	12744	38055	25.09	50799
83	11786	38245	23.56	50031
84	12251	38119	24.32	50370
85	11802	37756	23.81	49558
86	12516	37891	24.83	50407
87	11817	37354	24.03	49171
88	11761	36923	24.16	48684
89	11273	36487	23.60	47760
90	11476	36815	23.76	48291
91	10989	36357	23.21	47346
92	11595	35911	24.41	47506
93	11083	35788	23.65	46871
94	11446	35657	24.30	47103
95	10647	35558	23.04	46205
96	10842	35100	23.60	45942
97	10635	34555	23.53	45190
98	10813	34588	23.82	45401
99	10262	34300	23.03	44562
100	10658	34017	23.86	44675
101	10462	34090	23.48	44552
102	10447	33932	23.54	44379
103	9866	33778	22.61	43644
104	10446	32994	24.05	43440
105	10057	33307	23.19	43364
106	10377	32807	24.03	43184
107	9838	32496	23.24	42334
108	9952	32681	23.34	42633
109	9619	32206	23.00	41825
110	9800	31704	23.61	41504
111	9078	31380	22.44	40458
112	9828	31440	23.82	41268
113	9149	31103	22.73	40252
114	9728	30756	24.03	40484
115	9063	30952	22.65	40015
116	9254	30679	23.17	39933
117	8856	30325	22.60	39181
118	9086	29864	23.33	38950
119	8855	29839	22.88	38694
120	8764	29691	22.79	38455
121	8359	28980	22.39	37339
122	8590	28939	22.89	37529
123	8204	29024	22.04	37228
124	8555	28425	23.13	36980
125	8323	28138	22.83	36461
126	8623	28059	23.51	36682
127	8186	27685	22.82	35871
128	8368	27777	23.15	36145
129	7972	27732	22.33	35704
130	8113	27724	22.64	35837
131	7930	27248	22.54	35178
132	7874	27379	22.34	35253
133	7726	27061	22.21	34787
134	8018	26517	23.22	34535
135	7587	26480	22.27	34067
136	7725	26078	22.85	33803
137	7403	25812	22.29	33215
138	7612	25914	22.70	33526
139	7034	25369	21.71	32403
140	7480	25301	22.82	32781
141	7071	24942	22.09	32013
142	7327	24993	22.67	32320
143	6968	24681	22.02	31649
144	7094	24064	22.77	31158
145	6670	24051	21.71	30721
146	6932	24158	22.30	31090
147	6360	23693	21.16	30053
148	6159	23398	20.84	29557
149	4819	22510	17.63	27329
150	2907	21135	12.09	24042
151	0	14009	0.00	14009

CHH context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	108187	199958	35.11	308145
2	110994	192086	36.62	303080
3	88982	176835	33.47	265817
4	76890	169762	31.17	246652
5	73365	171069	30.01	244434
6	84684	180695	31.91	265379
7	77639	195589	28.42	273228
8	83719	204815	29.02	288534
9	79135	214713	26.93	293848
10	84311	212618	28.39	296929
11	82373	211728	28.01	294101
12	85431	206829	29.23	292260
13	81783	208360	28.19	290143
14	84107	207009	28.89	291116
15	79142	206592	27.70	285734
16	82485	204104	28.78	286589
17	78687	207004	27.54	285691
18	81548	203876	28.57	285424
19	77276	205381	27.34	282657
20	80979	203361	28.48	284340
21	78245	205450	27.58	283695
22	82014	201656	28.91	283670
23	78281	203631	27.77	281912
24	78825	200875	28.18	279700
25	74746	202206	26.99	276952
26	77532	199101	28.03	276633
27	74660	198870	27.29	273530
28	78135	194854	28.62	272989
29	75053	196367	27.65	271420
30	77107	193967	28.45	271074
31	72753	197247	26.95	270000
32	75975	195268	28.01	271243
33	72009	195006	26.97	267015
34	74728	192700	27.94	267428
35	71726	192894	27.11	264620
36	73532	189804	27.92	263336
37	70785	190834	27.06	261619
38	73043	188351	27.94	261394
39	69300	188636	26.87	257936
40	72025	186918	27.82	258943
41	69655	188021	27.03	257676
42	71112	185735	27.69	256847
43	67014	185791	26.51	252805
44	70234	184018	27.62	254252
45	67176	183733	26.77	250909
46	69237	181221	27.64	250458
47	67227	181691	27.01	248918
48	67732	181051	27.23	248783
49	64811	180221	26.45	245032
50	67984	178091	27.63	246075
51	64291	178933	26.43	243224
52	66557	177363	27.29	243920
53	64876	177116	26.81	241992
54	65110	176199	26.98	241309
55	62217	176641	26.05	238858
56	64019	175312	26.75	239331
57	60262	174363	25.68	234625
58	62241	171650	26.61	233891
59	60752	171792	26.12	232544
60	62300	169957	26.82	232257
61	59985	169676	26.12	229661
62	61908	167022	27.04	228930
63	59571	166961	26.30	226532
64	59880	166667	26.43	226547
65	58224	167629	25.78	225853
66	58625	164020	26.33	222645
67	56840	164551	25.67	221391
68	58403	162717	26.41	221120
69	55073	162126	25.36	217199
70	57180	159943	26.34	217123
71	54726	162422	25.20	217148
72	56027	159719	25.97	215746
73	53400	159764	25.05	213164
74	54400	159141	25.48	213541
75	50060	160057	23.82	210117
76	50932	157941	24.38	208873
77	53816	154094	25.88	207910
78	53645	153283	25.92	206928
79	51623	154116	25.09	205739
80	53204	151722	25.96	204926
81	50291	152008	24.86	202299
82	51849	151369	25.51	203218
83	50046	150217	24.99	200263
84	50447	148459	25.36	198906
85	48674	148118	24.73	196792
86	49402	146726	25.19	196128
87	47539	146442	24.51	193981
88	49183	145458	25.27	194641
89	47736	144731	24.80	192467
90	47984	142888	25.14	190872
91	46044	142499	24.42	188543
92	47803	140872	25.34	188675
93	45313	141827	24.21	187140
94	46013	138850	24.89	184863
95	45133	139134	24.49	184267
96	45777	137513	24.98	183290
97	43520	136709	24.15	180229
98	44818	135968	24.79	180786
99	42539	135641	23.87	178180
100	43710	133489	24.67	177199
101	43165	133418	24.44	176583
102	42897	131551	24.59	174448
103	41651	131545	24.05	173196
104	42205	130635	24.42	172840
105	40636	129764	23.85	170400
106	41435	128481	24.39	169916
107	40522	128869	23.92	169391
108	40894	127096	24.34	167990
109	39467	126266	23.81	165733
110	39719	125306	24.07	165025
111	38286	124006	23.59	162292
112	38981	123042	24.06	162023
113	38277	123185	23.71	161462
114	38152	121612	23.88	159764
115	36881	121390	23.30	158271
116	37941	120282	23.98	158223
117	36911	119391	23.62	156302
118	37009	118466	23.80	155475
119	36536	117406	23.73	153942
120	36773	116724	23.96	153497
121	35187	116260	23.23	151447
122	35549	114537	23.69	150086
123	34137	114257	23.00	148394
124	34571	112457	23.51	147028
125	34519	112536	23.47	147055
126	33936	111305	23.37	145241
127	32932	110028	23.04	142960
128	33508	109757	23.39	143265
129	32360	109360	22.83	141720
130	32430	108023	23.09	140453
131	32339	106785	23.24	139124
132	32026	105381	23.31	137407
133	31086	105243	22.80	136329
134	31656	103527	23.42	135183
135	30449	104198	22.61	134647
136	30549	103197	22.84	133746
137	30250	102210	22.84	132460
138	30301	100224	23.21	130525
139	29404	100286	22.67	129690
140	30065	99102	23.28	129167
141	29262	98145	22.97	127407
142	29018	96726	23.08	125744
143	28500	97303	22.65	125803
144	28312	95695	22.83	124007
145	27437	94784	22.45	122221
146	27156	93018	22.60	120174
147	25427	92347	21.59	117774
148	24042	89703	21.14	113745
149	19731	88343	18.26	108074
150	10716	83381	11.39	94097
151	0	54854	0.00	54854

