CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
98	27769	95204	22.58	122973
99	29749	94434	23.96	124183
100	26506	94624	21.88	121130
101	28990	94824	23.41	123814
102	27136	94357	22.34	121493
103	29766	93964	24.06	123730
104	26534	92962	22.20	119496
105	27893	94748	22.74	122641
106	27084	93812	22.40	120896
107	29367	93202	23.96	122569
108	26007	93512	21.76	119519
109	27684	93462	22.85	121146
110	27062	93782	22.39	120844
111	28769	93768	23.48	122537
112	25524	93017	21.53	118541
113	27796	93349	22.94	121145
114	26868	92959	22.42	119827
115	28439	93236	23.37	121675
116	25464	92100	21.66	117564
117	27309	92798	22.74	120107
118	26242	91940	22.20	118182
119	28540	92271	23.62	120811
120	24712	93103	20.98	117815
121	26966	92372	22.60	119338
122	26224	91763	22.23	117987
123	27821	91844	23.25	119665
124	24662	89907	21.53	114569
125	27316	91514	22.99	118830
126	25679	91826	21.85	117505
127	27114	90065	23.14	117179
128	24466	91062	21.18	115528
129	26297	90471	22.52	116768
130	25418	90564	21.92	115982
131	27497	89986	23.41	117483
132	24201	89668	21.25	113869
133	25767	90218	22.22	115985
134	25448	89839	22.07	115287
135	26398	89355	22.81	115753
136	23780	88567	21.17	112347
137	25328	89087	22.14	114415
138	24731	88999	21.75	113730
139	26336	88191	23.00	114527
140	23312	88439	20.86	111751
141	25017	87387	22.26	112404
142	24198	88380	21.49	112578
143	25749	87827	22.67	113576
144	22559	87032	20.58	109591
145	24474	86988	21.96	111462
146	23458	87199	21.20	110657
147	24902	87186	22.22	112088
148	22218	85611	20.60	107829
149	23121	84590	21.47	107711
150	22822	83961	21.37	106783
151	18341	60716	23.20	79057

CHH context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	223233	352627	38.77	575860
2	140905	347898	28.83	488803
3	163841	344366	32.24	508207
4	135746	336609	28.74	472355
5	144877	343902	29.64	488779
6	136608	377871	26.55	514479
7	139082	379707	26.81	518789
8	128397	391307	24.71	519704
9	137739	389354	26.13	527093
10	128103	392458	24.61	520561
11	141358	387642	26.72	529000
12	127070	394650	24.36	521720
13	139734	387726	26.49	527460
14	134941	393981	25.51	528922
15	137489	390429	26.04	527918
16	126647	393741	24.34	520388
17	137814	391872	26.02	529686
18	130824	397766	24.75	528590
19	140675	388691	26.57	529366
20	133576	397065	25.17	530641
21	143289	392560	26.74	535849
22	125769	398024	24.01	523793
23	140916	391723	26.46	532639
24	128579	396643	24.48	525222
25	136786	389391	26.00	526177
26	129326	394402	24.69	523728
27	135744	391615	25.74	527359
28	127840	394455	24.48	522295
29	139654	392094	26.26	531748
30	128571	398810	24.38	527381
31	140249	390164	26.44	530413
32	129512	398448	24.53	527960
33	139530	393104	26.20	532634
34	128743	396600	24.51	525343
35	139322	391025	26.27	530347
36	128012	398795	24.30	526807
37	139490	390190	26.33	529680
38	131248	396403	24.87	527651
39	139293	391964	26.22	531257
40	128028	398184	24.33	526212
41	140530	391190	26.43	531720
42	127582	400771	24.15	528353
43	139445	392430	26.22	531875
44	131413	395046	24.96	526459
45	139272	390246	26.30	529518
46	128035	395175	24.47	523210
47	136783	390128	25.96	526911
48	126427	394115	24.29	520542
49	137996	386849	26.29	524845
50	126983	393834	24.38	520817
51	134797	388421	25.76	523218
52	125897	391158	24.35	517055
53	132726	384827	25.64	517553
54	121055	392356	23.58	513411
55	132500	385727	25.57	518227
56	123538	386787	24.21	510325
57	128968	381923	25.24	510891
58	120260	383145	23.89	503405
59	131350	376731	25.85	508081
60	120953	385261	23.89	506214
61	131836	376825	25.92	508661
62	121711	384413	24.05	506124
63	126792	380679	24.99	507471
64	121142	379353	24.20	500495
65	130623	374536	25.86	505159
66	121129	381730	24.09	502859
67	129385	379505	25.42	508890
68	120083	388485	23.61	508568
69	128062	384432	24.99	512494
70	119550	387308	23.59	506858
71	130457	383523	25.38	513980
72	121223	389410	23.74	510633
73	131309	382490	25.56	513799
74	122437	387199	24.02	509636
75	127456	382914	24.97	510370
76	120258	384199	23.84	504457
77	127633	381534	25.07	509167
78	119821	385741	23.70	505562
79	129546	382465	25.30	512011
80	121467	386318	23.92	507785
81	126611	380962	24.94	507573
82	118686	383096	23.65	501782
83	127702	379419	25.18	507121
84	119648	384632	23.73	504280
85	126556	378415	25.06	504971
86	118484	380677	23.74	499161
87	125214	378274	24.87	503488
88	116669	381634	23.41	498303
89	125655	377612	24.97	503267
90	116752	382164	23.40	498916
91	125982	375889	25.10	501871
92	117611	381989	23.54	499600
93	123221	377501	24.61	500722
94	117216	380041	23.57	497257
95	123810	374821	24.83	498631
96	116094	379057	23.45	495151
97	123271	373782	24.80	497053
98	114883	377027	23.35	491910
99	120829	373764	24.43	494593
100	114936	375807	23.42	490743
101	122292	374222	24.63	496514
102	114093	375630	23.30	489723
103	120974	370091	24.64	491065
104	114148	375177	23.33	489325
105	118790	370888	24.26	489678
106	111542	373694	22.99	485236
107	118685	368540	24.36	487225
108	111119	373506	22.93	484625
109	119227	366793	24.53	486020
110	112136	371748	23.17	483884
111	116795	367976	24.09	484771
112	110987	369721	23.09	480708
113	117419	364466	24.37	481885
114	109400	369534	22.84	478934
115	115369	365192	24.01	480561
116	109423	367869	22.93	477292
117	114161	365559	23.80	479720
118	108660	366052	22.89	474712
119	114786	361175	24.12	475961
120	107330	366909	22.63	474239
121	113484	360121	23.96	473605
122	106705	363552	22.69	470257
123	110831	358446	23.62	469277
124	106826	360722	22.85	467548
125	111141	356675	23.76	467816
126	104899	361467	22.49	466366
127	110906	354849	23.81	465755
128	104521	358064	22.59	462585
129	108378	355203	23.38	463581
130	102265	357421	22.25	459686
131	107806	353334	23.38	461140
132	101513	357937	22.09	459450
133	107599	352792	23.37	460391
134	102180	353638	22.42	455818
135	104854	350339	23.04	455193
136	100902	351330	22.31	452232
137	104924	348851	23.12	453775
138	99274	350412	22.08	449686
139	103190	346459	22.95	449649
140	99182	349176	22.12	448358
141	100917	346973	22.53	447890
142	96646	347369	21.77	444015
143	100841	341842	22.78	442683
144	96093	344315	21.82	440408
145	100123	340605	22.72	440728
146	95813	344068	21.78	439881
147	98137	340450	22.38	438587
148	94974	340374	21.82	435348
149	98481	336151	22.66	434632
150	88248	326599	21.27	414847
151	70703	235226	23.11	305929

CpG context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	18517	67761	21.46	86278
2	12263	80912	13.16	93175
3	16904	79753	17.49	96657
4	18511	82426	18.34	100937
5	15829	77257	17.00	93086
6	18792	77656	19.48	96448
7	14913	71836	17.19	86749
8	14929	70341	17.51	85270
9	15113	69135	17.94	84248
10	15773	70712	18.24	86485
11	15871	71046	18.26	86917
12	16340	70445	18.83	86785
13	16034	71131	18.39	87165
14	16125	69556	18.82	85681
15	15843	69818	18.49	85661
16	15846	69474	18.57	85320
17	15682	69301	18.45	84983
18	15217	68721	18.13	83938
19	15148	68637	18.08	83785
20	15426	68662	18.35	84088
21	15819	68802	18.69	84621
22	15812	67545	18.97	83357
23	14855	67767	17.98	82622
24	15237	68161	18.27	83398
25	14860	67446	18.05	82306
26	15238	66560	18.63	81798
27	15409	66684	18.77	82093
28	15463	65745	19.04	81208
29	14772	66242	18.23	81014
30	14884	65496	18.52	80380
31	14546	65652	18.14	80198
32	14728	65324	18.40	80052
33	14790	65123	18.51	79913
34	14680	65259	18.36	79939
35	14487	64772	18.28	79259
36	14601	64614	18.43	79215
37	14409	64203	18.33	78612
38	14204	64024	18.16	78228
39	14038	63791	18.04	77829
40	14129	63302	18.25	77431
41	14363	63404	18.47	77767
42	14239	62903	18.46	77142
43	14180	62679	18.45	76859
44	14224	62616	18.51	76840
45	14234	62196	18.62	76430
46	14128	61171	18.76	75299
47	13811	60968	18.47	74779
48	13843	61128	18.46	74971
49	13619	61170	18.21	74789
50	13347	60538	18.06	73885
51	13447	60656	18.15	74103
52	13747	60189	18.59	73936
53	13465	59846	18.37	73311
54	13328	60323	18.10	73651
55	12807	60031	17.58	72838
56	12951	59485	17.88	72436
57	12796	58856	17.86	71652
58	12775	58029	18.04	70804
59	12558	57918	17.82	70476
60	12681	58060	17.93	70741
61	12515	57667	17.83	70182
62	12847	56576	18.51	69423
63	12612	56701	18.20	69313
64	12376	57147	17.80	69523
65	12413	56596	17.99	69009
66	12544	56136	18.26	68680
67	12244	55709	18.02	67953
68	12253	55878	17.98	68131
69	12145	55186	18.04	67331
70	11991	55271	17.83	67262
71	12021	54646	18.03	66667
72	11854	54406	17.89	66260
73	11769	54823	17.67	66592
74	11581	54060	17.64	65641
75	11063	54000	17.00	65063
76	10980	52719	17.24	63699
77	11569	52130	18.16	63699
78	11674	52529	18.18	64203
79	11216	52582	17.58	63798
80	11261	52237	17.73	63498
81	11353	51779	17.98	63132
82	11182	51827	17.75	63009
83	10936	51251	17.59	62187
84	10977	51027	17.70	62004
85	11024	51172	17.72	62196
86	10779	50590	17.56	61369
87	10701	50254	17.56	60955
88	10429	49881	17.29	60310
89	10304	50188	17.03	60492
90	10494	49836	17.39	60330
91	10427	49431	17.42	59858
92	10345	48340	17.63	58685
93	10239	48845	17.33	59084
94	10015	48285	17.18	58300
95	10070	48001	17.34	58071
96	10035	47886	17.33	57921
97	10016	47314	17.47	57330
98	9923	47054	17.42	56977
99	9691	46806	17.15	56497
100	9737	46021	17.46	55758
101	9611	46011	17.28	55622
102	9468	46001	17.07	55469
103	9476	45471	17.25	54947
104	9394	45591	17.08	54985
105	9033	45032	16.71	54065
106	9045	44497	16.89	53542
107	9150	44328	17.11	53478
108	9214	44480	17.16	53694
109	9180	44431	17.12	53611
110	9121	44247	17.09	53368
111	8947	43881	16.94	52828
112	9030	43337	17.24	52367
113	8986	43033	17.27	52019
114	8742	42915	16.92	51657
115	8754	42279	17.15	51033
116	8662	42026	17.09	50688
117	8727	41583	17.35	50310
118	8502	41551	16.99	50053
119	8425	41274	16.95	49699
120	8336	40923	16.92	49259
121	8119	40693	16.63	48812
122	8368	40270	17.20	48638
123	8179	40314	16.87	48493
124	8079	39951	16.82	48030
125	8156	39760	17.02	47916
126	7950	39127	16.89	47077
127	8023	39088	17.03	47111
128	8020	39001	17.06	47021
129	7866	38690	16.90	46556
130	7721	37487	17.08	45208
131	7591	37431	16.86	45022
132	7653	37264	17.04	44917
133	7635	37222	17.02	44857
134	7519	36812	16.96	44331
135	7388	36961	16.66	44349
136	7422	36521	16.89	43943
137	7472	36098	17.15	43570
138	7464	35648	17.31	43112
139	7139	35828	16.62	42967
140	7058	34865	16.84	41923
141	6994	34556	16.83	41550
142	7069	34703	16.92	41772
143	6897	34510	16.66	41407
144	6773	34033	16.60	40806
145	6672	33727	16.52	40399
146	6609	33447	16.50	40056
147	6497	32893	16.49	39390
148	6206	32588	16.00	38794
149	5282	31464	14.37	36746
150	3158	29868	9.56	33026
151	0	18837	0.00	18837

CHG context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	28144	87673	24.30	115817
2	27316	76809	26.23	104125
3	19341	83792	18.75	103133
4	22894	88269	20.59	111163
5	22535	89208	20.17	111743
6	25685	89252	22.35	114937
7	23222	91264	20.28	114486
8	20122	86605	18.85	106727
9	19349	84413	18.65	103762
10	20811	81809	20.28	102620
11	19332	83150	18.86	102482
12	20101	83576	19.39	103677
13	19422	83139	18.94	102561
14	21192	82567	20.42	103759
15	18723	82250	18.54	100973
16	19308	81606	19.13	100914
17	18804	80455	18.94	99259
18	20462	80787	20.21	101249
19	18319	80455	18.55	98774
20	19188	80785	19.19	99973
21	18648	81581	18.61	100229
22	20410	79725	20.38	100135
23	18662	79824	18.95	98486
24	18756	79570	19.08	98326
25	18286	79487	18.70	97773
26	19677	79137	19.91	98814
27	17996	78990	18.56	96986
28	18437	79187	18.89	97624
29	17981	79042	18.53	97023
30	19458	77879	19.99	97337
31	17807	78034	18.58	95841
32	18376	76953	19.28	95329
33	17526	76928	18.56	94454
34	19009	76460	19.91	95469
35	17407	76591	18.52	93998
36	17520	76672	18.60	94192
37	17093	75325	18.50	92418
38	18249	74729	19.63	92978
39	16699	74992	18.21	91691
40	17203	75091	18.64	92294
41	17131	74238	18.75	91369
42	17716	74667	19.18	92383
43	16363	73936	18.12	90299
44	16838	73644	18.61	90482
45	16298	72764	18.30	89062
46	17620	73081	19.43	90701
47	16452	72871	18.42	89323
48	16205	72889	18.19	89094
49	16155	72516	18.22	88671
50	17282	71472	19.47	88754
51	15767	70758	18.22	86525
52	16398	70657	18.84	87055
53	15920	69946	18.54	85866
54	16404	69981	18.99	86385
55	15337	70422	17.88	85759
56	15978	69979	18.59	85957
57	15098	69919	17.76	85017
58	16126	69716	18.79	85842
59	14901	69095	17.74	83996
60	15468	68623	18.39	84091
61	14973	68299	17.98	83272
62	15762	68193	18.77	83955
63	14928	67444	18.12	82372
64	14874	66656	18.24	81530
65	14333	66985	17.63	81318
66	15113	67010	18.40	82123
67	14505	66971	17.80	81476
68	14802	65556	18.42	80358
69	14184	64932	17.93	79116
70	14747	65049	18.48	79796
71	13764	65117	17.45	78881
72	14154	64853	17.91	79007
73	13333	64457	17.14	77790
74	13909	64824	17.67	78733
75	13011	64861	16.71	77872
76	13093	64690	16.83	77783
77	13655	63824	17.62	77479
78	14469	62706	18.75	77175
79	12974	62325	17.23	75299
80	13439	62758	17.64	76197
81	13007	61516	17.45	74523
82	13542	61985	17.93	75527
83	12824	61638	17.22	74462
84	13195	60203	17.98	73398
85	12652	60813	17.22	73465
86	13316	60518	18.04	73834
87	12344	60062	17.05	72406
88	12678	60819	17.25	73497
89	12474	58857	17.49	71331
90	12906	58830	17.99	71736
91	12121	59026	17.04	71147
92	12392	58733	17.42	71125
93	11831	58492	16.82	70323
94	12517	57564	17.86	70081
95	11863	57211	17.17	69074
96	12067	56930	17.49	68997
97	11650	57378	16.88	69028
98	12305	57190	17.71	69495
99	11480	56355	16.92	67835
100	11535	55983	17.08	67518
101	11194	55070	16.89	66264
102	11738	55011	17.59	66749
103	10887	54995	16.52	65882
104	11187	54360	17.07	65547
105	11030	54349	16.87	65379
106	11480	53949	17.55	65429
107	10941	53785	16.90	64726
108	10850	53349	16.90	64199
109	10713	53170	16.77	63883
110	11201	52376	17.62	63577
111	10386	52271	16.58	62657
112	10779	51878	17.20	62657
113	10207	51692	16.49	61899
114	10758	51409	17.31	62167
115	10075	50522	16.63	60597
116	10214	50164	16.92	60378
117	9710	50309	16.18	60019
118	10522	49453	17.54	59975
119	10016	49822	16.74	59838
120	10157	49153	17.13	59310
121	9964	48853	16.94	58817
122	9980	48638	17.03	58618
123	9575	47375	16.81	56950
124	9760	46949	17.21	56709
125	9343	47297	16.50	56640
126	9755	46549	17.33	56304
127	9283	46037	16.78	55320
128	9395	46280	16.87	55675
129	9138	45874	16.61	55012
130	9620	45256	17.53	54876
131	8833	45184	16.35	54017
132	8939	45445	16.44	54384
133	8766	45215	16.24	53981
134	9217	44369	17.20	53586
135	8712	43806	16.59	52518
136	8761	43157	16.87	51918
137	8523	43729	16.31	52252
138	8729	42966	16.89	51695
139	8273	42220	16.38	50493
140	8516	42270	16.77	50786
141	8101	42025	16.16	50126
142	8248	41435	16.60	49683
143	7799	41593	15.79	49392
144	8057	41002	16.42	49059
145	7618	40132	15.95	47750
146	7885	39828	16.53	47713
147	7317	39209	15.73	46526
148	6786	38802	14.89	45588
149	5648	37948	12.96	43596
150	3301	35561	8.49	38862
151	0	22799	0.00	22799

CHH context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	104879	304939	25.59	409818
2	108244	298475	26.61	406719
3	85985	290682	22.83	376667
4	74329	278682	21.06	353011
5	73765	278875	20.92	352640
6	84536	295538	22.24	380074
7	78311	308154	20.26	386465
8	85497	317118	21.24	402615
9	80635	325240	19.87	405875
10	84792	324833	20.70	409625
11	84211	323400	20.66	407611
12	86817	318384	21.43	405201
13	82915	319736	20.59	402651
14	85212	318090	21.13	403302
15	79740	316863	20.11	396603
16	82863	315588	20.80	398451
17	81687	317565	20.46	399252
18	82752	313438	20.89	396190
19	78989	315305	20.03	394294
20	82397	313334	20.82	395731
21	79943	313797	20.30	393740
22	82746	309561	21.09	392307
23	80099	312217	20.42	392316
24	80670	308549	20.73	389219
25	76338	308570	19.83	384908
26	80091	305003	20.80	385094
27	76842	305050	20.12	381892
28	79687	301457	20.91	381144
29	77424	303660	20.32	381084
30	79273	300959	20.85	380232
31	74582	304135	19.69	378717
32	77619	300717	20.52	378336
33	74172	301398	19.75	375570
34	76426	297091	20.46	373517
35	74628	298175	20.02	372803
36	75372	294938	20.35	370310
37	73179	294565	19.90	367744
38	76003	291862	20.66	367865
39	71911	293644	19.67	365555
40	74930	290689	20.49	365619
41	73031	291746	20.02	364777
42	73880	289617	20.32	363497
43	70871	289316	19.68	360187
44	73037	287619	20.25	360656
45	69650	286509	19.56	356159
46	71461	283152	20.15	354613
47	69774	285769	19.62	355543
48	70237	283478	19.86	353715
49	67027	282499	19.18	349526
50	69929	278584	20.06	348513
51	66532	279853	19.21	346385
52	69100	278105	19.90	347205
53	67892	276832	19.69	344724
54	68670	274489	20.01	343159
55	65356	275871	19.15	341227
56	67733	273539	19.85	341272
57	64141	273900	18.97	338041
58	65901	270651	19.58	336552
59	65013	269343	19.44	334356
60	66798	265426	20.11	332224
61	63662	265962	19.31	329624
62	66348	262109	20.20	328457
63	63363	265239	19.28	328602
64	62746	264203	19.19	326949
65	60920	263033	18.81	323953
66	62405	260616	19.32	323021
67	60655	260061	18.91	320716
68	61970	257895	19.37	319865
69	59075	256878	18.70	315953
70	60598	255750	19.16	316348
71	59042	256155	18.73	315197
72	60258	252880	19.24	313138
73	56960	253299	18.36	310259
74	57893	252402	18.66	310295
75	53882	253193	17.55	307075
76	54269	251819	17.73	306088
77	58595	246515	19.20	305110
78	59033	244053	19.48	303086
79	56431	244958	18.72	301389
80	57676	243279	19.16	300955
81	54136	242411	18.26	296547
82	56136	240661	18.91	296797
83	54305	240800	18.40	295105
84	55192	238693	18.78	293885
85	53268	238041	18.29	291309
86	54183	236163	18.66	290346
87	51132	234689	17.89	285821
88	52874	232145	18.55	285019
89	51953	231899	18.30	283852
90	52272	229177	18.57	281449
91	50302	228104	18.07	278406
92	51780	227553	18.54	279333
93	49862	226352	18.05	276214
94	50618	223911	18.44	274529
95	49701	224025	18.16	273726
96	50034	222762	18.34	272796
97	47891	222251	17.73	270142
98	49687	218823	18.50	268510
99	47344	218566	17.80	265910
100	48139	217277	18.14	265416
101	47423	217138	17.93	264561
102	47565	215419	18.09	262984
103	46133	214406	17.71	260539
104	47132	212611	18.15	259743
105	45299	211442	17.64	256741
106	46035	211267	17.89	257302
107	45683	209026	17.94	254709
108	45304	207215	17.94	252519
109	44011	206794	17.55	250805
110	44602	205084	17.86	249686
111	43378	204426	17.50	247804
112	43933	202302	17.84	246235
113	43233	202199	17.62	245432
114	43372	197896	17.98	241268
115	41588	197713	17.38	239301
116	42443	196079	17.79	238522
117	40622	196146	17.16	236768
118	41734	194246	17.69	235980
119	40731	193038	17.42	233769
120	41386	192279	17.71	233665
121	40015	191568	17.28	231583
122	40460	189485	17.60	229945
123	38962	188884	17.10	227846
124	39589	185961	17.55	225550
125	39027	186025	17.34	225052
126	39244	184389	17.55	223633
127	37657	183219	17.05	220876
128	38597	180872	17.59	219469
129	37257	181430	17.04	218687
130	37807	178968	17.44	216775
131	37161	177905	17.28	215066
132	36839	176364	17.28	213203
133	35483	175217	16.84	210700
134	36342	173559	17.31	209901
135	35129	172272	16.94	207401
136	35387	170533	17.18	205920
137	34885	170449	16.99	205334
138	34805	168795	17.09	203600
139	33650	167736	16.71	201386
140	34309	166085	17.12	200394
141	32874	165559	16.57	198433
142	33453	163290	17.00	196743
143	32690	162975	16.71	195665
144	32862	160143	17.03	193005
145	31419	160151	16.40	191570
146	31614	157357	16.73	188971
147	29288	155098	15.88	184386
148	27661	152068	15.39	179729
149	22464	148629	13.13	171093
150	12245	139928	8.05	152173
151	0	89436	0.00	89436

