CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
78	13608	60766	18.30	74374
79	13866	61386	18.43	75252
80	13645	61973	18.04	75618
81	13629	60894	18.29	74523
82	13115	60635	17.78	73750
83	13671	61603	18.16	75274
84	13708	61490	18.23	75198
85	13893	60906	18.57	74799
86	13568	60606	18.29	74174
87	13903	61727	18.38	75630
88	13364	60555	18.08	73919
89	13796	60697	18.52	74493
90	13179	60746	17.83	73925
91	13507	59947	18.39	73454
92	13103	59683	18.00	72786
93	13554	60684	18.26	74238
94	13194	59161	18.24	72355
95	13262	60233	18.04	73495
96	13124	59663	18.03	72787
97	13173	59738	18.07	72911
98	13120	60152	17.91	73272
99	13596	60685	18.30	74281
100	13272	60088	18.09	73360
101	13463	58938	18.60	72401
102	13026	58651	18.17	71677
103	13026	59527	17.95	72553
104	12974	59679	17.86	72653
105	13314	59290	18.34	72604
106	12847	58148	18.10	70995
107	13190	59257	18.21	72447
108	12660	59557	17.53	72217
109	13339	57968	18.71	71307
110	12713	58322	17.90	71035
111	13409	59255	18.45	72664
112	12883	58391	18.08	71274
113	12912	58372	18.11	71284
114	12890	59215	17.88	72105
115	12819	58877	17.88	71696
116	12680	58320	17.86	71000
117	13003	57763	18.37	70766
118	12512	57497	17.87	70009
119	12540	57949	17.79	70489
120	12575	58175	17.77	70750
121	12800	56582	18.45	69382
122	12700	57063	18.20	69763
123	12912	57137	18.43	70049
124	12541	56630	18.13	69171
125	12527	56961	18.03	69488
126	12178	56758	17.67	68936
127	12644	56193	18.37	68837
128	12124	55882	17.83	68006
129	12200	55997	17.89	68197
130	12362	55625	18.18	67987
131	12271	56572	17.82	68843
132	12275	56662	17.81	68937
133	12594	55954	18.37	68548
134	12086	55502	17.88	67588
135	12165	54799	18.17	66964
136	11907	53967	18.08	65874
137	12405	54599	18.51	67004
138	11668	54243	17.70	65911
139	11627	53846	17.76	65473
140	11790	55115	17.62	66905
141	11843	54536	17.84	66379
142	11447	53334	17.67	64781
143	11914	53823	18.12	65737
144	11554	54012	17.62	65566
145	11836	52517	18.39	64353
146	11484	52948	17.82	64432
147	11730	52465	18.27	64195
148	11137	52098	17.61	63235
149	10774	50603	17.55	61377
150	10122	46998	17.72	57120
151	9264	35846	20.54	45110

CHG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	35483	70637	33.44	106120
2	28199	72647	27.96	100846
3	34491	74064	31.77	108555
4	23716	66900	26.17	90616
5	25980	63167	29.14	89147
6	25183	64036	28.23	89219
7	24990	68275	26.79	93265
8	21050	71051	22.86	92101
9	24310	69113	26.02	93423
10	22824	69427	24.74	92251
11	25955	68485	27.48	94440
12	20161	68916	22.63	89077
13	25552	68870	27.06	94422
14	25116	69113	26.65	94229
15	25624	68862	27.12	94486
16	22406	70571	24.10	92977
17	25117	70587	26.24	95704
18	24253	70248	25.66	94501
19	26226	70301	27.17	96527
20	21929	69960	23.86	91889
21	24582	69993	25.99	94575
22	23956	71139	25.19	95095
23	26252	69816	27.33	96068
24	20524	70487	22.55	91011
25	24585	69188	26.22	93773
26	23823	69761	25.46	93584
27	25018	69394	26.50	94412
28	21311	70110	23.31	91421
29	23716	69873	25.34	93589
30	23034	70277	24.69	93311
31	25305	70472	26.42	95777
32	21104	70528	23.03	91632
33	24731	69289	26.30	94020
34	23469	70344	25.02	93813
35	25335	70309	26.49	95644
36	21271	69895	23.33	91166
37	23827	70126	25.36	93953
38	23598	70428	25.10	94026
39	25294	70119	26.51	95413
40	21640	70443	23.50	92083
41	24343	69558	25.92	93901
42	23046	69940	24.78	92986
43	25492	70636	26.52	96128
44	21055	69899	23.15	90954
45	24382	69517	25.97	93899
46	24214	70071	25.68	94285
47	24672	69959	26.07	94631
48	20153	70974	22.12	91127
49	24143	68684	26.01	92827
50	22543	69754	24.42	92297
51	25036	69256	26.55	94292
52	21684	68963	23.92	90647
53	24155	69468	25.80	93623
54	22280	69613	24.25	91893
55	24775	69486	26.28	94261
56	20471	69165	22.84	89636
57	23802	69299	25.57	93101
58	23015	68484	25.15	91499
59	24540	67300	26.72	91840
60	19782	68162	22.49	87944
61	24007	67285	26.30	91292
62	22934	69408	24.84	92342
63	23810	68786	25.71	92596
64	19512	67353	22.46	86865
65	23484	66127	26.21	89611
66	22408	66903	25.09	89311
67	24147	69162	25.88	93309
68	19716	70356	21.89	90072
69	23551	69506	25.31	93057
70	21823	69829	23.81	91652
71	23583	69953	25.21	93536
72	20087	70008	22.30	90095
73	23427	69315	25.26	92742
74	22202	69678	24.16	91880
75	23575	69488	25.33	93063
76	19751	69238	22.19	88989
77	22678	68916	24.76	91594
78	21561	68563	23.92	90124
79	22989	68566	25.11	91555
80	19247	69181	21.77	88428
81	22843	68317	25.06	91160
82	21747	69104	23.94	90851
83	23496	69546	25.25	93042
84	19308	69494	21.74	88802
85	22273	69080	24.38	91353
86	22170	68244	24.52	90414
87	22537	68591	24.73	91128
88	19272	68805	21.88	88077
89	22032	67701	24.55	89733
90	20958	68609	23.40	89567
91	23874	68290	25.90	92164
92	19421	68783	22.02	88204
93	22006	68004	24.45	90010
94	21401	67931	23.96	89332
95	23020	67898	25.32	90918
96	18853	68168	21.66	87021
97	21890	67439	24.50	89329
98	21107	68386	23.59	89493
99	22934	67442	25.38	90376
100	19014	67504	21.98	86518
101	21790	66977	24.55	88767
102	20728	67518	23.49	88246
103	22903	67291	25.39	90194
104	19073	67593	22.01	86666
105	21913	67042	24.63	88955
106	20198	67239	23.10	87437
107	21552	66808	24.39	88360
108	18909	67238	21.95	86147
109	21590	66724	24.45	88314
110	20323	66499	23.41	86822
111	21623	66224	24.61	87847
112	18433	66351	21.74	84784
113	21004	66398	24.03	87402
114	19273	66484	22.47	85757
115	21400	67129	24.17	88529
116	18435	66204	21.78	84639
117	20978	65559	24.24	86537
118	19315	65805	22.69	85120
119	21326	65707	24.50	87033
120	17631	65826	21.13	83457
121	21111	65437	24.39	86548
122	19528	65551	22.95	85079
123	21387	64832	24.81	86219
124	18121	64221	22.01	82342
125	20408	63369	24.36	83777
126	19097	64587	22.82	83684
127	20231	64139	23.98	84370
128	17277	64639	21.09	81916
129	19726	63720	23.64	83446
130	18606	64118	22.49	82724
131	19895	63467	23.87	83362
132	16845	63312	21.02	80157
133	20055	63053	24.13	83108
134	18373	63379	22.47	81752
135	19287	62807	23.49	82094
136	17327	62989	21.57	80316
137	19539	62047	23.95	81586
138	17721	61743	22.30	79464
139	19364	62013	23.80	81377
140	16387	62367	20.81	78754
141	18981	62247	23.37	81228
142	17410	62198	21.87	79608
143	18596	61724	23.15	80320
144	16133	60934	20.93	77067
145	18668	60090	23.70	78758
146	17239	60730	22.11	77969
147	18247	61055	23.01	79302
148	15423	60526	20.31	75949
149	16928	59128	22.26	76056
150	17993	58880	23.41	76873
151	14461	40959	26.09	55420

CHH context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	239263	235539	50.39	474802
2	152167	250049	37.83	402216
3	180753	243375	42.62	424128
4	135459	241394	35.94	376853
5	161026	248062	39.36	409088
6	134030	279854	32.38	413884
7	167004	289457	36.59	456461
8	137741	297588	31.64	435329
9	162597	297835	35.31	460432
10	128504	300737	29.94	429241
11	155867	296469	34.46	452336
12	125676	301960	29.39	427636
13	161137	297991	35.10	459128
14	142294	303176	31.94	445470
15	160807	300896	34.83	461703
16	133109	303916	30.46	437025
17	154918	301637	33.93	456555
18	130151	302081	30.11	432232
19	164503	299091	35.48	463594
20	137269	305434	31.01	442703
21	167298	299974	35.80	467272
22	133264	303675	30.50	436939
23	160218	299777	34.83	459995
24	131078	303824	30.14	434902
25	162167	300336	35.06	462503
26	136897	303704	31.07	440601
27	158601	300532	34.54	459133
28	134650	302250	30.82	436900
29	163106	300771	35.16	463877
30	135034	305678	30.64	440712
31	167392	299762	35.83	467154
32	138031	306044	31.08	444075
33	162878	298639	35.29	461517
34	135800	303794	30.89	439594
35	161601	300767	34.95	462368
36	136270	303633	30.98	439903
37	170587	297978	36.41	468565
38	139971	302515	31.63	442486
39	165278	298751	35.62	464029
40	134097	302762	30.70	436859
41	163695	297639	35.48	461334
42	138547	302025	31.45	440572
43	169801	298992	36.22	468793
44	144638	303504	32.28	448142
45	166088	298164	35.78	464252
46	136946	302598	31.16	439544
47	158166	299026	34.60	457192
48	132676	300024	30.66	432700
49	169676	295878	36.45	465554
50	143165	299462	32.34	442627
51	163023	295556	35.55	458579
52	133193	297859	30.90	431052
53	154879	292760	34.60	447639
54	126840	298078	29.85	424918
55	155914	294075	34.65	449989
56	136683	294500	31.70	431183
57	154573	291599	34.64	446172
58	131022	289454	31.16	420476
59	153228	284168	35.03	437396
60	125174	291137	30.07	416311
61	155835	285952	35.27	441787
62	131429	290333	31.16	421762
63	152221	286566	34.69	438787
64	129407	285660	31.18	415067
65	151996	280618	35.13	432614
66	127760	287302	30.78	415062
67	152998	288543	34.65	441541
68	129481	292216	30.70	421697
69	149392	289326	34.05	438718
70	128746	291859	30.61	420605
71	153897	290851	34.60	444748
72	130079	293735	30.69	423814
73	156008	290673	34.93	446681
74	133411	295185	31.13	428596
75	149633	289042	34.11	438675
76	129625	292912	30.68	422537
77	152292	291167	34.34	443459
78	129418	292056	30.71	421474
79	156595	289809	35.08	446404
80	132755	290631	31.36	423386
81	150561	287615	34.36	438176
82	128137	291934	30.50	420071
83	145726	289469	33.49	435195
84	128730	292618	30.55	421348
85	153282	289730	34.60	443012
86	133397	289164	31.57	422561
87	147060	287469	33.84	434529
88	125523	288425	30.32	413948
89	145120	286305	33.64	431425
90	124590	287383	30.24	411973
91	150714	284787	34.61	435501
92	131182	287603	31.32	418785
93	145010	284585	33.76	429595
94	126824	288451	30.54	415275
95	140120	284815	32.97	424935
96	123881	284341	30.35	408222
97	144588	281057	33.97	425645
98	127436	282903	31.06	410339
99	140543	282504	33.22	423047
100	122543	284334	30.12	406877
101	138357	281363	32.96	419720
102	119462	284532	29.57	403994
103	139572	281117	33.18	420689
104	123344	283131	30.34	406475
105	134559	280664	32.41	415223
106	121271	280252	30.20	401523
107	132325	278661	32.20	410986
108	115935	278821	29.37	394756
109	135579	276634	32.89	412213
110	120793	277954	30.29	398747
111	131517	274660	32.38	406177
112	117121	275652	29.82	392773
113	128609	275262	31.84	403871
114	115523	275603	29.54	391126
115	129796	273529	32.18	403325
116	117926	273200	30.15	391126
117	125174	272034	31.51	397208
118	113737	271733	29.51	385470
119	123836	269607	31.47	393443
120	109361	270580	28.78	379941
121	126133	268538	31.96	394671
122	112495	269332	29.46	381827
123	120276	266666	31.08	386942
124	109749	268549	29.01	378298
125	116685	266288	30.47	382973
126	105368	268845	28.16	374213
127	119158	265715	30.96	384873
128	107454	265764	28.79	373218
129	114700	263125	30.36	377825
130	105942	263087	28.71	369029
131	113446	260982	30.30	374428
132	101738	261278	28.03	363016
133	112417	258501	30.31	370918
134	103194	259853	28.42	363047
135	106637	259140	29.15	365777
136	100436	259845	27.88	360281
137	106356	256986	29.27	363342
138	97389	257927	27.41	355316
139	106520	256224	29.37	362744
140	97806	255402	27.69	353208
141	103151	252035	29.04	355186
142	95320	253227	27.35	348547
143	100218	250651	28.56	350869
144	92982	254157	26.79	347139
145	100136	249010	28.68	349146
146	94108	250962	27.27	345070
147	97539	249612	28.10	347151
148	91166	249051	26.80	340217
149	96054	242895	28.34	338949
150	81611	232373	25.99	313984
151	69809	161842	30.14	231651

CpG context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	14206	46994	23.21	61200
2	9094	60163	13.13	69257
3	11929	60975	16.36	72904
4	12925	59560	17.83	72485
5	10768	54961	16.38	65729
6	11867	54186	17.97	66053
7	9687	49948	16.24	59635
8	9197	47423	16.24	56620
9	9266	47031	16.46	56297
10	10055	48463	17.18	58518
11	10203	49932	16.97	60135
12	10441	49631	17.38	60072
13	10278	50528	16.90	60806
14	10060	49807	16.80	59867
15	9523	49380	16.17	58903
16	9905	48166	17.06	58071
17	9622	48963	16.42	58585
18	9429	47918	16.44	57347
19	9512	47929	16.56	57441
20	9353	47924	16.33	57277
21	9604	48036	16.66	57640
22	9773	46575	17.34	56348
23	9423	46853	16.74	56276
24	9400	47191	16.61	56591
25	9195	47597	16.19	56792
26	9583	47047	16.92	56630
27	9712	46249	17.35	55961
28	9826	45328	17.82	55154
29	9221	46486	16.55	55707
30	9552	45418	17.38	54970
31	8848	45628	16.24	54476
32	9009	45927	16.40	54936
33	8973	45845	16.37	54818
34	9137	45272	16.79	54409
35	8854	45100	16.41	53954
36	9198	45603	16.78	54801
37	8984	44717	16.73	53701
38	8828	43992	16.71	52820
39	8789	44394	16.53	53183
40	8669	43781	16.53	52450
41	8260	44258	15.73	52518
42	8639	43222	16.66	51861
43	8380	43622	16.11	52002
44	8580	43430	16.50	52010
45	8535	43208	16.49	51743
46	8722	42529	17.02	51251
47	8385	42594	16.45	50979
48	8220	42093	16.34	50313
49	8151	42084	16.23	50235
50	7944	41099	16.20	49043
51	7907	41468	16.01	49375
52	8345	40965	16.92	49310
53	8185	40939	16.66	49124
54	8050	41172	16.35	49222
55	7848	40748	16.15	48596
56	7895	40128	16.44	48023
57	8003	40460	16.51	48463
58	7691	39831	16.18	47522
59	7427	39578	15.80	47005
60	7585	39160	16.23	46745
61	7406	38962	15.97	46368
62	7416	39067	15.95	46483
63	7609	39292	16.22	46901
64	7587	39457	16.13	47044
65	7477	39190	16.02	46667
66	7554	38637	16.35	46191
67	7401	38182	16.24	45583
68	7330	37526	16.34	44856
69	7180	37992	15.89	45172
70	7224	37495	16.15	44719
71	7112	37811	15.83	44923
72	7087	37467	15.91	44554
73	6984	37234	15.79	44218
74	6901	37002	15.72	43903
75	6413	37103	14.74	43516
76	6588	36997	15.12	43585
77	7335	36273	16.82	43608
78	7047	36422	16.21	43469
79	6792	36145	15.82	42937
80	6876	35568	16.20	42444
81	7007	35752	16.39	42759
82	6852	35649	16.12	42501
83	6673	35460	15.84	42133
84	6990	35012	16.64	42002
85	6528	34962	15.73	41490
86	6476	34727	15.72	41203
87	6179	34201	15.30	40380
88	6180	34629	15.14	40809
89	6479	34670	15.75	41149
90	6458	33937	15.99	40395
91	6275	33602	15.74	39877
92	6127	33764	15.36	39891
93	6160	34211	15.26	40371
94	6260	33595	15.71	39855
95	5985	33313	15.23	39298
96	6008	33415	15.24	39423
97	6163	33307	15.61	39470
98	5946	32624	15.42	38570
99	5798	32608	15.10	38406
100	5690	31873	15.15	37563
101	5720	32432	14.99	38152
102	5717	32089	15.12	37806
103	5864	31217	15.81	37081
104	5933	31523	15.84	37456
105	5751	31630	15.38	37381
106	5710	31505	15.34	37215
107	5472	31185	14.93	36657
108	5703	30581	15.72	36284
109	5507	29910	15.55	35417
110	5587	29939	15.73	35526
111	5435	30513	15.12	35948
112	5259	29767	15.01	35026
113	5226	29721	14.95	34947
114	5303	29815	15.10	35118
115	5275	29263	15.27	34538
116	5226	29036	15.25	34262
117	5128	29057	15.00	34185
118	5116	28924	15.03	34040
119	5244	28738	15.43	33982
120	5342	28459	15.80	33801
121	5386	28349	15.97	33735
122	5246	28137	15.71	33383
123	5008	28480	14.95	33488
124	4936	28076	14.95	33012
125	4927	28076	14.93	33003
126	4984	27356	15.41	32340
127	5087	26963	15.87	32050
128	5048	26965	15.77	32013
129	4896	26924	15.39	31820
130	4974	27091	15.51	32065
131	4718	26744	15.00	31462
132	4728	25874	15.45	30602
133	4683	26463	15.04	31146
134	4653	26643	14.87	31296
135	4376	26170	14.33	30546
136	4616	25763	15.19	30379
137	4531	25343	15.17	29874
138	4685	24892	15.84	29577
139	4591	25138	15.44	29729
140	4325	24854	14.82	29179
141	4168	25149	14.22	29317
142	4317	24996	14.73	29313
143	4177	24013	14.82	28190
144	4130	24021	14.67	28151
145	4157	23865	14.83	28022
146	4235	23948	15.03	28183
147	4186	23382	15.18	27568
148	3783	22473	14.41	26256
149	3202	21543	12.94	24745
150	1952	19983	8.90	21935
151	0	12492	0.00	12492

CHG context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	21402	55394	27.87	76796
2	22711	49601	31.41	72312
3	15927	56730	21.92	72657
4	18031	61641	22.63	79672
5	18158	59935	23.25	78093
6	19526	61624	24.06	81150
7	16455	65104	20.18	81559
8	14566	61876	19.05	76442
9	13618	58804	18.80	72422
10	15072	54963	21.52	70035
11	13514	55872	19.48	69386
12	13981	57706	19.50	71687
13	13768	56968	19.46	70736
14	14955	57095	20.76	72050
15	13201	56721	18.88	69922
16	13309	56155	19.16	69464
17	13491	56660	19.23	70151
18	14597	56224	20.61	70821
19	12833	55793	18.70	68626
20	13189	55263	19.27	68452
21	13070	55445	19.08	68515
22	14263	54881	20.63	69144
23	12660	55123	18.68	67783
24	12471	54877	18.52	67348
25	12327	54643	18.41	66970
26	13909	53808	20.54	67717
27	12210	54394	18.33	66604
28	12659	53423	19.16	66082
29	12483	53322	18.97	65805
30	13303	53336	19.96	66639
31	12115	52826	18.66	64941
32	12306	52605	18.96	64911
33	12022	52684	18.58	64706
34	13056	52123	20.03	65179
35	11398	52581	17.82	63979
36	11826	52291	18.44	64117
37	11913	51708	18.72	63621
38	12788	50841	20.10	63629
39	11180	50699	18.07	61879
40	11474	51062	18.35	62536
41	11796	50909	18.81	62705
42	12134	50456	19.39	62590
43	10917	50971	17.64	61888
44	11341	50282	18.40	61623
45	11167	49664	18.36	60831
46	12011	49867	19.41	61878
47	10850	49716	17.91	60566
48	10964	49095	18.26	60059
49	10961	48755	18.36	59716
50	11852	48685	19.58	60537
51	10204	48072	17.51	58276
52	10724	48057	18.24	58781
53	10924	48098	18.51	59022
54	11093	47863	18.82	58956
55	9988	48143	17.18	58131
56	10166	47934	17.50	58100
57	10021	46824	17.63	56845
58	11018	47408	18.86	58426
59	10117	47529	17.55	57646
60	9948	46975	17.48	56923
61	10124	46589	17.85	56713
62	10683	46008	18.84	56691
63	9734	46276	17.38	56010
64	9943	45775	17.85	55718
65	9926	45519	17.90	55445
66	10202	45190	18.42	55392
67	9534	45421	17.35	54955
68	9630	44995	17.63	54625
69	9239	44699	17.13	53938
70	9991	44622	18.29	54613
71	9173	44396	17.12	53569
72	9095	44489	16.97	53584
73	9245	43944	17.38	53189
74	9747	43657	18.25	53404
75	8512	44036	16.20	52548
76	8159	43856	15.69	52015
77	9208	42961	17.65	52169
78	9486	42968	18.08	52454
79	8405	42619	16.47	51024
80	8933	42096	17.51	51029
81	8499	41928	16.85	50427
82	9159	41884	17.94	51043
83	8335	41891	16.59	50226
84	8505	41989	16.84	50494
85	8498	41427	17.02	49925
86	8927	41629	17.66	50556
87	7887	40695	16.23	48582
88	8158	40618	16.73	48776
89	8218	40496	16.87	48714
90	8841	40138	18.05	48979
91	7829	40132	16.32	47961
92	8207	40240	16.94	48447
93	7692	40099	16.10	47791
94	8545	39707	17.71	48252
95	7426	39282	15.90	46708
96	7923	38977	16.89	46900
97	7801	38786	16.75	46587
98	8179	39020	17.33	47199
99	7501	38352	16.36	45853
100	7592	37908	16.69	45500
101	7543	38255	16.47	45798
102	8070	37708	17.63	45778
103	7066	37593	15.82	44659
104	7423	37258	16.61	44681
105	7242	37083	16.34	44325
106	7500	37396	16.71	44896
107	6983	36787	15.95	43770
108	7312	36558	16.67	43870
109	7114	36297	16.39	43411
110	7768	36283	17.63	44051
111	6956	36248	16.10	43204
112	7116	35541	16.68	42657
113	6921	35066	16.48	41987
114	7147	34868	17.01	42015
115	6760	35307	16.07	42067
116	6643	35271	15.85	41914
117	6580	34432	16.04	41012
118	6899	34431	16.69	41330
119	6324	34080	15.65	40404
120	6474	33980	16.00	40454
121	6500	33410	16.29	39910
122	7009	33379	17.35	40388
123	6140	32873	15.74	39013
124	6390	32951	16.24	39341
125	6537	33084	16.50	39621
126	6717	32978	16.92	39695
127	6205	32368	16.09	38573
128	6212	32264	16.15	38476
129	6290	32084	16.39	38374
130	6564	31943	17.05	38507
131	5944	31906	15.70	37850
132	5777	31619	15.45	37396
133	5781	30940	15.74	36721
134	6229	30890	16.78	37119
135	5704	31061	15.51	36765
136	5771	30691	15.83	36462
137	5550	30491	15.40	36041
138	5922	30796	16.13	36718
139	5474	29808	15.51	35282
140	5543	29722	15.72	35265
141	5465	29487	15.64	34952
142	5656	29502	16.09	35158
143	5200	28983	15.21	34183
144	5364	28220	15.97	33584
145	5232	27935	15.77	33167
146	5307	27981	15.94	33288
147	4689	27778	14.44	32467
148	4416	26979	14.07	31395
149	3597	26119	12.10	29716
150	2136	23586	8.30	25722
151	0	14931	0.00	14931

CHH context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	91716	200213	31.42	291929
2	104630	192452	35.22	297082
3	78757	184536	29.91	263293
4	83707	174093	32.47	257800
5	77055	181672	29.78	258727
6	82880	192950	30.05	275830
7	71069	208969	25.38	280038
8	81421	219582	27.05	301003
9	71888	230314	23.79	302202
10	81065	227095	26.31	308160
11	76116	227318	25.08	303434
12	81658	221229	26.96	302887
13	73304	224884	24.58	298188
14	80215	223329	26.43	303544
15	70844	224412	23.99	295256
16	80292	220938	26.65	301230
17	74978	225110	24.99	300088
18	77572	221842	25.91	299414
19	69666	223889	23.73	293555
20	77214	219796	26.00	297010
21	71301	221505	24.35	292806
22	79673	217344	26.82	297017
23	73799	221078	25.03	294877
24	74782	217288	25.60	292070
25	67045	218421	23.49	285466
26	74624	214483	25.81	289107
27	67611	215236	23.90	282847
28	76498	210708	26.64	287206
29	71320	214196	24.98	285516
30	74316	210712	26.07	285028
31	64428	213698	23.17	278126
32	72954	210807	25.71	283761
33	64839	212834	23.35	277673
34	72868	208889	25.86	281757
35	68134	211334	24.38	279468
36	71068	206275	25.62	277343
37	64346	208910	23.55	273256
38	70578	206118	25.51	276696
39	63350	206861	23.44	270211
40	70132	202885	25.69	273017
41	66255	206806	24.26	273061
42	69410	201206	25.65	270616
43	61722	203838	23.24	265560
44	68206	201389	25.30	269595
45	61986	201537	23.52	263523
46	67424	198795	25.33	266219
47	65159	198841	24.68	264000
48	65315	196958	24.90	262273
49	60076	198748	23.21	258824
50	65211	196092	24.96	261303
51	58687	195685	23.07	254372
52	65656	193596	25.33	259252
53	63551	195422	24.54	258973
54	64476	192739	25.07	257215
55	58099	194014	23.04	252113
56	63543	190802	24.98	254345
57	57005	192190	22.88	249195
58	61846	188084	24.75	249930
59	59181	189823	23.77	249004
60	61989	184930	25.10	246919
61	56124	185517	23.23	241641
62	61132	183734	24.97	244866
63	55921	185412	23.17	241333
64	59071	183971	24.30	243042
65	56569	186310	23.29	242879
66	58355	181639	24.32	239994
67	53984	182825	22.80	236809
68	58563	179344	24.62	237907
69	52117	179660	22.49	231777
70	57146	178122	24.29	235268
71	54113	180698	23.05	234811
72	55698	179093	23.72	234791
73	51035	179033	22.18	230068
74	54364	177609	23.44	231973
75	47948	177658	21.25	225606
76	50452	176492	22.23	226944
77	54298	171829	24.01	226127
78	54880	170003	24.40	224883
79	49419	170586	22.46	220005
80	53382	168179	24.09	221561
81	47857	170991	21.87	218848
82	51904	168229	23.58	220133
83	49761	168913	22.76	218674
84	50986	165149	23.59	216135
85	47151	165333	22.19	212484
86	50219	163686	23.48	213905
87	45368	164330	21.63	209698
88	48757	162106	23.12	210863
89	47138	162942	22.44	210080
90	48274	160304	23.14	208578
91	43894	160888	21.43	204782
92	47761	158962	23.10	206723
93	43624	159212	21.51	202836
94	46583	156773	22.91	203356
95	44726	157096	22.16	201822
96	45293	154602	22.66	199895
97	41623	155561	21.11	197184
98	44314	154206	22.32	198520
99	40581	154349	20.82	194930
100	44223	152673	22.46	196896
101	42408	153071	21.69	195479
102	42982	150344	22.23	193326
103	39713	151060	20.82	190773
104	41658	149311	21.81	190969
105	38823	149490	20.62	188313
106	41365	147311	21.92	188676
107	40327	148078	21.40	188405
108	40221	145328	21.68	185549
109	37698	145438	20.58	183136
110	40282	144938	21.75	185220
111	36852	143252	20.46	180104
112	38868	142084	21.48	180952
113	38310	142258	21.22	180568
114	37979	140244	21.31	178223
115	35604	140973	20.16	176577
116	37177	139061	21.09	176238
117	34575	139408	19.87	173983
118	36873	138297	21.05	175170
119	36147	137541	20.81	173688
120	35733	134186	21.03	169919
121	33835	134267	20.13	168102
122	35330	133190	20.96	168520
123	32691	132790	19.76	165481
124	34478	131034	20.83	165512
125	34129	132004	20.54	166133
126	33034	130664	20.18	163698
127	31620	130699	19.48	162319
128	33507	129395	20.57	162902
129	30849	128493	19.36	159342
130	32028	126453	20.21	158481
131	31840	126649	20.09	158489
132	31948	125046	20.35	156994
133	30293	124597	19.56	154890
134	31244	123720	20.16	154964
135	28919	122492	19.10	151411
136	30109	122160	19.77	152269
137	30062	121631	19.82	151693
138	29149	119222	19.65	148371
139	27547	119281	18.76	146828
140	29143	117701	19.85	146844
141	27264	117460	18.84	144724
142	28030	116256	19.43	144286
143	27463	115866	19.16	143329
144	27143	114591	19.15	141734
145	25622	113144	18.46	138766
146	25846	111369	18.84	137215
147	23177	110036	17.40	133213
148	22643	106755	17.50	129398
149	18102	102105	15.06	120207
150	10086	94283	9.66	104369
151	0	58450	0.00	58450

