CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
109	12588	70827	15.09	83415
110	12483	71084	14.94	83567
111	12715	70290	15.32	83005
112	12273	70301	14.86	82574
113	12338	69924	15.00	82262
114	12356	70194	14.97	82550
115	12543	69613	15.27	82156
116	12034	70239	14.63	82273
117	12337	69338	15.10	81675
118	12058	69342	14.81	81400
119	12035	69925	14.68	81960
120	11914	70846	14.40	82760
121	11958	68213	14.92	80171
122	11999	68568	14.89	80567
123	12340	67953	15.37	80293
124	12186	68478	15.11	80664
125	12195	68216	15.17	80411
126	11977	68504	14.88	80481
127	11837	67914	14.84	79751
128	11897	67884	14.91	79781
129	11919	67639	14.98	79558
130	11832	67328	14.95	79160
131	11853	67562	14.93	79415
132	11793	67531	14.87	79324
133	11944	66167	15.29	78111
134	11577	66663	14.80	78240
135	11892	66474	15.17	78366
136	11504	65420	14.96	76924
137	11542	65650	14.95	77192
138	11114	65066	14.59	76180
139	11423	65217	14.90	76640
140	11238	65636	14.62	76874
141	11735	65212	15.25	76947
142	11370	64594	14.97	75964
143	11213	64743	14.76	75956
144	11256	65094	14.74	76350
145	11076	63938	14.77	75014
146	11430	64735	15.01	76165
147	11441	64362	15.09	75803
148	10910	63043	14.75	73953
149	10694	62471	14.62	73165
150	10022	59633	14.39	69655
151	8829	46512	15.95	55341

CHG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	31945	98045	24.57	129990
2	24615	96313	20.36	120928
3	31653	95340	24.92	126993
4	22355	89150	20.05	111505
5	23362	84995	21.56	108357
6	22459	85544	20.79	108003
7	22251	88624	20.07	110875
8	19152	89458	17.63	108610
9	21471	89480	19.35	110951
10	20633	89323	18.76	109956
11	24095	88557	21.39	112652
12	18778	89933	17.27	108711
13	22681	89370	20.24	112051
14	23332	89633	20.65	112965
15	24197	89880	21.21	114077
16	21299	89889	19.16	111188
17	23336	89273	20.72	112609
18	22187	91014	19.60	113201
19	24827	90590	21.51	115417
20	21580	91214	19.13	112794
21	22003	90072	19.63	112075
22	21168	90499	18.96	111667
23	24677	90600	21.41	115277
24	19764	90523	17.92	110287
25	21705	90981	19.26	112686
26	21215	91048	18.90	112263
27	23630	90662	20.68	114292
28	19713	91147	17.78	110860
29	22101	90831	19.57	112932
30	20711	91127	18.52	111838
31	23694	90637	20.72	114331
32	20156	91545	18.04	111701
33	21992	90516	19.55	112508
34	21647	91025	19.21	112672
35	23694	91196	20.62	114890
36	20151	90849	18.15	111000
37	21989	91513	19.37	113502
38	21581	91733	19.05	113314
39	23617	91301	20.55	114918
40	20379	91076	18.28	111455
41	22938	91085	20.12	114023
42	20654	91510	18.41	112164
43	23146	91504	20.19	114650
44	20197	91487	18.08	111684
45	22295	90171	19.82	112466
46	20769	90894	18.60	111663
47	22157	90649	19.64	112806
48	19660	91152	17.74	110812
49	21410	89676	19.27	111086
50	20019	91740	17.91	111759
51	22171	89954	19.77	112125
52	19611	90521	17.81	110132
53	21031	89530	19.02	110561
54	19400	89971	17.74	109371
55	21475	89584	19.34	111059
56	18800	89814	17.31	108614
57	19880	88694	18.31	108574
58	19482	87769	18.16	107251
59	21671	86834	19.97	108505
60	18442	88163	17.30	106605
61	20426	87903	18.86	108329
62	19479	89753	17.83	109232
63	20655	87777	19.05	108432
64	18310	86801	17.42	105111
65	20152	87040	18.80	107192
66	19179	86323	18.18	105502
67	20567	87850	18.97	108417
68	18601	89374	17.23	107975
69	20072	88608	18.47	108680
70	19188	89453	17.66	108641
71	20835	88695	19.02	109530
72	17459	89456	16.33	106915
73	19748	88347	18.27	108095
74	18341	88607	17.15	106948
75	20217	88692	18.56	108909
76	17951	87374	17.04	105325
77	19128	87815	17.89	106943
78	18343	87749	17.29	106092
79	19939	87474	18.56	107413
80	17537	87459	16.70	104996
81	19390	87367	18.16	106757
82	18248	87025	17.33	105273
83	19837	87092	18.55	106929
84	17454	86036	16.87	103490
85	18793	86205	17.90	104998
86	18275	86971	17.36	105246
87	19422	85925	18.44	105347
88	16837	85701	16.42	102538
89	18867	86884	17.84	105751
90	17772	85931	17.14	103703
91	19371	85664	18.44	105035
92	17310	86287	16.71	103597
93	18675	85009	18.01	103684
94	17569	85178	17.10	102747
95	18943	85087	18.21	104030
96	17001	84845	16.69	101846
97	18125	85064	17.56	103189
98	17420	85796	16.88	103216
99	18582	84197	18.08	102779
100	16497	83920	16.43	100417
101	18501	84585	17.95	103086
102	17046	83926	16.88	100972
103	18622	82611	18.40	101233
104	16216	83183	16.31	99399
105	17336	83521	17.19	100857
106	16467	82764	16.59	99231
107	18063	82738	17.92	100801
108	15875	83210	16.02	99085
109	17318	82132	17.41	99450
110	16536	82910	16.63	99446
111	17946	82051	17.95	99997
112	15050	82635	15.41	97685
113	17426	81460	17.62	98886
114	16336	81467	16.70	97803
115	17559	81238	17.77	98797
116	15796	81161	16.29	96957
117	16773	81277	17.11	98050
118	16298	81158	16.72	97456
119	17898	81338	18.04	99236
120	15081	80553	15.77	95634
121	16667	80053	17.23	96720
122	15768	80532	16.37	96300
123	16913	79378	17.56	96291
124	15164	79526	16.01	94690
125	16633	80241	17.17	96874
126	15151	79433	16.02	94584
127	16750	79192	17.46	95942
128	15175	79308	16.06	94483
129	16125	79185	16.92	95310
130	15004	78288	16.08	93292
131	16595	78213	17.50	94808
132	14521	78649	15.59	93170
133	16048	78578	16.96	94626
134	15479	77751	16.60	93230
135	16065	77411	17.19	93476
136	14631	77270	15.92	91901
137	15537	77097	16.77	92634
138	14745	77291	16.02	92036
139	15719	77318	16.90	93037
140	14123	77377	15.43	91500
141	15275	76514	16.64	91789
142	14692	76157	16.17	90849
143	16053	75967	17.45	92020
144	13843	76011	15.41	89854
145	15024	75606	16.58	90630
146	15000	75915	16.50	90915
147	14755	75347	16.38	90102
148	13242	75327	14.95	88569
149	14106	73509	16.10	87615
150	13809	72607	15.98	86416
151	11457	53188	17.72	64645

CHH context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	185410	318891	36.77	504301
2	116858	326071	26.38	442929
3	138580	315968	30.49	454548
4	110175	313404	26.01	423579
5	124446	319520	28.03	443966
6	109895	355519	23.61	465414
7	118843	357943	24.93	476786
8	104815	368738	22.13	473553
9	117992	367903	24.28	485895
10	102976	372141	21.67	475117
11	121915	364178	25.08	486093
12	104212	373702	21.81	477914
13	119748	366701	24.62	486449
14	110374	374471	22.76	484845
15	117134	370948	24.00	488082
16	103916	374897	21.70	478813
17	117450	370812	24.05	488262
18	106081	378928	21.87	485009
19	119108	370934	24.31	490042
20	107481	379104	22.09	486585
21	121745	373442	24.59	495187
22	103071	378645	21.40	481716
23	118968	370308	24.32	489276
24	104783	376298	21.78	481081
25	115897	371329	23.79	487226
26	105909	377845	21.89	483754
27	115947	371643	23.78	487590
28	103915	375815	21.66	479730
29	118619	371924	24.18	490543
30	102800	380076	21.29	482876
31	118968	371292	24.27	490260
32	106897	378037	22.04	484934
33	117505	370750	24.07	488255
34	104535	376533	21.73	481068
35	116202	372517	23.78	488719
36	104108	377825	21.60	481933
37	117027	371335	23.96	488362
38	105174	377136	21.81	482310
39	118094	370690	24.16	488784
40	104785	376330	21.78	481115
41	118651	369583	24.30	488234
42	102174	378982	21.24	481156
43	115186	369087	23.79	484273
44	104188	374230	21.78	478418
45	113543	366133	23.67	479676
46	99462	372176	21.09	471638
47	111910	366448	23.39	478358
48	97352	371502	20.76	468854
49	110960	362577	23.43	473537
50	97734	367803	20.99	465537
51	107319	361932	22.87	469251
52	94992	366811	20.57	461803
53	105530	360591	22.64	466121
54	91413	366804	19.95	458217
55	103572	358850	22.40	462422
56	92862	361526	20.44	454388
57	99766	356150	21.88	455916
58	88862	356168	19.97	445030
59	101468	351167	22.42	452635
60	88008	358228	19.72	446236
61	99867	349438	22.23	449305
62	89586	356479	20.08	446065
63	97160	351422	21.66	448582
64	87592	351175	19.96	438767
65	97405	344943	22.02	442348
66	86238	353376	19.62	439614
67	96875	351006	21.63	447881
68	86893	357288	19.56	444181
69	96202	351480	21.49	447682
70	84721	356576	19.20	441297
71	96075	350864	21.50	446939
72	85563	356331	19.36	441894
73	96744	349528	21.68	446272
74	87578	354254	19.82	441832
75	94375	350724	21.20	445099
76	85597	351550	19.58	437147
77	93319	348438	21.12	441757
78	82957	351264	19.10	434221
79	93008	346538	21.16	439546
80	84634	352353	19.37	436987
81	92311	345074	21.11	437385
82	83078	349205	19.22	432283
83	91546	343877	21.02	435423
84	82487	348198	19.15	430685
85	90626	343385	20.88	434011
86	82901	345014	19.37	427915
87	88196	342424	20.48	430620
88	80372	344276	18.93	424648
89	89749	339623	20.90	429372
90	78776	343516	18.65	422292
91	88032	337452	20.69	425484
92	80145	341360	19.01	421505
93	85460	337095	20.22	422555
94	78290	339288	18.75	417578
95	85444	335138	20.32	420582
96	77599	339146	18.62	416745
97	84341	333438	20.19	417779
98	77597	337690	18.69	415287
99	83798	332959	20.11	416757
100	76487	334594	18.61	411081
101	82585	330874	19.97	413459
102	74771	334504	18.27	409275
103	81212	329343	19.78	410555
104	75790	333638	18.51	409428
105	80234	328001	19.65	408235
106	73602	330342	18.22	403944
107	79651	326417	19.62	406068
108	72708	328125	18.14	400833
109	78642	324619	19.50	403261
110	72548	327679	18.13	400227
111	78038	323806	19.42	401844
112	71905	326006	18.07	397911
113	76965	321740	19.30	398705
114	71160	325537	17.94	396697
115	75796	320738	19.11	396534
116	70952	322011	18.06	392963
117	74028	318638	18.85	392666
118	68957	321269	17.67	390226
119	74884	316472	19.13	391356
120	68431	320447	17.60	388878
121	73556	316227	18.87	389783
122	68522	317053	17.77	385575
123	71676	312090	18.68	383766
124	67530	314379	17.68	381909
125	71892	311510	18.75	383402
126	66456	314064	17.46	380520
127	71106	309939	18.66	381045
128	66363	313082	17.49	379445
129	70102	309357	18.47	379459
130	64566	308871	17.29	373437
131	68478	306115	18.28	374593
132	64024	309232	17.15	373256
133	67405	305693	18.07	373098
134	64951	305598	17.53	370549
135	66486	304058	17.94	370544
136	62985	304171	17.15	367156
137	66186	302794	17.94	368980
138	61518	302954	16.88	364472
139	65599	300783	17.90	366382
140	61798	301697	17.00	363495
141	63728	298429	17.60	362157
142	60199	299267	16.75	359466
143	63597	297853	17.59	361450
144	59790	298767	16.68	358557
145	62465	295676	17.44	358141
146	60584	296341	16.97	356925
147	61427	295315	17.22	356742
148	58518	295512	16.53	354030
149	61327	290287	17.44	351614
150	54375	282552	16.14	336927
151	45720	206806	18.11	252526

CpG context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	11918	62900	15.93	74818
2	8090	73012	9.98	81102
3	10287	72331	12.45	82618
4	11343	71005	13.77	82348
5	9951	65290	13.23	75241
6	11908	64274	15.63	76182
7	9582	61563	13.47	71145
8	9158	59308	13.38	68466
9	9361	58225	13.85	67586
10	9766	59270	14.15	69036
11	9967	60780	14.09	70747
12	10065	60583	14.25	70648
13	10020	61116	14.09	71136
14	9787	60211	13.98	69998
15	9938	59075	14.40	69013
16	10022	59233	14.47	69255
17	9602	58878	14.02	68480
18	9805	58638	14.33	68443
19	9833	59079	14.27	68912
20	9826	58751	14.33	68577
21	10072	59031	14.58	69103
22	9818	58539	14.36	68357
23	9464	58728	13.88	68192
24	9509	57895	14.11	67404
25	9425	58497	13.88	67922
26	9525	57416	14.23	66941
27	9948	57049	14.85	66997
28	10032	56283	15.13	66315
29	9335	56836	14.11	66171
30	9541	56156	14.52	65697
31	9274	56780	14.04	66054
32	9190	56140	14.07	65330
33	9248	56147	14.14	65395
34	9374	56267	14.28	65641
35	9167	55735	14.12	64902
36	9410	55149	14.58	64559
37	9192	55600	14.19	64792
38	9017	54945	14.10	63962
39	9015	55510	13.97	64525
40	8913	54783	13.99	63696
41	8817	54371	13.95	63188
42	8906	54517	14.04	63423
43	8723	53574	14.00	62297
44	8923	53687	14.25	62610
45	8926	53801	14.23	62727
46	8805	52791	14.29	61596
47	8603	53168	13.93	61771
48	8771	52794	14.25	61565
49	8538	52134	14.07	60672
50	8484	51802	14.07	60286
51	8373	51905	13.89	60278
52	8418	51567	14.03	59985
53	8493	51986	14.04	60479
54	8578	51784	14.21	60362
55	8182	51052	13.81	59234
56	8183	50551	13.93	58734
57	8287	51195	13.93	59482
58	8037	50737	13.67	58774
59	8061	50601	13.74	58662
60	8219	49766	14.17	57985
61	8041	49533	13.97	57574
62	8004	49519	13.91	57523
63	7976	48676	14.08	56652
64	7704	48755	13.65	56459
65	7789	48788	13.77	56577
66	7699	48238	13.76	55937
67	7747	48516	13.77	56263
68	7813	47727	14.07	55540
69	7512	48153	13.50	55665
70	7555	47292	13.77	54847
71	7545	47529	13.70	55074
72	7417	46347	13.80	53764
73	7319	46808	13.52	54127
74	7302	46920	13.47	54222
75	7205	46871	13.32	54076
76	7262	45958	13.65	53220
77	7586	45163	14.38	52749
78	7471	45123	14.21	52594
79	7108	45256	13.57	52364
80	7098	44894	13.65	51992
81	7078	44948	13.60	52026
82	6883	44828	13.31	51711
83	6932	43747	13.68	50679
84	6779	43828	13.40	50607
85	6759	43522	13.44	50281
86	6868	43394	13.66	50262
87	6472	43246	13.02	49718
88	6581	42663	13.36	49244
89	6831	42588	13.82	49419
90	6585	42007	13.55	48592
91	6463	42230	13.27	48693
92	6630	41707	13.72	48337
93	6550	41118	13.74	47668
94	6445	41436	13.46	47881
95	6430	41235	13.49	47665
96	6348	40885	13.44	47233
97	6277	40627	13.38	46904
98	6254	40597	13.35	46851
99	6118	40145	13.22	46263
100	6271	39847	13.60	46118
101	6076	39496	13.33	45572
102	6163	39189	13.59	45352
103	5984	39131	13.26	45115
104	6055	39157	13.39	45212
105	5984	38979	13.31	44963
106	5847	38455	13.20	44302
107	5753	37898	13.18	43651
108	5702	38052	13.03	43754
109	5865	37731	13.45	43596
110	5681	37061	13.29	42742
111	5701	36983	13.36	42684
112	5597	36947	13.16	42544
113	5629	36211	13.45	41840
114	5689	36310	13.55	41999
115	5587	36371	13.32	41958
116	5504	36103	13.23	41607
117	5647	36093	13.53	41740
118	5353	35544	13.09	40897
119	5199	35580	12.75	40779
120	5193	35565	12.74	40758
121	5129	35003	12.78	40132
122	5245	34684	13.14	39929
123	5275	34077	13.40	39352
124	5087	34231	12.94	39318
125	4951	33778	12.78	38729
126	4993	33600	12.94	38593
127	4987	33039	13.11	38026
128	4836	32831	12.84	37667
129	4874	33117	12.83	37991
130	4904	33148	12.89	38052
131	4758	32303	12.84	37061
132	4759	31599	13.09	36358
133	4679	31848	12.81	36527
134	4656	31503	12.88	36159
135	4530	31398	12.61	35928
136	4741	31467	13.09	36208
137	4614	30804	13.03	35418
138	4551	30372	13.03	34923
139	4423	30306	12.74	34729
140	4264	29970	12.46	34234
141	4352	29853	12.72	34205
142	4422	29797	12.92	34219
143	4447	29162	13.23	33609
144	4271	29544	12.63	33815
145	4200	28850	12.71	33050
146	4211	28866	12.73	33077
147	4107	28171	12.72	32278
148	3811	27909	12.01	31720
149	3356	27057	11.03	30413
150	2001	24986	7.41	26987
151	0	15840	0.00	15840

CHG context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	17046	78335	17.87	95381
2	17505	73284	19.28	90789
3	11613	71512	13.97	83125
4	13976	80345	14.82	94321
5	14336	76429	15.79	90765
6	15662	75099	17.26	90761
7	13723	77295	15.08	91018
8	12925	75060	14.69	87985
9	11750	72338	13.97	84088
10	12475	69412	15.23	81887
11	11591	70147	14.18	81738
12	12357	71231	14.78	83588
13	11541	71378	13.92	82919
14	12778	70357	15.37	83135
15	11042	70124	13.60	81166
16	12017	70395	14.58	82412
17	11690	70370	14.25	82060
18	12633	69403	15.40	82036
19	11079	69928	13.68	81007
20	11642	70061	14.25	81703
21	11474	69742	14.13	81216
22	12506	68900	15.36	81406
23	11154	68408	14.02	79562
24	11321	69198	14.06	80519
25	10660	68955	13.39	79615
26	12084	68544	14.99	80628
27	10896	67775	13.85	78671
28	11513	67824	14.51	79337
29	11114	67436	14.15	78550
30	11788	67340	14.90	79128
31	10473	66594	13.59	77067
32	11204	66983	14.33	78187
33	10377	66320	13.53	76697
34	11415	66296	14.69	77711
35	10283	66673	13.36	76956
36	10690	65635	14.01	76325
37	10317	65565	13.60	75882
38	11144	64757	14.68	75901
39	10219	65514	13.49	75733
40	10594	65192	13.98	75786
41	10015	63996	13.53	74011
42	10678	63645	14.37	74323
43	9927	63615	13.50	73542
44	10390	64437	13.89	74827
45	10017	63524	13.62	73541
46	10586	62474	14.49	73060
47	9905	62883	13.61	72788
48	9886	62796	13.60	72682
49	9744	61862	13.61	71606
50	10225	61917	14.17	72142
51	9365	61135	13.28	70500
52	10111	61092	14.20	71203
53	9540	61275	13.47	70815
54	9965	61250	13.99	71215
55	9134	60610	13.10	69744
56	9622	60412	13.74	70034
57	9148	60141	13.20	69289
58	9805	59606	14.13	69411
59	8840	59617	12.91	68457
60	9151	59077	13.41	68228
61	8929	58735	13.20	67664
62	9201	58075	13.68	67276
63	8704	58211	13.01	66915
64	9304	57987	13.83	67291
65	8763	57486	13.23	66249
66	9170	57519	13.75	66689
67	8600	56905	13.13	65505
68	8841	56285	13.58	65126
69	8546	56560	13.13	65106
70	8973	56909	13.62	65882
71	8267	57063	12.65	65330
72	8479	56368	13.08	64847
73	8102	55164	12.81	63266
74	8379	55412	13.14	63791
75	7574	55315	12.04	62889
76	7877	55303	12.47	63180
77	8324	54572	13.23	62896
78	8578	54213	13.66	62791
79	7992	54043	12.88	62035
80	8178	53793	13.20	61971
81	7892	53594	12.84	61486
82	7894	53899	12.77	61793
83	7433	53428	12.21	60861
84	7640	52400	12.72	60040
85	7441	52408	12.43	59849
86	8079	51961	13.46	60040
87	7469	51764	12.61	59233
88	7624	51407	12.92	59031
89	7528	51040	12.85	58568
90	7601	50878	13.00	58479
91	7278	50447	12.61	57725
92	7401	50386	12.81	57787
93	7047	49583	12.44	56630
94	7503	49119	13.25	56622
95	7148	49243	12.68	56391
96	7149	49380	12.65	56529
97	7018	48925	12.54	55943
98	7288	48315	13.11	55603
99	6883	48168	12.50	55051
100	6997	47504	12.84	54501
101	6643	46987	12.39	53630
102	6967	47101	12.89	54068
103	6740	47045	12.53	53785
104	7079	47119	13.06	54198
105	6813	46466	12.79	53279
106	6596	46123	12.51	52719
107	6309	46009	12.06	52318
108	6572	45744	12.56	52316
109	6358	45174	12.34	51532
110	6564	45319	12.65	51883
111	6121	44739	12.03	50860
112	6297	43841	12.56	50138
113	6129	43519	12.34	49648
114	6473	43487	12.96	49960
115	6119	43781	12.26	49900
116	6153	43322	12.44	49475
117	6072	43150	12.34	49222
118	5979	42645	12.30	48624
119	5744	42290	11.96	48034
120	5919	42340	12.27	48259
121	5759	41536	12.18	47295
122	5719	41259	12.17	46978
123	5586	41030	11.98	46616
124	5793	40843	12.42	46636
125	5592	40690	12.08	46282
126	5562	39797	12.26	45359
127	5454	39953	12.01	45407
128	5479	39458	12.19	44937
129	5303	39153	11.93	44456
130	5518	39259	12.32	44777
131	5334	39376	11.93	44710
132	5291	38492	12.08	43783
133	5263	38356	12.07	43619
134	5407	37757	12.53	43164
135	5063	37801	11.81	42864
136	5174	37528	12.12	42702
137	5039	37316	11.90	42355
138	5151	36832	12.27	41983
139	4891	36581	11.79	41472
140	4931	36209	11.99	41140
141	4893	35910	11.99	40803
142	4900	35725	12.06	40625
143	4566	35259	11.47	39825
144	4736	34978	11.93	39714
145	4560	34706	11.61	39266
146	4728	34477	12.06	39205
147	4524	33754	11.82	38278
148	4183	33091	11.22	37274
149	3287	32407	9.21	35694
150	1858	30281	5.78	32139
151	0	19146	0.00	19146

CHH context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	66445	267322	19.91	333767
2	73498	261785	21.92	335283
3	55194	250975	18.03	306169
4	52360	243559	17.69	295919
5	51357	242358	17.49	293715
6	57586	254936	18.43	312522
7	52035	268613	16.23	320648
8	57566	274828	17.32	332394
9	52841	284154	15.68	336995
10	57826	281696	17.03	339522
11	56115	281562	16.62	337677
12	58345	277406	17.38	335751
13	54556	276549	16.48	331105
14	57584	275362	17.30	332946
15	51880	275009	15.87	326889
16	55850	272652	17.00	328502
17	53376	274293	16.29	327669
18	55439	271291	16.97	326730
19	52611	272972	16.16	325583
20	54984	271175	16.86	326159
21	52065	272577	16.04	324642
22	55645	270379	17.07	326024
23	52332	272369	16.12	324701
24	53338	268470	16.57	321808
25	49964	268516	15.69	318480
26	53719	265667	16.82	319386
27	50679	265531	16.03	316210
28	54766	262037	17.29	316803
29	50991	264639	16.16	315630
30	53613	259973	17.10	313586
31	48746	263272	15.62	312018
32	51448	261855	16.42	313303
33	47341	261480	15.33	308821
34	50502	260371	16.25	310873
35	48905	258723	15.90	307628
36	50566	256453	16.47	307019
37	47740	256771	15.68	304511
38	50087	254435	16.45	304522
39	46065	256095	15.25	302160
40	48997	252214	16.27	301211
41	47695	252604	15.88	300299
42	48954	250968	16.32	299922
43	45543	251098	15.35	296641
44	48769	248541	16.40	297310
45	45398	248348	15.45	293746
46	47694	246255	16.23	293949
47	45969	248260	15.62	294229
48	46882	245941	16.01	292823
49	44500	245861	15.33	290361
50	46359	242988	16.02	289347
51	42499	242278	14.92	284777
52	45601	241548	15.88	287149
53	44094	240976	15.47	285070
54	45077	238821	15.88	283898
55	42549	238462	15.14	281011
56	45100	237011	15.99	282111
57	41333	236932	14.85	278265
58	43292	233919	15.62	277211
59	41860	234043	15.17	275903
60	43877	230583	15.99	274460
61	40725	229499	15.07	270224
62	43830	227949	16.13	271779
63	41454	228957	15.33	270411
64	41111	228418	15.25	269529
65	39356	229274	14.65	268630
66	41035	226322	15.35	267357
67	38896	225531	14.71	264427
68	40891	222523	15.52	263414
69	37721	221636	14.54	259357
70	39229	219531	15.16	258760
71	37818	222314	14.54	260132
72	39293	220675	15.11	259968
73	36532	220793	14.20	257325
74	37842	218681	14.75	256523
75	34324	217418	13.63	251742
76	35001	215793	13.96	250794
77	38052	211735	15.23	249787
78	38276	210538	15.38	248814
79	36028	211788	14.54	247816
80	36957	209333	15.01	246290
81	34796	209809	14.23	244605
82	35789	208460	14.65	244249
83	34451	206665	14.29	241116
84	35311	205745	14.65	241056
85	33422	204861	14.03	238283
86	35034	203565	14.68	238599
87	32396	202633	13.78	235029
88	33519	200403	14.33	233922
89	32499	200074	13.97	232573
90	33072	198268	14.30	231340
91	31816	198106	13.84	229922
92	32878	196606	14.33	229484
93	31573	196407	13.85	227980
94	31944	195023	14.07	226967
95	31436	194210	13.93	225646
96	31631	190969	14.21	222600
97	29956	190882	13.56	220838
98	30862	189599	14.00	220461
99	29100	189107	13.34	218207
100	30203	186845	13.92	217048
101	29828	187055	13.75	216883
102	30025	184569	13.99	214594
103	28416	184325	13.36	212741
104	29432	182951	13.86	212383
105	27908	182072	13.29	209980
106	28663	180109	13.73	208772
107	27779	180193	13.36	207972
108	28157	177502	13.69	205659
109	27000	176288	13.28	203288
110	28003	175464	13.76	203467
111	26521	174894	13.17	201415
112	27144	173850	13.50	200994
113	26568	173284	13.29	199852
114	26701	171876	13.45	198577
115	25628	170877	13.04	196505
116	26454	169306	13.51	195760
117	24804	167364	12.91	192168
118	25359	167215	13.17	192574
119	24647	165872	12.94	190519
120	25177	164220	13.29	189397
121	24456	163982	12.98	188438
122	25278	161701	13.52	186979
123	23859	160783	12.92	184642
124	24350	161147	13.13	185497
125	23756	159576	12.96	183332
126	23960	157901	13.17	181861
127	22883	157081	12.72	179964
128	23521	155779	13.12	179300
129	22695	154556	12.80	177251
130	22911	152522	13.06	175433
131	22470	152063	12.87	174533
132	22522	150999	12.98	173521
133	21505	149669	12.56	171174
134	22107	148172	12.98	170279
135	21117	147627	12.51	168744
136	21694	145960	12.94	167654
137	21297	146084	12.72	167381
138	21313	144076	12.89	165389
139	20676	143058	12.63	163734
140	21104	141510	12.98	162614
141	20010	141210	12.41	161220
142	19829	138885	12.49	158714
143	19789	137755	12.56	157544
144	19476	136812	12.46	156288
145	18947	135837	12.24	154784
146	18828	133183	12.39	152011
147	17718	131923	11.84	149641
148	16799	129735	11.46	146534
149	13636	125523	9.80	139159
150	7528	117721	6.01	125249
151	0	75391	0.00	75391

