CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
114	9413	59879	13.58	69292
115	9473	58814	13.87	68287
116	9466	59527	13.72	68993
117	9791	59150	14.20	68941
118	9194	58095	13.66	67289
119	9574	57969	14.17	67543
120	9571	60280	13.70	69851
121	9340	57395	14.00	66735
122	9302	59102	13.60	68404
123	9386	58613	13.80	67999
124	9253	58495	13.66	67748
125	9483	58478	13.95	67961
126	9481	59454	13.75	68935
127	9654	57750	14.32	67404
128	9352	58062	13.87	67414
129	9194	57623	13.76	66817
130	9093	57723	13.61	66816
131	9452	57257	14.17	66709
132	9069	57969	13.53	67038
133	9017	57188	13.62	66205
134	9123	57419	13.71	66542
135	9259	57266	13.92	66525
136	8880	56819	13.52	65699
137	9161	55882	14.08	65043
138	8787	57085	13.34	65872
139	8979	56366	13.74	65345
140	9032	56575	13.77	65607
141	9074	55587	14.03	64661
142	8705	55719	13.51	64424
143	8736	55333	13.64	64069
144	8941	56550	13.65	65491
145	8612	55319	13.47	63931
146	8516	55128	13.38	63644
147	8748	54804	13.77	63552
148	8523	54649	13.49	63172
149	8588	53053	13.93	61641
150	7684	50320	13.25	58004
151	6582	38130	14.72	44712

CHG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	27386	81487	25.15	108873
2	21612	79337	21.41	100949
3	28143	77372	26.67	105515
4	18942	71032	21.05	89974
5	20584	68331	23.15	88915
6	19861	68928	22.37	88789
7	20542	70964	22.45	91506
8	16457	72951	18.41	89408
9	19184	72705	20.88	91889
10	18215	71870	20.22	90085
11	21673	72259	23.07	93932
12	16323	72357	18.41	88680
13	20295	71863	22.02	92158
14	19910	72132	21.63	92042
15	21764	72216	23.16	93980
16	18351	72165	20.27	90516
17	20989	72732	22.40	93721
18	19213	73418	20.74	92631
19	22114	73594	23.11	95708
20	18271	73395	19.93	91666
21	19684	73530	21.12	93214
22	17945	72966	19.74	90911
23	21986	72816	23.19	94802
24	17220	73191	19.05	90411
25	19603	73335	21.09	92938
26	18227	73457	19.88	91684
27	21146	73485	22.35	94631
28	17336	74100	18.96	91436
29	19970	74551	21.13	94521
30	17744	74276	19.28	92020
31	21085	74097	22.15	95182
32	17462	73861	19.12	91323
33	19515	74126	20.84	93641
34	18663	73510	20.25	92173
35	21457	73933	22.49	95390
36	17169	74371	18.76	91540
37	19809	73983	21.12	93792
38	18341	73888	19.89	92229
39	21207	74803	22.09	96010
40	17258	73968	18.92	91226
41	20288	73856	21.55	94144
42	17627	73808	19.28	91435
43	20662	74023	21.82	94685
44	17617	73623	19.31	91240
45	19839	73084	21.35	92923
46	18563	72948	20.28	91511
47	20440	73559	21.74	93999
48	16788	72947	18.71	89735
49	19255	71956	21.11	91211
50	17670	73309	19.42	90979
51	20236	72553	21.81	92789
52	17287	72708	19.21	89995
53	19364	72499	21.08	91863
54	17062	73096	18.92	90158
55	20052	73014	21.55	93066
56	16819	72681	18.79	89500
57	18355	71527	20.42	89882
58	16959	72253	19.01	89212
59	19608	70815	21.68	90423
60	15308	70783	17.78	86091
61	18610	70877	20.80	89487
62	16882	71466	19.11	88348
63	19144	71251	21.18	90395
64	16244	70097	18.81	86341
65	18339	69463	20.89	87802
66	16767	70937	19.12	87704
67	18450	72084	20.38	90534
68	16148	72019	18.32	88167
69	17592	72510	19.52	90102
70	16234	72253	18.35	88487
71	18850	73179	20.48	92029
72	15251	72986	17.28	88237
73	18122	71996	20.11	90118
74	16947	72270	19.00	89217
75	18148	71450	20.25	89598
76	15761	71719	18.02	87480
77	17639	72090	19.66	89729
78	15964	71746	18.20	87710
79	17902	72570	19.79	90472
80	15311	71885	17.56	87196
81	17336	72154	19.37	89490
82	16051	71289	18.38	87340
83	18296	71249	20.43	89545
84	15166	70914	17.62	86080
85	17241	70827	19.58	88068
86	16121	71152	18.47	87273
87	17658	71181	19.88	88839
88	15140	71153	17.54	86293
89	17394	70638	19.76	88032
90	15472	70106	18.08	85578
91	17608	70591	19.96	88199
92	15236	70508	17.77	85744
93	16816	70140	19.34	86956
94	15582	69315	18.35	84897
95	16928	70445	19.37	87373
96	14324	70041	16.98	84365
97	16676	69562	19.34	86238
98	15487	69752	18.17	85239
99	16922	69779	19.52	86701
100	14951	71039	17.39	85990
101	16899	69606	19.54	86505
102	15058	69400	17.83	84458
103	16395	69277	19.14	85672
104	14863	68764	17.77	83627
105	15774	68584	18.70	84358
106	15215	68171	18.25	83386
107	16595	68613	19.48	85208
108	14303	68995	17.17	83298
109	16347	68558	19.25	84905
110	14731	68793	17.64	83524
111	15935	68695	18.83	84630
112	14136	68808	17.04	82944
113	16029	68797	18.90	84826
114	14999	67400	18.20	82399
115	16109	68043	19.14	84152
116	14459	67790	17.58	82249
117	15302	67744	18.43	83046
118	14609	67512	17.79	82121
119	15924	67678	19.05	83602
120	13205	67722	16.32	80927
121	15462	67449	18.65	82911
122	14524	67382	17.73	81906
123	15655	67482	18.83	83137
124	13668	67711	16.80	81379
125	15164	67071	18.44	82235
126	14167	65889	17.70	80056
127	15356	66969	18.65	82325
128	13386	67275	16.60	80661
129	14569	66293	18.02	80862
130	13344	65599	16.90	78943
131	14597	66039	18.10	80636
132	12791	65840	16.27	78631
133	14538	65964	18.06	80502
134	13819	65180	17.49	78999
135	14735	65483	18.37	80218
136	12842	65660	16.36	78502
137	13886	65210	17.56	79096
138	13427	65171	17.08	78598
139	14811	64678	18.63	79489
140	12778	64619	16.51	77397
141	13366	63729	17.34	77095
142	13243	63563	17.24	76806
143	14502	64462	18.37	78964
144	12204	64010	16.01	76214
145	13847	63674	17.86	77521
146	13341	63863	17.28	77204
147	14037	63548	18.09	77585
148	11731	62957	15.71	74688
149	12934	62074	17.24	75008
150	12830	62941	16.93	75771
151	10674	44109	19.48	54783

CHH context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	152586	261928	36.81	414514
2	95862	268982	26.27	364844
3	115685	254133	31.28	369818
4	90187	253924	26.21	344111
5	105869	258198	29.08	364067
6	91303	287753	24.09	379056
7	100040	289920	25.65	389960
8	87580	301519	22.51	389099
9	99823	298723	25.05	398546
10	84656	302439	21.87	387095
11	103117	295194	25.89	398311
12	86306	304071	22.11	390377
13	100942	296861	25.37	397803
14	91091	304203	23.04	395294
15	97570	300312	24.52	397882
16	84841	305262	21.75	390103
17	99970	300840	24.94	400810
18	86909	308106	22.00	395015
19	101446	299030	25.33	400476
20	89332	307055	22.54	396387
21	102436	300510	25.42	402946
22	84738	305246	21.73	389984
23	101070	299647	25.22	400717
24	86391	308340	21.89	394731
25	98866	298808	24.86	397674
26	87443	305610	22.25	393053
27	97791	300199	24.57	397990
28	84884	305851	21.72	390735
29	101657	299583	25.34	401240
30	85462	309194	21.65	394656
31	101298	300051	25.24	401349
32	88283	308431	22.25	396714
33	99698	300628	24.90	400326
34	86366	304353	22.10	390719
35	99324	300725	24.83	400049
36	86271	309112	21.82	395383
37	100250	298113	25.17	398363
38	88722	307187	22.41	395909
39	99370	300653	24.84	400023
40	85491	306754	21.80	392245
41	101558	297290	25.46	398848
42	85211	308495	21.64	393706
43	100453	297955	25.21	398408
44	88347	306974	22.35	395321
45	97957	298370	24.72	396327
46	83612	303133	21.62	386745
47	97523	297896	24.66	395419
48	83326	303223	21.56	386549
49	97723	293907	24.95	391630
50	84406	301252	21.89	385658
51	93984	295297	24.14	389281
52	80250	298958	21.16	379208
53	93580	292537	24.24	386117
54	78661	299192	20.82	377853
55	91532	291305	23.91	382837
56	81217	296831	21.48	378048
57	88559	289113	23.45	377672
58	75817	290768	20.68	366585
59	89523	284929	23.91	374452
60	75486	293801	20.44	369287
61	89371	284284	23.92	373655
62	78538	291565	21.22	370103
63	85856	287680	22.98	373536
64	75430	289244	20.68	364674
65	87709	282424	23.70	370133
66	75676	288593	20.77	364269
67	86485	286795	23.17	373280
68	76933	294735	20.70	371668
69	85475	289333	22.81	374808
70	74433	292926	20.26	367359
71	87558	288018	23.31	375576
72	75879	294994	20.46	370873
73	88284	288108	23.46	376392
74	78326	294853	20.99	373179
75	84331	290063	22.52	374394
76	74647	290883	20.42	365530
77	85345	287400	22.90	372745
78	74778	291924	20.39	366702
79	85903	285445	23.13	371348
80	75725	291819	20.60	367544
81	84268	286356	22.74	370624
82	73348	291200	20.12	364548
83	84124	286478	22.70	370602
84	73031	291873	20.01	364904
85	84353	282941	22.97	367294
86	74484	287237	20.59	361721
87	81387	282795	22.35	364182
88	71253	285913	19.95	357166
89	82958	281316	22.77	364274
90	71792	288031	19.95	359823
91	81364	280810	22.47	362174
92	73756	286008	20.50	359764
93	78965	281459	21.91	360424
94	70959	284457	19.97	355416
95	78426	280718	21.84	359144
96	69535	284727	19.63	354262
97	78789	277104	22.14	355893
98	70908	281690	20.11	352598
99	76621	278514	21.58	355135
100	68260	280278	19.58	348538
101	77609	275552	21.98	353161
102	68092	279109	19.61	347201
103	75085	275619	21.41	350704
104	70267	279829	20.07	350096
105	74703	275423	21.34	350126
106	67568	275920	19.67	343488
107	74575	272956	21.46	347531
108	65992	276857	19.25	342849
109	73995	272631	21.35	346626
110	67223	274614	19.67	341837
111	72379	271031	21.08	343410
112	65749	275492	19.27	341241
113	73629	270819	21.38	344448
114	64775	275267	19.05	340042
115	71504	270648	20.90	342152
116	65091	274885	19.15	339976
117	69648	268869	20.57	338517
118	63406	271400	18.94	334806
119	70401	268875	20.75	339276
120	62672	272642	18.69	335314
121	69577	264072	20.85	333649
122	64162	268682	19.28	332844
123	67723	266069	20.29	333792
124	61855	269122	18.69	330977
125	67781	264897	20.37	332678
126	61767	267220	18.77	328987
127	66767	263323	20.23	330090
128	61272	267510	18.64	328782
129	65409	264553	19.82	329962
130	60210	266455	18.43	326665
131	65603	260782	20.10	326385
132	59804	263877	18.48	323681
133	64539	259731	19.90	324270
134	60558	262229	18.76	322787
135	62344	258997	19.40	321341
136	57955	261796	18.13	319751
137	62760	257667	19.59	320427
138	57752	258589	18.26	316341
139	61721	255591	19.45	317312
140	56866	258964	18.01	315830
141	60737	255012	19.24	315749
142	55475	257163	17.74	312638
143	60552	253792	19.26	314344
144	56013	256721	17.91	312734
145	59715	251835	19.17	311550
146	56677	254586	18.21	311263
147	58655	251612	18.90	310267
148	54323	254401	17.60	308724
149	58442	251110	18.88	309552
150	49949	241728	17.12	291677
151	41986	171463	19.67	213449

CpG context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	10564	52085	16.86	62649
2	6872	64085	9.68	70957
3	8416	62316	11.90	70732
4	9542	61792	13.38	71334
5	7945	57037	12.23	64982
6	9440	55281	14.59	64721
7	7661	53501	12.53	61162
8	7596	51972	12.75	59568
9	7438	50715	12.79	58153
10	7992	51082	13.53	59074
11	7937	52399	13.15	60336
12	7994	51920	13.34	59914
13	8227	52002	13.66	60229
14	8161	51245	13.74	59406
15	7759	51369	13.12	59128
16	8086	51231	13.63	59317
17	7819	51518	13.18	59337
18	7666	51617	12.93	59283
19	7349	51597	12.47	58946
20	7501	50624	12.90	58125
21	7645	51403	12.95	59048
22	7864	51221	13.31	59085
23	7476	51045	12.77	58521
24	7506	50992	12.83	58498
25	7619	50784	13.05	58403
26	7692	50583	13.20	58275
27	7681	49733	13.38	57414
28	8196	49265	14.26	57461
29	7503	49851	13.08	57354
30	7400	48920	13.14	56320
31	7177	49680	12.62	56857
32	7435	49235	13.12	56670
33	7327	49437	12.91	56764
34	7576	49628	13.24	57204
35	7178	49626	12.64	56804
36	7227	48584	12.95	55811
37	7235	48555	12.97	55790
38	7269	48416	13.05	55685
39	7160	48291	12.91	55451
40	6798	47980	12.41	54778
41	7126	47454	13.06	54580
42	7442	47568	13.53	55010
43	7182	47554	13.12	54736
44	7116	47228	13.09	54344
45	7163	47268	13.16	54431
46	7123	46676	13.24	53799
47	6957	46475	13.02	53432
48	6896	46346	12.95	53242
49	6906	46470	12.94	53376
50	6667	46142	12.62	52809
51	6587	46329	12.45	52916
52	6720	46365	12.66	53085
53	6839	45487	13.07	52326
54	6643	45212	12.81	51855
55	6656	45206	12.83	51862
56	6497	44953	12.63	51450
57	6426	44844	12.53	51270
58	6607	44235	13.00	50842
59	6610	44457	12.94	51067
60	6576	43883	13.03	50459
61	6505	44096	12.86	50601
62	6755	43977	13.32	50732
63	6390	43648	12.77	50038
64	6189	43345	12.49	49534
65	6014	43255	12.21	49269
66	5996	43184	12.19	49180
67	6206	42643	12.70	48849
68	6115	42908	12.47	49023
69	6265	42971	12.72	49236
70	6176	42603	12.66	48779
71	6073	42230	12.57	48303
72	6019	41897	12.56	47916
73	5865	42229	12.19	48094
74	5886	41508	12.42	47394
75	5493	41750	11.63	47243
76	5890	41728	12.37	47618
77	6205	40759	13.21	46964
78	6127	40300	13.20	46427
79	5732	40550	12.38	46282
80	5810	40250	12.61	46060
81	5708	40191	12.44	45899
82	5542	40024	12.16	45566
83	5629	39861	12.37	45490
84	5736	39415	12.70	45151
85	5831	39421	12.89	45252
86	5640	38827	12.68	44467
87	5450	39124	12.23	44574
88	5541	39218	12.38	44759
89	5451	39076	12.24	44527
90	5430	38591	12.34	44021
91	5240	38043	12.11	43283
92	5325	38383	12.18	43708
93	5088	37449	11.96	42537
94	5194	36705	12.40	41899
95	5266	37110	12.43	42376
96	5321	37162	12.53	42483
97	5171	36831	12.31	42002
98	5023	36940	11.97	41963
99	5004	36846	11.96	41850
100	4955	36362	11.99	41317
101	5004	36482	12.06	41486
102	5033	36331	12.17	41364
103	4869	35786	11.98	40655
104	4869	35454	12.07	40323
105	4933	35540	12.19	40473
106	4792	34808	12.10	39600
107	4663	34756	11.83	39419
108	4689	34772	11.88	39461
109	4462	34392	11.48	38854
110	4572	33948	11.87	38520
111	4478	34125	11.60	38603
112	4669	34153	12.03	38822
113	4814	34367	12.29	39181
114	4660	33613	12.18	38273
115	4511	33071	12.00	37582
116	4496	33249	11.91	37745
117	4495	32953	12.00	37448
118	4414	32123	12.08	36537
119	4340	32375	11.82	36715
120	4376	32384	11.90	36760
121	4365	32537	11.83	36902
122	4343	32161	11.90	36504
123	4221	32330	11.55	36551
124	4298	32006	11.84	36304
125	4157	31430	11.68	35587
126	4220	30885	12.02	35105
127	4159	30556	11.98	34715
128	4339	30707	12.38	35046
129	4208	30777	12.03	34985
130	4101	30440	11.87	34541
131	4099	30240	11.94	34339
132	4091	30565	11.80	34656
133	3979	29691	11.82	33670
134	3915	29460	11.73	33375
135	3817	29344	11.51	33161
136	4076	29185	12.25	33261
137	4117	28815	12.50	32932
138	3937	28612	12.10	32549
139	3855	28167	12.04	32022
140	3694	28261	11.56	31955
141	3718	28239	11.63	31957
142	3777	28053	11.87	31830
143	3632	27484	11.67	31116
144	3568	27327	11.55	30895
145	3631	27161	11.79	30792
146	3541	26762	11.69	30303
147	3422	26327	11.50	29749
148	3184	26547	10.71	29731
149	2887	25046	10.34	27933
150	1720	22587	7.08	24307
151	0	14187	0.00	14187

CHG context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	15140	62098	19.60	77238
2	16819	57098	22.75	73917
3	10456	62118	14.41	72574
4	12517	68033	15.54	80550
5	13594	65565	17.17	79159
6	14390	64344	18.28	78734
7	11870	65705	15.30	77575
8	11346	64081	15.04	75427
9	10736	62031	14.75	72767
10	11735	59495	16.47	71230
11	10351	60252	14.66	70603
12	10900	60552	15.25	71452
13	10869	60149	15.30	71018
14	12015	60144	16.65	72159
15	9722	59547	14.04	69269
16	10484	59888	14.90	70372
17	10406	59464	14.89	69870
18	11295	59401	15.98	70696
19	9823	59512	14.17	69335
20	10514	59167	15.09	69681
21	9938	58770	14.46	68708
22	10997	59229	15.66	70226
23	9737	58967	14.17	68704
24	10036	59008	14.54	69044
25	9758	58591	14.28	68349
26	11007	59433	15.63	70440
27	9825	58728	14.33	68553
28	10197	58422	14.86	68619
29	9475	58371	13.97	67846
30	10694	57910	15.59	68604
31	9330	57496	13.96	66826
32	9910	57842	14.63	67752
33	9114	57264	13.73	66378
34	10143	57264	15.05	67407
35	9340	57032	14.07	66372
36	9759	57148	14.59	66907
37	9184	56413	14.00	65597
38	10214	56415	15.33	66629
39	8920	56176	13.70	65096
40	9589	55942	14.63	65531
41	8800	55597	13.67	64397
42	9630	55399	14.81	65029
43	8780	55306	13.70	64086
44	9291	55536	14.33	64827
45	8709	55373	13.59	64082
46	9714	55809	14.83	65523
47	8899	55111	13.90	64010
48	8919	54722	14.01	63641
49	8436	54065	13.50	62501
50	9605	54109	15.08	63714
51	8356	53724	13.46	62080
52	8842	53532	14.18	62374
53	8379	53647	13.51	62026
54	9014	53155	14.50	62169
55	7785	52706	12.87	60491
56	8599	52725	14.02	61324
57	8216	52207	13.60	60423
58	9109	52671	14.74	61780
59	8001	52193	13.29	60194
60	8344	52163	13.79	60507
61	7780	51377	13.15	59157
62	8525	51005	14.32	59530
63	7590	50757	13.01	58347
64	8015	50491	13.70	58506
65	7650	51087	13.02	58737
66	8367	50694	14.17	59061
67	7287	50780	12.55	58067
68	7839	49730	13.62	57569
69	7336	49692	12.86	57028
70	8222	49630	14.21	57852
71	7194	49925	12.59	57119
72	7502	49547	13.15	57049
73	7041	48568	12.66	55609
74	7697	49083	13.56	56780
75	6927	48379	12.52	55306
76	6796	49056	12.17	55852
77	7366	48448	13.20	55814
78	7826	47694	14.10	55520
79	6973	47572	12.78	54545
80	7450	47469	13.57	54919
81	6836	47558	12.57	54394
82	7593	47436	13.80	55029
83	6765	47379	12.49	54144
84	7230	46441	13.47	53671
85	6682	46451	12.58	53133
86	7401	46891	13.63	54292
87	6538	45778	12.50	52316
88	6744	45029	13.03	51773
89	6509	45195	12.59	51704
90	7179	45233	13.70	52412
91	6335	45160	12.30	51495
92	6617	44717	12.89	51334
93	6177	45282	12.00	51459
94	6658	44552	13.00	51210
95	6126	43905	12.24	50031
96	6511	44118	12.86	50629
97	6057	43322	12.27	49379
98	6665	43343	13.33	50008
99	5901	42701	12.14	48602
100	6078	42813	12.43	48891
101	6024	42420	12.43	48444
102	6347	42427	13.01	48774
103	6066	42625	12.46	48691
104	6250	42188	12.90	48438
105	5743	41963	12.04	47706
106	6156	41461	12.93	47617
107	5568	41671	11.79	47239
108	5992	41725	12.56	47717
109	5508	40930	11.86	46438
110	6016	40764	12.86	46780
111	5373	40514	11.71	45887
112	5856	40502	12.63	46358
113	5443	40227	11.92	45670
114	5900	40305	12.77	46205
115	5214	39650	11.62	44864
116	5718	39493	12.65	45211
117	5340	39426	11.93	44766
118	5653	38934	12.68	44587
119	5376	38839	12.16	44215
120	5492	37921	12.65	43413
121	5056	37799	11.80	42855
122	5359	37389	12.54	42748
123	4884	37536	11.51	42420
124	5150	37257	12.14	42407
125	5083	37268	12.00	42351
126	5234	36976	12.40	42210
127	4891	36657	11.77	41548
128	5278	36058	12.77	41336
129	4797	35657	11.86	40454
130	5121	35334	12.66	40455
131	4756	35677	11.76	40433
132	4960	35469	12.27	40429
133	4672	35522	11.62	40194
134	4951	34977	12.40	39928
135	4589	34438	11.76	39027
136	4662	34586	11.88	39248
137	4534	35213	11.41	39747
138	4787	34027	12.33	38814
139	4429	33984	11.53	38413
140	4679	33652	12.21	38331
141	4367	33062	11.67	37429
142	4583	32727	12.28	37310
143	4212	32363	11.52	36575
144	4455	32607	12.02	37062
145	4165	32151	11.47	36316
146	4327	32096	11.88	36423
147	4061	31399	11.45	35460
148	3831	30958	11.01	34789
149	3085	29525	9.46	32610
150	1876	27175	6.46	29051
151	0	16686	0.00	16686

CHH context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	57924	223607	20.57	281531
2	68454	217873	23.91	286327
3	47735	208727	18.61	256462
4	47767	204357	18.95	252124
5	47039	205024	18.66	252063
6	52029	214541	19.52	266570
7	46784	227282	17.07	274066
8	52924	234448	18.42	287372
9	46924	242690	16.20	289614
10	51508	239983	17.67	291491
11	49329	240719	17.01	290048
12	53451	235788	18.48	289239
13	48775	237476	17.04	286251
14	52421	235078	18.23	287499
15	46199	235786	16.38	281985
16	50075	234299	17.61	284374
17	48150	236401	16.92	284551
18	50422	233058	17.79	283480
19	46073	234554	16.42	280627
20	49812	233564	17.58	283376
21	46111	233754	16.48	279865
22	50077	230676	17.84	280753
23	47058	233172	16.79	280230
24	48794	230526	17.47	279320
25	44299	232633	16.00	276932
26	48519	229811	17.43	278330
27	44608	228916	16.31	273524
28	49040	224876	17.90	273916
29	45934	229163	16.70	275097
30	48126	225383	17.60	273509
31	43144	228705	15.87	271849
32	47101	224743	17.33	271844
33	41760	226034	15.59	267794
34	45707	223217	17.00	268924
35	43452	224933	16.19	268385
36	45509	222765	16.96	268274
37	43001	222812	16.18	265813
38	45639	221109	17.11	266748
39	41284	223165	15.61	264449
40	44743	219263	16.95	264006
41	43112	220205	16.37	263317
42	44768	217604	17.06	262372
43	40818	218566	15.74	259384
44	44214	216667	16.95	260881
45	40054	216733	15.60	256787
46	43172	214872	16.73	258044
47	41894	215125	16.30	257019
48	42311	213303	16.55	255614
49	38999	213881	15.42	252880
50	41948	210837	16.59	252785
51	37704	210759	15.17	248463
52	41299	210933	16.37	252232
53	40256	210891	16.03	251147
54	41784	207661	16.75	249445
55	38365	208807	15.52	247172
56	40369	207697	16.27	248066
57	36178	207851	14.83	244029
58	39150	205140	16.03	244290
59	37323	205660	15.36	242983
60	39633	202633	16.36	242266
61	36752	202125	15.39	238877
62	39698	199621	16.59	239319
63	36401	200931	15.34	237332
64	37282	200552	15.68	237834
65	36482	200660	15.38	237142
66	37350	198262	15.85	235612
67	35168	199500	14.99	234668
68	36555	196974	15.65	233529
69	33390	196723	14.51	230113
70	36272	193896	15.76	230168
71	34620	196931	14.95	231551
72	35818	194772	15.53	230590
73	33271	194835	14.59	228106
74	35057	192189	15.43	227246
75	31203	191903	13.99	223106
76	32536	192174	14.48	224710
77	34989	188988	15.62	223977
78	35400	187146	15.91	222546
79	32409	188351	14.68	220760
80	34146	187207	15.43	221353
81	31078	187157	14.24	218235
82	32825	185747	15.02	218572
83	31654	185719	14.56	217373
84	33089	183607	15.27	216696
85	30781	183848	14.34	214629
86	32044	181516	15.00	213560
87	29066	180696	13.86	209762
88	31159	180174	14.74	211333
89	30281	179956	14.40	210237
90	31046	177513	14.89	208559
91	28940	177440	14.02	206380
92	30669	175916	14.85	206585
93	28219	176289	13.80	204508
94	29449	175109	14.40	204558
95	28717	175240	14.08	203957
96	28926	172574	14.36	201500
97	27948	172852	13.92	200800
98	28740	170742	14.41	199482
99	26546	170995	13.44	197541
100	27856	168314	14.20	196170
101	27243	168885	13.89	196128
102	28021	167599	14.32	195620
103	26536	167168	13.70	193704
104	27541	165526	14.26	193067
105	25475	165572	13.33	191047
106	26517	163641	13.94	190158
107	25941	163284	13.71	189225
108	26453	161926	14.04	188379
109	25164	162095	13.44	187259
110	25967	159666	13.99	185633
111	24191	158740	13.22	182931
112	25164	156971	13.82	182135
113	24851	156992	13.67	181843
114	24907	156278	13.75	181185
115	24104	156663	13.33	180767
116	24649	154962	13.72	179611
117	23050	153994	13.02	177044
118	23657	153098	13.38	176755
119	23161	152755	13.17	175916
120	23691	151644	13.51	175335
121	22670	150791	13.07	173461
122	23784	149524	13.72	173308
123	22209	148077	13.04	170286
124	22912	146734	13.51	169646
125	22503	146365	13.33	168868
126	22509	145143	13.43	167652
127	21897	144072	13.19	165969
128	22268	143044	13.47	165312
129	20602	142926	12.60	163528
130	21540	140558	13.29	162098
131	21273	140538	13.15	161811
132	21500	139987	13.31	161487
133	20758	139015	12.99	159773
134	21087	138436	13.22	159523
135	19777	137664	12.56	157441
136	20162	135708	12.94	155870
137	20157	134797	13.01	154954
138	20042	133393	13.06	153435
139	19556	132859	12.83	152415
140	20182	131615	13.30	151797
141	18674	130922	12.48	149596
142	19029	128725	12.88	147754
143	18903	128233	12.85	147136
144	18774	126618	12.91	145392
145	17676	125314	12.36	142990
146	18021	124308	12.66	142329
147	16608	122911	11.90	139519
148	16054	120394	11.77	136448
149	12603	116106	9.79	128709
150	7038	107669	6.14	114707
151	0	68031	0.00	68031

