CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
143	25530	40124	38.89	65654
144	25342	38205	39.88	63547
145	23366	39038	37.44	62404
146	24529	37238	39.71	61767
147	21023	37121	36.16	58144
148	21255	34100	38.40	55355
149	16128	32353	33.27	48481
150	9634	30336	24.10	39970
151	0	19406	0.00	19406

