#Coverage (X)	Coverage
1.0	44.65826747480368
2.0	39.401158155369984
3.0	29.779092643078343
4.0	22.74245458593893
5.0	15.937687923628829
6.0	12.99311357372963
7.0	8.883317265327037
8.0	7.097639674690626
9.0	4.957652711483462
10.0	3.8916377985716224
11.0	2.7892710532768774
12.0	2.1948331148410745
13.0	1.6144056458015683
14.0	1.2920267117437874
15.0	0.987567501877237
16.0	0.8097499249144278
17.0	0.6440245613768809
18.0	0.5426513952786962
19.0	0.4513091501833628
20.0	0.3929982834107335
21.0	0.34136824760366835
22.0	0.30453881063144195
23.0	0.27378009537760306
24.0	0.2510287272204721
25.0	0.23033130372284916
26.0	0.2149519460959226
27.0	0.20083591383910004
28.0	0.1898157390227908
29.0	0.1795296057214557
30.0	0.17102922373329932
31.0	0.1635597328817795
32.0	0.1569325405854869
33.0	0.15072735480579524
34.0	0.14535540534039626
35.0	0.14038415387916814
36.0	0.1358584217758647
37.0	0.13154234584101232
38.0	0.127661257470578
39.0	0.1239888455668563
40.0	0.12062846866149357
41.0	0.11726123384407572
42.0	0.1142484061244744
43.0	0.11142000725398304
44.0	0.10881057171829411
45.0	0.1062437532074938
46.0	0.1039093689301609
47.0	0.10160388585362057
48.0	0.09950365028777242
49.0	0.09738210620947996
50.0	0.09543103023075616
51.0	0.09346599350249107
