#GC Content (%)	Sample
1.0	2.2129940370875672E-6
2.0	1.1064970185437836E-6
3.0	0.0
4.0	1.1064970185437836E-6
5.0	3.3194910556313504E-6
6.0	5.532485092718918E-6
7.0	9.958473166894052E-6
8.0	1.881044931524432E-5
9.0	4.9792365834470255E-5
10.0	1.349926362623416E-4
11.0	3.540790459340107E-4
12.0	9.139665373171653E-4
13.0	0.0020082920886569672
14.0	0.004464715469824167
15.0	0.009325556872287007
16.0	0.01682760665801386
17.0	0.027943475706304708
18.0	0.0396922610492026
19.0	0.05054920979515421
20.0	0.05862553153350529
21.0	0.062098825674714225
22.0	0.061638522914999994
23.0	0.059390120973319034
24.0	0.05406123133201218
25.0	0.05397381806754722
26.0	0.04018022623438041
27.0	0.04081314252898746
28.0	0.03701564476134519
29.0	0.03415645646542805
30.0	0.03125522128280626
31.0	0.028508895682780585
32.0	0.026503923085179244
33.0	0.02385828871384106
34.0	0.022409884116567247
35.0	0.020030915526698116
36.0	0.017949594634817257
37.0	0.016098425122793508
38.0	0.01433245588119763
39.0	0.012473540890044073
40.0	0.01104284024506696
41.0	0.009420715615881774
42.0	0.008077428235369619
43.0	0.007025149570734482
44.0	0.006378955311904911
45.0	0.005973977403117887
46.0	0.005710631112704467
47.0	0.006095692075157703
48.0	0.007671343829564052
49.0	0.01006027089260008
50.0	0.01153191192726331
51.0	0.011581704293097782
52.0	0.007598315026340162
53.0	0.006427641180720837
54.0	0.004901781792148962
55.0	0.0036669311194540985
56.0	0.0027131306894693573
57.0	0.0020370610111391054
58.0	0.001447298100255269
59.0	9.416289627807598E-4
60.0	6.782826723673393E-4
61.0	3.9280644158304324E-4
62.0	2.910087158770151E-4
63.0	2.0802143948623128E-4
64.0	1.615485647073924E-4
65.0	9.183925253913405E-5
66.0	5.2005359871557834E-5
67.0	4.425988074175134E-5
68.0	2.5449431426507024E-5
69.0	2.3236437389419455E-5
70.0	2.3236437389419455E-5
71.0	5.532485092718918E-6
72.0	6.638982111262702E-6
73.0	3.319491055631351E-6
74.0	1.1064970185437836E-6
75.0	2.2129940370875672E-6
76.0	0.0
77.0	0.0
78.0	1.1064970185437836E-6
79.0	0.0
80.0	0.0
81.0	0.0
82.0	0.0
83.0	0.0
84.0	1.1064970185437836E-6
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	2.2129940370875672E-6
