#Position (bp)	Coverage
510360.0	2.1414875200716357
1531079.0	1.9158720470570254
2551798.0	2.1092416228168576
3572517.0	2.061096148891125
4593236.0	2.012561733444758
5613955.0	2.187503122798733
6634674.0	2.2449704570993583
7655393.0	2.6544288878721765
8676112.0	2.010323115372595
9696831.0	2.3700136864308394
1.071755E7	2.2048526577833862
1.1738269E7	2.9444087941931127
1.2758988E7	2.3601216397461005
1.3779707E7	2.1660731308028947
1.4800426E7	1.988478709615477
1.5542849E7	2.814421483774915
1.60532085E7	3.209056184781671
1.6841864E7	2.349478161962303
1.7862583E7	2.4054916191429765
1.8883302E7	2.2586627661481757
1.9904021E7	2.4046275223641373
2.092474E7	2.3644450627449864
2.1945459E7	2.5603667610772405
2.2966178E7	2.223151523582886
2.3986897E7	2.3386945868549525
2.5007616E7	2.030907624919297
2.6028335E7	2.1688740975723975
2.7049054E7	2.348281946353502
2.8069773E7	2.6525850895300276
2.90063125E7	2.3204537988643295
2.9516672E7	3.4099869920823953
3.0111211E7	2.5261957502505585
3.113193E7	2.0924005529435625
3.2152649E7	2.3987865416436844
3.3173368E7	2.228166615885469
3.4194087E7	2.3374444876601688
3.5214806E7	2.08029046191949
3.6235525E7	2.239100085332006
3.7256244E7	2.337150577191176
3.8276963E7	1.797456498801335
3.9297682E7	2.3487629798210867
4.0318401E7	2.482000433028091
4.08600465E7	1.92602122355047
4.1370406E7	1.9892438216682826
4.2359839E7	2.372258182712382
4.3380558E7	2.6712954299861176
4.4401277E7	2.2120965711424985
4.5421996E7	1.9115221721159301
4.6442715E7	2.0762932795411864
4.7463434E7	1.8231932588694832
4.8484153E7	3.0900502488931822
4.9504872E7	2.1741331355642446
5.0525591E7	2.120912807540567
5.154631E7	1.7151096433004578
5.2132722E7	2.4740672561717236
5.26430815E7	2.0559995579164045
5.3587748E7	2.1954798529272015
5.4608467E7	2.2837333291532733
5.5629186E7	2.394904964049851
5.6649905E7	2.682542403932914
5.7670624E7	2.1202583668962762
5.8691343E7	1.9705521304100344
5.9712062E7	2.618615897225387
6.0732781E7	2.3674351119162083
6.17535E7	2.0842984210149904
6.24094815E7	1.2792194860666657
6.2919841E7	2.573576887487577
6.3794938E7	2.280370993387994
6.4815657E7	2.237300373560206
6.5836376E7	2.01151149336889
6.6857095E7	2.6189617318772354
6.7877814E7	2.048809711585657
6.8898533E7	2.523437890349842
6.9919252E7	2.223384692554954
7.0939971E7	1.681208050403686
7.1904594E7	2.2244160052480555
7.24149535E7	2.3299433114660584
7.2981409E7	3.105321836862055
7.4002128E7	3.6884833142128244
7.5022847E7	2.069186524400937
7.6043566E7	2.6153916993805346
7.7064285E7	1.8784474473385917
7.8085004E7	2.3235317457596065
7.9105723E7	1.9700897112721523
7.9997623E7	2.2280858781702073
8.05079825E7	3.0306204830032835
8.1147161E7	2.392609523287016
8.216788E7	1.9370747482901758
8.3188599E7	1.8441941415805918
8.4209318E7	1.5308346371528305
8.5230037E7	2.293175692820453
8.6250756E7	1.7603169922378246
8.7271475E7	1.592501952055365
8.78641845E7	1.7094899817850637
8.8374544E7	2.3498999438096586
8.9312913E7	2.300221706463777
9.0333632E7	2.3063899075063756
9.1354351E7	2.42158027821565
9.237507E7	2.2477439922250886
9.3395789E7	1.8977005424607556
9.4416508E7	2.3182501746318036
9.5112036E7	3.322274036890724
9.56223955E7	2.221838857778967
9.6457946E7	2.480681754723876
9.7478665E7	2.2158880161925074
9.8499384E7	2.4445297873361818
9.9520103E7	2.5260027490425867
1.00540822E8	2.5107145061471376
1.01386574E8	2.6395685651885477
1.018969335E8	1.850917601604874
1.0258226E8	1.963356222427524
1.03602979E8	1.9999784465656072
1.04623698E8	2.169856738240397
1.05644417E8	2.3964146841589113
1.06665136E8	1.9636638487184035
1.076372215E8	2.473962913069656
1.08147581E8	2.8675809884133363
1.08706574E8	2.722076301117154
1.09727293E8	1.85272440309233
1.10748012E8	2.426351424828969
1.11768731E8	1.7405642493183726
1.1278945E8	2.00679325063999
1.13638349E8	2.9458054377701863
1.141487085E8	0.7401292049819579
1.14830888E8	1.3226960603261035
1.15851607E8	2.532053385897588
1.16872326E8	3.6189587927725455
1.17893045E8	1.4300204071835638
1.18913764E8	1.245724827303107
1.196339415E8	1.3046616591522175
1.20144301E8	2.662104900654319
1.20955202E8	2.159090797761186
1.21975921E8	2.7528242346816314
1.2299664E8	2.3823922156832587
1.24017359E8	2.393848845764603
1.246429705E8	2.2195276437719085
1.2515333E8	0.9758660617679998
1.26058797E8	1.7621235619205677
1.27079516E8	1.7202863863609867
1.28100235E8	1.7615122281450624
1.290844785E8	2.078325075334892
1.29594838E8	1.3748680621238913
1.30141673E8	3.8843834591106856
1.31162392E8	2.2428170730632035
1.32183111E8	2.1317649617573493
1.3320383E8	3.2725823659596815
1.33904959E8	3.9652486377539384
1.344153185E8	2.018389186144748
1.35245268E8	2.2130135718057566
1.36265987E8	1.9208332557736263
1.37286706E8	2.269475732302426
1.379154055E8	2.024885921919892
1.38425765E8	2.483613697787993
1.39328144E8	1.637308603053338
1.40348863E8	2.505608301599167
1.413579265E8	2.29283903878854
1.41868286E8	3.2765218137360046
1.42390301E8	2.793138954011829
1.4341102E8	1.9367867160305627
1.44431739E8	2.443602009955727
1.452602935E8	2.4960071654174327
1.45770653E8	1.8996588860065204
1.46473177E8	2.592537221311644
1.47493896E8	2.2868193890776993
1.48514615E8	2.1142351616850474
1.491610745E8	3.1542138133725204
1.49671434E8	2.502778152591985
1.50556053E8	2.621936105823444
1.51576772E8	2.3555199815032344
1.524486985E8	2.18581480057638
1.52959058E8	1.9641010131559051
1.5361821E8	2.2879930715505443
1.54638929E8	1.7520728035825728
1.55659648E8	2.0065091371866304
1.562379865E8	2.294282057694288
1.56748346E8	2.076916817083936
1.57701086E8	4.851855407805674
1.58721805E8	2.047301950879723
1.59504311E8	2.1309166202762113
1.600146705E8	2.9293174595844893
1.60763243E8	2.175198071163562
1.61783962E8	2.622729664089725
1.62676022E8	3.29086417230263
1.631863815E8	3.6721993797557886
1.638254E8	2.1762483112394304
1.64846119E8	2.07695751720111
1.65790573E8	2.496813481857061
1.663009325E8	1.9819379794138858
1.66887557E8	2.5264347974320063
1.67908276E8	1.8821977449229417
1.687668165E8	1.4933123863737539
1.69277176E8	0.8571974706881615
1.69949714E8	0.7209182938693215
1.70970433E8	0.9007033277523001
1.71720922E8	0.8903383382716409
1.722312815E8	1.2197590941050216
1.73011871E8	1.3968986567311865
1.73949528E8	0.5572768387364775
1.744598875E8	2.625791577375936
1.75053309E8	1.7917595342106887
1.76074028E8	2.2383417963220045
1.76602689E8	0.3225145479878698
1.771130485E8	2.5565837767092496
1.78115466E8	2.498784680210714
1.787021015E8	1.756974670931879
1.79212461E8	2.470335776411681
1.80156904E8	2.1314299038226974
1.80794673E8	3.2300456402387576
1.813050325E8	2.4540109674892285
1.82198342E8	2.551898220763991
1.827149935E8	1.5433884297520661
1.83225353E8	2.1411229646823093
1.84101867E8	3.715955177455017
1.846122265E8	2.223815013813056
1.85260499E8	2.435498898325592
1.85946661E8	2.470178182904111
