#Position (bp)	mapping quality
510360.0	20.024192341951007
1531079.0	25.20891281147616
2551798.0	21.64693212964765
3572517.0	30.61435260005704
4593236.0	28.05180356916846
5613955.0	27.41758336744556
6634674.0	29.74931441808016
7655393.0	25.68603645200127
8676112.0	24.00797037000938
9696831.0	28.406699053125973
1.071755E7	23.06714225728549
1.1738269E7	25.236967685649965
1.2758988E7	22.34948636811385
1.3779707E7	15.938750366358022
1.4800426E7	26.15648294951219
1.5542849E7	27.340121217317677
1.60532085E7	25.413577361173708
1.6841864E7	27.6359804633308
1.7862583E7	27.401001738665784
1.8883302E7	30.3855460515472
1.9904021E7	26.983096817249002
2.092474E7	30.330429587053136
2.1945459E7	31.524627738036248
2.2966178E7	28.90476301695786
2.3986897E7	32.49438535492114
2.5007616E7	31.52013279395037
2.6028335E7	27.99759825929133
2.7049054E7	31.517847368473753
2.8069773E7	26.836244951143915
2.90063125E7	25.626626124572898
2.9516672E7	19.197658255850005
3.0111211E7	34.104747422568465
3.113193E7	22.971478911653172
3.2152649E7	27.25122616538295
3.3173368E7	22.426701114876806
3.4194087E7	25.876661131308694
3.5214806E7	22.99085237205377
3.6235525E7	24.93744891690717
3.7256244E7	26.103611960894945
3.8276963E7	22.64673477596858
3.9297682E7	25.187888515479305
4.0318401E7	18.7558933064922
4.08600465E7	38.162427913537734
4.1370406E7	23.880200190137607
4.2359839E7	26.487310900388987
4.3380558E7	27.97542875082244
4.4401277E7	29.40888265308608
4.5421996E7	23.847875099878173
4.6442715E7	30.349417169345525
4.7463434E7	28.30923637590759
4.8484153E7	27.29700929559969
4.9504872E7	23.96064851010216
5.0525591E7	25.889135351265857
5.154631E7	24.532912155234214
5.2132722E7	32.525691037898795
5.26430815E7	30.491648328265775
5.3587748E7	26.81168227301773
5.4608467E7	24.578497672722595
5.5629186E7	22.033568075597508
5.6649905E7	20.167330747132524
5.7670624E7	26.72738736191126
5.8691343E7	19.165454066362397
5.9712062E7	28.43710639233992
6.0732781E7	30.6189868263255
6.17535E7	30.05240041871075
6.24094815E7	31.073200649551087
6.2919841E7	25.977978650871435
6.3794938E7	30.935012102501357
6.4815657E7	22.257573057226246
6.5836376E7	21.5322006557607
6.6857095E7	22.88196836479098
6.7877814E7	24.54679932040938
6.8898533E7	32.823109335211385
6.9919252E7	17.17655988166301
7.0939971E7	14.10784182895397
7.1904594E7	22.839704949474058
7.24149535E7	32.28189257118374
7.2981409E7	15.383293986328507
7.4002128E7	11.784819006057258
7.5022847E7	25.185403052378298
7.6043566E7	22.224996066797026
7.7064285E7	22.918302025642458
7.8085004E7	24.637900756132908
7.9105723E7	24.206443059553198
7.9997623E7	26.92259073879109
8.05079825E7	27.098224520141443
8.1147161E7	30.451304202553292
8.216788E7	22.82786796944582
8.3188599E7	7.952890559093585
8.4209318E7	14.049727625064637
8.5230037E7	10.08585851681215
8.6250756E7	10.406014284370618
