"","LCM_1","LCM_11","LCM_12","LCM_17","LCM_18","LCM_24","LCM_25","LCM_3","LCM_32","LCM_33"
"Pocillopora_acuta_HIv2___RNAseq.g5554.t1",0,NA,NA,9.466666667,NA,0,NA,NA,0,NA
"Pocillopora_acuta_HIv2___RNAseq.g5555.t1",0,0,0,0,32.66666667,9.359223301,4.2,NA,NA,60
"Pocillopora_acuta_HIv2___RNAseq.g5556.t1",100,NA,NA,NA,30.5,41.8125,6.666666667,NA,100,NA
"Pocillopora_acuta_HIv2___RNAseq.g5557.t3",8.619047619,4.6,29.77777778,13.33333333,8.27027027,3.98392283,2.438596491,47.33333333,4.714285714,4.714285714
"Pocillopora_acuta_HIv2___RNAseq.g5558.t1",NA,NA,NA,NA,NA,53.33333333,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5559.t1",NA,NA,60,100,NA,40,10,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g8679.t1",NA,NA,NA,0,NA,50,100,NA,NA,100
"Pocillopora_acuta_HIv2___TS.g8680.t1",30,33,NA,60,5.142857143,53.47619048,20,NA,0,100
"Pocillopora_acuta_HIv2___RNAseq.g5562.t1",2,10,20,NA,6.807692308,6.68852459,8.1,NA,75,4
"Pocillopora_acuta_HIv2___RNAseq.g5563.t1",92.5,NA,2.5,0,0,5.6875,0,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5564.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5565.t1",NA,NA,17,NA,0,1.176470588,0.8235294118,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5566.t1",NA,NA,NA,0,NA,20.0625,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5567.t1",38.8,46.66666667,55,25.4,46.5,35,41.5,25.66666667,70,49.25
"Pocillopora_acuta_HIv2___RNAseq.g5568.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5569.t1",0.8,0,NA,18,NA,2.783783784,1.47826087,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5570.t1",100,NA,NA,NA,31.44444444,24.86363636,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5571.t1",NA,NA,0,100,2.5,2.6875,20,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5572.t1",NA,NA,NA,NA,NA,51.11111111,20,0,0,NA
"Pocillopora_acuta_HIv2___RNAseq.g5573.t1",20,NA,NA,NA,40,9,8.625,NA,20,NA
"Pocillopora_acuta_HIv2___RNAseq.g5574.t1",NA,NA,NA,NA,10,0.8888888889,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5575.t1",6.192307692,0,18.91891892,9.875,3.194444444,7.194384449,7.562962963,NA,62.36842105,NA
"Pocillopora_acuta_HIv2___TS.g8695.t1",NA,NA,NA,NA,NA,12,0,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5576.t1",NA,NA,NA,NA,NA,2.44,3.111111111,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5577.t1b",0,NA,100,33.33333333,NA,12.58536585,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5577.t1a",NA,NA,NA,NA,NA,19.6,100,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5578.t1",6.25,20,20,15.09090909,17.66666667,5.674825175,13.44680851,2.727272727,17.125,NA
"Pocillopora_acuta_HIv2___TS.g8701.t1",NA,NA,NA,NA,NA,2,NA,NA,14.28571429,NA
"Pocillopora_acuta_HIv2___RNAseq.g5579.t1",NA,NA,NA,NA,NA,14.08,0,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5580.t1",0,NA,30,NA,2.272727273,11.61538462,16.47368421,6,0,NA
"Pocillopora_acuta_HIv2___TS.g8704.t2",2.666666667,NA,17.16666667,0,16,6.097902098,0,NA,1.032258065,0
"Pocillopora_acuta_HIv2___TS.g8705.t1",20,NA,31,40,NA,5.456521739,0,NA,0,NA
"Pocillopora_acuta_HIv2___TS.g8706.t1b",NA,10,NA,0,18.27272727,3.3125,2.75,2,NA,NA
"Pocillopora_acuta_HIv2___TS.g8706.t1a",NA,NA,0,NA,15.55555556,4.860465116,22.7,NA,0,NA
"Pocillopora_acuta_HIv2___RNAseq.g5584.t1",NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5585.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g8709.t1",NA,NA,NA,NA,NA,3.315789474,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5587.t1",0,NA,0,NA,NA,0,20,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5588.t1c",NA,0,NA,0,NA,1,0,0,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5588.t1b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5588.t1a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5589.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5590.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5591.t1",33.75,NA,33.33333333,NA,18.93333333,9.473684211,14.66666667,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5592.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5593.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5594.t1",NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5595.t1",NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g8720.t1",NA,NA,NA,NA,NA,1.152173913,0,0,100,NA
"Pocillopora_acuta_HIv2___RNAseq.g5598.t1",NA,0,NA,NA,NA,1.327272727,0,NA,60.72727273,NA
"Pocillopora_acuta_HIv2___RNAseq.g5599.t1",NA,NA,0,NA,11.84615385,3.741573034,0,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5600.t1",58,100,NA,0,70,48.88461538,NA,100,86,NA
"Pocillopora_acuta_HIv2___RNAseq.g5601.t1",NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g8725.t1",NA,NA,NA,NA,NA,8,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g8726.t1a",30.85714286,19.9047619,52.25,22.74074074,24.9375,14.69784173,11.25,30.4375,50,48.38461538
"Pocillopora_acuta_HIv2___TS.g8726.t1b",0,0,21.69230769,8,20.88571429,7.201388889,2.256410256,100,72.6,NA
"Pocillopora_acuta_HIv2___RNAseq.g5604.t1",NA,NA,NA,NA,0,2.925925926,NA,NA,100,NA
"Pocillopora_acuta_HIv2___TS.g8728.t1",16,0,NA,2,NA,6.057142857,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5606.t1",NA,NA,NA,NA,0,2.285714286,6.666666667,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5607.t1",NA,NA,NA,NA,NA,3.971428571,0,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5608.t1",0,NA,NA,NA,0,2.666666667,24.57142857,NA,0,NA
"Pocillopora_acuta_HIv2___RNAseq.g5609.t1",NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"Pocillopora_acuta_HIv2___RNAseq.g5610.t1",NA,NA,NA,19.69230769,NA,0,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5611.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5612.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5613.t1",NA,NA,NA,NA,0,0,0,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5614.t1",NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5615.t1",NA,NA,NA,NA,17,2.5,NA,NA,NA,0
"Pocillopora_acuta_HIv2___RNAseq.g5616.t1",NA,NA,NA,NA,NA,2,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g8740.t1",2.947368421,100,7.272727273,NA,76,3.588785047,4,NA,0,NA
"Pocillopora_acuta_HIv2___RNAseq.g5618.t1",NA,60,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5619.t1",NA,NA,NA,NA,NA,5.263157895,20,NA,0,NA
"Pocillopora_acuta_HIv2___TS.g8743.t1",NA,NA,NA,NA,0,NA,0,NA,NA,0
"Pocillopora_acuta_HIv2___RNAseq.g5621.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5622.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5623.t1",NA,NA,60,NA,NA,0,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5624.t1",NA,NA,NA,0,3.571428571,0,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5625.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5626.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5627.t1",0,NA,NA,NA,40,2.526315789,0,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g8751.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g8752.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5628.t1",2.083333333,56,4.625,16.38461538,18.72727273,2.170212766,5.58,32.8125,0,94.58333333
"Pocillopora_acuta_HIv2___TS.g8754.t2",NA,NA,0,NA,NA,6.941176471,0,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g8755.t2",5.833333333,NA,16,15,NA,21.04301075,4.413793103,NA,2.666666667,88.88888889
"Pocillopora_acuta_HIv2___RNAseq.g5632.t1",NA,80,NA,NA,NA,2.285714286,0,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5633.t1",NA,NA,NA,NA,NA,21.72222222,NA,NA,22.33333333,NA
"Pocillopora_acuta_HIv2___RNAseq.g5634.t1",0,NA,0,NA,66.14285714,3.428571429,0,13.33333333,12,NA
"Pocillopora_acuta_HIv2___RNAseq.g5635.t1",NA,NA,NA,NA,0,22.375,0,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5636.t1",NA,17,NA,NA,NA,3.6,0,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5637.t1",NA,NA,NA,NA,73.5,82.46153846,100,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5638.t1",NA,0,100,10,0.9,2.714285714,10.125,50,NA,NA
"Pocillopora_acuta_HIv2___TS.g8763.t3",60,NA,NA,21.25,28.23529412,15.14545455,5.25,NA,20,NA
"Pocillopora_acuta_HIv2___RNAseq.g5640.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5641.t1",NA,NA,0,4,40,6.25,36.66666667,NA,0,NA
"Pocillopora_acuta_HIv2___RNAseq.g5642.t1a",38.66666667,NA,0,NA,6.666666667,17.17808219,36,NA,4.333333333,NA
"Pocillopora_acuta_HIv2___RNAseq.g5642.t1b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5643.t1",NA,NA,80,NA,35.5,42.30769231,33.33333333,100,80,NA
"Pocillopora_acuta_HIv2___TS.g8768.t1",15.25,5.461538462,NA,5,15.61538462,3.3671875,1.80952381,14,94,17.125
"Pocillopora_acuta_HIv2___RNAseq.g5645.t1",0,NA,NA,NA,NA,2.285714286,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g8770.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5646.t1",10,NA,NA,NA,NA,0,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5647.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5648.t1",NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g8774.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5649.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Pocillopora_acuta_HIv2___RNAseq.g5650.t1",NA,NA,NA,NA,NA,20,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5651.t1",NA,NA,NA,10,NA,0,6.333333333,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5652.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5653.t1",NA,NA,NA,NA,NA,3.333333333,0,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5654.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5655.t1",0,NA,NA,0,0,4.945945946,10.30769231,NA,11.81818182,100
"Pocillopora_acuta_HIv2___TS.g8782.t1",NA,NA,0,NA,NA,0,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5656.t1",5.333333333,NA,0,0,39.1,0,5.857142857,NA,0,NA
"Pocillopora_acuta_HIv2___RNAseq.g5657.t1a",NA,NA,NA,NA,NA,0,0,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5657.t1b",NA,NA,14,NA,NA,2,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5658.t1",NA,NA,NA,NA,0,2.285714286,20,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g8785.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5660.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g8787.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5661.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5662.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5663.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5664.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5665.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5666.t1",NA,NA,NA,95,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g8794.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g8795.t1",NA,27.66666667,NA,NA,NA,15.625,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g8796.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5670.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5671.t1",NA,NA,NA,NA,NA,NA,NA,NA,100,NA
"Pocillopora_acuta_HIv2___RNAseq.g5672.t1",NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5673.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5674.t1a",NA,NA,NA,60,0,0,5,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5674.t1b",NA,NA,0,NA,NA,5.85,40,40,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5675.t1",NA,0,NA,NA,NA,3.75,NA,20,NA,40
"Pocillopora_acuta_HIv2___RNAseq.g5676.t1",NA,NA,NA,NA,NA,1.527777778,13.4,0,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5677.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g8805.t2a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g8805.t2b",NA,NA,NA,NA,NA,7.8,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5679.t1",NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5680.t1",NA,NA,NA,40,NA,76.18181818,4,NA,100,NA
"Pocillopora_acuta_HIv2___RNAseq.g5681.t1",NA,NA,NA,66.5,NA,0,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5682.t1",0,NA,5,37.90909091,0,23.51020408,67.66666667,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5683.t2",NA,NA,NA,NA,7.666666667,NA,0,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5684.t1",NA,NA,NA,NA,NA,NA,3.636363636,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5685.t1",6.666666667,20,8,0,23.10526316,5.945454545,21.5,0,NA,100
"Pocillopora_acuta_HIv2___RNAseq.g5686.t1",4.285714286,0,22.85714286,NA,21.42857143,3.720588235,1.333333333,NA,0,0
"Pocillopora_acuta_HIv2___RNAseq.g5687.t1",0,0,0,0.875,6.75,2.835,7.574074074,NA,0,NA
"Pocillopora_acuta_HIv2___RNAseq.g5688.t1",12.5,10,0,23.0625,2.5,4.636363636,3.333333333,6.666666667,0,0
"Pocillopora_acuta_HIv2___RNAseq.g5689.t1",20,10.90909091,0,NA,50,8.557142857,10.64285714,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g8817.t1",0,NA,NA,NA,0,3.733333333,22.4,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5690.t1",0,NA,80,NA,100,36.8,66,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g8820.t2",NA,NA,NA,80,100,19.23333333,20.75,60,0,NA
"Pocillopora_acuta_HIv2___RNAseq.g5692.t1",NA,NA,NA,NA,NA,100,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5693.t1",NA,NA,NA,NA,NA,14.28571429,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5694.t1",NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g8823.t2",NA,100,NA,100,100,87.66666667,75,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5696.t1",0,NA,3.5,10,10,11,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5697.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5698.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5699.t1",100,60,NA,NA,0,38.46666667,39.28571429,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g5700.t1",NA,NA,NA,90,75,54.81818182,66.66666667,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g8829.t1",NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12508.t1",NA,NA,100,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12509.t1",NA,NA,NA,80,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12510.t1",NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g15118.t1",0,NA,NA,2.666666667,0,2.530973451,8.571428571,20,35.42857143,20
"Pocillopora_acuta_HIv2___TS.g15119.t1",NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g15120.t1",NA,NA,NA,0,20,7.666666667,0,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12512.t1",NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g15122.t3",0,NA,0,NA,16.57142857,25.55844156,0,44,12.09090909,NA
"Pocillopora_acuta_HIv2___RNAseq.g12514.t1",17.14285714,0,4.625,30,4.571428571,3.164634146,6.913043478,45,40,100
"Pocillopora_acuta_HIv2___RNAseq.g12515.t1",NA,1.555555556,0,0,19.71428571,7.827586207,8.181818182,0,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12516.t1b",NA,NA,NA,NA,5,6.23255814,20,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12516.t1a",NA,NA,1.666666667,NA,60,16.95121951,75,NA,50,NA
"Pocillopora_acuta_HIv2___RNAseq.g12517.t1",100,NA,NA,NA,NA,33.69230769,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12518.t1",NA,NA,NA,NA,NA,0,NA,NA,0,NA
"Pocillopora_acuta_HIv2___TS.4791_t",0,NA,0,16,11.125,12.21774194,9.307692308,NA,0,NA
"Pocillopora_acuta_HIv2___RNAseq.g12520.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12521.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g15133.t1",NA,NA,NA,NA,76.6,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g15134.t1",NA,0,NA,NA,40,26.04761905,10.3,NA,100,NA
"Pocillopora_acuta_HIv2___TS.g15135.t1",10,66.66666667,20,0,NA,29.06451613,50,0,100,NA
"Pocillopora_acuta_HIv2___RNAseq.g12526.t1",NA,NA,4,NA,0,6.25,46,NA,NA,99.33333333
"Pocillopora_acuta_HIv2___RNAseq.g12527.t1",NA,NA,0,NA,20,5.333333333,0,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12528.t1",NA,100,NA,NA,NA,72.76470588,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12529.t1",NA,NA,NA,NA,0,65.23076923,73.33333333,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12530.t1",15.2,100,NA,NA,19.33333333,20.62666667,89.25,NA,50,NA
"Pocillopora_acuta_HIv2___RNAseq.g12531.t1",NA,80,NA,NA,50,0,0,NA,NA,0
"Pocillopora_acuta_HIv2___RNAseq.g12532.t1",NA,83,70,NA,0,16.76923077,100,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g15142.t1",0,11.75,NA,NA,8,2.973684211,4.47826087,NA,0,100
"Pocillopora_acuta_HIv2___TS.g15143.t1",NA,NA,NA,NA,NA,3.333333333,0,NA,NA,100
"Pocillopora_acuta_HIv2___RNAseq.g12535.t1",NA,NA,NA,NA,NA,5,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12536.t1",NA,NA,NA,NA,16,5.714285714,NA,NA,NA,100
"Pocillopora_acuta_HIv2___RNAseq.g12537.t1",9.6,40,NA,NA,NA,20,0,NA,0,NA
"Pocillopora_acuta_HIv2___TS.g15147.t1",NA,NA,0,NA,7.545454545,5.1125,0.8,5.6,NA,5.714285714
"Pocillopora_acuta_HIv2___TS.g15148.t2",NA,NA,40,NA,11.42857143,2.022222222,20,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12539.t1",NA,NA,100,NA,85,23,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12540.t1",NA,NA,NA,NA,20,48,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12541.t1",100,NA,100,50,60,84.875,NA,NA,100,NA
"Pocillopora_acuta_HIv2___RNAseq.g12542.t1",100,NA,NA,NA,47.625,76.875,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.4589_t",NA,0,NA,NA,100,26.875,50,0,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12544.t1",100,NA,NA,NA,100,27.42857143,33.33333333,60,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12545.t1",NA,NA,NA,NA,5.333333333,25,33.33333333,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12546.t1",NA,NA,NA,0,NA,1.322033898,4,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12547.t1",NA,NA,NA,NA,19.55555556,6.1,60,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g15158.t1",NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12548.t1a",10,NA,NA,NA,38.83333333,10.19753086,3.666666667,26.66666667,0,NA
"Pocillopora_acuta_HIv2___RNAseq.g12548.t1b",0,NA,0,NA,0,16.20634921,4.666666667,80,0,NA
"Pocillopora_acuta_HIv2___RNAseq.g12549.t1",NA,NA,0,NA,NA,0,0,NA,0,NA
"Pocillopora_acuta_HIv2___TS.g15161.t1b",NA,NA,NA,NA,0,NA,0,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g15161.t1a",20,NA,71.42857143,20,NA,3.615384615,NA,NA,NA,5
"Pocillopora_acuta_HIv2___RNAseq.g12551.t1",NA,NA,NA,20,NA,4.461538462,4,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12552.t1",NA,NA,60,4,NA,11.75,15.5,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12553.t1",NA,NA,13.33333333,0,2.4,5.012195122,1.066666667,14.125,0,NA
"Pocillopora_acuta_HIv2___RNAseq.g12554.t1",0,NA,NA,NA,54,43.44444444,57.4,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12555.t1",0,NA,NA,100,NA,14.53846154,100,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12556.t1",NA,NA,100,NA,2.5,22,24,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12557.t1",NA,NA,NA,0,NA,16.66666667,14.66666667,0,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12558.t2",40,2.285714286,20,0,5.333333333,5.2,4.8,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12559.t1",NA,NA,12,NA,35.25,4.772727273,0,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12560.t1",NA,0,NA,NA,16,5.611111111,4,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g15172.t1",0,4,0,7.5,12.58823529,3.025906736,3.62962963,0,11.42857143,60
"Pocillopora_acuta_HIv2___RNAseq.g12562.t1",NA,NA,NA,NA,NA,24.4,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g15174.t1",0,NA,21,22,31.23076923,4.755102041,6.153846154,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g12563.t1",0,9.083333333,4.645833333,5.655172414,11.91666667,2.688259109,2.579545455,17.08333333,20,NA
