"","LCM_1","LCM_11","LCM_12","LCM_17","LCM_18","LCM_24","LCM_25","LCM_3","LCM_32","LCM_33"
"Pocillopora_acuta_HIv2___RNAseq.g14763.t1",NA,NA,NA,NA,NA,NA,NA,NA,100,NA
"Pocillopora_acuta_HIv2___TS.g20025.t1",NA,0,NA,NA,NA,0,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14765.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g20027.t1",NA,NA,NA,20,NA,0.7619047619,20,6.153846154,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14767.t1",NA,NA,NA,NA,45.71428571,0,0,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14768.t1",NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14769.t1",0.8888888889,3.3,6.431818182,27.33333333,24.86567164,6.237037037,3,15.33333333,15.52941176,77.4
"Pocillopora_acuta_HIv2___TS.g20032.t1a",NA,NA,16,NA,60,12,0,NA,60,60
"Pocillopora_acuta_HIv2___TS.g20032.t1b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g20032.t1c",NA,NA,NA,NA,74,62.76923077,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14772.t1",76.66666667,NA,NA,NA,34.75,0.4545454545,3.5,NA,0,NA
"Pocillopora_acuta_HIv2___TS.g20034.t1",1.538461538,8,50,3.866666667,13.83333333,4.2,6.742857143,85,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14774.t1",58,50,NA,0,15.15,1.985507246,3.407407407,12.72727273,NA,60
"Pocillopora_acuta_HIv2___RNAseq.g14775.t1",NA,NA,NA,1.333333333,0,0.8205128205,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g20036.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14776.t1",NA,NA,0,0,57,1,3.724137931,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14777.t1",NA,49.09090909,NA,NA,1.818181818,5.090909091,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14778.t1",27.83333333,32.33333333,37.75,38.75,21.85714286,5.061538462,21.85714286,18,50,50.75
"Pocillopora_acuta_HIv2___RNAseq.g14779.t2",0,0,60,1.777777778,64.5,4.054347826,0,NA,NA,95.85714286
"Pocillopora_acuta_HIv2___TS.g20042.t1",NA,0,NA,NA,NA,0,NA,NA,100,NA
"Pocillopora_acuta_HIv2___TS.g20043.t1",13.47761194,8.196721311,10.32727273,10.64516129,7.180327869,5.268656716,8.919354839,21.46808511,10.5625,13.90566038
"Pocillopora_acuta_HIv2___TS.g20044.t1",16.38235294,36.125,7.2,50.69230769,21.93333333,26.875,17.33333333,16.93939394,25.74193548,17.56
"Pocillopora_acuta_HIv2___RNAseq.g14783.t1",NA,22.3,0,22.5,46.66666667,9.797619048,8.256410256,100,15.875,100
"Pocillopora_acuta_HIv2___RNAseq.g14784.t1",20,NA,NA,NA,NA,21.25,0,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14785.t1",NA,NA,NA,NA,NA,1.230769231,10,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14786.t1",0,NA,NA,NA,NA,10.140625,14.22222222,42.5,0,100
"Pocillopora_acuta_HIv2___RNAseq.g14787.t1",NA,NA,NA,NA,0,0,0,NA,4.444444444,NA
"Pocillopora_acuta_HIv2___RNAseq.g14788.t1",NA,NA,12.5,20,26.66666667,5.265306122,0.625,0,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14789.t1",NA,NA,NA,100,NA,5.263157895,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14790.t1",0,NA,NA,NA,NA,14.30769231,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g20052.t2",95.25,NA,NA,NA,0,0,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14792.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14793.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g20055.t1",NA,NA,NA,NA,23.33333333,13.24324324,11,NA,21,NA
"Pocillopora_acuta_HIv2___RNAseq.11847_t",0,0,NA,0,15.33333333,6.591836735,14.6,0,0,NA
"Pocillopora_acuta_HIv2___RNAseq.g14797.t1",NA,NA,NA,NA,NA,17.84615385,100,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14798.t1",100,0,2.733333333,NA,NA,2.333333333,37.08333333,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14799.t1",70,11.69230769,20,5.066666667,100,21.16666667,40,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g20060.t1",NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14800.t1",0,0,NA,NA,100,53.56,0,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14801.t1",NA,20.83333333,NA,NA,40,2.64,2.709677419,NA,8,NA
"Pocillopora_acuta_HIv2___RNAseq.g14802.t1",2.571428571,3.157894737,NA,0,8.78125,5.651234568,3.238095238,64.10526316,43.32,0
"Pocillopora_acuta_HIv2___TS.g20064.t1",100,NA,100,28.57142857,2.222222222,20,100,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14805.t1",NA,15,NA,NA,21.2,5.898989899,0.8,21.30769231,NA,NA
"Pocillopora_acuta_HIv2___TS.g20066.t1b",25,14.33333333,14.625,20,8.096153846,4.367924528,5.808988764,17.27777778,65.75,66.66666667
"Pocillopora_acuta_HIv2___TS.g20066.t1a",62,100,92,100,10.36,6.671428571,20,100,100,100
"Pocillopora_acuta_HIv2___TS.g20067.t1",NA,NA,NA,NA,20,2,0,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14808.t1",NA,NA,NA,NA,100,NA,NA,0,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14809.t1",52,53.5,59.33333333,66.66666667,22.36363636,4.862068966,59.55555556,42.6,60,50
"Pocillopora_acuta_HIv2___RNAseq.g14810.t1",NA,NA,NA,NA,NA,8,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g20071.t1",NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14811.t1",32,41.5,NA,NA,50,80,58,NA,NA,50
"Pocillopora_acuta_HIv2___RNAseq.g14812.t1",NA,NA,0,75.33333333,34,6.802325581,6.75,40,NA,100
"Pocillopora_acuta_HIv2___RNAseq.g14813.t1",13.56521739,0,12.5,20,17,16.31067961,7.892857143,90,42.90909091,NA
"Pocillopora_acuta_HIv2___RNAseq.g14814.t1",NA,NA,NA,NA,NA,10,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14815.t1",NA,NA,NA,NA,NA,3.2,NA,0,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14816.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14817.t1",NA,1.6,NA,NA,0,14.57142857,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14818.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14819.t1",NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14820.t1",0,0,NA,NA,NA,0,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14821.t1",NA,NA,NA,NA,NA,8.923076923,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14822.t1",0,NA,NA,40,NA,1.945945946,0,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14823.t1",NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g20085.t1",0,0,NA,NA,0,5.425531915,70,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14825.t1",NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14826.t1",NA,NA,NA,NA,NA,1.571428571,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14827.t1",NA,NA,NA,NA,NA,20,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14828.t1",NA,NA,2.333333333,NA,20,16.6,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14829.t1",NA,NA,NA,NA,NA,7.384615385,0,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14830.t1",NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14831.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14832.t1",NA,NA,NA,NA,NA,15,18.66666667,NA,NA,75
"Pocillopora_acuta_HIv2___RNAseq.g14833.t1",NA,NA,NA,NA,NA,4.75,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14834.t1",NA,NA,NA,NA,NA,3.333333333,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14835.t1",NA,NA,NA,NA,50,3.125,14,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14836.t1",NA,NA,NA,NA,NA,0.5925925926,NA,0,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14837.t1",NA,NA,NA,NA,NA,5.580645161,0,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14838.t1",NA,NA,NA,28.25,20,0,NA,NA,NA,100
"Pocillopora_acuta_HIv2___TS.g20100.t1",NA,NA,NA,NA,NA,1.555555556,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14839.t1",NA,NA,20,NA,0,4.315789474,25,NA,0,NA
"Pocillopora_acuta_HIv2___RNAseq.g14840.t1",NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14841.t1a",0,NA,NA,NA,NA,4.865671642,3.714285714,20,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14841.t1b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14842.t1",NA,NA,NA,NA,8.111111111,3.183486239,0.4444444444,NA,0,NA
"Pocillopora_acuta_HIv2___RNAseq.g14843.t1",5.714285714,NA,NA,NA,10,2.438596491,0,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14844.t1",NA,NA,NA,0,NA,12.6875,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14845.t1",0,NA,NA,50,20,43,NA,0,100,NA
"Pocillopora_acuta_HIv2___RNAseq.g14846.t1",60,NA,NA,NA,80,34.39130435,0,56.25,NA,100
"Pocillopora_acuta_HIv2___RNAseq.g14847.t1",37.66666667,19,33.33333333,32.6,5.625,2.483870968,20.13157895,80,80,27
"Pocillopora_acuta_HIv2___RNAseq.g14848.t1",NA,1.333333333,NA,NA,0,6.5,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14849.t1",33.33333333,NA,100,NA,91.33333333,36.69767442,15.6875,22,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14850.t1",NA,0,NA,0,100,34.74626866,46.15384615,6.666666667,50,NA
"Pocillopora_acuta_HIv2___RNAseq.g14851.t1",NA,NA,NA,NA,NA,37.375,NA,NA,100,NA
"Pocillopora_acuta_HIv2___RNAseq.g14852.t1",100,33.33333333,NA,NA,100,46.66666667,13.33333333,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.11901_t",0,NA,7.545454545,NA,2,7.56097561,50,NA,50,NA
"Pocillopora_acuta_HIv2___RNAseq.g14854.t1",NA,NA,NA,NA,60,20.41666667,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g20118.t1",26.5,7.3125,12.81818182,28.6,6.512820513,7.271356784,14.30434783,37.25,45.19047619,20.2
"Pocillopora_acuta_HIv2___TS.g20119.t1",NA,NA,NA,80,83,18.78571429,76.25,NA,NA,100
"Pocillopora_acuta_HIv2___RNAseq.g14857.t1",NA,50,81.2,NA,80,44.5,64,56,100,50
"Pocillopora_acuta_HIv2___RNAseq.g14858.t1",NA,60,NA,80,20,65.5,50,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14859.t1",NA,NA,NA,NA,NA,43.14285714,40,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14860.t1",0,12,17.5,NA,80,15.94642857,66,NA,10,NA
"Pocillopora_acuta_HIv2___RNAseq.g14861.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14862.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14863.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g20127.t1a",NA,NA,NA,NA,NA,NA,NA,100,NA,NA
"Pocillopora_acuta_HIv2___TS.g20127.t1b",2.666666667,5,14.92307692,0,10.65,4.259259259,1.523809524,0,NA,53.94444444
"Pocillopora_acuta_HIv2___RNAseq.g14865.t1",NA,0,20,20,39.55555556,4.022222222,NA,NA,19.2,NA
"Pocillopora_acuta_HIv2___RNAseq.g14866.t1",50,NA,NA,NA,NA,40,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14867.t1",0,1.3125,17.6,42.75,11.4047619,0.9550561798,5.903846154,3.2,0,NA
"Pocillopora_acuta_HIv2___RNAseq.g14868.t1b",0,0,NA,0,7.733333333,6.252525253,1.829787234,5.714285714,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14868.t1a",NA,60,NA,20,NA,1.066666667,13.33333333,0,0,NA
"Pocillopora_acuta_HIv2___RNAseq.g14869.t1",0,NA,NA,NA,NA,0,19.6,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.11917_t",NA,5,NA,NA,NA,7.555555556,NA,20,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14871.t1",NA,42.5,60,0,0,4.272727273,1.076923077,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14872.t1",6.125,NA,NA,NA,10,0.56,0,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14873.t1",5.454545455,NA,0,NA,10.9,1.975409836,4.947368421,NA,2.333333333,NA
"Pocillopora_acuta_HIv2___TS.g20137.t1",1.710526316,1.435897436,6.486486486,8.631578947,8.34751773,1.417431193,3.537572254,8,4.129032258,NA
"Pocillopora_acuta_HIv2___RNAseq.g14875.t1a",NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14875.t1b",0,NA,NA,0,NA,12.85714286,20,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14875.t1c",NA,NA,NA,NA,NA,1.714285714,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14876.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g20140.t1",0,NA,NA,NA,0,0.9019607843,11.08333333,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14879.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14880.t1",0,NA,NA,NA,NA,8.897435897,0,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14881.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14882.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g20146.t1",NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14883.t1",NA,NA,NA,NA,NA,20,4,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14884.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14885.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14886.t1",1.454545455,8,4.5,0,13,4.087628866,7.5,NA,0,NA
"Pocillopora_acuta_HIv2___TS.g20150.t1",NA,NA,NA,NA,31,8,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g20151.t1",NA,NA,0,NA,NA,0,0,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g20152.t1",0,0,NA,NA,1.166666667,4.823529412,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g20153.t1b",0,100,6.666666667,NA,NA,0,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g20153.t1a",NA,NA,NA,NA,20.75,8.241935484,20,20,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14891.t1",30,NA,NA,NA,11.22222222,2.114285714,30,NA,0,NA
"Pocillopora_acuta_HIv2___RNAseq.g14892.t1",90,0,40,NA,40,20,30,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14893.t1",0,NA,NA,8.333333333,44.08333333,12.91666667,12,NA,3.5,NA
"Pocillopora_acuta_HIv2___RNAseq.g14894.t1",0,NA,NA,NA,NA,13.6,3.333333333,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14895.t1",NA,NA,NA,NA,0,10,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14896.t1",NA,NA,NA,NA,73,58,40,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14897.t1",NA,NA,100,60,21.6,59.97826087,81.09090909,90,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14898.t1",NA,NA,NA,NA,33.33333333,52.30434783,100,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14899.t1",100,NA,80,0,91.5,35.84,86.5,NA,100,NA
"Pocillopora_acuta_HIv2___RNAseq.g14900.t1",100,NA,NA,NA,NA,50.17391304,40,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14901.t1",NA,94.33333333,NA,NA,NA,100,0,100,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14902.t1",NA,100,NA,NA,NA,18.58823529,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14903.t1",NA,NA,NA,NA,NA,5,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g20167.t1",NA,NA,NA,NA,53.33333333,19.41176471,0,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14905.t1",NA,2,NA,6.666666667,35,1.153846154,0,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14906.t1",NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g20170.t2",NA,NA,100,NA,NA,53.33333333,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g20171.t1",NA,NA,NA,NA,NA,35.53846154,80,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14909.t1",NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14910.t1",NA,NA,NA,NA,16.5,40.47058824,10,NA,50,NA
"Pocillopora_acuta_HIv2___RNAseq.g14911.t1",NA,NA,NA,NA,NA,8.070175439,100,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14912.t2",0,1.052631579,0,8,27.53333333,4.814404432,3.105263158,66.66666667,2.105263158,16.5
"Pocillopora_acuta_HIv2___TS.g20177.t1",NA,NA,NA,NA,20,1.2,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14913.t1",23.35483871,6.857142857,16.68421053,20.5,13.875,4.725714286,28.24444444,6.0625,10.04166667,30.86956522
"Pocillopora_acuta_HIv2___RNAseq.g14914.t1",NA,NA,100,NA,0,40.9,20.5,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14915.t1",NA,0,100,9,22.76923077,7.052083333,38.25,13.33333333,NA,0
"Pocillopora_acuta_HIv2___RNAseq.g14916.t1",NA,2,NA,0,0,1.916666667,5.92,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14917.t1",0,0,40,0,83.33333333,27.45454545,14.13333333,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14918.t1",0,NA,NA,NA,NA,0,40,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14919.t1",41.5,98.46153846,NA,NA,NA,0,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14920.t1a",NA,NA,8.333333333,0,14.5,3,6.322580645,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14920.t1b",NA,NA,NA,NA,NA,37.66666667,NA,NA,0,NA
"Pocillopora_acuta_HIv2___RNAseq.g14921.t1",NA,NA,NA,NA,NA,2.333333333,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14922.t1",38.16666667,39.75,36.75,44.6,21.88888889,36.55172414,44.53846154,21.14285714,30.5,32.75
"Pocillopora_acuta_HIv2___RNAseq.g14923.t1",NA,NA,NA,NA,23.28571429,28.39583333,35.69230769,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g20189.t3",100,1.666666667,18.5,15.14285714,32.47368421,11.01158301,16.87096774,20,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14925.t1",NA,68.25,NA,NA,NA,14.28571429,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14926.t1",NA,NA,NA,NA,100,0,NA,33,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14927.t1",0,NA,NA,NA,NA,0,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14928.t1",NA,NA,100,NA,NA,36.25,33.5,20,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14929.t1",0,2.333333333,66.66666667,0,21.66666667,7.677419355,6.615384615,NA,19.3,NA
"Pocillopora_acuta_HIv2___TS.g20196.t1",NA,0,NA,NA,6.666666667,6.131578947,0,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14932.t2",NA,NA,20,46,3.294117647,3.791666667,36.84210526,71.6,8.571428571,NA
"Pocillopora_acuta_HIv2___RNAseq.g14933.t1",10.83333333,NA,40,NA,6.4,14.8952381,0,NA,20,97.875
"Pocillopora_acuta_HIv2___TS.g20200.t1",11.86956522,5.105263158,15.76923077,28.85,9.555555556,2.317073171,7.933333333,22.5,11.4,100
"Pocillopora_acuta_HIv2___RNAseq.g14936.t1",NA,NA,NA,50,0,11.26315789,0,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14937.t1",NA,NA,NA,0,NA,1.208333333,1.777777778,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g14938.t1",2.857142857,NA,NA,31.25,20,1.815384615,3.25,NA,20,NA
"Pocillopora_acuta_HIv2___TS.g20204.t2",34.8,38.47058824,10,35.77777778,23.25,6.473333333,15.55555556,18.20833333,22.625,65.16666667
"Pocillopora_acuta_HIv2___TS.g20205.t1",NA,NA,NA,0,100,11.76190476,70,NA,NA,77.66666667
"Pocillopora_acuta_HIv2___RNAseq.g9954.t1",NA,NA,NA,NA,NA,5.333333333,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g9955.t1",0,NA,NA,0,4.352941176,2.303030303,6,NA,1.75,NA
"Pocillopora_acuta_HIv2___RNAseq.g9956.t1",14.28571429,0,15.16666667,20.09090909,18.27272727,8.384615385,21.90243902,23,11.66666667,0
"Pocillopora_acuta_HIv2___TS.g25706.t1",NA,NA,0,NA,15,1.666666667,0,40,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g9958.t1",NA,NA,NA,NA,NA,11.59090909,0,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g9959.t1",NA,NA,0,NA,0,1.764705882,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g9960.t1",100,NA,100,NA,NA,7.2,5.714285714,13.2,20,6
"Pocillopora_acuta_HIv2___RNAseq.g9961.t1",100,17.42857143,2.105263158,NA,26.66666667,4.157894737,8.571428571,0,2.5,NA
"Pocillopora_acuta_HIv2___RNAseq.g9962.t1",34,NA,60,NA,10,3.178571429,4.944444444,NA,5,100
"Pocillopora_acuta_HIv2___RNAseq.g9963.t1",6.153846154,NA,5,20,30.28571429,3.537366548,4.888888889,NA,0,NA
"Pocillopora_acuta_HIv2___RNAseq.g9964.t1",40,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g9965.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g9966.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g25714.t1",NA,NA,16,0,NA,3.5,NA,NA,0,NA
"Pocillopora_acuta_HIv2___RNAseq.g9967.t1",0,NA,NA,10,13.33333333,0,0,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g25715.t1",NA,NA,NA,NA,4,1.166666667,0,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g9968.t1",NA,NA,10,NA,NA,1.818181818,0,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g9969.t1",NA,50,92.5,100,NA,24.0212766,20,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g9970.t1",NA,NA,0,NA,NA,1.636363636,0,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g9971.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g9972.t1",NA,NA,NA,0,0,0,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g25721.t1",NA,NA,NA,NA,NA,1.571428571,0,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g9973.t1",NA,NA,NA,0,NA,19.2,0,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g9974.t1",31.75862069,0,NA,4.444444444,6.823529412,4.082872928,17.13924051,71.33333333,6.842105263,0
"Pocillopora_acuta_HIv2___RNAseq.g9975.t1",NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g9976.t1",0,NA,NA,NA,0,0.1860465116,0,20,0,NA
"Pocillopora_acuta_HIv2___RNAseq.g9977.t1",NA,NA,20,NA,0,3.333333333,18,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g9978.t1",NA,0,NA,NA,NA,9.46875,NA,NA,0,NA
"Pocillopora_acuta_HIv2___RNAseq.g9979.t1",NA,NA,NA,NA,0,0,NA,100,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g9980.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g9981.t1",NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g25731.t1",NA,NA,NA,NA,0,1.166666667,0,NA,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g9983.t1",NA,NA,5,0,0,0,33,NA,NA,NA
"Pocillopora_acuta_HIv2___TS.g25734.t1",4.9,NA,40,6.153846154,8.47826087,1.135135135,4.090909091,NA,25,NA
"Pocillopora_acuta_HIv2___RNAseq.g9985.t1",7.4,5,0,20,28.45,0.6842105263,8.282608696,NA,40,NA
