#Coverage	Number of genomic locations
656.0	78.0
657.0	76.0
658.0	74.0
659.0	83.0
660.0	72.0
661.0	92.0
662.0	74.0
663.0	66.0
664.0	75.0
665.0	78.0
666.0	86.0
667.0	64.0
668.0	77.0
669.0	56.0
670.0	63.0
671.0	91.0
672.0	65.0
673.0	78.0
674.0	58.0
675.0	81.0
676.0	66.0
677.0	72.0
678.0	74.0
679.0	80.0
680.0	85.0
681.0	76.0
682.0	86.0
683.0	92.0
684.0	87.0
685.0	73.0
686.0	86.0
687.0	82.0
688.0	76.0
689.0	86.0
690.0	80.0
691.0	83.0
692.0	84.0
693.0	81.0
694.0	76.0
695.0	86.0
696.0	70.0
697.0	63.0
698.0	78.0
699.0	78.0
700.0	70.0
701.0	62.0
702.0	76.0
703.0	74.0
704.0	99.0
705.0	83.0
706.0	82.0
707.0	80.0
708.0	79.0
709.0	79.0
710.0	75.0
711.0	66.0
712.0	79.0
713.0	70.0
714.0	70.0
715.0	58.0
716.0	77.0
717.0	84.0
718.0	69.0
719.0	74.0
720.0	60.0
721.0	68.0
722.0	67.0
723.0	67.0
724.0	70.0
725.0	62.0
726.0	61.0
727.0	76.0
728.0	63.0
729.0	64.0
730.0	61.0
731.0	61.0
732.0	68.0
733.0	68.0
734.0	76.0
735.0	61.0
736.0	64.0
737.0	64.0
738.0	65.0
739.0	60.0
740.0	64.0
741.0	60.0
742.0	59.0
743.0	58.0
744.0	57.0
745.0	40.0
746.0	52.0
747.0	69.0
748.0	66.0
749.0	42.0
750.0	61.0
751.0	54.0
752.0	59.0
753.0	50.0
754.0	47.0
755.0	51.0
756.0	58.0
757.0	38.0
758.0	57.0
759.0	56.0
760.0	52.0
761.0	55.0
762.0	44.0
763.0	49.0
764.0	62.0
765.0	55.0
766.0	56.0
767.0	64.0
768.0	72.0
769.0	49.0
770.0	46.0
771.0	51.0
772.0	50.0
773.0	57.0
774.0	53.0
775.0	41.0
776.0	44.0
777.0	51.0
778.0	57.0
779.0	49.0
780.0	45.0
781.0	60.0
782.0	52.0
783.0	51.0
784.0	63.0
785.0	56.0
786.0	53.0
787.0	59.0
788.0	53.0
789.0	45.0
790.0	55.0
791.0	54.0
792.0	35.0
793.0	66.0
794.0	63.0
795.0	54.0
796.0	49.0
797.0	60.0
798.0	51.0
799.0	42.0
800.0	45.0
801.0	61.0
802.0	53.0
803.0	41.0
804.0	53.0
805.0	67.0
806.0	50.0
807.0	68.0
808.0	56.0
809.0	39.0
810.0	57.0
811.0	51.0
812.0	57.0
813.0	60.0
814.0	58.0
815.0	55.0
816.0	60.0
817.0	40.0
818.0	45.0
819.0	41.0
820.0	48.0
821.0	54.0
822.0	41.0
823.0	38.0
824.0	35.0
825.0	50.0
826.0	55.0
827.0	50.0
828.0	41.0
829.0	42.0
830.0	49.0
831.0	32.0
832.0	35.0
833.0	36.0
834.0	35.0
835.0	45.0
836.0	37.0
837.0	34.0
838.0	46.0
839.0	37.0
840.0	45.0
841.0	40.0
842.0	46.0
843.0	34.0
844.0	43.0
845.0	36.0
846.0	35.0
847.0	35.0
848.0	42.0
849.0	38.0
850.0	32.0
851.0	45.0
852.0	32.0
853.0	33.0
854.0	30.0
855.0	31.0
856.0	47.0
857.0	32.0
858.0	38.0
859.0	36.0
860.0	48.0
861.0	26.0
862.0	43.0
863.0	41.0
864.0	30.0
865.0	45.0
866.0	29.0
867.0	48.0
868.0	35.0
869.0	29.0
870.0	31.0
871.0	49.0
872.0	32.0
873.0	42.0
874.0	41.0
875.0	34.0
876.0	37.0
877.0	44.0
878.0	44.0
879.0	39.0
880.0	37.0
881.0	49.0
882.0	38.0
883.0	34.0
884.0	36.0
885.0	40.0
886.0	32.0
887.0	38.0
888.0	47.0
889.0	41.0
890.0	36.0
891.0	33.0
892.0	32.0
893.0	46.0
894.0	28.0
895.0	28.0
896.0	33.0
897.0	23.0
898.0	30.0
899.0	26.0
900.0	34.0
901.0	39.0
902.0	36.0
903.0	36.0
904.0	35.0
905.0	35.0
906.0	41.0
907.0	42.0
908.0	42.0
909.0	38.0
910.0	35.0
911.0	48.0
912.0	46.0
913.0	33.0
914.0	42.0
915.0	33.0
916.0	31.0
917.0	33.0
918.0	41.0
919.0	40.0
920.0	51.0
921.0	42.0
922.0	17.0
923.0	44.0
924.0	35.0
925.0	25.0
926.0	32.0
927.0	31.0
928.0	35.0
929.0	26.0
930.0	29.0
931.0	26.0
932.0	33.0
933.0	32.0
934.0	34.0
935.0	38.0
936.0	34.0
937.0	37.0
938.0	27.0
939.0	36.0
940.0	41.0
941.0	38.0
942.0	42.0
943.0	37.0
944.0	31.0
945.0	45.0
946.0	31.0
947.0	45.0
948.0	33.0
949.0	29.0
950.0	21.0
951.0	25.0
952.0	34.0
953.0	31.0
954.0	29.0
955.0	26.0
956.0	28.0
957.0	37.0
958.0	31.0
959.0	35.0
960.0	34.0
961.0	32.0
962.0	35.0
963.0	43.0
964.0	32.0
965.0	45.0
966.0	42.0
967.0	32.0
968.0	30.0
969.0	32.0
970.0	18.0
971.0	32.0
972.0	26.0
973.0	24.0
974.0	32.0
975.0	34.0
976.0	28.0
977.0	26.0
978.0	23.0
979.0	26.0
980.0	31.0
981.0	36.0
982.0	21.0
983.0	32.0
984.0	26.0
985.0	31.0
986.0	38.0
987.0	26.0
988.0	24.0
989.0	24.0
990.0	25.0
991.0	25.0
992.0	39.0
993.0	33.0
994.0	39.0
995.0	25.0
996.0	27.0
997.0	35.0
998.0	37.0
999.0	31.0
1000.0	28.0
1001.0	37.0
1002.0	39.0
1003.0	36.0
1004.0	38.0
1005.0	41.0
1006.0	42.0
1007.0	39.0
1008.0	24.0
1009.0	31.0
1010.0	39.0
1011.0	35.0
1012.0	37.0
1013.0	32.0
1014.0	27.0
1015.0	30.0
1016.0	30.0
1017.0	35.0
1018.0	18.0
1019.0	36.0
1020.0	35.0
1021.0	32.0
1022.0	16.0
1023.0	27.0
1024.0	43.0
1025.0	24.0
1026.0	23.0
1027.0	28.0
1028.0	29.0
1029.0	36.0
1030.0	41.0
1031.0	18.0
1032.0	22.0
1033.0	28.0
1034.0	27.0
1035.0	27.0
1036.0	25.0
1037.0	15.0
1038.0	18.0
1039.0	32.0
1040.0	28.0
1041.0	22.0
1042.0	38.0
1043.0	28.0
1044.0	25.0
1045.0	43.0
1046.0	33.0
1047.0	26.0
1048.0	25.0
1049.0	23.0
1050.0	31.0
1051.0	25.0
1052.0	30.0
1053.0	34.0
1054.0	26.0
1055.0	20.0
1056.0	20.0
1057.0	32.0
1058.0	34.0
1059.0	37.0
1060.0	32.0
1061.0	26.0
1062.0	30.0
1063.0	25.0
1064.0	33.0
1065.0	38.0
1066.0	44.0
1067.0	45.0
1068.0	40.0
1069.0	32.0
1070.0	31.0
1071.0	28.0
1072.0	44.0
1073.0	40.0
1074.0	40.0
1075.0	39.0
1076.0	40.0
1077.0	27.0
1078.0	29.0
1079.0	38.0
1080.0	37.0
1081.0	38.0
1082.0	42.0
1083.0	38.0
1084.0	31.0
1085.0	42.0
1086.0	38.0
1087.0	46.0
1088.0	31.0
1089.0	36.0
1090.0	34.0
1091.0	37.0
1092.0	34.0
1093.0	30.0
1094.0	35.0
1095.0	26.0
1096.0	28.0
1097.0	28.0
1098.0	25.0
1099.0	22.0
1100.0	36.0
1101.0	33.0
1102.0	29.0
1103.0	25.0
1104.0	30.0
1105.0	31.0
1106.0	28.0
1107.0	23.0
1108.0	36.0
1109.0	35.0
1110.0	27.0
1111.0	29.0
1112.0	23.0
1113.0	27.0
1114.0	22.0
1115.0	29.0
1116.0	31.0
1117.0	36.0
1118.0	30.0
1119.0	40.0
1120.0	33.0
1121.0	30.0
1122.0	33.0
1123.0	39.0
1124.0	29.0
1125.0	29.0
1126.0	34.0
1127.0	36.0
1128.0	33.0
1129.0	35.0
1130.0	40.0
1131.0	37.0
1132.0	29.0
1133.0	34.0
1134.0	27.0
1135.0	35.0
1136.0	28.0
1137.0	23.0
1138.0	33.0
1139.0	39.0
1140.0	27.0
1141.0	26.0
1142.0	38.0
1143.0	33.0
1144.0	28.0
1145.0	22.0
1146.0	31.0
1147.0	33.0
1148.0	26.0
1149.0	24.0
1150.0	28.0
1151.0	28.0
1152.0	26.0
1153.0	25.0
1154.0	36.0
1155.0	37.0
1156.0	28.0
1157.0	23.0
1158.0	29.0
1159.0	30.0
1160.0	35.0
1161.0	24.0
1162.0	17.0
1163.0	30.0
1164.0	19.0
1165.0	23.0
1166.0	21.0
1167.0	27.0
1168.0	26.0
1169.0	31.0
1170.0	36.0
1171.0	20.0
1172.0	20.0
1173.0	21.0
1174.0	31.0
1175.0	22.0
1176.0	31.0
1177.0	23.0
1178.0	23.0
1179.0	24.0
1180.0	33.0
1181.0	25.0
1182.0	26.0
1183.0	24.0
1184.0	29.0
1185.0	32.0
1186.0	17.0
1187.0	23.0
1188.0	33.0
1189.0	16.0
1190.0	32.0
1191.0	31.0
1192.0	16.0
1193.0	33.0
1194.0	32.0
1195.0	27.0
1196.0	22.0
1197.0	34.0
1198.0	31.0
1199.0	26.0
1200.0	29.0
1201.0	27.0
1202.0	39.0
1203.0	29.0
1204.0	34.0
1205.0	26.0
1206.0	22.0
1207.0	25.0
1208.0	19.0
1209.0	18.0
1210.0	22.0
1211.0	30.0
1212.0	25.0
1213.0	17.0
1214.0	15.0
1215.0	19.0
1216.0	27.0
1217.0	31.0
1218.0	26.0
1219.0	33.0
1220.0	34.0
1221.0	27.0
1222.0	23.0
1223.0	22.0
1224.0	18.0
1225.0	25.0
1226.0	15.0
1227.0	19.0
1228.0	26.0
1229.0	23.0
1230.0	29.0
1231.0	28.0
1232.0	24.0
1233.0	19.0
1234.0	27.0
1235.0	30.0
1236.0	19.0
1237.0	29.0
1238.0	20.0
1239.0	25.0
1240.0	21.0
1241.0	29.0
1242.0	18.0
1243.0	31.0
1244.0	17.0
1245.0	25.0
1246.0	25.0
1247.0	20.0
1248.0	21.0
1249.0	19.0
1250.0	26.0
1251.0	22.0
1252.0	18.0
1253.0	19.0
1254.0	17.0
1255.0	35.0
1256.0	16.0
1257.0	27.0
1258.0	22.0
1259.0	15.0
1260.0	20.0
1261.0	23.0
1262.0	23.0
1263.0	25.0
1264.0	15.0
1265.0	19.0
1266.0	17.0
1267.0	24.0
1268.0	24.0
1269.0	18.0
1270.0	11.0
1271.0	25.0
1272.0	14.0
1273.0	11.0
1274.0	29.0
1275.0	17.0
1276.0	24.0
1277.0	20.0
1278.0	20.0
1279.0	21.0
1280.0	21.0
1281.0	15.0
1282.0	23.0
1283.0	24.0
1284.0	16.0
1285.0	24.0
1286.0	11.0
1287.0	19.0
1288.0	24.0
1289.0	16.0
1290.0	27.0
1291.0	20.0
1292.0	24.0
1293.0	10.0
1294.0	19.0
1295.0	28.0
1296.0	15.0
1297.0	22.0
1298.0	19.0
1299.0	22.0
1300.0	15.0
1301.0	18.0
1302.0	26.0
1303.0	12.0
1304.0	15.0
1305.0	27.0
1306.0	13.0
1307.0	15.0
1308.0	26.0
1309.0	24.0
1310.0	23.0
1311.0	21.0
1312.0	22.0
1313.0	12.0
1314.0	17.0
1315.0	21.0
1316.0	16.0
1317.0	19.0
1318.0	15.0
1319.0	12.0
1320.0	22.0
1321.0	23.0
1322.0	22.0
1323.0	16.0
1324.0	24.0
1325.0	18.0
1326.0	28.0
1327.0	19.0
1328.0	19.0
1329.0	16.0
1330.0	15.0
1331.0	22.0
1332.0	16.0
1333.0	20.0
1334.0	11.0
1335.0	20.0
1336.0	16.0
1337.0	17.0
1338.0	13.0
1339.0	21.0
1340.0	12.0
1341.0	22.0
1342.0	15.0
1343.0	19.0
1344.0	13.0
1345.0	11.0
1346.0	19.0
1347.0	18.0
1348.0	16.0
1349.0	16.0
1350.0	16.0
1351.0	20.0
1352.0	19.0
1353.0	17.0
1354.0	20.0
1355.0	7.0
1356.0	12.0
1357.0	21.0
1358.0	10.0
1359.0	12.0
1360.0	18.0
1361.0	21.0
1362.0	10.0
1363.0	14.0
1364.0	13.0
1365.0	17.0
1366.0	25.0
1367.0	14.0
1368.0	20.0
1369.0	15.0
1370.0	15.0
1371.0	16.0
1372.0	16.0
1373.0	22.0
1374.0	23.0
1375.0	23.0
1376.0	22.0
1377.0	22.0
1378.0	17.0
1379.0	15.0
1380.0	22.0
1381.0	20.0
1382.0	19.0
1383.0	21.0
1384.0	18.0
1385.0	18.0
1386.0	18.0
1387.0	28.0
1388.0	20.0
1389.0	21.0
1390.0	21.0
1391.0	13.0
1392.0	22.0
1393.0	14.0
1394.0	14.0
1395.0	20.0
1396.0	15.0
1397.0	18.0
1398.0	18.0
1399.0	13.0
1400.0	8.0
1401.0	20.0
1402.0	19.0
1403.0	19.0
1404.0	12.0
1405.0	14.0
1406.0	10.0
1407.0	15.0
1408.0	22.0
1409.0	9.0
1410.0	18.0
1411.0	15.0
1412.0	15.0
1413.0	18.0
1414.0	13.0
1415.0	12.0
1416.0	12.0
1417.0	21.0
1418.0	14.0
1419.0	24.0
1420.0	13.0
1421.0	14.0
1422.0	16.0
1423.0	22.0
1424.0	20.0
1425.0	13.0
1426.0	14.0
1427.0	18.0
1428.0	12.0
1429.0	18.0
1430.0	15.0
1431.0	8.0
1432.0	13.0
1433.0	18.0
1434.0	10.0
1435.0	24.0
1436.0	18.0
1437.0	16.0
1438.0	20.0
1439.0	14.0
1440.0	15.0
1441.0	24.0
1442.0	21.0
1443.0	22.0
1444.0	29.0
1445.0	19.0
1446.0	21.0
1447.0	18.0
1448.0	23.0
1449.0	15.0
1450.0	19.0
1451.0	17.0
1452.0	23.0
1453.0	22.0
1454.0	15.0
1455.0	20.0
1456.0	22.0
1457.0	23.0
1458.0	12.0
1459.0	10.0
1460.0	12.0
1461.0	10.0
1462.0	10.0
1463.0	20.0
1464.0	20.0
1465.0	23.0
1466.0	16.0
1467.0	17.0
1468.0	19.0
1469.0	18.0
1470.0	15.0
1471.0	6.0
1472.0	17.0
1473.0	11.0
1474.0	21.0
1475.0	23.0
1476.0	19.0
1477.0	18.0
1478.0	14.0
1479.0	18.0
1480.0	12.0
1481.0	15.0
1482.0	16.0
1483.0	11.0
1484.0	9.0
1485.0	22.0
1486.0	15.0
1487.0	16.0
1488.0	12.0
1489.0	15.0
1490.0	13.0
1491.0	20.0
1492.0	10.0
1493.0	12.0
1494.0	11.0
1495.0	19.0
1496.0	14.0
1497.0	22.0
1498.0	16.0
1499.0	14.0
1500.0	18.0
1501.0	16.0
1502.0	16.0
1503.0	15.0
1504.0	14.0
1505.0	18.0
1506.0	13.0
1507.0	15.0
1508.0	17.0
1509.0	20.0
1510.0	23.0
1511.0	23.0
1512.0	17.0
1513.0	26.0
1514.0	20.0
1515.0	18.0
1516.0	20.0
1517.0	15.0
1518.0	15.0
1519.0	13.0
1520.0	26.0
1521.0	17.0
1522.0	23.0
1523.0	15.0
1524.0	14.0
1525.0	22.0
1526.0	16.0
1527.0	16.0
1528.0	14.0
1529.0	16.0
1530.0	13.0
1531.0	12.0
1532.0	18.0
1533.0	16.0
1534.0	17.0
1535.0	16.0
1536.0	10.0
1537.0	12.0
1538.0	22.0
1539.0	24.0
1540.0	13.0
1541.0	19.0
1542.0	18.0
1543.0	12.0
1544.0	21.0
1545.0	18.0
1546.0	12.0
1547.0	18.0
1548.0	21.0
1549.0	17.0
1550.0	9.0
1551.0	20.0
1552.0	21.0
1553.0	16.0
1554.0	12.0
1555.0	13.0
1556.0	22.0
1557.0	13.0
1558.0	19.0
1559.0	17.0
1560.0	16.0
1561.0	16.0
1562.0	19.0
1563.0	19.0
1564.0	14.0
1565.0	12.0
1566.0	14.0
1567.0	14.0
1568.0	19.0
1569.0	20.0
1570.0	14.0
1571.0	11.0
1572.0	11.0
1573.0	14.0
1574.0	23.0
1575.0	10.0
1576.0	17.0
1577.0	12.0
1578.0	14.0
1579.0	15.0
1580.0	15.0
1581.0	13.0
1582.0	19.0
1583.0	13.0
1584.0	22.0
1585.0	10.0
1586.0	14.0
1587.0	9.0
1588.0	15.0
1589.0	13.0
1590.0	9.0
1591.0	13.0
1592.0	19.0
1593.0	10.0
1594.0	19.0
1595.0	17.0
1596.0	10.0
1597.0	18.0
1598.0	8.0
1599.0	18.0
1600.0	24.0
1601.0	11.0
1602.0	14.0
1603.0	13.0
1604.0	17.0
1605.0	15.0
1606.0	11.0
1607.0	18.0
1608.0	17.0
1609.0	17.0
1610.0	23.0
1611.0	21.0
1612.0	26.0
1613.0	14.0
1614.0	17.0
1615.0	18.0
1616.0	22.0
1617.0	20.0
1618.0	14.0
1619.0	14.0
1620.0	15.0
1621.0	9.0
1622.0	16.0
1623.0	13.0
1624.0	8.0
1625.0	11.0
1626.0	15.0
1627.0	14.0
1628.0	16.0
1629.0	17.0
1630.0	13.0
1631.0	8.0
1632.0	14.0
1633.0	21.0
1634.0	16.0
1635.0	10.0
