#GC Content (%)	Sample
1.0	5.416249615446277E-6
2.0	5.416249615446277E-6
3.0	2.166499846178511E-6
4.0	0.0
5.0	1.0832499230892555E-6
6.0	8.665999384714044E-6
7.0	1.2998999077071066E-5
8.0	4.3329996923570224E-5
9.0	1.0182549277039001E-4
10.0	2.0798398523313704E-4
11.0	5.437914613908063E-4
12.0	0.0012392379120141084
13.0	0.003008185036418862
14.0	0.00613877731414681
15.0	0.01220389363352355
16.0	0.021215449743703065
17.0	0.03341392712761117
18.0	0.04676064942999389
19.0	0.05900570656059484
20.0	0.06683435375476089
21.0	0.06883186661293747
22.0	0.0660869113078293
23.0	0.05901653905982573
24.0	0.05133088085550746
25.0	0.046552665444760756
26.0	0.031979704229441
27.0	0.03013709611026618
28.0	0.025091317968516425
29.0	0.02169207970986234
30.0	0.01880521866482947
31.0	0.01675137681065225
32.0	0.014887103693015638
33.0	0.013566622036769836
34.0	0.012305719126293944
35.0	0.011049149215510404
36.0	0.010129470030807627
37.0	0.009241205093874438
38.0	0.008532759644174066
39.0	0.007752819699549802
40.0	0.007174364240620139
41.0	0.006825557765385398
42.0	0.006360843548380108
43.0	0.006347844549303036
44.0	0.006005537573606832
45.0	0.00654716253515146
46.0	0.007680241954702821
47.0	0.010491275505119437
48.0	0.01606676285925984
49.0	0.0239040760528106
50.0	0.02884911195171305
51.0	0.02876136870794282
52.0	0.01840549944320954
53.0	0.014812359448322479
54.0	0.010741506237353057
55.0	0.00763799520770234
56.0	0.0057314753430652505
57.0	0.004081685710200315
58.0	0.002809950300493529
59.0	0.0019011036150216433
60.0	0.001313982156707267
61.0	9.294284340105811E-4
62.0	6.499499538535533E-4
63.0	4.517152179282195E-4
64.0	3.0114347861881296E-4
65.0	2.1881648446402964E-4
66.0	1.4407223977087096E-4
67.0	1.0724174238583629E-4
68.0	7.799399446242638E-5
69.0	5.1995996308284266E-5
70.0	3.683049738503469E-5
71.0	2.5997998154142133E-5
72.0	1.94984986156066E-5
73.0	1.1915749153981812E-5
74.0	7.5827494616247884E-6
75.0	9.749249307803298E-6
76.0	1.0832499230892555E-6
77.0	1.0832499230892555E-6
78.0	0.0
79.0	1.0832499230892555E-6
80.0	1.0832499230892555E-6
81.0	1.0832499230892555E-6
82.0	2.166499846178511E-6
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	5.416249615446277E-6
