#Insert size (bp)	insert size
279.0	7700.0
280.0	7890.0
281.0	7979.0
282.0	7796.0
283.0	7686.0
284.0	7641.0
285.0	7523.0
286.0	7408.0
287.0	7544.0
288.0	7438.0
289.0	7415.0
290.0	7455.0
291.0	7261.0
292.0	7322.0
293.0	7446.0
294.0	7281.0
295.0	7158.0
296.0	7302.0
297.0	7137.0
298.0	7031.0
299.0	7128.0
300.0	6980.0
301.0	7017.0
302.0	6986.0
303.0	6815.0
304.0	6904.0
305.0	6866.0
306.0	6803.0
307.0	6793.0
308.0	6892.0
309.0	6778.0
310.0	6800.0
311.0	6847.0
312.0	6972.0
313.0	6845.0
314.0	6898.0
315.0	6799.0
316.0	6851.0
317.0	6771.0
318.0	6540.0
319.0	6707.0
320.0	6576.0
321.0	6563.0
322.0	6473.0
323.0	6500.0
324.0	6538.0
325.0	6436.0
326.0	6483.0
327.0	6508.0
328.0	6623.0
329.0	6680.0
330.0	6472.0
331.0	6444.0
332.0	6405.0
333.0	6416.0
334.0	6395.0
335.0	6458.0
336.0	6482.0
337.0	6464.0
338.0	6440.0
339.0	6393.0
340.0	6364.0
341.0	6392.0
342.0	6400.0
343.0	6469.0
344.0	6498.0
345.0	6413.0
346.0	6352.0
347.0	6382.0
348.0	6266.0
349.0	6148.0
350.0	6089.0
351.0	6108.0
352.0	6150.0
353.0	6080.0
354.0	6112.0
355.0	6262.0
356.0	6175.0
357.0	6180.0
358.0	6111.0
359.0	5997.0
360.0	6050.0
361.0	6177.0
362.0	6230.0
363.0	6052.0
364.0	5996.0
365.0	6087.0
366.0	6017.0
367.0	5941.0
368.0	5773.0
369.0	5844.0
370.0	5922.0
371.0	5949.0
372.0	6091.0
373.0	5997.0
374.0	5905.0
375.0	5973.0
376.0	5864.0
377.0	5810.0
378.0	5927.0
379.0	5832.0
380.0	5901.0
381.0	5775.0
382.0	5899.0
383.0	5909.0
384.0	5772.0
385.0	5761.0
386.0	5794.0
387.0	5836.0
388.0	5664.0
389.0	5516.0
390.0	5507.0
391.0	5722.0
392.0	5633.0
393.0	5718.0
394.0	5658.0
395.0	5659.0
396.0	5663.0
397.0	5739.0
398.0	5625.0
399.0	5409.0
400.0	5523.0
401.0	5586.0
402.0	5454.0
403.0	5612.0
404.0	5504.0
405.0	5459.0
406.0	5426.0
407.0	5384.0
408.0	5386.0
409.0	5402.0
410.0	5426.0
411.0	5440.0
412.0	5330.0
413.0	5327.0
414.0	5286.0
415.0	5186.0
416.0	5266.0
417.0	5346.0
418.0	5334.0
419.0	5318.0
420.0	5228.0
421.0	5275.0
422.0	5171.0
423.0	5303.0
424.0	5316.0
425.0	5170.0
426.0	4978.0
427.0	4967.0
428.0	5034.0
429.0	5092.0
430.0	5006.0
431.0	5060.0
432.0	4970.0
433.0	4965.0
434.0	4953.0
435.0	4965.0
436.0	4921.0
437.0	4944.0
438.0	4802.0
439.0	4860.0
440.0	4995.0
441.0	4942.0
442.0	4763.0
443.0	4805.0
444.0	4850.0
445.0	4799.0
446.0	4733.0
447.0	4765.0
448.0	4773.0
449.0	4682.0
450.0	4636.0
451.0	4726.0
452.0	4753.0
453.0	4706.0
454.0	4672.0
455.0	4618.0
456.0	4642.0
457.0	4570.0
458.0	4526.0
459.0	4584.0
460.0	4666.0
461.0	4619.0
462.0	4499.0
463.0	4428.0
464.0	4395.0
465.0	4315.0
466.0	4428.0
467.0	4495.0
468.0	4458.0
469.0	4325.0
470.0	4449.0
471.0	4492.0
472.0	4552.0
473.0	4559.0
474.0	4534.0
475.0	4461.0
476.0	4440.0
477.0	4391.0
478.0	4393.0
479.0	4449.0
480.0	4480.0
481.0	4500.0
482.0	4490.0
483.0	4580.0
484.0	4541.0
485.0	4525.0
486.0	4671.0
487.0	4601.0
488.0	4659.0
489.0	4515.0
490.0	4687.0
491.0	4785.0
492.0	4849.0
493.0	4997.0
494.0	5044.0
495.0	5037.0
496.0	5223.0
497.0	5291.0
498.0	5450.0
499.0	5670.0
500.0	6334.0
