#Insert size (bp)	insert size
331.0	15528.0
332.0	15447.0
333.0	15386.0
334.0	15169.0
335.0	14964.0
336.0	15262.0
337.0	15265.0
338.0	14799.0
339.0	14906.0
340.0	15074.0
341.0	15019.0
342.0	14753.0
343.0	14762.0
344.0	14789.0
345.0	14612.0
346.0	14698.0
347.0	14534.0
348.0	14543.0
349.0	14342.0
350.0	14350.0
351.0	14297.0
352.0	14172.0
353.0	14037.0
354.0	14083.0
355.0	13837.0
356.0	13693.0
357.0	13963.0
358.0	13851.0
359.0	13676.0
360.0	13725.0
361.0	13512.0
362.0	13260.0
363.0	13152.0
364.0	13217.0
365.0	13195.0
366.0	13114.0
367.0	13209.0
368.0	13077.0
369.0	12974.0
370.0	12839.0
371.0	12800.0
372.0	12813.0
373.0	12797.0
374.0	12550.0
375.0	12437.0
376.0	12251.0
377.0	12451.0
378.0	12490.0
379.0	12463.0
380.0	12272.0
381.0	12252.0
382.0	12147.0
383.0	12147.0
384.0	11931.0
385.0	11716.0
386.0	11743.0
387.0	11706.0
388.0	11722.0
389.0	11550.0
390.0	11554.0
391.0	11428.0
392.0	11301.0
393.0	11345.0
394.0	11373.0
395.0	11291.0
396.0	11343.0
397.0	11295.0
398.0	11191.0
399.0	10950.0
400.0	10749.0
401.0	10791.0
402.0	10623.0
403.0	10813.0
404.0	10783.0
405.0	10590.0
406.0	10574.0
407.0	10422.0
408.0	10338.0
409.0	10212.0
410.0	10386.0
411.0	10286.0
412.0	10330.0
413.0	10285.0
414.0	10118.0
415.0	9821.0
416.0	9871.0
417.0	9773.0
418.0	9732.0
419.0	9669.0
420.0	9613.0
421.0	9687.0
422.0	9623.0
423.0	9529.0
424.0	9452.0
425.0	9265.0
426.0	9238.0
427.0	9319.0
428.0	9248.0
429.0	9202.0
430.0	9189.0
431.0	8996.0
432.0	8895.0
433.0	8838.0
434.0	8828.0
435.0	8734.0
436.0	8728.0
437.0	8831.0
438.0	8635.0
439.0	8609.0
440.0	8609.0
441.0	8458.0
442.0	8460.0
443.0	8444.0
444.0	8288.0
445.0	8324.0
446.0	8325.0
447.0	8157.0
448.0	8142.0
449.0	7919.0
450.0	8041.0
451.0	8123.0
452.0	7969.0
453.0	7841.0
454.0	7847.0
455.0	7917.0
456.0	7917.0
457.0	7740.0
458.0	7644.0
459.0	7688.0
460.0	7525.0
461.0	7456.0
462.0	7386.0
463.0	7405.0
464.0	7455.0
465.0	7406.0
466.0	7445.0
467.0	7273.0
468.0	7156.0
469.0	7012.0
470.0	7044.0
471.0	7123.0
472.0	7151.0
473.0	7232.0
474.0	7171.0
475.0	7093.0
476.0	6962.0
477.0	6954.0
478.0	6982.0
479.0	7040.0
480.0	7122.0
481.0	7045.0
482.0	7036.0
483.0	7066.0
484.0	7040.0
485.0	7122.0
486.0	7101.0
487.0	7063.0
488.0	7101.0
489.0	7176.0
490.0	7156.0
491.0	7201.0
492.0	7178.0
493.0	7347.0
494.0	7366.0
495.0	7432.0
496.0	7666.0
497.0	7861.0
498.0	8135.0
499.0	8356.0
500.0	9056.0
