#Position (bp)	Coverage
510360.0	4.045194612817044
1531079.0	3.6579146660344324
2551798.0	4.003968771032968
3572517.0	4.066998850810066
4593236.0	3.8784876151026872
5613955.0	4.222224725903995
6634674.0	4.438437023313958
7655393.0	5.2125844625210265
8676112.0	3.6919975037204167
9696831.0	4.423050810262178
1.071755E7	4.1024189811299685
1.1738269E7	5.415468899863724
1.2758988E7	4.217181222256077
1.3779707E7	4.180750039922839
1.4800426E7	3.798745786058651
1.5542849E7	5.288349955938784
1.60532085E7	5.580002946503004
1.6841864E7	4.261954563400897
1.7862583E7	4.635759694881745
1.8883302E7	4.3973767510940815
1.9904021E7	4.7194183707758945
2.092474E7	4.594949246560513
2.1945459E7	5.131375040535152
2.2966178E7	3.9931460078630847
2.3986897E7	4.708894416582821
2.5007616E7	4.0480778745178645
2.6028335E7	4.3902484425194395
2.7049054E7	4.812502755410647
2.8069773E7	4.866701805296071
2.90063125E7	4.57196372424797
2.9516672E7	6.06992795157966
3.0111211E7	4.767816607704961
3.113193E7	4.214214685922374
3.2152649E7	4.831286573483985
3.3173368E7	4.249320332040454
3.4194087E7	4.527823034547216
3.5214806E7	4.056204498985519
3.6235525E7	4.091012315828352
3.7256244E7	4.495221505624957
3.8276963E7	3.48577718255465
3.9297682E7	4.6489572546410916
4.0318401E7	4.834899712849472
4.08600465E7	4.920651409576168
4.1370406E7	3.997016115481236
4.2359839E7	4.796557132766217
4.3380558E7	5.098101436340462
4.4401277E7	4.647744384105714
4.5421996E7	3.8752173712843594
4.6442715E7	4.530578935044806
4.7463434E7	3.722978606256962
4.8484153E7	5.564845956624693
4.9504872E7	4.125017757090835
5.0525591E7	4.187618727583204
5.154631E7	3.4210434017589564
5.2132722E7	4.279083527826173
5.26430815E7	4.234710700034768
5.3587748E7	4.18167977670642
5.4608467E7	4.632247464777279
5.5629186E7	4.573902317875929
5.6649905E7	4.868006767778399
5.7670624E7	4.170717895914547
5.8691343E7	3.7099916823337273
5.9712062E7	4.866614611856936
6.0732781E7	4.502076477463435
6.17535E7	4.174877708752359
6.24094815E7	2.646039060032138
6.2919841E7	4.774864114602968
6.3794938E7	4.447108361850813
6.4815657E7	4.474605645628229
6.5836376E7	3.9916529426806004
6.6857095E7	5.04978745374584
6.7877814E7	4.1637825885478765
6.8898533E7	4.820237499252977
6.9919252E7	4.247974222092466
7.0939971E7	3.2608024343624447
7.1904594E7	4.159149920695808
7.24149535E7	4.7636462492869365
7.2981409E7	5.981707992111443
7.4002128E7	7.570341102693297
7.5022847E7	4.1642528452982654
7.6043566E7	4.928477867072132
7.7064285E7	3.8388430116417935
7.8085004E7	4.838097458752115
7.9105723E7	4.131402472178925
7.9997623E7	4.30558879070505
8.05079825E7	5.555985530084848
8.1147161E7	4.753348375018002
