#Insert size (bp)	insert size
29.0	22.0
30.0	47.0
31.0	109.0
32.0	232.0
33.0	421.0
34.0	770.0
35.0	1267.0
36.0	1892.0
37.0	2494.0
38.0	3253.0
39.0	3912.0
40.0	6976.0
41.0	7848.0
42.0	8066.0
43.0	8009.0
44.0	8028.0
45.0	7857.0
46.0	7737.0
47.0	7488.0
48.0	7514.0
49.0	7347.0
50.0	7290.0
51.0	7282.0
52.0	7056.0
53.0	7190.0
54.0	7207.0
55.0	7188.0
56.0	7568.0
57.0	7463.0
58.0	7426.0
59.0	7712.0
60.0	8116.0
61.0	7888.0
62.0	8044.0
63.0	8095.0
64.0	8184.0
65.0	8134.0
66.0	8346.0
67.0	8444.0
68.0	8759.0
69.0	8613.0
70.0	8563.0
71.0	9118.0
72.0	9197.0
73.0	8953.0
74.0	9282.0
75.0	9444.0
76.0	9212.0
77.0	9465.0
78.0	9431.0
79.0	9373.0
80.0	9764.0
81.0	9670.0
82.0	9809.0
83.0	9867.0
84.0	9992.0
85.0	10091.0
86.0	10178.0
87.0	10156.0
88.0	10237.0
89.0	10295.0
90.0	10358.0
91.0	10110.0
92.0	10309.0
93.0	10153.0
94.0	10545.0
95.0	10430.0
96.0	10523.0
97.0	10428.0
98.0	10763.0
99.0	10914.0
100.0	10425.0
101.0	10449.0
102.0	10893.0
103.0	10795.0
104.0	10973.0
105.0	10852.0
106.0	10880.0
107.0	11271.0
108.0	10823.0
109.0	10850.0
110.0	11127.0
111.0	11320.0
112.0	11034.0
113.0	11392.0
114.0	11501.0
115.0	11542.0
116.0	11486.0
117.0	11849.0
118.0	11740.0
119.0	11867.0
120.0	11845.0
121.0	11764.0
122.0	11953.0
123.0	12027.0
124.0	12394.0
125.0	12811.0
126.0	13066.0
127.0	12966.0
128.0	13131.0
129.0	13244.0
130.0	13381.0
131.0	13822.0
132.0	13801.0
133.0	14206.0
134.0	14317.0
135.0	14459.0
136.0	14607.0
137.0	14837.0
138.0	15464.0
139.0	15500.0
140.0	15550.0
141.0	15506.0
142.0	16125.0
143.0	15800.0
144.0	16591.0
145.0	17044.0
146.0	17225.0
147.0	17585.0
148.0	17733.0
149.0	10571.0
150.0	13744.0
151.0	35897.0
152.0	28661.0
153.0	19986.0
154.0	19392.0
155.0	19035.0
156.0	18812.0
157.0	18594.0
158.0	18586.0
159.0	18624.0
160.0	18931.0
161.0	18489.0
162.0	18673.0
163.0	18710.0
164.0	18789.0
165.0	18518.0
166.0	18575.0
167.0	18674.0
168.0	18869.0
169.0	18971.0
170.0	18951.0
171.0	19005.0
172.0	19016.0
173.0	19120.0
174.0	19099.0
175.0	19198.0
176.0	19121.0
177.0	19227.0
178.0	19297.0
179.0	19497.0
180.0	19483.0
181.0	19684.0
182.0	19776.0
183.0	19695.0
184.0	19570.0
185.0	19419.0
186.0	19664.0
187.0	19509.0
188.0	19742.0
189.0	19817.0
190.0	19839.0
191.0	19961.0
192.0	20010.0
193.0	20067.0
194.0	20069.0
195.0	20122.0
196.0	19695.0
197.0	19764.0
198.0	20024.0
199.0	19985.0
200.0	20193.0
201.0	20399.0
202.0	20574.0
203.0	20440.0
204.0	20513.0
205.0	20463.0
206.0	20587.0
207.0	20393.0
208.0	20318.0
209.0	20375.0
210.0	20565.0
211.0	20736.0
212.0	20693.0
213.0	20552.0
214.0	20615.0
215.0	20673.0
216.0	20508.0
217.0	20796.0
218.0	20812.0
219.0	20546.0
220.0	20582.0
221.0	20540.0
222.0	20713.0
223.0	20869.0
224.0	20816.0
225.0	20746.0
226.0	20646.0
227.0	20801.0
228.0	20895.0
229.0	20688.0
230.0	20770.0
231.0	20666.0
232.0	20618.0
233.0	20791.0
234.0	20696.0
235.0	20529.0
236.0	20468.0
237.0	20435.0
238.0	20448.0
239.0	20537.0
240.0	20501.0
241.0	20497.0
242.0	20480.0
243.0	20472.0
244.0	20484.0
245.0	20507.0
246.0	20561.0
247.0	20640.0
248.0	20802.0
249.0	20323.0
250.0	20230.0
251.0	20283.0
252.0	19972.0
253.0	20170.0
254.0	20327.0
255.0	20562.0
256.0	20044.0
257.0	20482.0
258.0	20527.0
259.0	20352.0
260.0	20291.0
261.0	20309.0
262.0	20230.0
263.0	20383.0
264.0	20374.0
265.0	19907.0
266.0	19673.0
267.0	19563.0
268.0	19646.0
269.0	19951.0
270.0	20002.0
271.0	20213.0
272.0	20275.0
273.0	20072.0
274.0	19928.0
275.0	19849.0
276.0	19663.0
277.0	19946.0
278.0	20139.0
279.0	19976.0
280.0	20065.0
281.0	19772.0
282.0	19735.0
283.0	19622.0
284.0	19497.0
285.0	19520.0
286.0	19618.0
287.0	19380.0
288.0	19240.0
289.0	19331.0
290.0	19472.0
291.0	19552.0
292.0	19538.0
293.0	19409.0
294.0	19431.0
295.0	19145.0
296.0	19294.0
297.0	19107.0
298.0	18808.0
299.0	18897.0
300.0	18890.0
301.0	18880.0
302.0	18868.0
303.0	18565.0
304.0	18151.0
305.0	18382.0
306.0	18473.0
307.0	18404.0
308.0	18373.0
309.0	18066.0
310.0	18008.0
311.0	18243.0
312.0	18278.0
313.0	18277.0
314.0	18514.0
315.0	18201.0
316.0	18136.0
317.0	17857.0
318.0	17855.0
319.0	17907.0
320.0	18032.0
321.0	18082.0
322.0	17886.0
323.0	17515.0
324.0	17596.0
325.0	17692.0
326.0	17652.0
327.0	17613.0
328.0	17690.0
329.0	17390.0
330.0	17428.0
331.0	17293.0
332.0	17024.0
333.0	17157.0
334.0	17293.0
335.0	17219.0
336.0	17355.0
337.0	16844.0
338.0	16907.0
339.0	16818.0
340.0	17020.0
341.0	16973.0
342.0	17015.0
343.0	16814.0
344.0	16868.0
345.0	16588.0
346.0	16630.0
347.0	16663.0
348.0	16524.0
349.0	16447.0
350.0	16257.0
351.0	16332.0
352.0	16146.0
353.0	16203.0
354.0	16167.0
355.0	16089.0
356.0	15894.0
357.0	15787.0
358.0	15757.0
359.0	15743.0
360.0	15740.0
361.0	15725.0
362.0	15772.0
363.0	15801.0
364.0	15777.0
365.0	15587.0
366.0	15579.0
367.0	15375.0
368.0	15413.0
369.0	15280.0
370.0	15179.0
371.0	14994.0
372.0	15143.0
373.0	14960.0
374.0	14666.0
375.0	14869.0
376.0	14873.0
377.0	14901.0
378.0	14808.0
379.0	14715.0
380.0	14687.0
381.0	14597.0
382.0	14441.0
383.0	14336.0
384.0	14273.0
385.0	14165.0
386.0	14161.0
387.0	14140.0
388.0	14246.0
389.0	14324.0
390.0	13972.0
391.0	14241.0
392.0	14170.0
393.0	13988.0
394.0	13757.0
395.0	13826.0
396.0	13566.0
397.0	13508.0
398.0	13609.0
399.0	13392.0
400.0	13277.0
401.0	13262.0
402.0	13131.0
403.0	13038.0
404.0	13258.0
405.0	13286.0
406.0	13196.0
407.0	13075.0
408.0	12801.0
409.0	12893.0
410.0	12814.0
411.0	12963.0
412.0	12991.0
413.0	12466.0
414.0	12529.0
415.0	12509.0
416.0	12300.0
417.0	12519.0
418.0	12654.0
419.0	12565.0
420.0	12367.0
421.0	12329.0
422.0	12277.0
423.0	11990.0
424.0	11993.0
425.0	12085.0
426.0	11990.0
427.0	11831.0
428.0	11731.0
429.0	11603.0
430.0	11695.0
431.0	11488.0
432.0	11452.0
433.0	11610.0
434.0	11585.0
435.0	11567.0
436.0	11618.0
437.0	11251.0
438.0	11281.0
439.0	11124.0
440.0	11166.0
441.0	11086.0
442.0	10958.0
443.0	10939.0
444.0	10969.0
445.0	10932.0
446.0	10951.0
447.0	10717.0
448.0	10612.0
449.0	10547.0
450.0	10545.0
451.0	10479.0
452.0	10356.0
453.0	10324.0
454.0	10312.0
455.0	10263.0
456.0	10322.0
457.0	10232.0
458.0	10148.0
459.0	10201.0
460.0	10105.0
461.0	10037.0
462.0	10056.0
463.0	10020.0
464.0	10062.0
465.0	10018.0
466.0	9953.0
467.0	9961.0
468.0	10037.0
469.0	9923.0
470.0	9672.0
471.0	9670.0
472.0	9749.0
473.0	9799.0
474.0	9786.0
475.0	9688.0
476.0	9688.0
477.0	9679.0
478.0	9612.0
479.0	9705.0
480.0	9879.0
481.0	9856.0
482.0	9734.0
483.0	9519.0
484.0	9685.0
485.0	9697.0
486.0	9673.0
487.0	9842.0
488.0	9861.0
489.0	9951.0
490.0	9997.0
491.0	10075.0
492.0	10260.0
493.0	10160.0
494.0	10548.0
495.0	10767.0
496.0	11070.0
497.0	11114.0
498.0	11472.0
499.0	11922.0
500.0	12810.0
