Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
trimmed_V3_LCM_11_S3_R1_001	85.19902859472765	36.0	144.75033421183096	18.181818181818183	148474696.0
trimmed_V3_LCM_11_S3_R2_001	82.79520545412362	36.0	144.19481921687182	27.27272727272727	148474696.0
trimmed_V3_LCM_12_S4_R1_001	84.03520976269087	35.0	141.4446538131275	18.181818181818183	132759959.0
trimmed_V3_LCM_12_S4_R2_001	81.47695669529453	35.0	141.08700682108525	27.27272727272727	132759959.0
trimmed_V3_LCM_17_S7_R1_001	84.68734029928149	35.0	146.73124688734367	9.090909090909092	200732890.0
trimmed_V3_LCM_17_S7_R2_001	83.49894639927587	35.0	146.3498423252911	27.27272727272727	200732890.0
trimmed_V3_LCM_18_S8_R1_001	84.23042872091258	33.0	146.7438964027147	18.181818181818183	210870236.0
trimmed_V3_LCM_18_S8_R2_001	83.27840823396184	33.0	146.40669111310712	27.27272727272727	210870236.0
trimmed_V3_LCM_1_S1_R1_001	84.11664291912047	34.0	144.65264621624385	18.181818181818183	145474808.0
trimmed_V3_LCM_1_S1_R2_001	81.66045935205473	34.0	144.17631480221647	36.36363636363637	145474808.0
trimmed_V3_LCM_24_S5_R1_001	80.37784603851928	26.0	142.67840904214486	18.181818181818183	180902919.0
trimmed_V3_LCM_24_S5_R2_001	80.23178853814603	26.0	142.60788963830927	36.36363636363637	180902919.0
trimmed_V3_LCM_25_S6_R1_001	82.7190310725194	30.0	142.7514059813088	18.181818181818183	161009075.0
trimmed_V3_LCM_25_S6_R2_001	81.96809709110352	30.0	142.5579436190165	36.36363636363637	161009075.0
trimmed_V3_LCM_32_S9_R1_001	86.64408657571721	37.0	146.28384155759028	9.090909090909092	203757820.0
trimmed_V3_LCM_32_S9_R2_001	84.38256436083479	37.0	145.63318732503126	18.181818181818183	203757820.0
trimmed_V3_LCM_33_S10_R1_001	87.55992717843144	42.0	145.00012728927675	9.090909090909092	167013283.0
trimmed_V3_LCM_33_S10_R2_001	84.53485639702353	42.0	144.1245029654318	18.181818181818183	167013283.0
trimmed_V3_LCM_3_S2_R1_001	84.57158106116978	36.0	142.21756683511418	9.090909090909092	125212287.0
trimmed_V3_LCM_3_S2_R2_001	83.58324634479898	36.0	141.89236371826672	18.181818181818183	125212287.0
