#Insert size (bp)	insert size
285.0	3228.0
286.0	3314.0
287.0	3277.0
288.0	3206.0
289.0	3181.0
290.0	3190.0
291.0	3177.0
292.0	3140.0
293.0	3031.0
294.0	3028.0
295.0	2911.0
296.0	3008.0
297.0	2968.0
298.0	2960.0
299.0	2998.0
300.0	2964.0
301.0	2855.0
302.0	2834.0
303.0	2762.0
304.0	2823.0
305.0	2808.0
306.0	2672.0
307.0	2695.0
308.0	2768.0
309.0	2709.0
310.0	2655.0
311.0	2785.0
312.0	2781.0
313.0	2715.0
314.0	2665.0
315.0	2761.0
316.0	2671.0
317.0	2693.0
318.0	2706.0
319.0	2648.0
320.0	2742.0
321.0	2657.0
322.0	2649.0
323.0	2634.0
324.0	2575.0
325.0	2556.0
326.0	2520.0
327.0	2536.0
328.0	2634.0
329.0	2572.0
330.0	2635.0
331.0	2591.0
332.0	2632.0
333.0	2592.0
334.0	2627.0
335.0	2538.0
336.0	2481.0
337.0	2512.0
338.0	2508.0
339.0	2490.0
340.0	2466.0
341.0	2525.0
342.0	2485.0
343.0	2532.0
344.0	2541.0
345.0	2495.0
346.0	2438.0
347.0	2548.0
348.0	2547.0
349.0	2563.0
350.0	2527.0
351.0	2565.0
352.0	2470.0
353.0	2517.0
354.0	2467.0
355.0	2425.0
356.0	2486.0
357.0	2364.0
358.0	2332.0
359.0	2400.0
360.0	2493.0
361.0	2407.0
362.0	2415.0
363.0	2431.0
364.0	2340.0
365.0	2496.0
366.0	2521.0
367.0	2391.0
368.0	2467.0
369.0	2437.0
370.0	2508.0
371.0	2538.0
372.0	2460.0
373.0	2342.0
374.0	2400.0
375.0	2411.0
376.0	2316.0
377.0	2308.0
378.0	2313.0
379.0	2333.0
380.0	2290.0
381.0	2338.0
382.0	2363.0
383.0	2313.0
384.0	2370.0
385.0	2352.0
386.0	2346.0
387.0	2383.0
388.0	2365.0
389.0	2390.0
390.0	2317.0
391.0	2217.0
392.0	2208.0
393.0	2242.0
394.0	2342.0
395.0	2403.0
396.0	2354.0
397.0	2237.0
398.0	2221.0
399.0	2250.0
400.0	2367.0
401.0	2249.0
402.0	2206.0
403.0	2175.0
404.0	2290.0
405.0	2254.0
406.0	2234.0
407.0	2208.0
408.0	2242.0
409.0	2157.0
410.0	2180.0
411.0	2256.0
412.0	2278.0
413.0	2185.0
414.0	2191.0
415.0	2211.0
416.0	2227.0
417.0	2246.0
418.0	2262.0
419.0	2220.0
420.0	2176.0
421.0	2144.0
422.0	2189.0
423.0	2130.0
424.0	2120.0
425.0	2172.0
426.0	2202.0
427.0	2122.0
428.0	2109.0
429.0	2028.0
430.0	2076.0
431.0	2047.0
432.0	2011.0
433.0	1986.0
434.0	2033.0
435.0	2071.0
436.0	2078.0
437.0	1974.0
438.0	2024.0
439.0	2056.0
440.0	2039.0
441.0	2008.0
442.0	2105.0
443.0	2122.0
444.0	1982.0
445.0	1989.0
446.0	2044.0
447.0	1993.0
448.0	2056.0
449.0	2016.0
450.0	2080.0
451.0	2030.0
452.0	2068.0
453.0	1992.0
454.0	2033.0
455.0	2103.0
456.0	2035.0
457.0	2043.0
458.0	2089.0
459.0	2091.0
460.0	2004.0
461.0	2066.0
462.0	2019.0
463.0	2003.0
464.0	1984.0
465.0	1925.0
466.0	1873.0
467.0	2025.0
468.0	2000.0
469.0	2032.0
470.0	2170.0
471.0	2032.0
472.0	2001.0
473.0	1981.0
474.0	1889.0
475.0	1973.0
476.0	1989.0
477.0	2016.0
478.0	2014.0
479.0	2056.0
480.0	1955.0
481.0	1924.0
482.0	2017.0
483.0	2035.0
484.0	2114.0
485.0	2134.0
486.0	2087.0
487.0	2060.0
488.0	2054.0
489.0	2095.0
490.0	2153.0
491.0	2287.0
492.0	2261.0
493.0	2231.0
494.0	2383.0
495.0	2369.0
496.0	2402.0
497.0	2515.0
498.0	2392.0
499.0	2448.0
500.0	2613.0
