#Insert size (bp)	insert size
29.0	1.0
30.0	14.0
31.0	27.0
32.0	66.0
33.0	128.0
34.0	210.0
35.0	332.0
36.0	502.0
37.0	716.0
38.0	950.0
39.0	1211.0
40.0	1622.0
41.0	1763.0
42.0	1817.0
43.0	1805.0
44.0	1899.0
45.0	1885.0
46.0	1941.0
47.0	1871.0
48.0	1874.0
49.0	1887.0
50.0	1909.0
51.0	1951.0
52.0	1843.0
53.0	1847.0
54.0	1916.0
55.0	1946.0
56.0	2060.0
57.0	2024.0
58.0	2175.0
59.0	2144.0
60.0	2165.0
61.0	2191.0
62.0	2364.0
63.0	2359.0
64.0	2429.0
65.0	2376.0
66.0	2418.0
67.0	2451.0
68.0	2524.0
69.0	2404.0
70.0	2445.0
71.0	2588.0
72.0	2702.0
73.0	2707.0
74.0	2710.0
75.0	2724.0
76.0	2807.0
77.0	2773.0
78.0	2874.0
79.0	2872.0
80.0	2901.0
81.0	2894.0
82.0	3021.0
83.0	3047.0
84.0	3091.0
85.0	3000.0
86.0	3188.0
87.0	3232.0
88.0	3157.0
89.0	3124.0
90.0	3260.0
91.0	3387.0
92.0	3496.0
93.0	3325.0
94.0	3477.0
95.0	3585.0
96.0	3507.0
97.0	3436.0
98.0	3654.0
99.0	3529.0
100.0	3727.0
101.0	3733.0
102.0	3724.0
103.0	3777.0
104.0	3867.0
105.0	3754.0
106.0	3849.0
107.0	3852.0
108.0	3994.0
109.0	4038.0
110.0	4255.0
111.0	4132.0
112.0	4037.0
113.0	4013.0
114.0	4228.0
115.0	4276.0
116.0	4375.0
117.0	4543.0
118.0	4455.0
119.0	4631.0
120.0	4659.0
121.0	4779.0
122.0	5078.0
123.0	5371.0
124.0	5312.0
125.0	5662.0
126.0	5979.0
127.0	5802.0
128.0	6325.0
129.0	6330.0
130.0	6752.0
131.0	6934.0
132.0	7499.0
133.0	7617.0
134.0	8135.0
135.0	8371.0
136.0	8939.0
137.0	9454.0
138.0	9862.0
139.0	10350.0
140.0	10296.0
141.0	10641.0
142.0	11206.0
143.0	11841.0
144.0	11978.0
145.0	12567.0
146.0	13275.0
147.0	13618.0
148.0	13793.0
149.0	12952.0
150.0	14148.0
151.0	19205.0
152.0	14591.0
153.0	12818.0
154.0	12339.0
155.0	11884.0
156.0	11396.0
157.0	10833.0
158.0	11154.0
159.0	10531.0
160.0	10211.0
161.0	9888.0
162.0	9715.0
163.0	9334.0
164.0	9667.0
165.0	8998.0
166.0	9025.0
167.0	8829.0
168.0	8860.0
169.0	8466.0
170.0	8439.0
171.0	8044.0
172.0	8154.0
173.0	7752.0
174.0	7718.0
175.0	7527.0
176.0	7657.0
177.0	7191.0
178.0	7327.0
179.0	7167.0
180.0	7285.0
181.0	6901.0
182.0	6769.0
183.0	6741.0
184.0	6834.0
185.0	6596.0
186.0	6518.0
187.0	6262.0
188.0	6430.0
189.0	6182.0
190.0	6229.0
191.0	6037.0
192.0	6074.0
193.0	5806.0
194.0	5908.0
195.0	5763.0
196.0	5852.0
197.0	5631.0
198.0	5617.0
199.0	5460.0
200.0	5427.0
201.0	5454.0
202.0	5363.0
203.0	5190.0
204.0	5330.0
205.0	5161.0
206.0	5297.0
207.0	5132.0
208.0	5124.0
209.0	5131.0
210.0	4995.0
211.0	4924.0
212.0	5036.0
213.0	4804.0
214.0	4808.0
215.0	4788.0
216.0	4824.0
217.0	4512.0
218.0	4622.0
219.0	4503.0
220.0	4612.0
221.0	4564.0
222.0	4408.0
223.0	4452.0
224.0	4577.0
225.0	4446.0
226.0	4454.0
227.0	4383.0
228.0	4285.0
229.0	4175.0
230.0	4238.0
231.0	4246.0
232.0	4405.0
233.0	4253.0
234.0	4164.0
235.0	4193.0
236.0	4181.0
237.0	4047.0
238.0	4025.0
239.0	4174.0
240.0	4159.0
241.0	4019.0
242.0	4042.0
243.0	3816.0
244.0	3961.0
245.0	4037.0
246.0	3996.0
247.0	3927.0
248.0	4061.0
249.0	3959.0
250.0	3945.0
251.0	3805.0
252.0	3823.0
253.0	3845.0
254.0	3979.0
255.0	3793.0
256.0	3874.0
257.0	3797.0
258.0	3789.0
259.0	3780.0
260.0	3738.0
261.0	3623.0
262.0	3652.0
263.0	3817.0
264.0	3789.0
265.0	3645.0
266.0	3659.0
267.0	3626.0
268.0	3522.0
269.0	3456.0
270.0	3557.0
271.0	3390.0
272.0	3449.0
273.0	3453.0
274.0	3524.0
275.0	3409.0
276.0	3516.0
277.0	3394.0
278.0	3418.0
279.0	3350.0
280.0	3408.0
281.0	3436.0
282.0	3360.0
283.0	3379.0
284.0	3372.0
