#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	2.074688796680498E-6
4.0	0.0
5.0	0.0
6.0	8.298755186721992E-6
7.0	6.224066390041494E-6
8.0	1.6597510373443984E-5
9.0	7.261410788381743E-5
10.0	1.0995850622406639E-4
11.0	3.0082987551867217E-4
12.0	5.518672199170125E-4
13.0	0.0013091286307053938
14.0	0.0028195020746887966
15.0	0.005396265560165974
16.0	0.009641078838174274
17.0	0.014875518672199172
18.0	0.0212448132780083
19.0	0.027263485477178422
20.0	0.03127800829875518
21.0	0.03327385892116183
22.0	0.03278008298755187
23.0	0.030184647302904568
24.0	0.027605809128630705
25.0	0.026570539419087134
26.0	0.020134854771784227
27.0	0.01996473029045643
28.0	0.01795850622406639
29.0	0.017051867219917013
30.0	0.015831950207468876
31.0	0.014923236514522821
32.0	0.01478630705394191
33.0	0.014134854771784234
34.0	0.013898340248962656
35.0	0.013809128630705395
36.0	0.013346473029045645
37.0	0.013056016597510371
38.0	0.012473029045643153
39.0	0.012136929460580915
40.0	0.01162448132780083
41.0	0.010780082987551867
42.0	0.010721991701244814
43.0	0.010244813278008299
44.0	0.010475103734439835
45.0	0.011887966804979253
46.0	0.01428630705394191
47.0	0.020761410788381743
48.0	0.035759336099585065
49.0	0.057894190871369294
50.0	0.07393153526970954
51.0	0.07507468879668051
52.0	0.04745643153526972
53.0	0.037466804979253115
54.0	0.026620331950207472
55.0	0.01933609958506224
56.0	0.014539419087136927
57.0	0.010363070539419088
58.0	0.007296680497925312
59.0	0.0050331950207468884
60.0	0.003201244813278008
61.0	0.0022551867219917014
62.0	0.001570539419087137
63.0	9.522821576763486E-4
64.0	5.248962655601659E-4
65.0	3.755186721991701E-4
66.0	2.3858921161825722E-4
67.0	1.5352697095435687E-4
68.0	9.543568464730292E-5
69.0	7.883817427385893E-5
70.0	5.601659751037344E-5
71.0	3.526970954356847E-5
72.0	2.6970954356846477E-5
73.0	8.298755186721992E-6
74.0	2.4896265560165977E-5
75.0	4.149377593360996E-6
76.0	4.149377593360996E-6
77.0	1.037344398340249E-5
78.0	2.074688796680498E-6
79.0	0.0
80.0	0.0
81.0	0.0
82.0	2.074688796680498E-6
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	2.074688796680498E-6
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	6.224066390041494E-6
