#Position (bp)	mapping quality
510360.0	8.873423093585481
1531079.0	18.758163030376902
2551798.0	9.531501090321575
3572517.0	21.142468766769706
4593236.0	22.491786174340973
5613955.0	19.52875789147527
6634674.0	17.515185501614706
7655393.0	13.45439029416902
8676112.0	11.860065220042365
9696831.0	15.754266964785979
1.071755E7	12.002869403496899
1.1738269E7	12.653509171369127
1.2758988E7	8.923963171326092
1.3779707E7	11.943986231862556
1.4800426E7	17.430754079048622
1.5542849E7	11.173957808680269
1.60532085E7	8.36638802619187
1.6841864E7	11.163127829300853
1.7862583E7	14.05032265068556
1.8883302E7	23.241203981694852
1.9904021E7	15.109479885833144
2.092474E7	24.89541816775067
2.1945459E7	29.314920298902212
2.2966178E7	14.166107174673597
2.3986897E7	26.68222444268339
2.5007616E7	28.355348492237074
2.6028335E7	23.80971861140847
2.7049054E7	27.734696447599674
2.8069773E7	15.899623103483455
2.90063125E7	16.820228379207876
2.9516672E7	8.736661249385724
3.0111211E7	27.445326030908934
3.113193E7	13.958533887834934
3.2152649E7	19.451391613981542
3.3173368E7	17.608466599411248
3.4194087E7	18.916692288485866
3.5214806E7	18.79812083503594
3.6235525E7	19.08873370713185
3.7256244E7	22.325669702037402
3.8276963E7	17.500060447310094
3.9297682E7	17.63683289788474
4.0318401E7	13.314485151818484
4.08600465E7	37.68938157924145
4.1370406E7	17.482435288781172
4.2359839E7	22.387750609835308
4.3380558E7	13.423255142547816
4.4401277E7	27.58646386308924
4.5421996E7	20.22207906372166
4.6442715E7	25.859354127380435
4.7463434E7	22.62492212009391
4.8484153E7	11.989543310563251
4.9504872E7	16.364023651019846
5.0525591E7	16.866297548320436
5.154631E7	20.32422491758659
5.2132722E7	31.160224762270676
5.26430815E7	27.08537361466958
5.3587748E7	20.364579861090515
5.4608467E7	15.784079396813727
5.5629186E7	16.83134818228537
5.6649905E7	10.907592790463289
5.7670624E7	17.470999534535448
5.8691343E7	9.190581369254515
5.9712062E7	16.311227810703734
6.0732781E7	26.15272459300622
6.17535E7	27.166695595359556
6.24094815E7	29.533201375703076
6.2919841E7	10.725782726157721
6.3794938E7	22.704181637392345
6.4815657E7	16.866543786796196
6.5836376E7	11.831237877707384
6.6857095E7	11.393399945334268
6.7877814E7	16.54833772111366
6.8898533E7	24.755274424494175
6.9919252E7	12.252715553976925
7.0939971E7	13.107447365279908
7.1904594E7	12.19678203446706
7.24149535E7	18.167637111414088
7.2981409E7	10.680260612394655
7.4002128E7	9.029295920309952
7.5022847E7	18.683716146878055
7.6043566E7	13.656223796012899
7.7064285E7	20.851906933492987
7.8085004E7	16.23976977591224
7.9105723E7	23.196518968541582
7.9997623E7	20.183759187352656
8.05079825E7	13.26842884294064
8.1147161E7	22.263067803362617
8.216788E7	16.93154501703612
8.3188599E7	6.29806581603861
8.4209318E7	6.8567778381410465
8.5230037E7	7.0084284733308735
8.6250756E7	10.034103030585747
8.7271475E7	8.777219197241273
8.78641845E7	14.897187115535175
8.8374544E7	9.334814199052515
8.9312913E7	25.343797318757616
9.0333632E7	28.54999012269804
9.1354351E7	19.50076752078502
9.237507E7	20.897284483696506
9.3395789E7	18.098462183837835
9.4416508E7	12.02639113328181
9.5112036E7	13.207262635636386
9.56223955E7	26.611630745017205
9.6457946E7	8.022961116561719
9.7478665E7	8.477243191167155
9.8499384E7	17.855439363274435
9.9520103E7	14.313196961334707
1.00540822E8	10.24719826273549
1.01386574E8	8.197402162694907
1.018969335E8	6.068202588180365
1.0258226E8	22.32798223601079
1.03602979E8	22.828232897477097
1.04623698E8	25.149090037565582
1.05644417E8	25.030973591335037
1.06665136E8	29.447466194016332
1.076372215E8	23.275453064494016
1.08147581E8	13.074477046188404
1.08706574E8	16.804437927218434
1.09727293E8	13.20954510384355
1.10748012E8	14.06315008994359
1.11768731E8	6.54302811173741
1.1278945E8	12.705514213398175
1.13638349E8	8.897873431339297
1.141487085E8	6.787314738101814
1.14830888E8	7.306528937445168
1.15851607E8	13.613398023290332
1.16872326E8	9.619112595759567
1.17893045E8	11.278147211317256
1.18913764E8	6.107648787094378
1.196339415E8	5.534593251828297
1.20144301E8	12.42934285958907
1.20955202E8	23.237598640535616
1.21975921E8	19.509717590559717
1.2299664E8	27.852084296907556
1.24017359E8	28.210272042330477
1.246429705E8	25.387389107934943
1.2515333E8	5.581209279590432
1.26058797E8	15.143442934532061
1.27079516E8	10.367642984706455
1.28100235E8	6.673510365863605
1.290844785E8	15.570194372556577
1.29594838E8	5.8911873005482365
1.30141673E8	6.383053495532844
1.31162392E8	12.539607684910187
1.32183111E8	14.30877869529643
1.3320383E8	10.834383103877212
1.33904959E8	7.359317400010268
1.344153185E8	21.877517277420868
1.35245268E8	24.69098875898915
1.36265987E8	6.801294058649038
1.37286706E8	4.278403746318251
1.379154055E8	14.555161307080887
1.38425765E8	20.80476714166491
1.39328144E8	17.40978815897916
1.40348863E8	16.046189295370688
1.413579265E8	16.391557833833104
1.41868286E8	28.680301543402624
1.42390301E8	11.69078911840307
1.4341102E8	29.41654953688687
1.44431739E8	22.28161122693889
1.452602935E8	19.895664866274878
1.45770653E8	15.845856924532422
1.46473177E8	20.598462872813503
1.47493896E8	20.883037672382173
1.48514615E8	21.457107086975657
1.491610745E8	6.163540080818387
1.49671434E8	13.151663226551813
1.50556053E8	13.780461653447187
1.51576772E8	23.413172148678026
1.524486985E8	24.281800673771215
1.52959058E8	27.201910180034723
1.5361821E8	5.221244911651033
1.54638929E8	4.716678608914627
1.55659648E8	8.991561022497013
1.562379865E8	4.334612644377532
1.56748346E8	11.333556604418094
1.57701086E8	5.599193140077564
1.58721805E8	15.237770954432705
1.59504311E8	23.559626535443517
1.600146705E8	11.158983197740787
1.60763243E8	20.562957364296246
1.61783962E8	10.192603750970749
1.62676022E8	6.9563014142468225
1.631863815E8	8.32451178604151
1.638254E8	21.42411451582485
1.64846119E8	25.05335850251862
1.65790573E8	13.699120618470458
1.663009325E8	16.83218631931586
1.66887557E8	10.650561102360658
1.67908276E8	8.1824868882715
